131,9/1/2022,244,0.24, ,0, ,572, ,11.0, ,106.0, ,59.8, ,82.8, ,62, ,11, ,29, ,47.1, ,2.3, ,56.2, ,77.2, 
131,9/2/2022,245,0.25, ,0, ,572, ,9.2, ,104.6, ,66.7, ,85.2, ,56, ,6, ,22, ,42.2, ,3.0, ,73.0, ,78.7, 
131,9/3/2022,246,0.24, ,0.00, ,568, ,10.3, ,102.5, ,58.6, ,81.8, ,92, ,12, ,28, ,45.3, ,2.9, ,68.8, ,79.3, 
131,9/4/2022,247,0.23, ,0, ,559, ,11.2, ,105.0, ,58.9, ,83.4, ,82, ,12, ,29, ,47.5, ,2.4, ,58.3, ,78.4, 
131,9/5/2022,248,0.26, ,0, ,540, ,11.6, ,110.9,Y,65.6, ,89.3,Y,79, ,11, ,25,Y,48.4,Y,3.3, ,80.4, ,78.9, 
131,9/6/2022,249,0.25,R,0, ,547, ,12.8, ,114.1,Y,72.6,Y,94.0,R,50, ,12, ,--,R,--,I,2.6, ,62.1, ,80.4, 
131,9/7/2022,250,0.25,R,0, ,533, ,10.2, ,108.6,Y,--,S,91.3,Y,36,H,11,H,20,Y,45.2,Y,2.8, ,68.0, ,80.7, 
131,9/8/2022,251,0.25, ,0, ,526, ,11.4, ,110.5,Y,70.6,Y,90.1,Y,50, ,10, ,24,Y,48.1,Y,3.0, ,71.0, ,81.3, 
131,9/9/2022,252,0.20, ,0.01, ,443, ,12.5, ,105.2, ,64.5, ,86.0,Y,72, ,13, ,30,Y,50.5,Y,2.4, ,56.7, ,81.2, 
131,9/10/2022,253,0.17, ,0, ,372, ,11.8, ,87.1, ,65.9, ,76.7, ,52, ,26, ,37, ,48.8, ,3.5, ,85.0, ,77.5, 
131,9/11/2022,254,0.20, ,0.02, ,488, ,10.1, ,93.2, ,57.7, ,78.6, ,91, ,15, ,30, ,44.7, ,2.7, ,65.5, ,76.7, 
131,9/12/2022,255,0.15, ,0, ,344, ,11.5, ,92.4, ,62.5, ,77.0, ,58, ,21, ,36, ,48.3, ,2.9, ,69.7, ,75.8, 
131,9/13/2022,256,0.19, ,0, ,535, ,13.1, ,81.2, ,60.5, ,69.0, ,73, ,32, ,54, ,51.7, ,5.9,Y,140.9,Y,74.3, 
131,9/14/2022,257,0.18, ,0, ,516, ,12.6, ,79.4, ,57.3, ,66.9, ,78, ,33, ,56, ,50.7, ,4.5, ,108.1, ,73.1, 
131,9/15/2022,258,0.17, ,0.03, ,506, ,13.0, ,78.7, ,56.1, ,66.7, ,94, ,33, ,58, ,51.5, ,3.5, ,85.0, ,73.5, 
131,9/16/2022,259,0.16, ,0.00, ,474, ,12.9, ,84.4, ,52.3, ,67.5, ,94, ,30, ,56, ,51.3, ,2.3, ,55.9, ,72.2, 
131,9/17/2022,260,0.16, ,0.04, ,451, ,12.2, ,79.0, ,52.8, ,64.9, ,94, ,36, ,58, ,49.8, ,4.3, ,102.1, ,71.0, 
131,9/18/2022,261,0.09, ,0.34, ,223, ,13.3, ,77.3, ,55.7, ,64.6, ,90, ,31, ,64, ,52.1, ,5.5,Y,132.1,Y,68.3, 
131,9/19/2022,262,0.08, ,0.69, ,284, ,17.3, ,75.7, ,60.5, ,65.2, ,97, ,58, ,82, ,59.5, ,2.9, ,68.5, ,68.8, 
131,9/20/2022,263,0.11, ,0.00, ,390, ,15.9, ,78.1, ,58.2, ,65.6, ,99, ,40, ,74, ,57.1, ,2.1, ,50.6, ,70.3, 
131,9/21/2022,264,0.07, ,0.15, ,267, ,14.9, ,78.6, ,57.7, ,64.3, ,94, ,39, ,72, ,55.2, ,1.9, ,44.6, ,69.7, 
131,9/22/2022,265,0.17, ,0, ,488, ,13.0, ,82.3, ,53.3, ,67.0, ,93, ,31, ,57, ,51.5, ,3.1, ,75.4, ,69.3, 
131,9/23/2022,266,0.17, ,0, ,485, ,13.6, ,90.8, ,54.8, ,72.6, ,88, ,26, ,50, ,52.7, ,2.0, ,48.6, ,70.3, 
131,9/24/2022,267,0.18, ,0, ,483, ,12.7, ,94.0, ,57.3, ,74.8, ,85, ,17, ,43, ,51.0, ,2.0, ,49.1, ,71.3, 
131,9/25/2022,268,0.17, ,0.02, ,454, ,13.2, ,96.4, ,58.3, ,76.7, ,94, ,20, ,42, ,51.9, ,2.2, ,52.4, ,72.2, 
131,9/26/2022,269,0.16, ,0, ,461, ,14.8, ,94.5, ,59.3, ,74.2, ,89, ,26, ,51, ,55.1, ,2.7, ,65.9, ,72.9, 
131,9/27/2022,270,0.16, ,0, ,469, ,11.6, ,86.7, ,56.1, ,69.4, ,80, ,21, ,47, ,48.5, ,3.8, ,91.6, ,72.0, 
131,9/28/2022,271,0.17, ,0, ,466, ,11.7, ,87.8, ,55.9, ,70.7, ,77, ,18, ,46, ,48.8, ,3.4, ,82.3, ,70.9, 
131,9/29/2022,272,0.16, ,0.00, ,463, ,12.9, ,87.9, ,56.5, ,71.2, ,96, ,28, ,49, ,51.3, ,2.7, ,64.1, ,71.1, 
131,9/30/2022,273,0.16, ,0.00, ,460, ,12.4, ,90.8, ,53.8, ,71.1, ,97, ,19, ,47, ,50.2, ,1.8, ,42.4, ,70.7, 
