47,9/1/2022,244,0.27, ,0, ,576, ,12.1, ,104.4,Y,57.1, ,80.1, ,95, ,11, ,34, ,49.6, ,4.8, ,116.1, ,--,S
47,9/2/2022,245,0.27, ,0.01, ,574, ,11.6, ,103.2, ,59.3, ,81.3, ,99, ,12, ,32, ,48.4, ,5.2, ,124.6, ,--,S
47,9/3/2022,246,0.29, ,0, ,564, ,10.9, ,99.8, ,66.2,Y,83.0, ,50, ,19, ,28, ,46.7, ,5.7, ,137.7, ,--,S
47,9/4/2022,247,0.27, ,0.03, ,559, ,11.4, ,104.2,Y,60.9, ,82.2, ,91, ,10, ,30, ,48.0, ,4.9, ,118.0, ,--,S
47,9/5/2022,248,0.29,R,0.03, ,543, ,10.8, ,112.2,R,64.2, ,88.7,R,62, ,10, ,--,R,--,I,5.1, ,121.9, ,--,S
47,9/6/2022,249,0.27,R,0, ,541, ,12.4, ,113.0,R,71.7,R,91.2,R,49,H,14,H,--,R,--,I,4.3, ,103.3, ,--,S
47,9/7/2022,250,0.30, ,0, ,535, ,11.2, ,105.7,Y,68.6,Y,87.5,Y,56, ,11, ,25,Y,47.6,Y,5.7, ,137.5, ,--,S
47,9/8/2022,251,0.29,R,0, ,532, ,11.5, ,111.2,R,69.4,Y,89.7,R,51, ,11, ,--,R,--,I,5.3, ,127.1, ,--,S
47,9/9/2022,252,0.26, ,0.00, ,528, ,12.0, ,105.9,Y,65.5,Y,84.9,Y,60, ,14, ,29,Y,49.3,Y,5.1, ,121.2, ,--,S
47,9/10/2022,253,0.15, ,0, ,307, ,16.0, ,87.3, ,65.5,Y,74.8, ,76, ,35, ,54, ,57.3, ,6.4, ,153.1, ,--,S
47,9/11/2022,254,0.18, ,0.02, ,342, ,12.1, ,90.8, ,66.4,Y,77.5, ,69, ,11, ,38, ,49.6, ,5.0, ,119.2, ,--,S
47,9/12/2022,255,0.24, ,0.02, ,468, ,11.7, ,95.0, ,66.7,Y,78.2, ,60, ,16, ,36, ,48.8, ,5.4, ,130.7, ,--,S
47,9/13/2022,256,0.22, ,0, ,533, ,12.7, ,80.5, ,60.3, ,68.8, ,71, ,37, ,53, ,50.9, ,7.8, ,186.7, ,--,S
47,9/14/2022,257,0.20, ,0, ,513, ,12.9, ,79.2, ,56.5, ,67.2, ,88, ,37, ,57, ,51.3, ,6.9, ,165.8, ,--,S
47,9/15/2022,258,0.17, ,0, ,476, ,13.5, ,78.3, ,56.6, ,66.7, ,90, ,38, ,60, ,52.6, ,5.8, ,139.6, ,--,S
47,9/16/2022,259,0.19, ,0.01, ,513, ,13.8, ,85.6, ,51.8, ,68.2, ,100, ,33, ,58, ,53.1, ,4.4, ,105.2, ,--,S
47,9/17/2022,260,0.19, ,0, ,490, ,12.4, ,79.1, ,49.9, ,64.5, ,98, ,34, ,60, ,50.3, ,6.6, ,157.4, ,--,S
47,9/18/2022,261,0.07, ,0.09, ,218, ,17.1, ,73.2, ,58.3, ,64.4, ,99, ,55, ,83, ,59.0, ,7.7, ,185.8, ,--,S
47,9/19/2022,262,0.07, ,0.20, ,274, ,19.7,Y,78.3, ,57.4, ,64.6, ,100, ,65, ,95,Y,63.1,Y,3.0, ,71.2, ,--,S
47,9/20/2022,263,0.11, ,0, ,367, ,17.2, ,77.7, ,55.6, ,65.8, ,100, ,57, ,79, ,59.2, ,4.3, ,103.1, ,--,S
47,9/21/2022,264,0.14, ,0.01, ,393, ,13.8, ,79.7, ,57.4, ,68.3, ,90, ,39, ,58, ,53.2, ,4.5, ,107.5, ,--,S
47,9/22/2022,265,0.19, ,0, ,499, ,13.5, ,83.6, ,53.5, ,68.3, ,99, ,29, ,57, ,52.6, ,5.5, ,132.1, ,--,S
47,9/23/2022,266,0.19, ,0.07, ,501, ,13.3, ,89.2, ,53.1, ,71.5, ,97, ,27, ,51, ,52.2, ,4.1, ,97.9, ,--,S
47,9/24/2022,267,0.20, ,0, ,494, ,12.0, ,95.4, ,53.7, ,74.4, ,94, ,17, ,41, ,49.3, ,3.8, ,92.2, ,--,S
47,9/25/2022,268,0.19, ,0.03, ,474, ,13.8, ,93.5, ,58.4, ,74.4, ,96, ,20, ,47, ,53.1, ,4.5, ,106.8, ,--,S
47,9/26/2022,269,0.20, ,0.06, ,473, ,14.2, ,90.9, ,56.3, ,72.8, ,99, ,29, ,51, ,53.8, ,5.0, ,120.7, ,--,S
47,9/27/2022,270,0.18, ,0, ,486, ,12.5, ,85.7, ,49.3, ,67.8, ,94, ,32, ,54, ,50.4, ,4.0, ,96.2, ,--,S
47,9/28/2022,271,0.22, ,0.03, ,475, ,12.1, ,89.9, ,51.9, ,71.7, ,99, ,16, ,46, ,49.6, ,6.0, ,143.9, ,--,S
47,9/29/2022,272,0.18, ,0, ,468, ,14.9, ,87.5, ,53.8, ,71.5, ,99, ,31, ,56, ,55.2, ,4.7, ,112.4, ,--,S
47,9/30/2022,273,0.21, ,0.05, ,471, ,10.7, ,91.3, ,56.4, ,74.2, ,80, ,19, ,37, ,46.2, ,5.3, ,126.7, ,--,S
