261,9/1/2022,244,0.23, ,0, ,825,R,8.2, ,96.4, ,54.6,Y,79.6,R,72, ,12, ,--,R,--,I,4.4, ,105.2, ,70.9,Y
261,9/2/2022,245,0.27, ,0, ,572, ,7.7, ,95.4, ,48.9, ,72.9, ,61, ,11, ,28, ,37.9, ,6.4, ,154.5, ,69.9,Y
261,9/3/2022,246,0.15, ,0, ,400, ,9.3, ,84.4, ,47.0, ,66.1, ,66, ,24, ,42, ,42.6, ,2.7, ,65.7, ,68.8, 
261,9/4/2022,247,0.17, ,0, ,460, ,10.5, ,90.0, ,42.7, ,66.8, ,80, ,25, ,47, ,45.8, ,2.6, ,62.6, ,68.7, 
261,9/5/2022,248,0.18, ,0, ,497, ,11.5, ,90.8, ,46.0, ,70.1, ,77, ,26, ,46, ,48.2, ,2.8, ,67.9, ,69.0, 
261,9/6/2022,249,0.18, ,0, ,452, ,13.2, ,98.9, ,52.2, ,74.5,Y,81, ,28, ,45,Y,52.0,Y,2.8, ,67.4, ,69.9,Y
261,9/7/2022,250,0.16,R,0, ,364, ,12.6, ,97.6, ,56.3,Y,75.1,Y,66, ,22, ,42,Y,50.6,Y,3.9, ,93.2, ,70.4,Y
261,9/8/2022,251,0.21, ,0, ,556, ,10.5, ,92.1, ,51.2, ,70.2, ,74, ,24, ,42, ,45.9, ,3.5, ,84.9, ,69.9,Y
261,9/9/2022,252,0.19, ,0, ,548, ,8.0, ,93.1, ,44.6, ,67.8, ,66, ,16, ,34, ,38.7, ,2.5, ,61.2, ,69.3,Y
261,9/10/2022,253,0.27, ,0, ,465, ,8.4, ,92.3, ,47.9, ,72.1, ,57, ,20, ,31, ,39.9, ,8.1,R,194.9,R,68.6,Y
261,9/11/2022,254,0.08, ,0, ,208, ,11.0, ,80.1, ,53.2,Y,66.9, ,71, ,37, ,49, ,47.0, ,2.7, ,63.6, ,68.0, 
261,9/12/2022,255,0.17, ,0, ,434, ,11.2, ,88.1, ,54.3,Y,69.8, ,74, ,29, ,45, ,47.5, ,3.6, ,86.5, ,68.2, 
261,9/13/2022,256,0.20, ,0, ,472, ,10.6, ,81.3, ,44.2, ,63.3, ,87, ,34, ,54, ,46.2, ,6.7, ,161.1, ,67.6, 
261,9/14/2022,257,0.21, ,0, ,478, ,8.7, ,77.9, ,40.3, ,60.6, ,90, ,23, ,48, ,40.9, ,7.8,Y,187.3,Y,66.5, 
261,9/15/2022,258,0.16, ,0, ,515, ,9.5, ,78.2, ,39.1, ,58.7, ,82, ,33, ,56, ,43.2, ,3.1, ,74.3, ,65.8, 
261,9/16/2022,259,0.16, ,0, ,507, ,9.9, ,76.7, ,39.8, ,58.6, ,91, ,31, ,59, ,44.4, ,3.6, ,86.8, ,66.0, 
261,9/17/2022,260,0.09, ,0.12, ,278, ,10.4, ,70.6, ,38.6, ,53.3, ,96, ,39, ,75, ,45.5, ,5.2, ,125.4, ,65.0, 
261,9/18/2022,261,0.07, ,0.00, ,175, ,10.5, ,60.7, ,48.7, ,53.9, ,98, ,54, ,74, ,45.8, ,8.8,R,211.1,R,63.2, 
261,9/19/2022,262,0.14, ,0.13, ,427, ,11.1, ,68.7, ,49.7,Y,57.4, ,95, ,41, ,69, ,47.3, ,5.0, ,120.1, ,62.7, 
261,9/20/2022,263,0.10, ,0.00, ,338, ,11.0, ,68.6, ,42.5, ,55.5, ,98, ,46, ,73, ,47.0, ,3.9, ,92.8, ,63.0, 
261,9/21/2022,264,0.09, ,0, ,310, ,10.7, ,68.5, ,42.2, ,53.5, ,94, ,46, ,76, ,46.2, ,4.2, ,99.9, ,62.0, 
261,9/22/2022,265,0.14, ,0, ,497, ,10.3, ,75.1, ,38.7, ,55.3, ,100, ,35, ,69, ,45.3, ,2.8, ,66.3, ,61.8, 
261,9/23/2022,266,0.14, ,0, ,503,R,10.1, ,78.9, ,36.9, ,57.0, ,98, ,37, ,63, ,44.7, ,2.8, ,66.1, ,62.0, 
261,9/24/2022,267,0.15, ,0, ,495,R,9.6, ,84.5, ,38.7, ,59.6, ,93, ,28, ,55, ,43.6, ,2.7, ,65.3, ,62.3, 
261,9/25/2022,268,0.18, ,0, ,485, ,9.0, ,86.4, ,38.5, ,62.9, ,87, ,23, ,46, ,41.7, ,4.2, ,101.5, ,62.4, 
261,9/26/2022,269,0.18, ,0, ,477, ,9.9, ,87.4, ,43.6, ,64.9, ,81, ,28, ,47, ,44.4, ,5.0, ,119.1, ,62.8, 
261,9/27/2022,270,0.22, ,0, ,455, ,8.6, ,83.1, ,41.5, ,64.7, ,82, ,18, ,41, ,40.6, ,8.1,Y,195.3,Y,62.6, 
261,9/28/2022,271,0.13, ,0.00, ,351, ,9.3, ,76.3, ,43.5, ,61.0, ,86, ,32, ,50, ,42.5, ,4.7, ,112.0, ,62.7, 
261,9/29/2022,272,0.13, ,0, ,468, ,8.9, ,72.2, ,35.2, ,54.1, ,93, ,35, ,62, ,41.5, ,3.1, ,74.8, ,61.8, 
261,9/30/2022,273,0.13, ,0, ,465, ,8.8, ,76.9, ,34.7, ,55.7, ,93, ,32, ,58, ,41.3, ,2.6, ,63.2, ,61.3, 
