41,9/1/2022,244,0.30, ,0, ,568, ,23.8, ,109.5, ,85.0, ,95.8, ,62, ,25, ,41, ,68.5, ,7.2, ,172.8, ,83.7, 
41,9/2/2022,245,0.30, ,0, ,560, ,27.3, ,106.1, ,83.6, ,94.8, ,71, ,32, ,49, ,72.5, ,9.1,Y,217.5,Y,83.8, 
41,9/3/2022,246,0.27, ,0, ,569, ,24.9, ,106.3, ,82.3, ,94.5, ,65, ,30, ,45, ,69.9, ,5.3, ,127.8, ,83.7, 
41,9/4/2022,247,0.27, ,0, ,547, ,22.4, ,109.4, ,84.8, ,96.1, ,57, ,25, ,38, ,66.7, ,4.1, ,98.4, ,84.3, 
41,9/5/2022,248,0.32, ,0, ,579, ,16.6, ,115.0,Y,80.3, ,97.0, ,60, ,9, ,28, ,58.2, ,5.2, ,124.0, ,84.1, 
41,9/6/2022,249,0.30, ,0, ,564, ,20.0, ,112.4, ,78.8, ,95.8, ,68, ,17, ,35, ,63.4, ,6.0, ,143.5, ,83.4, 
41,9/7/2022,250,0.28, ,0, ,555, ,26.8, ,104.3, ,84.6, ,93.1, ,75, ,32, ,51, ,72.0, ,8.1, ,195.1, ,83.4, 
41,9/8/2022,251,0.20, ,0, ,360, ,19.9, ,104.2, ,81.3, ,90.8, ,52, ,24, ,40, ,63.3, ,5.4, ,128.9, ,82.6, 
41,9/9/2022,252,0.12,R,0.21, ,97, ,26.8, ,87.4,Y,75.5, ,79.8,H,88,H,55,H,77, ,72.0, ,6.9, ,164.9, ,80.0, 
41,9/10/2022,253,0.10, ,0.02, ,308, ,27.9, ,87.8,Y,74.8, ,80.1, ,92, ,64, ,80, ,73.2, ,3.9, ,93.4, ,75.4,Y
41,9/11/2022,254,0.17, ,0, ,445, ,26.0, ,94.8, ,71.9, ,82.4, ,99, ,46, ,69, ,71.1, ,3.0, ,72.3, ,75.7, 
41,9/12/2022,255,0.19, ,0, ,464, ,23.9, ,95.1, ,75.8, ,84.4, ,80, ,44, ,59, ,68.7, ,3.9, ,94.1, ,77.3, 
41,9/13/2022,256,0.23, ,0, ,527, ,21.1, ,97.9, ,76.7, ,86.0, ,73, ,32, ,50, ,65.1, ,4.8, ,116.3, ,77.8, 
41,9/14/2022,257,0.22, ,0, ,532, ,18.7, ,97.1, ,73.0, ,84.7, ,72, ,30, ,46, ,61.6, ,3.5, ,82.9, ,77.9, 
41,9/15/2022,258,0.24, ,0, ,574, ,12.7, ,97.4, ,67.3, ,82.5, ,68, ,13, ,34, ,51.0, ,3.7, ,88.8, ,77.2, 
41,9/16/2022,259,0.23, ,0, ,571, ,11.8, ,98.3, ,63.7, ,81.7, ,70, ,11, ,32, ,49.0, ,3.4, ,81.6, ,75.9, 
41,9/17/2022,260,0.23, ,0, ,571, ,11.6, ,98.8, ,66.4, ,82.4, ,64, ,14, ,31, ,48.4, ,3.5, ,85.2, ,75.4, 
41,9/18/2022,261,0.23, ,0, ,568, ,10.9, ,97.4, ,61.3, ,81.1, ,57, ,17, ,30, ,46.7, ,3.4, ,80.7, ,74.7, 
41,9/19/2022,262,0.22, ,0, ,548, ,11.9, ,98.0, ,63.8, ,81.7, ,60, ,16, ,32, ,49.2, ,2.6, ,63.4, ,74.2, 
41,9/20/2022,263,0.22,R,0, ,544, ,14.3, ,99.9, ,65.6, ,84.4, ,57, ,15, ,36, ,54.1, ,2.9, ,70.3, ,74.2, 
41,9/21/2022,264,0.21, ,0, ,488, ,15.8, ,99.7, ,74.8, ,85.9, ,70, ,21, ,37, ,56.8, ,4.0, ,95.0, ,75.3, 
41,9/22/2022,265,0.21, ,0, ,498, ,18.7, ,100.7, ,71.4, ,85.8, ,55, ,31, ,44, ,61.5, ,3.1, ,74.7, ,75.5, 
41,9/23/2022,266,0.23, ,0, ,512, ,19.9, ,103.5, ,75.1, ,89.6, ,66, ,28, ,42, ,63.4, ,3.6, ,86.9, ,75.9, 
41,9/24/2022,267,0.22, ,0, ,506, ,19.7, ,104.4, ,78.2, ,90.6, ,60, ,25, ,40, ,63.1, ,3.1, ,75.3, ,73.9, 
41,9/25/2022,268,0.23, ,0, ,517, ,17.2, ,108.5, ,75.8, ,90.8, ,67, ,13, ,35, ,59.3, ,3.2, ,77.9, ,72.5, 
41,9/26/2022,269,0.23, ,0, ,540,R,11.5, ,107.5, ,67.8, ,87.3, ,55, ,9, ,26, ,48.3, ,3.1, ,73.8, ,70.3, 
41,9/27/2022,270,0.24, ,0, ,497, ,14.9, ,106.9, ,72.1, ,88.9, ,54, ,18, ,32, ,55.2, ,3.6, ,85.4, ,68.9,Y
41,9/28/2022,271,0.26, ,0, ,491, ,21.6, ,103.9, ,78.2,Y,89.9, ,67, ,28, ,45, ,65.7, ,7.3, ,174.2, ,70.1, 
41,9/29/2022,272,0.23, ,0, ,489, ,23.4, ,100.6, ,79.1,Y,89.0, ,77, ,30, ,50, ,68.0, ,6.3, ,151.2, ,72.0, 
41,9/30/2022,273,0.23, ,0, ,483, ,22.3, ,99.9, ,78.5,Y,87.9, ,63, ,29, ,49, ,66.6, ,6.4, ,153.2, ,73.1, 
