44,9/1/2022,244,0.26,R,0, ,544, ,14.9, ,104.7, ,75.9,Y,87.7, ,56, ,18, ,33, ,55.3, ,3.6, ,85.8, ,77.6, 
44,9/2/2022,245,0.23, ,0, ,542, ,18.2, ,103.2, ,73.0, ,86.2, ,63, ,24, ,43, ,60.9, ,3.4, ,82.4, ,78.3, 
44,9/3/2022,246,0.27, ,0, ,586, ,20.2, ,103.3, ,74.6,Y,88.2, ,68, ,29, ,44, ,63.8, ,4.1, ,98.8, ,78.7, 
44,9/4/2022,247,0.23, ,0, ,504, ,19.6, ,105.7, ,76.4,Y,88.0, ,62, ,23, ,43, ,62.9, ,3.9, ,92.4, ,78.4, 
44,9/5/2022,248,0.26,R,0, ,590, ,20.1, ,105.6, ,74.4,Y,88.3, ,70, ,24, ,44, ,63.6, ,3.6, ,86.3, ,79.6, 
44,9/6/2022,249,0.26, ,0, ,582, ,18.5, ,103.4, ,72.2, ,87.0, ,74, ,23, ,42, ,61.3, ,3.8, ,91.9, ,80.2, 
44,9/7/2022,250,0.25, ,0, ,549, ,19.3, ,102.9, ,72.7, ,87.2, ,67, ,26, ,44, ,62.5, ,3.9, ,93.0, ,80.2, 
44,9/8/2022,251,0.20, ,0.05, ,427, ,18.7, ,97.3, ,74.8,Y,86.0, ,77, ,29, ,44, ,61.6, ,3.6, ,85.7, ,80.3, 
44,9/9/2022,252,0.09, ,0.16, ,160, ,21.1, ,90.5, ,72.1, ,81.5,H,96,H,39,H,58, ,65.1, ,5.4,R,128.7,R,79.5, 
44,9/10/2022,253,0.04, ,0, ,176, ,24.7,Y,81.8, ,69.9, ,74.0, ,100, ,64, ,86,Y,69.6,Y,2.7,Y,65.2,Y,77.5, 
44,9/11/2022,254,0.16, ,0.04, ,457, ,23.3,Y,89.1, ,70.8, ,76.0, ,94, ,48, ,76,Y,67.9,Y,2.8, ,67.8, ,77.1, 
44,9/12/2022,255,0.13, ,0.56, ,389, ,22.8,Y,86.3, ,68.7, ,74.5, ,95, ,51, ,78,Y,67.3,Y,2.7,Y,63.9,Y,77.8, 
44,9/13/2022,256,0.13,R,0, ,375, ,20.6,Y,83.3, ,68.2, ,74.0, ,97, ,53, ,72,Y,64.3,Y,3.2, ,76.9, ,77.9, 
44,9/14/2022,257,0.19, ,0, ,579, ,18.2, ,83.4, ,63.1, ,71.2, ,96, ,44, ,70, ,60.9, ,3.5, ,83.8, ,77.3, 
44,9/15/2022,258,0.19, ,0, ,569, ,16.6, ,82.2, ,63.7, ,70.7, ,87, ,38, ,65, ,58.3, ,3.5, ,83.5, ,76.8, 
44,9/16/2022,259,0.19, ,0, ,585,R,16.8, ,82.8, ,60.0, ,69.7, ,97, ,37, ,68, ,58.6, ,3.4, ,81.5, ,76.0, 
44,9/17/2022,260,0.13, ,0, ,432, ,17.5, ,80.5, ,61.0, ,67.8, ,99, ,47, ,76, ,59.8, ,3.2, ,76.1, ,73.9, 
44,9/18/2022,261,0.18, ,0, ,554, ,15.6, ,80.1, ,60.8, ,68.1, ,90, ,43, ,66, ,56.5, ,3.8, ,90.6, ,71.5, 
44,9/19/2022,262,0.17, ,0, ,528, ,15.3, ,83.1, ,58.2, ,68.2, ,94, ,34, ,65, ,56.0, ,3.3, ,80.3, ,71.6, 
44,9/20/2022,263,0.18, ,0, ,567,R,16.0, ,84.7, ,59.9, ,70.0, ,94, ,33, ,64, ,57.2, ,3.6, ,87.5, ,72.5, 
44,9/21/2022,264,0.19, ,0, ,573,R,14.4, ,82.4, ,58.6, ,69.2, ,94, ,29, ,59, ,54.4, ,3.5, ,84.5, ,72.9, 
44,9/22/2022,265,0.20, ,0, ,584,R,11.7, ,90.2, ,55.9, ,72.1, ,81, ,18, ,44, ,48.8, ,3.4, ,81.5, ,72.6, 
44,9/23/2022,266,0.21, ,0, ,536, ,13.2, ,94.2, ,62.1, ,77.4, ,69, ,25, ,41, ,51.9, ,3.5, ,84.5, ,73.3, 
44,9/24/2022,267,0.21, ,0, ,525, ,13.5, ,94.3, ,65.0, ,78.5, ,62, ,30, ,40, ,52.5, ,3.8, ,90.4, ,73.1, 
44,9/25/2022,268,0.21, ,0, ,533, ,11.5, ,94.7, ,63.8, ,78.4, ,50, ,25, ,34, ,48.1, ,3.6, ,86.5, ,70.7, 
44,9/26/2022,269,0.21, ,0, ,521, ,13.3, ,96.3, ,66.0, ,79.8, ,57, ,24, ,38, ,52.1, ,3.5, ,83.2, ,71.9, 
44,9/27/2022,270,0.21, ,0, ,539,R,14.5, ,100.0, ,66.3, ,81.5, ,66, ,18, ,39, ,54.5, ,3.6, ,86.4, ,73.2, 
44,9/28/2022,271,0.21, ,0, ,520, ,16.3, ,98.2, ,67.7, ,80.8, ,73, ,23, ,45, ,57.8, ,3.8, ,92.0, ,74.0, 
44,9/29/2022,272,0.19, ,0, ,522, ,17.8, ,91.3, ,65.7, ,76.8, ,82, ,34, ,56, ,60.2, ,3.7, ,88.6, ,74.4, 
44,9/30/2022,273,0.16, ,0, ,494, ,18.1, ,85.9, ,61.5, ,70.3, ,100, ,40, ,72, ,60.6, ,3.4, ,80.5, ,74.0, 
