182,9/1/2022,244,0.24, ,0, ,595, ,15.6, ,103.7, ,68.4, ,85.2, ,74, ,17, ,38, ,56.6, ,2.7, ,65.2, ,85.4,Y
182,9/2/2022,245,0.25, ,0, ,596, ,16.3, ,107.2, ,71.6,Y,87.3, ,62, ,15, ,37, ,57.8, ,2.8, ,68.0, ,86.2,Y
182,9/3/2022,246,0.26, ,0, ,583, ,13.1, ,101.7, ,69.2, ,84.5, ,56, ,14, ,32, ,51.7, ,3.7, ,88.5, ,85.9,Y
182,9/4/2022,247,0.24, ,0, ,572, ,16.1, ,105.4, ,68.5, ,86.4, ,68, ,19, ,38, ,57.5, ,2.9, ,70.0, ,86.1,Y
182,9/5/2022,248,0.25, ,0, ,569, ,16.2, ,105.5, ,71.6,Y,88.9, ,69, ,16, ,35, ,57.5, ,2.9, ,68.7, ,87.1,Y
182,9/6/2022,249,0.26, ,0, ,568, ,16.0, ,110.5,Y,71.0,Y,91.4,Y,62, ,18, ,32,Y,57.2,Y,3.2, ,75.6, ,87.7,R
182,9/7/2022,250,0.26,R,0, ,562, ,16.1, ,108.9,Y,73.9,Y,91.4,Y,55, ,17, ,32,Y,57.3,Y,3.3, ,78.2, ,88.5,R
182,9/8/2022,251,0.23, ,0, ,506, ,15.6, ,105.1, ,73.0,Y,88.1,Y,61, ,16, ,34,Y,56.4,Y,2.8, ,66.9, ,88.5,R
182,9/9/2022,252,0.22, ,0.01, ,460, ,17.0, ,105.8, ,72.7,Y,88.6,Y,63, ,19, ,37,Y,58.9,Y,3.8, ,90.9, ,88.1,R
182,9/10/2022,253,0.18,R,0, ,368, ,21.4,Y,97.3, ,76.0,R,84.8, ,74, ,35, ,52,Y,65.5,Y,4.4,Y,105.1,Y,88.4,R
182,9/11/2022,254,0.22, ,0, ,554, ,18.0, ,95.2, ,68.7, ,81.8, ,76, ,32, ,49, ,60.5, ,3.4, ,80.7, ,87.7,R
182,9/12/2022,255,0.13, ,0, ,314, ,15.9, ,94.0, ,69.8,Y,81.1, ,85, ,26, ,44, ,57.1, ,3.1, ,73.2, ,86.3,Y
182,9/13/2022,256,0.19, ,0, ,469, ,11.4, ,91.2, ,66.6, ,77.4, ,56, ,22, ,36, ,48.0, ,3.7, ,89.9, ,85.0,Y
182,9/14/2022,257,0.19, ,0, ,555, ,12.5, ,83.2, ,57.9, ,69.9, ,70, ,31, ,50, ,50.5, ,3.7, ,89.3, ,83.1,Y
182,9/15/2022,258,0.18, ,0, ,539, ,13.0, ,83.1, ,56.4, ,69.3, ,77, ,34, ,53, ,51.5, ,3.3, ,79.8, ,81.6, 
182,9/16/2022,259,0.18, ,0, ,533, ,13.6, ,84.3, ,56.5, ,69.9, ,79, ,34, ,55, ,52.8, ,2.9, ,69.4, ,81.1, 
182,9/17/2022,260,0.20, ,0, ,535, ,12.5, ,88.3, ,55.4, ,70.8, ,81, ,24, ,49, ,50.5, ,3.7, ,88.6, ,80.9, 
182,9/18/2022,261,0.18, ,0, ,534, ,12.1, ,83.4, ,53.8, ,68.2, ,78, ,29, ,51, ,49.6, ,3.5, ,83.5, ,80.3, 
182,9/19/2022,262,0.17, ,0, ,476, ,15.1, ,79.5, ,56.5, ,67.6, ,83, ,44, ,66, ,55.7, ,4.0, ,96.4, ,79.7, 
182,9/20/2022,263,0.18, ,0, ,500, ,14.1, ,84.2, ,60.0, ,71.0, ,82, ,37, ,54, ,53.7, ,4.0, ,95.4, ,79.7, 
182,9/21/2022,264,0.18, ,0, ,521, ,12.3, ,82.7, ,57.6, ,69.3, ,73, ,33, ,50, ,50.1, ,3.1, ,75.4, ,80.1, 
182,9/22/2022,265,0.17, ,0, ,519, ,13.3, ,84.1, ,54.6, ,68.5, ,84, ,34, ,56, ,52.1, ,2.7, ,64.1, ,79.1, 
182,9/23/2022,266,0.18, ,0, ,517, ,14.0, ,88.8, ,54.5, ,71.5, ,83, ,30, ,53, ,53.6, ,2.5, ,59.1, ,79.0, 
182,9/24/2022,267,0.18, ,0, ,496, ,15.4, ,93.8, ,61.4, ,76.8, ,77, ,26, ,49, ,56.1, ,2.5, ,59.5, ,80.1, 
182,9/25/2022,268,0.19, ,0, ,489, ,15.0, ,97.0, ,62.9, ,79.4, ,73, ,23, ,44, ,55.4, ,2.6, ,63.3, ,81.3, 
182,9/26/2022,269,0.18, ,0, ,487, ,16.6, ,98.0, ,63.7, ,79.9, ,75, ,26, ,48, ,58.3, ,2.3, ,56.2, ,82.3,Y
182,9/27/2022,270,0.18, ,0, ,467, ,16.5, ,96.2, ,68.1,Y,79.6, ,74, ,27, ,48, ,58.1, ,3.0, ,71.5, ,83.3,Y
182,9/28/2022,271,0.18, ,0, ,476, ,14.5, ,94.5, ,61.8, ,76.6, ,72, ,25, ,46, ,54.4, ,2.8, ,66.8, ,82.5,Y
182,9/29/2022,272,0.17, ,0, ,478, ,14.2, ,89.4, ,59.3, ,73.0, ,76, ,31, ,51, ,54.0, ,3.1, ,74.0, ,81.4,Y
182,9/30/2022,273,0.17, ,0, ,475, ,14.7, ,90.2, ,57.7, ,73.2, ,82, ,30, ,53, ,54.9, ,2.5, ,59.4, ,80.5, 
