187,9/1/2022,244,0.20, ,0, ,594, ,14.8, ,89.9, ,49.0, ,65.8, ,95, ,41, ,68, ,55.1, ,3.7, ,89.4, ,75.1,Y
187,9/2/2022,245,0.20, ,0, ,580, ,13.8, ,90.5, ,49.6, ,64.9, ,95, ,26, ,66, ,53.2, ,4.5, ,108.3, ,75.3,Y
187,9/3/2022,246,0.23, ,0, ,589, ,14.0, ,90.6, ,49.0, ,69.1, ,89, ,33, ,57, ,53.5, ,4.3, ,103.8, ,75.4,Y
187,9/4/2022,247,0.23, ,0, ,571, ,14.6, ,103.0,Y,50.2, ,73.9, ,90, ,19, ,51, ,54.6, ,3.1, ,75.3, ,75.6,Y
187,9/5/2022,248,0.25,R,0, ,555, ,14.4, ,111.8,R,55.7, ,81.1,R,84, ,13, ,--,R,--,I,3.3, ,78.2, ,76.0,Y
187,9/6/2022,249,0.23,R,0, ,555, ,15.6, ,109.9,R,60.6,Y,81.6,R,76,H,18,H,--,R,--,I,3.1, ,73.8, ,76.9,R
187,9/7/2022,250,0.21,R,0, ,548, ,17.1,Y,95.3, ,60.6,Y,76.0,Y,82, ,36, ,56,Y,59.0,Y,3.3, ,78.7, ,77.7,R
187,9/8/2022,251,0.23,R,0, ,540, ,16.4, ,106.6,Y,58.4, ,78.1,Y,86, ,18, ,50,Y,57.9,Y,3.6, ,87.4, ,77.9,R
187,9/9/2022,252,0.18, ,0, ,514, ,15.3, ,87.3, ,53.0, ,68.2, ,89, ,43, ,65, ,55.9, ,3.7, ,89.1, ,--,S
187,9/10/2022,253,0.13, ,0, ,369, ,16.2, ,81.6, ,54.4, ,67.4, ,93, ,42, ,71, ,57.6, ,3.9, ,93.0, ,77.6,R
187,9/11/2022,254,0.16, ,0, ,373, ,15.3, ,87.8, ,62.6,Y,70.6, ,85, ,24, ,60, ,56.0, ,4.4, ,106.5, ,77.2,R
187,9/12/2022,255,0.17, ,0, ,444, ,15.6, ,82.2, ,59.4,Y,66.8, ,83, ,42, ,70, ,56.6, ,5.7, ,136.3, ,77.1,R
187,9/13/2022,256,0.20, ,0, ,547, ,14.3, ,75.9, ,56.5, ,64.6, ,86, ,49, ,69, ,54.2, ,9.0, ,216.2, ,76.8,R
187,9/14/2022,257,0.17, ,0, ,488, ,14.7, ,76.3, ,53.7, ,64.2, ,93, ,47, ,72, ,54.9, ,6.4, ,152.5, ,76.1,R
187,9/15/2022,258,0.17, ,0, ,510, ,13.6, ,74.7, ,48.5, ,61.4, ,95, ,51, ,73, ,52.8, ,5.5, ,131.4, ,75.6,Y
187,9/16/2022,259,0.18, ,0, ,516, ,13.0, ,80.6, ,44.7, ,60.8, ,95, ,45, ,72, ,51.6, ,4.6, ,110.1, ,75.1,Y
187,9/17/2022,260,0.15, ,0, ,438, ,12.8, ,73.2, ,43.0, ,59.0, ,95, ,51, ,75, ,51.1, ,5.0, ,119.5, ,74.6,Y
187,9/18/2022,261,0.04, ,0.48, ,120, ,16.2, ,65.6, ,58.9,Y,62.1, ,91, ,73, ,85, ,57.5, ,8.2, ,197.5, ,74.0,Y
187,9/19/2022,262,0.15, ,0.15,H,459, ,14.0, ,75.3, ,48.7, ,61.8, ,95, ,51, ,74, ,53.6, ,4.0, ,95.0, ,73.2,Y
187,9/20/2022,263,0.12, ,0.03, ,371, ,13.6, ,77.3, ,45.3, ,62.0, ,95, ,47, ,72, ,52.7, ,3.6, ,86.7, ,72.6, 
187,9/21/2022,264,0.16, ,0.01,H,455, ,14.5, ,80.1, ,53.0, ,64.8, ,93, ,39, ,69, ,54.4, ,5.2, ,125.5, ,72.4, 
187,9/22/2022,265,0.18, ,0.00, ,502, ,13.4, ,82.2, ,47.8, ,64.0, ,96, ,40, ,66, ,52.4, ,4.4, ,104.6, ,72.2, 
187,9/23/2022,266,0.18, ,0, ,499, ,14.2, ,89.9, ,49.2, ,67.9, ,95, ,32, ,61, ,53.8, ,3.7, ,89.3, ,71.8, 
187,9/24/2022,267,0.18, ,0, ,504, ,14.4, ,89.5, ,48.3, ,67.8, ,93, ,31, ,62, ,54.3, ,3.3, ,79.9, ,71.7, 
187,9/25/2022,268,0.14, ,0, ,449, ,14.9, ,80.2, ,49.5, ,61.7, ,95, ,54, ,79, ,55.2, ,4.2, ,101.5, ,71.8, 
187,9/26/2022,269,0.15, ,0, ,456, ,14.0, ,79.8, ,48.6, ,61.4, ,93, ,45, ,76, ,53.6, ,5.4, ,129.9, ,71.7, 
187,9/27/2022,270,0.15, ,0, ,465, ,13.1, ,77.1, ,44.5, ,60.8, ,95, ,44, ,72, ,51.8, ,6.6, ,158.5, ,71.4, 
187,9/28/2022,271,0.16, ,0, ,468, ,14.5, ,81.7, ,45.6, ,62.3, ,96, ,42, ,76, ,54.6, ,5.8, ,138.8, ,70.9, 
187,9/29/2022,272,0.16, ,0, ,471, ,14.0, ,85.5, ,47.4, ,64.9, ,94, ,40, ,67, ,53.5, ,3.5, ,84.7, ,70.6, 
187,9/30/2022,273,0.17, ,0, ,473, ,13.3, ,88.2, ,46.3, ,65.8, ,93, ,30, ,62, ,52.2, ,3.7, ,88.5, ,70.4, 
