125,9/1/2022,244,0.27, ,0, ,558, ,14.8, ,101.5, ,71.3, ,86.7, ,55, ,21, ,34, ,55.1, ,3.2, ,76.1, ,82.9, 
125,9/2/2022,245,0.28, ,0, ,593, ,14.0, ,102.3, ,71.8, ,88.9, ,52, ,19, ,30, ,53.6, ,3.5, ,84.5, ,82.8, 
125,9/3/2022,246,0.28, ,0, ,601, ,9.8, ,101.0, ,73.1, ,87.4, ,45, ,11, ,22, ,44.0, ,3.5, ,83.5, ,82.7, 
125,9/4/2022,247,0.28, ,0, ,575, ,12.1, ,103.5, ,68.4, ,87.8, ,43, ,19, ,27, ,49.7, ,3.4, ,80.7, ,81.9, 
125,9/5/2022,248,0.28, ,0, ,584, ,14.3, ,107.3,Y,74.8,Y,91.6,Y,48, ,19, ,28,Y,54.1,Y,3.3, ,78.8, ,82.1, 
125,9/6/2022,249,0.29, ,0, ,577, ,14.5, ,110.7,Y,72.3, ,93.8,Y,49, ,18, ,27,Y,54.5,Y,3.5, ,84.2, ,83.2, 
125,9/7/2022,250,0.29, ,0, ,571, ,13.4, ,108.9,Y,75.4,Y,93.2,Y,39, ,16, ,25,Y,52.3,Y,3.9, ,94.1, ,83.6, 
125,9/8/2022,251,0.26, ,0, ,494, ,13.4, ,105.8, ,74.7,Y,91.5,Y,47, ,16, ,27,Y,52.4,Y,3.7, ,87.8, ,83.2, 
125,9/9/2022,252,0.22, ,0, ,332, ,14.2, ,107.1,Y,73.3,Y,88.6,Y,44, ,20, ,31,Y,53.8,Y,4.4, ,106.5, ,82.5, 
125,9/10/2022,253,0.23,R,0, ,360, ,19.3, ,98.5, ,79.4,R,87.3,H,62,H,31,H,44, ,62.5, ,7.4,R,178.6,R,81.9, 
125,9/11/2022,254,0.22, ,0.07, ,529, ,20.6,Y,94.5, ,73.8,Y,82.5, ,86, ,36, ,54,Y,64.3,Y,4.5, ,108.8, ,81.5, 
125,9/12/2022,255,0.17, ,0.01, ,425, ,20.3,Y,93.6, ,71.5,Y,80.7, ,97, ,26, ,57,Y,63.9,Y,3.9, ,93.9, ,81.7, 
125,9/13/2022,256,0.23, ,0, ,527, ,12.2, ,90.8, ,66.6, ,78.6, ,75, ,15, ,36, ,49.7, ,3.6, ,87.2, ,81.3, 
125,9/14/2022,257,0.21, ,0, ,574,R,12.6, ,82.4, ,58.9, ,70.8, ,72, ,33, ,49, ,50.8, ,4.2, ,100.7, ,80.0, 
125,9/15/2022,258,0.21, ,0, ,563, ,13.0, ,81.2, ,58.6, ,70.3, ,73, ,36, ,52, ,51.6, ,4.8, ,115.3, ,78.9, 
125,9/16/2022,259,0.20, ,0, ,553, ,13.4, ,83.3, ,58.1, ,71.3, ,71, ,36, ,51, ,52.3, ,4.1, ,99.1, ,78.4, 
125,9/17/2022,260,0.22, ,0, ,556, ,11.7, ,88.5, ,57.3, ,73.5, ,77, ,23, ,42, ,48.8, ,3.2, ,77.3, ,78.2, 
125,9/18/2022,261,0.20, ,0, ,558, ,11.6, ,84.5, ,52.5, ,69.5, ,72, ,31, ,47, ,48.4, ,4.0, ,95.3, ,77.6, 
125,9/19/2022,262,0.20, ,0, ,551, ,13.7, ,84.7, ,53.9, ,69.7, ,77, ,32, ,55, ,53.0, ,4.8, ,114.5, ,77.0, 
125,9/20/2022,263,0.20, ,0, ,539, ,14.8, ,84.5, ,58.4, ,71.4, ,88, ,37, ,56, ,55.1, ,3.9, ,93.3, ,77.0, 
125,9/21/2022,264,0.20, ,0, ,554,R,11.3, ,82.3, ,51.6, ,69.6, ,67, ,31, ,46, ,47.8, ,3.7, ,88.6, ,76.8, 
125,9/22/2022,265,0.20, ,0, ,545,R,12.8, ,82.8, ,56.2, ,70.4, ,74, ,36, ,50, ,51.0, ,4.3, ,102.8, ,76.3, 
125,9/23/2022,266,0.20, ,0, ,539,R,12.8, ,87.2, ,55.7, ,72.6, ,72, ,31, ,47, ,51.1, ,3.3, ,79.6, ,76.0, 
125,9/24/2022,267,0.21, ,0, ,519, ,13.9, ,93.5, ,61.5, ,78.2, ,72, ,26, ,42, ,53.4, ,3.2, ,77.5, ,76.3, 
125,9/25/2022,268,0.22, ,0, ,498, ,14.0, ,96.1, ,65.9, ,81.4, ,58, ,25, ,38, ,53.5, ,3.3, ,80.1, ,77.0, 
125,9/26/2022,269,0.21, ,0, ,497, ,13.8, ,95.5, ,66.2, ,81.3, ,55, ,27, ,38, ,53.2, ,3.2, ,77.0, ,77.4, 
125,9/27/2022,270,0.22, ,0, ,496, ,14.6, ,94.1, ,66.9, ,81.1, ,60, ,28, ,40, ,54.7, ,3.5, ,84.5, ,77.7, 
125,9/28/2022,271,0.20, ,0, ,506, ,13.5, ,91.9, ,65.1, ,78.3, ,60, ,26, ,41, ,52.5, ,3.0, ,73.0, ,77.7, 
125,9/29/2022,272,0.20, ,0, ,513, ,13.2, ,89.0, ,60.2, ,76.1, ,62, ,31, ,43, ,51.9, ,3.9, ,92.8, ,77.2, 
125,9/30/2022,273,0.20, ,0, ,506, ,13.4, ,89.9, ,58.3, ,76.1, ,69, ,28, ,44, ,52.4, ,3.5, ,85.0, ,76.9, 
