210,9/1/2022,244,0.18, ,0, ,581, ,16.6, ,79.0, ,50.1, ,63.1, ,99, ,65, ,84, ,58.2, ,4.3, ,102.5, ,74.7, 
210,9/2/2022,245,0.17, ,0, ,565, ,17.9, ,79.6, ,57.4, ,64.5, ,100, ,71, ,86, ,60.3, ,3.9, ,93.9, ,75.0, 
210,9/3/2022,246,0.20, ,0, ,569, ,15.0, ,78.4, ,51.8, ,66.3, ,93, ,40, ,68, ,55.4, ,3.9, ,93.6, ,75.0, 
210,9/4/2022,247,0.20,R,0, ,565, ,15.8, ,--,S,52.9, ,68.9,Y,85, ,42, ,65,Y,56.8,Y,3.9, ,93.8, ,75.2, 
210,9/5/2022,248,0.21,R,0, ,557, ,15.9, ,87.1,Y,60.9, ,72.7,R,84,H,37,H,--,R,--,I,4.0, ,95.6, ,75.7,Y
210,9/6/2022,249,0.19,H,0, ,547, ,17.4, ,--,S,60.0, ,69.8,Y,86,H,48,H,70,Y,59.5,Y,4.1, ,98.8, ,76.2,Y
210,9/7/2022,250,0.19,R,0, ,539, ,23.6,R,--,S,58.3, ,--,S,90,H,52,H,--,Q,--,Q,3.8, ,91.8, ,76.3,Y
210,9/8/2022,251,0.19,R,0, ,530, ,20.3,R,--,S,57.2, ,70.8,Y,91,H,54,H,--,R,--,I,4.0, ,96.5, ,76.6,Y
210,9/9/2022,252,0.17, ,0, ,514, ,18.0, ,88.1,Y,54.8, ,65.9, ,91, ,69, ,83, ,60.6, ,4.0, ,96.6, ,76.4,Y
210,9/10/2022,253,0.11,H,0.00, ,338, ,23.3,R,88.9,Y,59.5, ,72.8,R,93,H,67,H,--,R,--,I,3.2, ,76.0, ,76.0,Y
210,9/11/2022,254,0.17,R,0, ,484, ,23.3,R,93.1,R,60.7, ,--,S,85,H,62,H,--,Q,--,Q,3.8, ,91.9, ,76.3,Y
210,9/12/2022,255,0.15, ,0, ,471, ,18.6,Y,80.0, ,58.2, ,66.4, ,95, ,71, ,84,Y,61.4,Y,3.9, ,93.7, ,76.6,Y
210,9/13/2022,256,0.17, ,0, ,533, ,16.8, ,77.1, ,56.3, ,66.3, ,88, ,64, ,76, ,58.6, ,3.6, ,85.3, ,76.5,Y
210,9/14/2022,257,0.18, ,0, ,547, ,16.7, ,91.5,Y,54.3, ,66.2, ,90, ,61, ,76, ,58.4, ,3.7, ,89.0, ,76.4,Y
210,9/15/2022,258,0.16, ,0, ,517, ,16.5, ,81.5, ,54.6, ,64.1, ,90, ,66, ,81, ,58.1, ,3.7, ,87.6, ,76.1,Y
210,9/16/2022,259,0.16, ,0, ,501, ,15.4, ,75.2, ,54.5, ,63.6, ,90, ,64, ,77, ,56.2, ,4.0, ,94.9, ,75.7,Y
210,9/17/2022,260,0.12, ,0, ,382, ,15.4, ,71.9, ,57.1, ,64.0, ,87, ,65, ,76, ,56.2, ,3.7, ,88.9, ,75.5,Y
210,9/18/2022,261,0.13, ,1.54, ,384, ,18.8,Y,86.7, ,58.0, ,68.5,Y,98,H,63,H,79,Y,61.7,Y,3.4, ,82.0, ,74.8,Y
210,9/19/2022,262,0.13,R,0.09, ,417, ,22.9,R,90.1,Y,62.4,Y,70.4,Y,100, ,70, ,--,R,--,I,3.2, ,77.4, ,73.5, 
210,9/20/2022,263,0.15,R,0, ,461, ,22.0,R,--,S,55.5, ,72.1,R,98,H,46,H,--,R,--,I,2.9, ,69.8, ,73.6, 
210,9/21/2022,264,0.10, ,0, ,329, ,20.9,R,103.6,R,56.9, ,68.8,Y,94, ,69, ,--,R,--,I,3.3, ,80.3, ,73.5, 
210,9/22/2022,265,0.17, ,0, ,509, ,18.7,Y,100.4,R,53.8, ,68.4,Y,95,H,47,H,79,Y,61.6,Y,2.9, ,70.4, ,73.1, 
210,9/23/2022,266,0.17,R,0, ,512, ,20.1,R,--,S,57.7, ,70.8,Y,99, ,35, ,--,R,--,I,3.4, ,80.8, ,73.5, 
210,9/24/2022,267,0.15, ,0, ,492, ,20.1,R,93.5,Y,52.0, ,65.8, ,98, ,78, ,--,R,--,I,4.1,Y,99.1,Y,73.8, 
210,9/25/2022,268,0.06, ,0, ,240, ,19.2,Y,74.4, ,59.2, ,65.2, ,95, ,80, ,90,Y,62.3,Y,3.0, ,73.1, ,73.7, 
210,9/26/2022,269,0.07, ,0, ,252, ,18.1,Y,76.0, ,59.0, ,64.0, ,94, ,80, ,89,Y,60.7,Y,3.2, ,76.1, ,73.0, 
210,9/27/2022,270,0.13, ,0, ,419, ,18.3,Y,--,S,54.7, ,65.2, ,95, ,65, ,86,Y,61.0,Y,3.4, ,81.7, ,72.8, 
210,9/28/2022,271,0.16, ,0, ,479, ,19.4,Y,107.8,R,53.2, ,68.2, ,97, ,57, ,82,Y,62.6,Y,3.4, ,81.7, ,73.2, 
210,9/29/2022,272,0.13, ,0, ,447, ,16.8, ,82.8, ,52.6, ,62.6, ,98, ,70, ,87, ,58.6, ,2.9, ,68.9, ,73.1, 
210,9/30/2022,273,0.12, ,0, ,399, ,17.4, ,84.6, ,50.5, ,61.8, ,95, ,80, ,93, ,59.6, ,3.9, ,94.1, ,72.7, 
