218,9/1/2022,244,0.25, ,0, ,549, ,26.2, ,103.8, ,81.6, ,91.4, ,69, ,29, ,52, ,71.3, ,4.3, ,103.4, ,84.7, 
218,9/2/2022,245,0.26, ,0, ,546, ,28.7,Y,101.6, ,84.1, ,92.8, ,70, ,38, ,55,Y,74.0,Y,7.0, ,166.8, ,85.6, 
218,9/3/2022,246,0.27, ,0, ,539, ,25.5, ,103.1, ,82.3, ,93.3, ,71, ,29, ,48, ,70.5, ,5.4, ,128.6, ,86.2, 
218,9/4/2022,247,0.24, ,0, ,475, ,23.3, ,107.8, ,84.1, ,95.3, ,64, ,25, ,41, ,67.9, ,4.8, ,114.3, ,86.4, 
218,9/5/2022,248,0.29, ,0, ,547, ,20.1, ,108.5, ,80.2, ,94.8, ,58, ,19, ,36, ,63.7, ,5.6, ,135.6, ,86.3, 
218,9/6/2022,249,0.30, ,0, ,545, ,19.5, ,107.9, ,78.0, ,93.0, ,61, ,17, ,37, ,62.8, ,6.2, ,149.8, ,85.7, 
218,9/7/2022,250,0.25, ,0, ,517, ,28.1, ,100.8, ,84.2,Y,91.4, ,72, ,34, ,56, ,73.4, ,6.7, ,160.2, ,85.8, 
218,9/8/2022,251,0.15, ,0, ,262, ,22.5, ,99.3, ,79.8, ,88.7, ,70, ,33, ,49, ,66.9, ,5.9, ,142.6, ,85.2, 
218,9/9/2022,252,0.04,R,0.58, ,55, ,25.8, ,88.3,Y,75.3, ,80.6, ,91, ,52, ,72, ,70.9, ,6.1, ,146.2, ,84.1, 
218,9/10/2022,253,0.05, ,0.20, ,174, ,26.9, ,84.1,Y,75.6, ,78.9, ,91, ,64, ,80, ,72.1, ,4.0, ,94.9, ,82.9, 
218,9/11/2022,254,0.15, ,0.04, ,402, ,25.8, ,92.8, ,73.4, ,81.7, ,95, ,50, ,70, ,70.8, ,4.6, ,110.3, ,82.9, 
218,9/12/2022,255,0.09, ,0, ,253, ,24.8, ,89.2,Y,74.8, ,81.9, ,80, ,49, ,67, ,69.7, ,3.2, ,77.8, ,83.0, 
218,9/13/2022,256,0.22, ,0, ,485, ,21.6, ,92.8, ,75.8, ,84.6, ,72, ,38, ,53, ,65.6, ,5.7, ,137.3, ,83.3, 
218,9/14/2022,257,0.23, ,0, ,510, ,19.2, ,93.7, ,72.5, ,84.0, ,71, ,35, ,48, ,62.4, ,6.0, ,143.3, ,83.0, 
218,9/15/2022,258,0.25, ,0, ,532, ,14.5, ,94.2, ,68.7, ,82.6, ,64, ,23, ,38, ,54.5, ,5.9, ,140.7, ,82.1, 
218,9/16/2022,259,0.24, ,0, ,549, ,14.5, ,93.9, ,69.3, ,81.1, ,65, ,21, ,40, ,54.4, ,5.5, ,131.5, ,80.8, 
218,9/17/2022,260,0.23, ,0, ,548, ,15.3, ,92.6, ,66.8, ,80.6, ,73, ,26, ,43, ,56.0, ,5.2, ,123.6, ,80.4, 
218,9/18/2022,261,0.22, ,0, ,550, ,13.9, ,91.9, ,63.2, ,78.6, ,72, ,20, ,42, ,53.4, ,4.3, ,102.5, ,79.7, 
218,9/19/2022,262,0.23, ,0, ,547, ,13.0, ,93.4, ,62.4, ,78.9, ,70, ,16, ,38, ,51.5, ,4.9, ,117.0, ,79.0, 
218,9/20/2022,263,0.26, ,0, ,537, ,12.8, ,95.9, ,64.2, ,80.6, ,60, ,17, ,36, ,51.1, ,6.2, ,149.3, ,78.3, 
218,9/21/2022,264,0.24, ,0, ,538, ,13.4, ,96.1, ,66.6, ,81.7, ,60, ,20, ,36, ,52.3, ,5.6, ,134.9, ,77.6, 
218,9/22/2022,265,0.23, ,0, ,533, ,13.5, ,96.4, ,61.0, ,80.0, ,67, ,19, ,39, ,52.6, ,4.6, ,111.4, ,77.3, 
218,9/23/2022,266,0.24, ,0, ,491, ,18.2, ,99.8, ,69.9, ,84.7, ,60, ,27, ,45, ,60.9, ,5.2, ,125.1, ,78.0, 
218,9/24/2022,267,0.24, ,0, ,497, ,19.8, ,101.4, ,75.3, ,89.1, ,63, ,28, ,42, ,63.2, ,5.0, ,119.5, ,79.5, 
218,9/25/2022,268,0.26, ,0, ,497, ,17.0, ,107.8, ,78.7,Y,91.9,Y,51, ,18, ,33,Y,58.9,Y,5.2, ,125.1, ,80.5, 
218,9/26/2022,269,0.24, ,0, ,527, ,13.8, ,108.5, ,72.4, ,87.8, ,57, ,10, ,31, ,53.1, ,4.8, ,114.9, ,80.9, 
218,9/27/2022,270,0.26, ,0, ,496, ,15.1, ,102.3, ,67.7, ,86.4, ,58, ,19, ,35, ,55.6, ,5.6, ,135.0, ,80.3, 
218,9/28/2022,271,0.21, ,0, ,439, ,21.5, ,99.5, ,75.0, ,86.0, ,66, ,27, ,51, ,65.5, ,5.3, ,126.2, ,80.5, 
218,9/29/2022,272,0.16, ,0, ,385, ,24.3,Y,94.4, ,77.0,Y,84.8, ,80, ,38, ,60,Y,69.1,Y,4.0, ,95.3, ,81.2, 
218,9/30/2022,273,0.20, ,0, ,485, ,18.9, ,96.2, ,70.9, ,82.8, ,73, ,25, ,49, ,62.0, ,4.1, ,97.2, ,81.2, 
