237,5/1/2022,121,0.22, ,0, ,680, ,12.3, ,72.9, ,48.6, ,59.9, ,88, ,47, ,70, ,50.0, ,6.4, ,154.8, ,62.1, 
237,5/2/2022,122,0.19, ,0, ,591, ,12.8, ,77.9, ,53.4, ,61.2, ,91, ,39, ,69, ,51.1, ,5.1, ,122.1, ,62.3, 
237,5/3/2022,123,0.17, ,0, ,554, ,12.2, ,73.6, ,50.3, ,59.4, ,89, ,46, ,70, ,49.7, ,4.7, ,113.3, ,62.3, 
237,5/4/2022,124,0.26, ,0, ,698, ,11.1, ,87.0, ,48.3, ,67.3, ,90, ,13, ,49, ,47.3, ,5.4, ,130.3, ,62.2, 
237,5/5/2022,125,0.27, ,0, ,697, ,9.5, ,87.6, ,52.3, ,69.6, ,59, ,19, ,38, ,43.2, ,5.0, ,119.4, ,62.4, 
237,5/6/2022,126,0.28, ,0, ,693, ,7.3, ,83.2, ,56.5, ,68.4, ,64, ,18, ,31, ,36.6, ,5.7, ,135.7, ,62.6, 
237,5/7/2022,127,0.24, ,0, ,698, ,12.3, ,77.4, ,51.5, ,62.4, ,88, ,40, ,64, ,50.0, ,6.3, ,151.9, ,62.5, 
237,5/8/2022,128,0.16, ,0.00, ,474, ,12.1, ,67.7, ,50.3, ,57.3, ,97, ,54, ,75, ,49.6, ,9.1,Y,218.5,Y,62.7, 
237,5/9/2022,129,0.21, ,0, ,675, ,9.5, ,68.7, ,44.6, ,55.4, ,86, ,42, ,63, ,43.2, ,5.8, ,138.2, ,62.0, 
237,5/10/2022,130,0.23, ,0.04, ,691, ,7.8, ,69.9, ,42.4,Y,55.4, ,86, ,26, ,52, ,38.1, ,5.8, ,138.2, ,61.5, 
237,5/11/2022,131,0.21, ,0, ,686, ,7.1, ,67.4, ,38.7,Y,53.7, ,86, ,31, ,50, ,35.8, ,5.5, ,132.0, ,60.8, 
237,5/12/2022,132,0.27, ,0, ,729,R,4.2,Y,83.2, ,43.5, ,64.3, ,48, ,8, ,21,Y,23.2,Y,5.8, ,139.4, ,60.5, 
237,5/13/2022,133,0.29, ,0, ,722, ,5.2,Y,93.3, ,52.3, ,72.8, ,29, ,9, ,19,Y,28.1,Y,5.0, ,120.2, ,60.8, 
237,5/14/2022,134,0.31, ,0, ,717, ,5.6,Y,95.5, ,57.7, ,77.0,Y,31, ,7, ,18,Y,29.7,Y,5.5, ,132.0, ,61.5, 
237,5/15/2022,135,0.29, ,0, ,649, ,6.8, ,87.7, ,55.0, ,72.0, ,64, ,14, ,25, ,34.5, ,5.7, ,137.6, ,61.9, 
237,5/16/2022,136,0.25, ,0, ,713, ,11.8, ,80.6, ,46.0, ,63.1, ,99, ,34, ,60, ,49.0, ,5.0, ,120.8, ,61.9, 
237,5/17/2022,137,0.21, ,0, ,639, ,13.1, ,76.7, ,52.4, ,61.1, ,97, ,44, ,71, ,51.8, ,4.9, ,117.9, ,62.1, 
237,5/18/2022,138,0.23, ,0, ,683, ,13.5, ,81.9, ,51.0, ,63.5, ,98, ,39, ,67, ,52.5, ,4.5, ,108.6, ,62.3, 
237,5/19/2022,139,0.21, ,0.00, ,659, ,13.9, ,78.1, ,51.5, ,60.4, ,99, ,46, ,77, ,53.3, ,5.5, ,132.8, ,62.6, 
237,5/20/2022,140,0.06, ,0.02, ,254, ,13.9, ,63.7, ,53.1, ,56.9, ,99, ,71, ,88, ,53.4, ,6.3, ,152.2, ,62.7, 
237,5/21/2022,141,0.15, ,0.00,H,512, ,13.2, ,68.8, ,54.5, ,59.2, ,91, ,60, ,77, ,51.9, ,5.6, ,135.5, ,62.6, 
237,5/22/2022,142,0.22, ,0, ,657, ,12.7, ,78.9, ,51.4, ,62.0, ,93, ,40, ,67, ,50.8, ,4.8, ,116.3, ,62.7, 
237,5/23/2022,143,0.20, ,0, ,639, ,13.3, ,77.4, ,50.3, ,59.8, ,99, ,44, ,76, ,52.2, ,4.4, ,106.4, ,62.7, 
237,5/24/2022,144,0.25, ,0, ,718, ,13.7, ,85.9, ,47.6, ,65.1, ,99, ,35, ,65, ,52.9, ,4.5, ,107.1, ,62.7, 
237,5/25/2022,145,0.25, ,0, ,715, ,14.0, ,81.4, ,56.3, ,68.6, ,82, ,40, ,59, ,53.6, ,4.7, ,114.0, ,63.2, 
237,5/26/2022,146,0.25, ,0, ,717, ,13.5, ,83.9, ,52.5, ,65.4, ,92, ,30, ,63, ,52.5, ,5.3, ,127.5, ,63.5, 
237,5/27/2022,147,0.19, ,0, ,567, ,13.1, ,77.2, ,49.7, ,60.3, ,99, ,42, ,73, ,51.7, ,4.8, ,114.8, ,63.3, 
237,5/28/2022,148,0.16, ,0, ,508, ,13.1, ,70.4, ,54.5, ,59.7, ,92, ,56, ,75, ,51.8, ,6.7, ,161.2, ,63.3, 
237,5/29/2022,149,0.21, ,0, ,637, ,13.4, ,71.9, ,54.2, ,60.7, ,94, ,51, ,74, ,52.3, ,6.8,Y,162.8,Y,63.4, 
237,5/30/2022,150,0.23, ,0, ,677, ,13.1, ,78.7, ,52.6, ,62.4, ,93, ,37, ,68, ,51.7, ,5.1, ,122.2, ,63.6, 
237,5/31/2022,151,0.25, ,0, ,728, ,11.6, ,81.1, ,52.6, ,65.2, ,98, ,30, ,55, ,48.5, ,5.0, ,119.4, ,63.7, 
