7,5/1/2022,121,--,N,0, ,717,R,8.5, ,80.2, ,45.7, ,63.5, ,88, ,16, ,43, ,40.5, ,4.9, ,118.1, ,64.9, 
7,5/2/2022,122,--,N,0, ,702,R,8.8, ,78.4, ,45.7, ,62.7, ,71, ,29, ,45, ,41.2, ,4.3, ,102.4, ,64.5, 
7,5/3/2022,123,--,N,0, ,928,R,6.7, ,79.6, ,56.9, ,70.3, ,52, ,19, ,26, ,34.2, ,4.6, ,111.1, ,65.2, 
7,5/4/2022,124,--,N,0, ,717,R,8.1, ,88.6, ,47.4, ,70.3, ,53, ,19, ,32, ,39.2, ,2.7, ,64.6, ,65.4, 
7,5/5/2022,125,--,N,0, ,616, ,9.7, ,86.0, ,54.1, ,69.9, ,60, ,23, ,39, ,43.8, ,4.6, ,110.9, ,66.8, 
7,5/6/2022,126,--,N,0.00, ,703,R,13.7, ,84.0, ,52.4, ,67.9, ,84, ,35, ,59, ,52.9, ,4.4, ,104.8, ,67.0, 
7,5/7/2022,127,--,N,0, ,711,R,10.4, ,77.3, ,52.1, ,63.8, ,89, ,28, ,51, ,45.6, ,5.4, ,130.4, ,66.8, 
7,5/8/2022,128,--,N,0, ,729,R,6.4, ,68.6, ,46.3, ,57.2, ,57, ,25, ,40, ,33.3, ,5.7, ,135.7, ,64.8, 
7,5/9/2022,129,--,N,0, ,637, ,6.5, ,66.7, ,39.9, ,53.8, ,76, ,25, ,46, ,33.4, ,3.9, ,93.3, ,63.0, 
7,5/10/2022,130,--,N,0, ,730,R,6.7, ,65.5, ,38.0,Y,53.2,Y,82, ,28, ,48,Y,34.3,Y,4.1, ,98.5, ,62.3, 
7,5/11/2022,131,--,N,0, ,746,R,6.5, ,70.9, ,40.7, ,56.6, ,65, ,25, ,42, ,33.5, ,4.3, ,103.1, ,62.2, 
7,5/12/2022,132,--,N,0, ,694, ,6.3, ,75.2, ,40.8, ,60.6, ,69, ,17, ,35, ,32.9, ,3.9, ,93.5, ,62.7, 
7,5/13/2022,133,--,N,0, ,731,R,10.5, ,84.8, ,47.9, ,66.9, ,72, ,27, ,47, ,45.8, ,4.2, ,100.5, ,64.5, 
7,5/14/2022,134,--,N,0, ,729,R,12.2, ,89.3, ,53.5, ,72.8, ,79, ,23, ,44, ,49.7, ,3.9, ,93.7, ,67.1, 
7,5/15/2022,135,--,N,0, ,669, ,10.4, ,92.0, ,55.1, ,73.8, ,61, ,24, ,36, ,45.6, ,4.4, ,105.6, ,68.4, 
7,5/16/2022,136,--,N,0, ,753,R,9.4, ,85.0, ,55.6, ,69.9, ,73, ,24, ,38, ,43.0, ,4.7, ,112.7, ,68.2, 
7,5/17/2022,137,--,N,0, ,745,R,10.1, ,87.7, ,49.9, ,69.8, ,75, ,22, ,41, ,44.7, ,4.3, ,102.0, ,68.1, 
7,5/18/2022,138,--,N,0, ,745,R,10.2, ,93.9, ,54.4, ,75.5, ,65, ,17, ,34, ,45.1, ,3.8, ,92.2, ,69.2, 
7,5/19/2022,139,--,N,0, ,741,R,10.7, ,93.3, ,65.1,Y,80.8, ,42, ,23, ,30, ,46.4, ,5.8, ,138.7, ,71.2, 
7,5/20/2022,140,--,N,0, ,763,R,5.7,Y,79.7, ,59.6, ,68.6, ,36, ,15, ,24,Y,30.3,Y,6.8, ,163.6, ,70.2, 
7,5/21/2022,141,--,N,0, ,764,R,6.0,Y,86.2, ,47.0, ,68.9, ,49, ,13, ,25,Y,31.7,Y,3.4, ,81.8, ,67.1, 
7,5/22/2022,142,--,N,0, ,727, ,7.5, ,90.2, ,50.7, ,72.9, ,48, ,16, ,27, ,37.0, ,3.7, ,88.2, ,68.3, 
7,5/23/2022,143,--,N,0, ,739,R,8.7, ,92.2, ,57.1, ,75.8, ,55, ,16, ,29, ,41.0, ,4.5, ,108.0, ,69.5, 
7,5/24/2022,144,--,N,0, ,738,R,9.1, ,96.4, ,56.6, ,78.2, ,54, ,12, ,28, ,42.1, ,3.9, ,94.7, ,70.6, 
7,5/25/2022,145,--,N,0, ,720, ,9.4, ,98.7, ,60.2, ,81.3, ,43, ,14, ,26, ,42.9, ,2.9, ,68.7, ,72.4, 
7,5/26/2022,146,--,N,0, ,664, ,12.2, ,92.9, ,59.4, ,74.8, ,72, ,25, ,42, ,49.9, ,5.0, ,120.4, ,73.5, 
7,5/27/2022,147,--,N,0, ,645, ,13.5, ,83.3, ,55.8, ,68.4, ,84, ,34, ,57, ,52.6, ,4.8, ,116.1, ,71.8, 
7,5/28/2022,148,--,N,0, ,683, ,11.7, ,82.4, ,59.7, ,69.3, ,69, ,30, ,48, ,48.6, ,5.5, ,131.1, ,71.6, 
7,5/29/2022,149,--,N,0, ,764,R,9.4, ,80.0, ,55.2, ,66.7, ,83, ,18, ,42, ,42.9, ,5.7, ,136.4, ,70.4, 
7,5/30/2022,150,--,N,0, ,764,R,8.0, ,81.2, ,52.3, ,67.0, ,68, ,18, ,35, ,38.6, ,4.7, ,111.7, ,69.4, 
7,5/31/2022,151,--,N,0, ,762,R,7.6, ,87.0, ,51.1, ,69.7, ,63, ,14, ,31, ,37.4, ,3.9, ,93.7, ,69.5, 
