193,5/1/2022,121,0.17, ,0, ,697,R,11.6, ,56.6, ,50.1, ,52.4, ,91, ,79, ,86, ,48.5, ,8.6, ,207.1, ,60.7, 
193,5/2/2022,122,0.17, ,0, ,646, ,11.0, ,56.4, ,44.6, ,51.7, ,91, ,76, ,84, ,47.2, ,10.7, ,256.5, ,61.0, 
193,5/3/2022,123,0.17, ,0, ,706,R,11.0, ,58.9, ,40.7,Y,51.3, ,94, ,75, ,85, ,47.0, ,5.2, ,126.0, ,60.8, 
193,5/4/2022,124,0.11, ,0, ,473, ,11.7, ,52.8, ,40.8,Y,49.7,Y,99, ,93, ,96,Y,48.6,Y,5.7, ,135.6, ,60.8, 
193,5/5/2022,125,0.13, ,0.00, ,551, ,12.3, ,56.6, ,47.3, ,51.7, ,100, ,86, ,94, ,50.0, ,5.4, ,130.3, ,60.8, 
193,5/6/2022,126,0.15, ,0, ,574, ,14.2, ,61.4, ,48.8, ,55.4, ,99, ,85, ,95, ,53.9, ,4.7, ,112.0, ,61.5, 
193,5/7/2022,127,0.18, ,0, ,682, ,12.1, ,57.1, ,49.8, ,53.2, ,100, ,80, ,87, ,49.5, ,11.4,Y,274.1,Y,62.0, 
193,5/8/2022,128,0.17, ,0.02, ,683, ,10.5, ,56.4, ,43.4, ,51.5, ,91, ,69, ,81, ,45.9, ,8.4, ,202.3, ,61.6, 
193,5/9/2022,129,0.18, ,0, ,723,R,9.5,Y,56.9, ,39.1,Y,49.8,H,92,H,63,H,78,Y,43.1,Y,4.4, ,105.6, ,61.4, 
193,5/10/2022,130,0.18, ,0, ,730,R,9.6,Y,55.6, ,38.6,R,49.6,Y,92,H,68,H,79,Y,43.5,Y,7.0, ,169.0, ,61.1, 
193,5/11/2022,131,0.18, ,0, ,726,R,10.4,Y,55.5, ,48.2, ,51.4, ,85, ,75, ,81,Y,45.7,Y,8.9, ,214.3, ,61.1, 
193,5/12/2022,132,0.18, ,0, ,703, ,10.7, ,57.1, ,41.2,Y,51.7, ,91, ,72, ,82, ,46.4, ,8.0, ,192.0, ,61.1, 
193,5/13/2022,133,0.18, ,0, ,712,R,12.5, ,61.3, ,48.5, ,54.2, ,96, ,71, ,87, ,50.5, ,6.3, ,150.9, ,61.4, 
193,5/14/2022,134,0.15, ,0, ,636, ,12.6, ,56.2, ,49.5, ,52.2, ,99, ,84, ,95, ,50.7, ,6.4, ,154.2, ,62.1, 
193,5/15/2022,135,0.09, ,0, ,383, ,13.1, ,56.8, ,49.5, ,52.8, ,100, ,90, ,96, ,51.7, ,7.8, ,187.5, ,62.2, 
193,5/16/2022,136,0.14, ,0, ,565, ,12.8, ,57.4, ,50.9, ,53.6, ,98, ,85, ,91, ,51.0, ,7.5, ,178.8, ,62.0, 
193,5/17/2022,137,0.17, ,0, ,658, ,11.8, ,57.1, ,50.2, ,52.6, ,93, ,81, ,87, ,48.9, ,7.3, ,174.4, ,62.0, 
193,5/18/2022,138,0.17, ,0, ,700, ,12.1, ,60.3, ,48.4, ,53.3, ,98, ,70, ,87, ,49.6, ,5.1, ,121.2, ,62.3, 
193,5/19/2022,139,0.19, ,0, ,731,R,11.5, ,58.0, ,50.5, ,53.7, ,96, ,70, ,82, ,48.3, ,9.2, ,221.5, ,62.6, 
193,5/20/2022,140,0.19, ,0, ,748,R,10.8, ,56.0, ,48.8, ,52.0, ,91, ,73, ,82, ,46.7, ,8.4, ,201.8, ,62.3, 
193,5/21/2022,141,0.18, ,0, ,743,R,11.8, ,56.3, ,47.0, ,51.7, ,96, ,83, ,90, ,48.8, ,7.3, ,174.8, ,62.0, 
193,5/22/2022,142,0.15, ,0, ,591, ,11.8, ,56.3, ,48.7, ,51.6, ,97, ,83, ,91, ,49.0, ,6.8, ,162.6, ,62.0, 
193,5/23/2022,143,0.18, ,0, ,730,R,11.7, ,57.1, ,47.0, ,52.7, ,94, ,78, ,86, ,48.8, ,6.1, ,147.4, ,62.1, 
193,5/24/2022,144,0.18, ,0, ,733,R,12.3, ,59.0, ,46.4, ,53.5, ,98, ,76, ,88, ,50.0, ,5.8, ,140.1, ,62.3, 
193,5/25/2022,145,0.17, ,0, ,647, ,13.1, ,63.4, ,47.6, ,54.5, ,99, ,79, ,91, ,51.8, ,6.9, ,165.7, ,62.5, 
193,5/26/2022,146,0.09, ,0, ,387, ,13.5, ,60.5, ,51.4, ,54.3, ,99, ,84, ,94, ,52.6, ,5.8, ,139.2, ,62.6, 
193,5/27/2022,147,0.11, ,0, ,421, ,13.2, ,60.9, ,51.5, ,55.7, ,96, ,77, ,87, ,52.0, ,4.2, ,100.6, ,62.6, 
193,5/28/2022,148,0.14, ,0, ,574, ,14.0, ,57.8, ,51.2, ,54.6, ,99, ,92, ,96, ,53.5, ,5.4, ,129.9, ,63.1, 
193,5/29/2022,149,0.20, ,0, ,754,R,12.1, ,57.5, ,51.0, ,53.6, ,97, ,78, ,86, ,49.5, ,11.9,Y,285.8,Y,63.2, 
193,5/30/2022,150,0.19, ,0, ,738,R,11.5, ,56.6, ,50.2, ,52.7, ,90, ,79, ,85, ,48.3, ,8.5, ,203.7, ,62.9, 
193,5/31/2022,151,0.18, ,0, ,736, ,12.0, ,58.4, ,47.8, ,53.0, ,94, ,76, ,87, ,49.3, ,6.4, ,153.7, ,62.8, 
