267,5/1/2022,121,0.19, ,0.02, ,701,R,5.5, ,61.7, ,30.9, ,46.9, ,81, ,29, ,50, ,29.3, ,4.7, ,111.7, ,53.3, 
267,5/2/2022,122,0.19, ,0, ,479, ,4.8, ,57.4, ,26.9, ,44.1, ,86, ,26, ,49, ,26.0, ,10.1,Y,241.3,Y,49.9, 
267,5/3/2022,123,0.19, ,0, ,703, ,5.6, ,62.1, ,27.7, ,45.3, ,83, ,35, ,55, ,30.0, ,3.6, ,87.4, ,50.3, 
267,5/4/2022,124,0.23, ,0, ,704, ,6.8, ,75.4, ,29.6, ,55.6, ,88, ,27, ,45, ,34.7, ,4.2, ,99.7, ,54.0, 
267,5/5/2022,125,0.23, ,0, ,527, ,7.1, ,66.6, ,46.3, ,56.9, ,67, ,28, ,45, ,35.9, ,9.4, ,225.7, ,54.9, 
267,5/6/2022,126,0.26, ,0, ,659, ,8.4, ,64.8, ,49.4,Y,56.3, ,67, ,48, ,54, ,40.1, ,12.4,R,296.9,R,55.2, 
267,5/7/2022,127,0.23, ,0, ,694, ,5.6, ,58.3, ,39.5, ,49.5, ,60, ,33, ,46, ,29.8, ,10.7,Y,257.8,Y,53.3, 
267,5/8/2022,128,0.13,R,0.02, ,470, ,4.3, ,45.1,Y,28.7, ,37.7,Y,87, ,34, ,56,Y,23.5,Y,10.5,Y,251.8,Y,48.7, 
267,5/9/2022,129,0.13, ,0.00,H,542, ,5.0, ,47.1,Y,27.2, ,34.0,Y,96, ,45, ,75,Y,27.1,Y,6.1, ,145.6, ,47.5, 
267,5/10/2022,130,0.08,R,0.13,H,385, ,5.3, ,44.2,Y,28.9, ,34.3,Y,96, ,56, ,79,Y,28.6,Y,4.4, ,105.1, ,46.9,Y
267,5/11/2022,131,0.14, ,0, ,536, ,4.9, ,55.0, ,26.8, ,41.0, ,92, ,32, ,56, ,26.7, ,4.1, ,99.4, ,47.3,Y
267,5/12/2022,132,0.18, ,0, ,551, ,5.4, ,59.2, ,30.9, ,45.9, ,86, ,34, ,52, ,29.2, ,5.9, ,141.1, ,48.6, 
267,5/13/2022,133,0.22, ,0, ,643, ,7.2, ,68.2, ,26.5, ,51.0, ,90, ,37, ,56, ,36.0, ,5.8, ,140.0, ,51.1, 
267,5/14/2022,134,0.23, ,0, ,681, ,8.8, ,76.4, ,36.4, ,57.7, ,90, ,32, ,54, ,41.2, ,4.6, ,109.7, ,55.5, 
267,5/15/2022,135,0.21, ,0, ,508, ,8.1, ,77.2, ,35.2, ,59.3, ,90, ,26, ,47, ,39.0, ,5.9, ,141.4, ,56.6, 
267,5/16/2022,136,0.25, ,0, ,708, ,7.6, ,75.0, ,34.9, ,57.8, ,92, ,24, ,46, ,37.4, ,5.6, ,134.4, ,57.8, 
267,5/17/2022,137,0.24, ,0, ,748,R,6.4, ,80.7, ,30.3, ,56.8, ,85, ,19, ,41, ,33.2, ,3.0, ,73.0, ,58.0, 
267,5/18/2022,138,0.25, ,0, ,712, ,7.7, ,82.5, ,33.6, ,60.8, ,84, ,25, ,42, ,37.8, ,4.0, ,96.7, ,59.9, 
267,5/19/2022,139,0.28, ,0, ,727, ,6.3, ,67.9, ,36.7, ,56.9, ,71, ,18, ,40, ,32.6, ,8.8, ,211.6, ,59.3, 
267,5/20/2022,140,0.22, ,0, ,762,R,4.3, ,58.4, ,29.8, ,44.2, ,70, ,25, ,44, ,23.7, ,6.3, ,150.6, ,54.6, 
267,5/21/2022,141,0.23, ,0, ,758,R,4.9, ,67.7, ,25.6,Y,49.3, ,76, ,22, ,41, ,26.5, ,3.6, ,85.4, ,55.3, 
267,5/22/2022,142,0.23, ,0, ,701, ,6.3, ,72.5, ,30.5, ,53.2, ,84, ,27, ,46, ,32.8, ,3.9, ,93.8, ,57.4, 
267,5/23/2022,143,0.24, ,0, ,737, ,6.8, ,77.8, ,32.1, ,57.5, ,86, ,28, ,42, ,34.8, ,3.8, ,90.4, ,58.8, 
267,5/24/2022,144,0.23, ,0, ,734, ,7.9, ,80.9, ,33.8, ,59.5, ,86, ,24, ,46, ,38.5, ,2.9, ,69.7, ,60.7, 
267,5/25/2022,145,0.27, ,0, ,730, ,9.1, ,84.9, ,37.1, ,62.7, ,89, ,24, ,47, ,42.0, ,4.1, ,98.6, ,62.4, 
267,5/26/2022,146,0.27, ,0, ,820,R,7.5, ,81.3, ,45.7, ,67.7, ,83, ,19, ,32, ,37.2, ,8.1, ,194.7, ,64.0, 
267,5/27/2022,147,0.19, ,0, ,453, ,8.1, ,72.8, ,37.5, ,57.5, ,88, ,31, ,50, ,39.2, ,6.9, ,164.6, ,60.1, 
267,5/28/2022,148,0.21, ,0, ,610, ,8.4, ,64.6, ,42.8, ,54.8, ,76, ,43, ,57, ,40.0, ,8.7, ,209.5, ,59.6, 
267,5/29/2022,149,0.22, ,0, ,675, ,5.5, ,61.6, ,35.0, ,49.7, ,72, ,26, ,45, ,29.2, ,7.4, ,177.2, ,56.8, 
267,5/30/2022,150,0.22, ,0, ,748, ,5.1, ,64.4, ,33.0, ,49.3, ,67, ,27, ,43, ,27.7, ,4.4, ,105.6, ,57.7, 
267,5/31/2022,151,0.23, ,0, ,770,R,5.8, ,68.0, ,27.0,Y,49.5, ,88, ,27, ,48, ,30.9, ,3.6, ,87.6, ,58.0, 
