104,5/1/2022,121,0.20, ,0, ,682, ,10.3, ,72.6, ,42.5, ,55.7, ,96, ,35, ,68, ,45.2, ,2.5, ,61.2, ,66.9, 
104,5/2/2022,122,0.18, ,0, ,599, ,9.5, ,69.7, ,42.2, ,53.3, ,96, ,35, ,68, ,43.1, ,3.4, ,80.9, ,67.1, 
104,5/3/2022,123,0.21, ,0, ,694,R,9.0, ,74.4, ,42.3, ,56.0, ,95, ,26, ,58, ,41.7, ,2.7, ,63.7, ,66.9, 
104,5/4/2022,124,0.21, ,0.00, ,685, ,10.3, ,75.9, ,44.6, ,56.1, ,96, ,33, ,67, ,45.3, ,3.0, ,72.1, ,68.1, 
104,5/5/2022,125,0.16, ,0.00, ,548, ,11.8, ,68.7, ,47.4, ,55.4, ,98, ,57, ,78, ,48.9, ,2.4, ,57.7, ,69.3, 
104,5/6/2022,126,0.21, ,0, ,662, ,13.3, ,75.4, ,46.4, ,58.6, ,97, ,54, ,79, ,52.1, ,3.0, ,72.1, ,69.6, 
104,5/7/2022,127,0.21, ,0, ,655, ,9.9, ,69.0, ,48.1, ,56.4, ,97, ,43, ,64, ,44.3, ,4.4,Y,104.7,Y,70.2, 
104,5/8/2022,128,0.18, ,0, ,608, ,7.7, ,61.3, ,42.2, ,52.0, ,79, ,37, ,58, ,37.7, ,4.7,R,113.7,R,68.4, 
104,5/9/2022,129,0.19, ,0, ,662, ,7.3, ,59.6, ,37.1,Y,48.2, ,93, ,42, ,64, ,36.6, ,4.1,Y,97.9,Y,67.1, 
104,5/10/2022,130,0.16, ,0, ,540, ,7.1, ,65.3, ,36.7,Y,49.4, ,93, ,31, ,59, ,35.7, ,3.7, ,87.8, ,66.1, 
104,5/11/2022,131,0.21, ,0, ,692, ,7.8, ,71.1, ,36.5,Y,52.3, ,95, ,31, ,58, ,38.2, ,3.8, ,90.2, ,66.3, 
104,5/12/2022,132,0.20, ,0, ,662, ,8.6, ,69.6, ,37.7, ,53.9, ,91, ,37, ,61, ,40.6, ,3.3, ,78.4, ,67.2, 
104,5/13/2022,133,0.22, ,0, ,694, ,10.9, ,83.3, ,44.0, ,60.2, ,90, ,30, ,61, ,46.8, ,3.2, ,75.7, ,68.8, 
104,5/14/2022,134,0.22, ,0, ,704, ,12.7, ,81.1, ,48.0, ,60.0, ,96, ,41, ,72, ,50.9, ,2.5, ,60.5, ,71.0, 
104,5/15/2022,135,0.20, ,0, ,652, ,12.3, ,77.1, ,47.5, ,58.9, ,98, ,47, ,73, ,50.1, ,2.6, ,63.0, ,72.1, 
104,5/16/2022,136,0.21, ,0, ,703, ,11.5, ,73.8, ,47.1, ,58.0, ,96, ,43, ,70, ,48.2, ,2.9, ,68.6, ,72.6, 
104,5/17/2022,137,0.20, ,0, ,685, ,10.9, ,69.9, ,42.0, ,54.1, ,97, ,51, ,76, ,46.7, ,2.9, ,69.0, ,72.4, 
104,5/18/2022,138,0.21, ,0, ,710, ,11.2, ,78.0, ,42.8, ,58.1, ,98, ,34, ,68, ,47.6, ,2.6, ,62.8, ,72.5, 
104,5/19/2022,139,0.24, ,0, ,714, ,11.5, ,83.8, ,49.3, ,62.9, ,95, ,21, ,59, ,48.2, ,3.0, ,73.1, ,74.0, 
104,5/20/2022,140,0.23, ,0, ,728,R,8.5, ,77.9, ,44.9, ,59.3, ,92, ,20, ,49, ,40.4, ,3.4, ,81.2, ,74.2, 
104,5/21/2022,141,0.21, ,0, ,719, ,10.0, ,69.4, ,42.5, ,54.6, ,95, ,45, ,68, ,44.4, ,2.9, ,68.5, ,74.0, 
104,5/22/2022,142,0.18, ,0, ,625, ,11.3, ,67.8, ,43.6, ,54.0, ,98, ,53, ,80, ,47.8, ,2.5, ,60.2, ,73.8, 
104,5/23/2022,143,0.22, ,0, ,707, ,11.3, ,75.9, ,44.8, ,57.4, ,97, ,38, ,70, ,47.8, ,2.7, ,65.0, ,74.0, 
104,5/24/2022,144,0.23, ,0.00, ,716, ,11.9, ,84.8,Y,45.5, ,62.1, ,97, ,29, ,63, ,49.2, ,2.5, ,60.0, ,74.8, 
104,5/25/2022,145,0.20, ,0, ,693, ,12.8, ,64.5, ,51.4, ,57.1, ,98, ,70, ,80, ,51.1, ,3.3, ,78.0, ,75.9, 
104,5/26/2022,146,0.06, ,0, ,250, ,13.0, ,60.6, ,51.1, ,55.0, ,98, ,78, ,88, ,51.6, ,2.7, ,63.8, ,74.4, 
104,5/27/2022,147,0.13, ,0.01, ,448, ,12.6, ,64.0, ,52.7, ,57.2, ,94, ,65, ,79, ,50.7, ,2.8, ,66.4, ,72.6, 
104,5/28/2022,148,0.20, ,0.00, ,642, ,12.6, ,75.2, ,52.5, ,60.2, ,96, ,43, ,71, ,50.8, ,3.2, ,76.9, ,73.4, 
104,5/29/2022,149,0.24, ,0, ,736, ,10.2, ,80.3, ,48.4, ,60.8, ,86, ,22, ,56, ,45.0, ,3.9,Y,94.3,Y,74.7, 
104,5/30/2022,150,0.22, ,0, ,729, ,10.2, ,75.2, ,43.3, ,56.4, ,93, ,37, ,66, ,45.1, ,2.8, ,66.8, ,75.3, 
104,5/31/2022,151,0.22, ,0, ,738, ,10.5, ,74.7, ,41.4, ,56.6, ,95, ,42, ,67, ,45.9, ,2.9, ,70.4, ,75.4, 
