240,5/1/2022,121,0.23, ,0, ,670, ,13.2, ,78.2, ,51.7, ,64.5, ,92, ,37, ,64, ,51.9, ,6.3, ,150.3, ,65.7, 
240,5/2/2022,122,0.20, ,0, ,589, ,13.5, ,80.8, ,56.0, ,64.8, ,88, ,38, ,65, ,52.6, ,5.2, ,125.6, ,66.3, 
240,5/3/2022,123,0.19, ,0, ,572, ,12.9, ,78.0, ,55.7, ,63.4, ,89, ,40, ,65, ,51.2, ,5.7, ,136.7, ,66.6, 
240,5/4/2022,124,0.27, ,0, ,689, ,10.4, ,87.8, ,50.9, ,70.1, ,93, ,14, ,41, ,45.6, ,5.1, ,121.7, ,66.5, 
240,5/5/2022,125,0.29, ,0, ,690, ,9.8, ,88.4, ,53.1, ,71.5, ,77, ,15, ,37, ,44.0, ,5.6, ,133.4, ,67.3, 
240,5/6/2022,126,0.28, ,0, ,686, ,8.9, ,87.6, ,53.6, ,71.6, ,66, ,15, ,34, ,41.5, ,5.2, ,123.9, ,67.5, 
240,5/7/2022,127,0.25, ,0, ,688, ,12.9, ,82.7, ,55.4, ,67.6, ,86, ,31, ,56, ,51.3, ,6.3, ,151.6, ,68.0, 
240,5/8/2022,128,0.11, ,0, ,318, ,12.3, ,69.8, ,53.5, ,60.5, ,84, ,48, ,68, ,50.0, ,8.2, ,196.6, ,67.6, 
240,5/9/2022,129,0.15, ,0, ,478, ,10.0, ,69.3, ,50.2, ,58.9, ,80, ,41, ,59, ,44.5, ,6.3, ,151.0, ,66.2, 
240,5/10/2022,130,0.22, ,0, ,632, ,7.6, ,72.6, ,42.8, ,58.2, ,85, ,23, ,46, ,37.4, ,5.5, ,132.6, ,65.4, 
240,5/11/2022,131,0.24, ,0, ,730,R,6.6, ,69.9, ,39.6,Y,56.8, ,85, ,18, ,42, ,33.9, ,6.1, ,146.7, ,64.7, 
240,5/12/2022,132,0.27, ,0, ,732,R,5.1,Y,83.8, ,40.0,Y,64.5, ,61, ,11, ,25,Y,27.6,Y,4.7, ,113.4, ,64.3, 
240,5/13/2022,133,0.28, ,0, ,730,R,6.1,Y,93.2, ,47.2, ,72.1, ,46, ,9, ,23,Y,32.0,Y,4.1, ,99.0, ,65.5, 
240,5/14/2022,134,0.29, ,0, ,749,R,6.8, ,97.1, ,52.6, ,76.6, ,52, ,8, ,22, ,34.5, ,3.7, ,89.4, ,67.0, 
240,5/15/2022,135,0.25, ,0, ,574, ,8.1, ,92.9, ,56.8, ,74.0, ,53, ,13, ,28, ,39.0, ,4.6, ,110.4, ,67.8, 
240,5/16/2022,136,0.26, ,0, ,712, ,13.0, ,85.6, ,54.5, ,70.1, ,85, ,31, ,52, ,51.4, ,5.1, ,121.7, ,68.2, 
240,5/17/2022,137,0.23, ,0, ,661, ,14.2, ,80.5, ,56.6, ,66.4, ,95, ,43, ,64, ,54.0, ,5.7, ,136.7, ,68.5, 
240,5/18/2022,138,0.25, ,0, ,665, ,14.3, ,87.0, ,54.1, ,68.7, ,95, ,33, ,60, ,54.1, ,5.4, ,128.6, ,68.2, 
240,5/19/2022,139,0.23, ,0, ,670, ,14.9, ,84.2, ,53.8, ,65.9, ,99, ,39, ,68, ,55.2, ,6.4, ,152.7, ,68.3, 
240,5/20/2022,140,0.06, ,0, ,185, ,13.9, ,66.8, ,56.5, ,61.1, ,94, ,62, ,75, ,53.3, ,6.5, ,156.9, ,67.3, 
240,5/21/2022,141,0.20, ,0, ,595, ,13.5, ,75.1, ,57.7, ,63.7, ,85, ,47, ,67, ,52.5, ,5.9, ,141.3, ,66.0, 
240,5/22/2022,142,0.24, ,0, ,688, ,13.2, ,81.9, ,56.3, ,66.1, ,86, ,35, ,60, ,51.9, ,6.7, ,159.7, ,66.6, 
240,5/23/2022,143,0.24, ,0, ,682, ,13.9, ,83.2, ,52.7, ,65.8, ,96, ,37, ,64, ,53.3, ,5.0, ,120.2, ,66.8, 
240,5/24/2022,144,0.29, ,0, ,695, ,13.6, ,93.8, ,53.3, ,71.9, ,98, ,20, ,51, ,52.8, ,5.9, ,141.0, ,67.3, 
240,5/25/2022,145,0.28, ,0, ,709, ,14.7, ,92.2, ,56.8, ,74.2, ,87, ,28, ,51, ,54.9, ,4.9, ,116.8, ,68.2, 
240,5/26/2022,146,0.27, ,0, ,714, ,14.0, ,91.3, ,58.2, ,71.0, ,83, ,22, ,54, ,53.5, ,5.5, ,131.3, ,69.0, 
240,5/27/2022,147,0.20, ,0, ,574, ,14.4, ,83.2, ,55.3, ,66.0, ,96, ,37, ,66, ,54.4, ,5.1, ,121.3, ,68.5, 
240,5/28/2022,148,0.13, ,0, ,400, ,13.8, ,72.2, ,56.2, ,61.8, ,91, ,55, ,73, ,53.2, ,6.6, ,157.8, ,67.7, 
240,5/29/2022,149,0.23, ,0, ,660, ,13.5, ,76.5, ,56.7, ,64.6, ,87, ,44, ,65, ,52.6, ,7.7,Y,186.0,Y,67.2, 
240,5/30/2022,150,0.25, ,0, ,670, ,13.1, ,81.5, ,54.1, ,65.4, ,92, ,32, ,61, ,51.7, ,6.6, ,158.2, ,67.0, 
240,5/31/2022,151,0.25, ,0, ,712, ,12.7, ,85.9, ,54.4, ,68.4, ,97, ,28, ,54, ,50.9, ,5.0, ,119.0, ,67.3, 
