6,5/1/2022,121,0.28, ,0, ,647, ,7.6, ,81.1, ,46.0, ,63.6, ,93, ,13, ,38, ,37.6, ,8.0, ,191.6, ,59.6, 
6,5/2/2022,122,0.24, ,0, ,601, ,8.7, ,73.6, ,49.5, ,62.1, ,82, ,28, ,46, ,41.0, ,8.0, ,191.2, ,59.5, 
6,5/3/2022,123,0.33, ,0, ,653, ,6.1, ,81.1, ,54.6, ,66.6, ,45, ,17, ,28, ,32.1, ,11.9, ,284.9, ,59.6, 
6,5/4/2022,124,0.25, ,0, ,644, ,9.5, ,86.9, ,47.2, ,69.1, ,86, ,21, ,39, ,43.3, ,4.5, ,109.0, ,62.0, 
6,5/5/2022,125,0.15, ,0, ,351, ,10.8, ,73.2, ,53.4, ,63.1, ,76, ,32, ,55, ,46.7, ,7.1, ,169.6, ,61.0, 
6,5/6/2022,126,0.19, ,0, ,514, ,13.5, ,76.9, ,53.8, ,64.1, ,96, ,45, ,66, ,52.6, ,7.0, ,167.0, ,61.9, 
6,5/7/2022,127,0.22, ,0, ,629, ,9.5, ,74.1, ,48.6, ,62.0, ,85, ,30, ,50, ,43.1, ,5.5, ,131.7, ,62.6, 
6,5/8/2022,128,0.22, ,0.01, ,586, ,6.5, ,65.9, ,41.6, ,54.3, ,82, ,28, ,45, ,33.4, ,8.6, ,205.6, ,59.8, 
6,5/9/2022,129,0.19, ,0, ,561, ,6.9, ,64.1, ,41.3, ,52.4, ,93, ,31, ,52, ,35.1, ,6.9, ,165.3, ,57.8, 
6,5/10/2022,130,0.14, ,0, ,447, ,7.1, ,59.7,Y,37.5,Y,49.3,Y,94, ,39, ,60,Y,35.8,Y,5.2, ,125.7, ,56.7, 
6,5/11/2022,131,0.23, ,0, ,662, ,7.4, ,71.2, ,37.3,Y,55.4, ,90, ,25, ,49, ,36.8, ,6.2, ,148.4, ,56.9, 
6,5/12/2022,132,0.21, ,0, ,591, ,8.4, ,74.4, ,41.0, ,57.6, ,92, ,20, ,52, ,39.9, ,5.3, ,128.2, ,57.3, 
6,5/13/2022,133,0.23, ,0, ,645, ,11.7, ,81.3, ,43.7, ,64.1, ,95, ,33, ,57, ,48.6, ,4.2, ,100.7, ,60.4, 
6,5/14/2022,134,0.28, ,0, ,660, ,11.1, ,89.3, ,54.5, ,71.9, ,91, ,16, ,42, ,47.4, ,5.2, ,124.5, ,63.5, 
6,5/15/2022,135,0.27, ,0, ,610, ,13.4, ,89.8, ,53.1, ,70.7, ,96, ,26, ,52, ,52.4, ,6.5, ,156.2, ,64.3, 
6,5/16/2022,136,0.24, ,0, ,657, ,11.8, ,83.2, ,50.0, ,66.0, ,90, ,36, ,54, ,49.0, ,5.0, ,120.9, ,64.3, 
6,5/17/2022,137,0.26, ,0, ,671, ,10.9, ,90.7, ,47.9, ,69.5, ,96, ,13, ,44, ,46.7, ,4.4, ,106.6, ,65.4, 
6,5/18/2022,138,0.35, ,0, ,663, ,10.0, ,97.4, ,49.3, ,77.1, ,96, ,13, ,31, ,44.4, ,7.8, ,187.3, ,66.0, 
6,5/19/2022,139,0.35, ,0, ,655, ,7.9, ,89.7, ,59.6, ,78.4,Y,60,H,11,H,24,Y,38.4,Y,9.0, ,216.6, ,67.1, 
6,5/20/2022,140,0.44, ,0, ,681, ,4.2,R,81.0, ,56.5, ,68.8, ,29, ,10, ,--,R,--,I,17.4,R,417.8,R,65.4, 
6,5/21/2022,141,0.32, ,0, ,693, ,5.9,Y,86.3, ,57.6, ,72.0, ,47, ,10, ,22,Y,30.9,Y,7.2, ,173.1, ,64.9, 
6,5/22/2022,142,0.30, ,0, ,671, ,9.0, ,88.9, ,49.5, ,70.8, ,85, ,10, ,35, ,41.8, ,6.0, ,143.4, ,65.1, 
6,5/23/2022,143,0.34, ,0, ,674, ,7.9, ,93.5, ,54.7, ,75.6, ,64, ,11, ,26, ,38.5, ,7.1, ,171.6, ,65.5, 
6,5/24/2022,144,0.39,R,0, ,674, ,7.7, ,96.9, ,61.2, ,81.3,Y,53, ,8, ,21,Y,37.7,Y,9.0, ,215.7, ,66.3, 
6,5/25/2022,145,0.32, ,0, ,662, ,11.9, ,98.5, ,58.7, ,81.5,Y,80, ,18, ,32,Y,49.2,Y,6.0, ,143.2, ,68.0, 
6,5/26/2022,146,0.24, ,0, ,569, ,12.4, ,81.0, ,57.9, ,68.5, ,73, ,37, ,52, ,50.2, ,7.5, ,179.1, ,66.3, 
6,5/27/2022,147,0.23, ,0, ,597, ,13.2, ,81.4, ,53.8, ,65.9, ,90, ,39, ,61, ,52.0, ,6.8, ,162.4, ,65.6, 
6,5/28/2022,148,0.25, ,0, ,623, ,12.2, ,78.3, ,54.6, ,65.2, ,84, ,39, ,58, ,49.9, ,8.5, ,203.6, ,65.3, 
6,5/29/2022,149,0.29, ,0, ,701, ,8.4, ,80.4, ,49.8, ,66.2, ,93, ,13, ,38, ,40.1, ,6.7, ,161.2, ,64.8, 
6,5/30/2022,150,0.31, ,0, ,709, ,6.9,Y,81.5, ,52.1, ,67.3, ,70, ,10, ,30,Y,35.1,Y,8.1, ,194.6, ,64.5, 
6,5/31/2022,151,0.35, ,0, ,708, ,6.3,Y,86.7, ,56.3, ,72.7, ,49, ,10, ,23,Y,32.7,Y,9.2, ,220.2, ,64.9, 
