62,5/1/2022,121,0.19, ,0, ,634, ,13.1, ,71.8, ,51.4, ,59.8, ,95, ,51, ,75, ,51.7, ,2.5, ,60.6, ,67.8, 
62,5/2/2022,122,0.17,R,0, ,552, ,13.8, ,76.4, ,52.9, ,59.8, ,100, ,45, ,79, ,53.2, ,2.1, ,51.2, ,68.2, 
62,5/3/2022,123,0.14,R,0, ,465, ,12.8, ,71.6, ,51.6, ,58.5, ,96, ,53, ,76, ,51.1, ,2.0, ,47.5, ,68.2, 
62,5/4/2022,124,0.21, ,0, ,667, ,14.1, ,82.4, ,50.7, ,64.0, ,100, ,40, ,69, ,53.7, ,2.4, ,57.3, ,67.5, 
62,5/5/2022,125,0.22,R,0.00, ,668, ,14.3, ,86.6, ,49.7, ,65.6, ,100, ,32, ,66, ,54.1, ,2.1, ,51.5, ,69.0, 
62,5/6/2022,126,0.24, ,0, ,665, ,10.2, ,82.3, ,54.6, ,68.0, ,95, ,20, ,44, ,45.0, ,2.9, ,70.8, ,69.0, 
62,5/7/2022,127,0.20, ,0.00, ,630, ,14.2, ,75.8, ,52.1, ,60.8, ,100, ,49, ,78, ,54.0, ,2.7, ,64.4, ,69.3, 
62,5/8/2022,128,0.14, ,0.01, ,472, ,12.6, ,68.4, ,50.5, ,57.1, ,100, ,54, ,79, ,50.8, ,2.9, ,69.5, ,69.3, 
62,5/9/2022,129,0.18, ,0, ,607, ,10.1, ,69.6, ,48.4, ,56.8, ,93, ,45, ,64, ,44.9, ,2.5, ,59.8, ,67.6, 
62,5/10/2022,130,0.21,R,0, ,663, ,8.1, ,71.9, ,45.6, ,56.9, ,78, ,24, ,51, ,39.0, ,3.1, ,75.3, ,66.6, 
62,5/11/2022,131,0.21, ,0, ,686, ,8.0, ,68.9, ,43.3, ,55.8, ,100, ,29, ,53, ,38.7, ,2.7, ,64.1, ,65.2, 
62,5/12/2022,132,0.26, ,0, ,709, ,4.6,Y,84.3, ,49.0, ,67.1, ,46, ,7, ,20,Y,25.0,Y,5.2, ,123.7, ,65.9, 
62,5/13/2022,133,0.27, ,0, ,706, ,5.6,Y,94.8,Y,59.3, ,74.5, ,35, ,11, ,19,Y,29.9,Y,3.6, ,85.3, ,69.0, 
62,5/14/2022,134,0.27, ,0, ,724, ,7.0,Y,96.2,Y,63.8,Y,79.1,Y,37, ,10, ,21,Y,35.5,Y,1.8, ,42.9, ,71.6, 
62,5/15/2022,135,0.23,R,0, ,663, ,9.2, ,87.5, ,54.0, ,71.9, ,100, ,15, ,34, ,42.3, ,1.8, ,42.9, ,72.5,Y
62,5/16/2022,136,0.22,R,0, ,712, ,13.4, ,79.4, ,51.3, ,62.0, ,100, ,34, ,71, ,52.4, ,2.3, ,56.1, ,72.3,Y
62,5/17/2022,137,0.18,R,0, ,598, ,13.9, ,74.8, ,52.2, ,60.3, ,100, ,51, ,78, ,53.3, ,2.1, ,51.1, ,71.9,Y
62,5/18/2022,138,0.21, ,0, ,659, ,14.1, ,78.1, ,52.0, ,61.4, ,100, ,47, ,76, ,53.8, ,2.3, ,55.5, ,70.4, 
62,5/19/2022,139,0.17,R,0.02, ,571, ,14.4, ,74.9, ,52.1, ,58.9, ,100, ,54, ,85, ,54.4, ,2.2, ,52.7, ,69.9, 
62,5/20/2022,140,0.03, ,0.04, ,184, ,14.7, ,63.8, ,53.0, ,56.2, ,100, ,81, ,95, ,54.8, ,1.2, ,29.2, ,68.1, 
62,5/21/2022,141,0.12,R,0, ,407, ,13.5, ,69.6, ,54.5, ,59.0, ,96, ,59, ,79, ,52.5, ,2.0, ,47.6, ,67.5, 
62,5/22/2022,142,0.20,R,0, ,620, ,13.7, ,77.8, ,52.9, ,61.8, ,100, ,46, ,73, ,52.9, ,2.4, ,57.7, ,68.9, 
62,5/23/2022,143,0.18,R,0, ,585, ,14.2, ,75.5, ,51.6, ,59.3, ,100, ,54, ,82, ,53.9, ,2.1, ,49.8, ,69.4, 
62,5/24/2022,144,0.22, ,0, ,683, ,14.8, ,80.3, ,52.6, ,62.5, ,100, ,47, ,77, ,55.0, ,2.4, ,58.7, ,69.6, 
62,5/25/2022,145,0.23, ,0, ,683, ,15.4, ,76.6, ,56.0, ,67.1, ,97, ,54, ,68, ,56.1, ,2.9, ,68.9, ,70.1, 
62,5/26/2022,146,0.22,R,0, ,677, ,14.6, ,79.8, ,51.9, ,61.6, ,100, ,48, ,78, ,54.7, ,2.6, ,61.2, ,70.1, 
62,5/27/2022,147,0.16,R,0, ,534, ,13.9, ,77.4, ,51.3, ,59.8, ,100, ,44, ,79, ,53.4, ,2.0, ,47.2, ,69.4, 
62,5/28/2022,148,0.09,R,0.00, ,347, ,14.0, ,70.6, ,53.9, ,59.1, ,100, ,58, ,82, ,53.5, ,2.1, ,49.6, ,69.1, 
62,5/29/2022,149,0.17, ,0, ,559, ,14.2, ,72.7, ,53.7, ,60.5, ,100, ,54, ,79, ,53.8, ,2.5, ,59.7, ,69.3, 
62,5/30/2022,150,0.19,R,0, ,603, ,14.4, ,78.0, ,53.6, ,61.7, ,100, ,46, ,77, ,54.4, ,2.3, ,55.0, ,69.8, 
62,5/31/2022,151,0.23, ,0, ,698, ,13.0, ,78.7, ,54.4, ,65.1, ,100, ,35, ,62, ,51.6, ,2.7, ,65.7, ,70.1, 
