99,5/1/2022,121,0.19, ,0, ,641, ,12.8, ,66.8, ,53.1, ,59.9, ,83, ,63, ,73, ,51.1, ,3.9, ,93.7, ,64.5, 
99,5/2/2022,122,0.18, ,0, ,607, ,13.2, ,66.6, ,54.3, ,60.3, ,84, ,63, ,74, ,51.9, ,4.5, ,107.4, ,65.1, 
99,5/3/2022,123,0.19, ,0, ,637, ,13.3, ,66.6, ,55.0, ,60.4, ,83, ,64, ,74, ,52.1, ,4.2, ,100.2, ,65.2, 
99,5/4/2022,124,0.19, ,0, ,678, ,13.6, ,68.0, ,52.7, ,60.3, ,86, ,68, ,76, ,52.8, ,3.9, ,92.8, ,65.4, 
99,5/5/2022,125,0.18, ,0, ,631, ,14.1, ,66.7, ,54.0, ,58.9, ,93, ,71, ,83, ,53.7, ,3.7, ,89.7, ,65.7, 
99,5/6/2022,126,0.20, ,0, ,676, ,13.6, ,68.5, ,53.0, ,61.4, ,89, ,60, ,73, ,52.7, ,3.4, ,82.3, ,66.1, 
99,5/7/2022,127,0.18, ,0, ,618, ,13.7, ,68.4, ,56.1, ,61.2, ,88, ,64, ,74, ,52.9, ,4.0, ,94.9, ,66.3, 
99,5/8/2022,128,0.19, ,0, ,656, ,12.0, ,65.2, ,55.0, ,59.4, ,86, ,54, ,69, ,49.4, ,4.4, ,106.3, ,66.3, 
99,5/9/2022,129,0.22, ,0, ,703, ,7.7,Y,65.0, ,50.8, ,58.1, ,69, ,30, ,47,Y,37.9,Y,5.3, ,128.3, ,65.5, 
99,5/10/2022,130,0.21, ,0, ,717,R,8.6,Y,64.5, ,48.5, ,56.3, ,76, ,34, ,55,Y,40.5,Y,4.8, ,115.1, ,64.5, 
99,5/11/2022,131,0.24, ,0, ,725,R,6.9,R,65.8, ,47.3, ,58.4, ,77, ,24, ,--,R,--,I,5.5, ,131.5, ,63.5, 
99,5/12/2022,132,0.26, ,0, ,724,R,6.7,R,76.9,Y,54.3, ,66.2, ,47, ,18, ,--,R,--,I,4.6, ,109.6, ,63.4, 
99,5/13/2022,133,0.25, ,0, ,722,R,8.5,Y,79.8,Y,58.1, ,68.3, ,62, ,20, ,36,Y,40.5,Y,4.0, ,96.1, ,64.4, 
99,5/14/2022,134,0.24,R,0, ,730,R,10.8, ,82.4,R,57.1, ,69.4,H,79,H,22,H,44, ,46.6, ,3.4, ,82.4, ,65.2, 
99,5/15/2022,135,0.20, ,0, ,624, ,12.9, ,79.0,Y,55.3, ,64.2, ,82, ,46, ,63, ,51.2, ,3.4, ,81.7, ,65.7, 
99,5/16/2022,136,0.19, ,0, ,648, ,13.7, ,66.1, ,55.3, ,60.3, ,86, ,68, ,77, ,53.0, ,3.9, ,94.8, ,65.9, 
99,5/17/2022,137,0.15, ,0, ,540, ,13.2, ,66.0, ,53.3, ,59.1, ,86, ,66, ,77, ,51.9, ,3.8, ,91.8, ,65.6, 
99,5/18/2022,138,0.16, ,0, ,548, ,14.0, ,66.4, ,54.1, ,59.8, ,90, ,67, ,79, ,53.5, ,3.9, ,93.5, ,65.5, 
99,5/19/2022,139,0.06, ,0, ,245, ,14.6, ,61.9, ,57.1, ,59.1, ,89, ,79, ,85, ,54.7, ,3.3, ,79.0, ,65.5, 
99,5/20/2022,140,0.07, ,0, ,257, ,14.1, ,65.7, ,56.9, ,60.4, ,89, ,68, ,79, ,53.7, ,2.9, ,69.0, ,65.4, 
99,5/21/2022,141,0.18, ,0, ,603, ,14.1, ,67.7, ,56.0, ,61.3, ,89, ,62, ,76, ,53.7, ,4.2, ,101.3, ,65.7, 
99,5/22/2022,142,0.19, ,0, ,688, ,12.9, ,64.2, ,52.2, ,58.0, ,87, ,68, ,79, ,51.4, ,4.3, ,102.6, ,65.6, 
99,5/23/2022,143,0.14, ,0, ,468, ,13.6, ,65.7, ,52.8, ,59.1, ,89, ,70, ,79, ,52.7, ,3.5, ,85.2, ,65.5, 
99,5/24/2022,144,0.17, ,0, ,593, ,14.7, ,65.8, ,58.5, ,61.2, ,87, ,72, ,80, ,54.9, ,4.0, ,95.3, ,65.9, 
99,5/25/2022,145,0.19, ,0, ,630, ,15.3, ,68.2, ,56.1, ,61.8, ,89, ,71, ,81, ,56.0, ,4.1, ,97.7, ,66.4, 
99,5/26/2022,146,0.20, ,0, ,673, ,14.6, ,68.4, ,58.9, ,62.2, ,89, ,67, ,76, ,54.7, ,4.6, ,111.6, ,66.9, 
99,5/27/2022,147,0.18, ,0, ,594, ,13.5, ,68.1, ,56.8, ,61.7, ,85, ,58, ,72, ,52.6, ,4.4, ,104.4, ,66.8, 
99,5/28/2022,148,0.12, ,0, ,403, ,13.9, ,66.6, ,55.7, ,60.4, ,89, ,65, ,78, ,53.4, ,3.9, ,93.7, ,66.2, 
99,5/29/2022,149,0.21, ,0, ,719, ,13.6, ,68.6, ,53.0, ,60.9, ,89, ,62, ,75, ,52.8, ,4.7, ,113.9, ,65.9, 
99,5/30/2022,150,0.22, ,0, ,711, ,13.3, ,67.8, ,55.7, ,61.3, ,88, ,60, ,72, ,52.2, ,4.8, ,115.2, ,66.2, 
99,5/31/2022,151,0.22, ,0, ,713, ,14.0, ,70.2, ,53.3, ,61.8, ,86, ,60, ,74, ,53.5, ,4.1, ,99.5, ,66.1, 
