251,5/1/2022,121,0.23, ,0, ,662, ,10.8, ,77.9, ,50.8, ,64.5, ,80, ,31, ,52, ,46.5, ,5.0, ,118.9, ,66.2, 
251,5/2/2022,122,0.20, ,0, ,598, ,13.1, ,78.6, ,57.2, ,64.6, ,83, ,35, ,63, ,51.8, ,5.3, ,128.0, ,67.0, 
251,5/3/2022,123,0.19, ,0.01, ,551, ,13.1, ,76.3, ,55.4, ,63.9, ,88, ,44, ,65, ,51.8, ,4.9, ,116.9, ,67.1, 
251,5/4/2022,124,0.28, ,0, ,682, ,9.2, ,89.1, ,49.2, ,70.3, ,79, ,13, ,36, ,42.3, ,5.0, ,120.4, ,67.2, 
251,5/5/2022,125,0.26, ,0.02, ,679, ,9.0, ,87.0, ,54.2, ,70.9, ,67, ,14, ,35, ,41.9, ,4.0, ,97.0, ,67.2, 
251,5/6/2022,126,0.27, ,0.04, ,677, ,8.4, ,86.3, ,55.3, ,71.6, ,61, ,17, ,32, ,39.9, ,4.5, ,108.8, ,67.5, 
251,5/7/2022,127,0.24, ,0.05, ,670, ,12.8, ,81.2, ,55.8, ,67.6, ,78, ,35, ,56, ,51.2, ,5.0, ,121.0, ,67.5, 
251,5/8/2022,128,0.06, ,0.01, ,208, ,12.9, ,66.3, ,55.9, ,60.1, ,93, ,54, ,73, ,51.3, ,5.1, ,123.0, ,67.4, 
251,5/9/2022,129,0.19, ,0.02,H,568, ,9.8, ,69.6, ,49.7, ,59.1, ,85, ,37, ,57, ,43.9, ,5.0, ,120.0, ,66.4, 
251,5/10/2022,130,0.22, ,0, ,668, ,6.9, ,70.7, ,44.0,Y,57.8, ,71, ,25, ,42, ,35.1, ,4.8, ,114.5, ,65.4, 
251,5/11/2022,131,0.23, ,0, ,695, ,5.9,Y,70.2, ,41.7,R,56.3, ,66, ,22, ,38,Y,31.2,Y,5.3, ,128.0, ,64.4, 
251,5/12/2022,132,0.26, ,0, ,709, ,4.6,Y,83.8, ,43.8,Y,65.2, ,52, ,10, ,22,Y,25.2,Y,4.3, ,104.1, ,63.4, 
251,5/13/2022,133,0.28, ,0, ,714, ,6.1,Y,93.4, ,52.3, ,73.7, ,41, ,10, ,21,Y,31.8,Y,3.9, ,93.6, ,64.5, 
251,5/14/2022,134,0.29, ,0, ,734,R,6.8,Y,96.7,Y,57.2, ,78.8,Y,46, ,7, ,20,Y,34.5,Y,4.1, ,98.1, ,65.7, 
251,5/15/2022,135,0.24, ,0, ,564, ,7.4, ,90.0, ,59.8, ,75.1, ,45, ,11, ,25, ,36.9, ,4.1, ,98.8, ,66.5, 
251,5/16/2022,136,0.25, ,0, ,689, ,11.9, ,85.0, ,54.7, ,69.6, ,73, ,27, ,48, ,49.1, ,4.6, ,109.6, ,66.3, 
251,5/17/2022,137,0.18, ,0, ,544, ,13.9, ,78.6, ,56.0, ,65.1, ,93, ,38, ,66, ,53.3, ,4.5, ,107.2, ,66.4, 
251,5/18/2022,138,0.24, ,0, ,659, ,14.3, ,85.8, ,56.3, ,68.8, ,90, ,33, ,59, ,54.0, ,4.7, ,112.9, ,66.9, 
251,5/19/2022,139,0.22, ,0.00, ,616, ,14.7, ,82.9, ,56.2, ,65.7, ,94, ,39, ,68, ,55.0, ,5.5, ,133.0, ,67.1, 
251,5/20/2022,140,0.03, ,0.07, ,172, ,14.9, ,65.0, ,55.6, ,59.6, ,100, ,67, ,86, ,55.3, ,4.9, ,117.9, ,66.7, 
251,5/21/2022,141,0.17, ,0, ,487, ,13.4, ,75.2, ,57.3, ,63.2, ,88, ,44, ,68, ,52.3, ,5.8,Y,140.0,Y,66.0, 
251,5/22/2022,142,0.23, ,0, ,635, ,12.9, ,80.4, ,58.0, ,66.3, ,81, ,35, ,59, ,51.4, ,5.4, ,129.1, ,67.1, 
251,5/23/2022,143,0.24, ,0, ,674, ,13.2, ,81.5, ,52.6, ,65.8, ,84, ,39, ,61, ,52.0, ,4.7, ,113.5, ,67.9, 
251,5/24/2022,144,0.26, ,0, ,690, ,13.7, ,91.5, ,53.2, ,71.2, ,92, ,26, ,52, ,52.9, ,4.5, ,107.3, ,68.5, 
251,5/25/2022,145,0.28, ,0, ,695, ,13.7, ,91.5, ,56.9, ,73.7, ,81, ,24, ,48, ,53.0, ,5.0, ,121.1, ,69.6, 
251,5/26/2022,146,0.26, ,0, ,672, ,14.4, ,89.3, ,57.0, ,70.8, ,86, ,29, ,56, ,54.3, ,5.2, ,123.8, ,70.1, 
251,5/27/2022,147,0.21, ,0, ,591, ,13.3, ,82.1, ,53.4, ,65.4, ,90, ,31, ,62, ,52.2, ,4.7, ,111.9, ,70.0, 
251,5/28/2022,148,0.05, ,0, ,185, ,13.6, ,66.5, ,56.7, ,60.5, ,94, ,62, ,76, ,52.8, ,4.7, ,112.3, ,68.8, 
251,5/29/2022,149,0.18, ,0.00, ,508, ,13.6, ,74.6, ,56.3, ,63.7, ,96, ,46, ,68, ,52.8, ,5.1, ,123.0, ,68.2, 
251,5/30/2022,150,0.19, ,0, ,568, ,12.8, ,79.0, ,51.7, ,63.9, ,87, ,36, ,63, ,51.1, ,4.5, ,106.9, ,68.3, 
251,5/31/2022,151,0.25, ,0.00, ,673, ,12.5, ,83.5, ,52.2, ,67.8, ,84, ,30, ,54, ,50.5, ,4.3, ,103.8, ,68.8, 
