250,5/1/2022,121,0.29, ,0, ,705,R,6.6, ,82.8, ,42.3, ,64.6, ,92, ,13, ,32, ,33.8, ,7.7, ,184.1, ,59.7, 
250,5/2/2022,122,0.25, ,0, ,629, ,7.6, ,78.3, ,48.3, ,61.7, ,74, ,18, ,40, ,37.4, ,7.4, ,177.7, ,59.3, 
250,5/3/2022,123,0.34, ,0, ,710,R,5.9, ,83.3, ,52.7, ,66.5, ,42, ,15, ,27, ,31.1, ,11.8,Y,282.8,Y,59.5, 
250,5/4/2022,124,0.28, ,0, ,699,R,8.0, ,89.5, ,47.1, ,71.5, ,57, ,17, ,31, ,38.9, ,5.4, ,129.9, ,60.2, 
250,5/5/2022,125,0.13, ,0, ,237, ,10.3, ,75.1, ,56.1, ,66.1, ,69, ,28, ,47, ,45.2, ,9.1, ,217.5, ,60.6, 
250,5/6/2022,126,0.22, ,0, ,502, ,12.1, ,78.6, ,54.8, ,65.3, ,84, ,40, ,57, ,49.7, ,9.7, ,232.2, ,60.8, 
250,5/7/2022,127,0.22, ,0, ,642, ,7.9, ,77.0, ,40.6, ,61.1, ,92, ,27, ,43, ,38.5, ,4.4, ,106.2, ,60.9, 
250,5/8/2022,128,0.26, ,0, ,720,R,5.8,Y,65.4, ,38.6, ,53.5, ,75, ,24, ,42,Y,30.9,Y,9.3, ,224.0, ,59.9, 
250,5/9/2022,129,0.16, ,0, ,529, ,7.0, ,64.4, ,38.0,Y,50.8,Y,88, ,32, ,55,Y,35.4,Y,6.4, ,153.3, ,58.3,Y
250,5/10/2022,130,0.18, ,0, ,624, ,7.3, ,64.5, ,38.2,Y,50.7,Y,94, ,29, ,58,Y,36.4,Y,4.8, ,116.1, ,57.9,Y
250,5/11/2022,131,0.23, ,0, ,696, ,6.9, ,75.4, ,35.1,Y,56.1, ,88, ,20, ,45, ,35.1, ,4.9, ,118.0, ,57.7,Y
250,5/12/2022,132,0.21, ,0, ,644, ,8.0, ,74.5, ,40.2, ,58.5, ,88, ,23, ,48, ,38.7, ,5.2, ,123.8, ,58.4,Y
250,5/13/2022,133,0.23, ,0, ,681, ,10.5, ,84.1, ,43.8, ,65.0, ,91, ,30, ,50, ,45.8, ,3.7, ,88.0, ,59.7, 
250,5/14/2022,134,0.26, ,0, ,713,R,10.4, ,92.5, ,50.9, ,72.1, ,79, ,15, ,39, ,45.7, ,4.2, ,101.1, ,61.3, 
250,5/15/2022,135,0.30, ,0, ,682, ,11.4, ,92.7, ,51.5, ,74.2, ,78, ,22, ,40, ,48.1, ,6.0, ,143.2, ,63.2, 
250,5/16/2022,136,0.24, ,0, ,705, ,11.6, ,87.6, ,49.2, ,68.8, ,88, ,26, ,48, ,48.5, ,4.2, ,100.1, ,63.8, 
250,5/17/2022,137,0.29, ,0, ,727,R,9.5, ,93.9, ,51.0, ,72.9, ,89, ,11, ,34, ,43.3, ,4.4, ,106.7, ,64.1, 
250,5/18/2022,138,0.37, ,0, ,716, ,8.7, ,98.2, ,50.7, ,78.1, ,63, ,12, ,27, ,40.9, ,7.7, ,185.9, ,64.1, 
250,5/19/2022,139,0.39, ,0, ,689, ,6.4,Y,91.3, ,63.3, ,78.2, ,37, ,8, ,19,Y,33.0,Y,10.6,Y,255.1,Y,64.7, 
250,5/20/2022,140,0.45, ,0, ,1020,R,3.9,R,81.9, ,55.9, ,72.8, ,27, ,10, ,--,R,--,I,14.9,R,357.1,R,62.7, 
250,5/21/2022,141,0.33, ,0, ,754,R,5.5,Y,89.8, ,54.4, ,73.2, ,51, ,8, ,20,Y,29.6,Y,7.4, ,177.0, ,62.9, 
250,5/22/2022,142,0.30, ,0, ,732,R,6.7,Y,92.4, ,48.8, ,72.7, ,66, ,7, ,24,Y,34.4,Y,5.4, ,129.3, ,63.4, 
250,5/23/2022,143,0.37, ,0, ,732,R,6.8,Y,94.4, ,56.1, ,77.4, ,52, ,10, ,21,Y,34.7,Y,8.5, ,203.8, ,63.8, 
250,5/24/2022,144,0.44, ,0, ,736,R,7.0,Y,97.8, ,64.6, ,84.0,Y,32, ,6, ,18,Y,35.5,Y,11.2,Y,268.6,Y,66.3, 
250,5/25/2022,145,0.33, ,0, ,732,R,11.2, ,101.0, ,62.0, ,83.7,Y,58, ,19, ,28,Y,47.6,Y,5.7, ,136.4, ,69.8, 
250,5/26/2022,146,0.24, ,0, ,519, ,13.3, ,88.0, ,55.8, ,72.7, ,76, ,30, ,48, ,52.1, ,7.2, ,173.6, ,69.2, 
250,5/27/2022,147,0.24, ,0, ,589, ,12.9, ,85.1, ,54.5, ,68.8, ,89, ,31, ,54, ,51.4, ,6.5, ,155.2, ,68.3, 
250,5/28/2022,148,0.25, ,0, ,624, ,12.1, ,78.2, ,52.3, ,65.8, ,82, ,36, ,56, ,49.6, ,8.5, ,204.0, ,67.8, 
250,5/29/2022,149,0.29, ,0, ,758,R,7.7,Y,83.8, ,44.3, ,65.0, ,82, ,14, ,36,Y,37.8,Y,6.3, ,151.3, ,66.5, 
250,5/30/2022,150,0.37, ,0, ,769,R,5.4,Y,82.2, ,53.6, ,69.2, ,48, ,11, ,22,Y,28.9,Y,11.2,R,269.0,R,66.1, 
250,5/31/2022,151,0.34, ,0, ,759,R,6.4,Y,88.9, ,55.6, ,73.3, ,51, ,12, ,23,Y,33.0,Y,8.9,Y,213.8,Y,65.9, 
