200,5/1/2022,121,0.34, ,0, ,705,R,9.6, ,93.4, ,70.6, ,82.5, ,53, ,15, ,25, ,43.4, ,7.7, ,184.8, ,70.4, 
200,5/2/2022,122,0.31, ,0, ,697,R,11.1, ,99.7, ,69.7, ,82.1, ,56, ,10, ,30, ,47.2, ,6.8, ,163.2, ,71.1, 
200,5/3/2022,123,0.31, ,0, ,699,R,11.4, ,102.2, ,70.8, ,82.0, ,53, ,6, ,30, ,47.9, ,6.8, ,164.3, ,71.4, 
200,5/4/2022,124,0.30, ,0, ,718,R,9.7, ,100.6, ,65.0, ,84.7, ,53, ,8, ,24, ,43.8, ,5.3, ,127.7, ,71.5, 
200,5/5/2022,125,0.33, ,0, ,713,R,7.6, ,113.1,Y,65.9, ,88.1, ,36, ,9, ,17, ,37.4, ,5.7, ,136.7, ,72.6, 
200,5/6/2022,126,0.33, ,0, ,711,R,8.1, ,106.8, ,67.2, ,88.9, ,34, ,8, ,17, ,39.1, ,5.8, ,139.1, ,73.1, 
200,5/7/2022,127,0.35, ,0, ,707,R,11.0, ,116.1,Y,74.0, ,87.6, ,44, ,13, ,25, ,47.0, ,7.6, ,182.8, ,73.6, 
200,5/8/2022,128,0.34, ,0.00,H,679, ,11.7, ,108.4, ,63.2, ,76.6, ,52, ,25, ,37, ,48.6, ,11.0,Y,263.0,Y,71.9, 
200,5/9/2022,129,0.31, ,0, ,707,R,9.8, ,93.4, ,62.7, ,74.0, ,49, ,22, ,34, ,44.1, ,8.6, ,205.6, ,70.0, 
200,5/10/2022,130,0.29, ,0, ,651, ,6.5, ,89.2, ,63.2, ,73.4, ,39, ,15, ,23, ,33.5, ,7.3, ,174.3, ,69.4, 
200,5/11/2022,131,0.32, ,0, ,747,R,6.0, ,92.2, ,59.2, ,72.3, ,34, ,12, ,22, ,31.6, ,7.6, ,182.3, ,67.7, 
200,5/12/2022,132,0.28, ,0, ,743,R,6.6, ,99.2, ,51.9, ,74.0, ,56, ,8, ,23, ,33.7, ,4.4, ,106.0, ,67.9, 
200,5/13/2022,133,0.29, ,0, ,739,R,8.4, ,102.7, ,58.7, ,82.2, ,63, ,7, ,22, ,40.0, ,3.9, ,93.7, ,70.4, 
200,5/14/2022,134,0.32, ,0, ,742,R,8.5, ,102.7, ,64.4, ,88.6, ,58, ,5, ,18, ,40.3, ,4.3, ,103.4, ,73.0, 
200,5/15/2022,135,0.37, ,0, ,720,R,7.2, ,108.1, ,75.4, ,92.6, ,31, ,5, ,14, ,36.0, ,6.6, ,158.1, ,74.1, 
200,5/16/2022,136,0.38, ,0, ,725,R,10.1, ,108.4, ,79.4,Y,92.0, ,39, ,14, ,20, ,44.9, ,7.5, ,180.7, ,73.9, 
200,5/17/2022,137,0.36, ,0, ,730,R,13.0, ,--,S,77.6,Y,90.0, ,45, ,14, ,27, ,51.6, ,7.5, ,179.9, ,74.8, 
200,5/18/2022,138,0.31, ,0, ,707, ,15.8,Y,112.5,Y,70.0, ,86.1, ,70, ,18, ,37,Y,56.8,Y,5.3, ,128.4, ,75.6, 
200,5/19/2022,139,0.31, ,0, ,719, ,15.1, ,--,S,69.7, ,85.8, ,67, ,20, ,36, ,55.6, ,5.5, ,132.9, ,76.8, 
200,5/20/2022,140,0.35, ,0, ,707, ,14.3, ,104.8, ,68.7, ,80.1, ,54, ,28, ,41, ,54.1, ,10.6, ,253.5, ,74.9, 
200,5/21/2022,141,0.30, ,0, ,714, ,13.2, ,98.1, ,66.8, ,81.4, ,55, ,16, ,36, ,51.9, ,5.6, ,134.9, ,74.4, 
200,5/22/2022,142,0.31, ,0, ,711, ,13.6, ,125.5,R,68.0, ,83.7, ,53, ,19, ,34, ,52.7, ,5.7, ,137.0, ,75.1, 
200,5/23/2022,143,0.32, ,0, ,705, ,13.1, ,106.6, ,73.2, ,86.9, ,46, ,16, ,30, ,51.8, ,5.5, ,133.0, ,75.8, 
200,5/24/2022,144,0.31, ,0, ,721, ,15.7,Y,105.1, ,68.7, ,86.9, ,74, ,12, ,36,Y,56.7,Y,4.5, ,109.0, ,76.6, 
200,5/25/2022,145,0.32,R,0.01, ,723, ,17.1,Y,118.9,Y,68.8, ,89.1, ,73, ,11, ,37,Y,59.1,Y,5.1, ,121.9, ,77.0, 
200,5/26/2022,146,0.33, ,0, ,712, ,14.9, ,108.6, ,74.3, ,90.3, ,63, ,12, ,31, ,55.2, ,5.3, ,128.0, ,78.0, 
200,5/27/2022,147,0.35, ,0, ,702, ,11.4, ,104.4, ,78.5,Y,90.3, ,37, ,13, ,23, ,48.0, ,6.4, ,153.8, ,77.6, 
200,5/28/2022,148,0.36, ,0.01, ,695, ,14.7, ,106.3, ,69.7, ,83.2, ,53, ,27, ,38, ,54.8, ,10.8,Y,258.9,Y,75.5, 
200,5/29/2022,149,0.40, ,0.02, ,731, ,12.9, ,99.0, ,69.6, ,80.9, ,53, ,23, ,36, ,51.2, ,13.2,R,317.7,R,73.0, 
200,5/30/2022,150,0.36, ,0, ,762,R,11.4, ,107.2, ,71.2, ,84.7, ,46, ,15, ,28, ,48.0, ,8.3, ,199.5, ,73.3, 
200,5/31/2022,151,0.35, ,0, ,761,R,11.0, ,106.3, ,72.2, ,87.8, ,42, ,11, ,25, ,47.1, ,7.0, ,169.1, ,74.5, 
