71,5/1/2022,121,0.25, ,0, ,668, ,9.6, ,76.9, ,40.5, ,58.8, ,96, ,28, ,57, ,43.4, ,7.1, ,171.2, ,58.9, 
71,5/2/2022,122,0.23, ,0, ,645, ,9.5, ,70.3, ,40.3, ,56.6, ,94, ,36, ,60, ,43.1, ,7.2, ,171.9, ,57.4, 
71,5/3/2022,123,0.27, ,0, ,679, ,8.5, ,77.1, ,51.4, ,62.6, ,86, ,29, ,44, ,40.3, ,8.9, ,214.8, ,55.1, 
71,5/4/2022,124,0.22, ,0, ,672, ,11.8, ,87.6, ,44.6, ,66.2, ,93, ,27, ,54, ,48.9, ,2.7, ,63.9, ,57.3, 
71,5/5/2022,125,0.24, ,0, ,589, ,11.5, ,76.3, ,50.6, ,63.6, ,91, ,37, ,58, ,48.3, ,7.1, ,171.4, ,58.9, 
71,5/6/2022,126,0.20, ,0, ,563, ,14.3, ,77.4, ,52.4, ,64.2, ,93, ,53, ,70, ,54.1, ,7.4, ,178.1, ,58.9, 
71,5/7/2022,127,0.25, ,0, ,680, ,10.2, ,72.3, ,52.4, ,60.9, ,80, ,39, ,56, ,45.0, ,9.8, ,235.7, ,58.7, 
71,5/8/2022,128,0.26, ,0, ,678, ,7.3, ,64.9, ,47.1, ,55.3, ,60, ,34, ,49, ,36.4, ,12.1,R,290.9,R,57.0, 
71,5/9/2022,129,0.22, ,0, ,614, ,6.7, ,65.3, ,35.3,Y,51.5, ,87, ,28, ,51, ,34.2, ,8.3, ,200.3, ,55.3, 
71,5/10/2022,130,0.19, ,0, ,569, ,6.9, ,65.3, ,34.2,Y,50.0,Y,93, ,32, ,56,Y,35.1,Y,6.9, ,164.7, ,54.2, 
71,5/11/2022,131,0.24, ,0, ,697, ,7.6, ,69.2, ,35.8, ,54.1, ,92, ,33, ,53, ,37.5, ,8.2, ,195.9, ,56.6, 
71,5/12/2022,132,0.23, ,0, ,663, ,8.3, ,71.2, ,36.6, ,55.5, ,93, ,30, ,55, ,39.8, ,6.2, ,149.4, ,52.5,Y
71,5/13/2022,133,0.27, ,0, ,679, ,11.9, ,80.4, ,45.1, ,64.1, ,89, ,38, ,58, ,49.1, ,7.8, ,187.1, ,57.1, 
71,5/14/2022,134,0.28, ,0, ,689, ,13.4, ,85.8, ,51.2, ,69.7, ,89, ,30, ,54, ,52.4, ,7.3, ,175.7, ,58.2, 
71,5/15/2022,135,0.31, ,0, ,670, ,11.6, ,85.8, ,51.1, ,69.2, ,90, ,17, ,48, ,48.4, ,8.1, ,195.5, ,59.0, 
71,5/16/2022,136,0.28, ,0, ,708, ,10.1, ,79.7, ,47.1, ,63.9, ,85, ,26, ,50, ,44.7, ,7.6, ,182.7, ,58.4, 
71,5/17/2022,137,0.28, ,0, ,696, ,11.4, ,85.9, ,41.8, ,65.6, ,92, ,30, ,53, ,48.0, ,7.1, ,169.4, ,58.0, 
71,5/18/2022,138,0.29, ,0, ,695, ,12.2, ,90.7, ,46.0, ,70.8, ,90, ,29, ,48, ,49.9, ,6.2, ,148.2, ,58.8, 
71,5/19/2022,139,0.33,R,0, ,680, ,13.0, ,87.5, ,58.2, ,75.6, ,70, ,33, ,43, ,51.5, ,9.1, ,219.2, ,60.2, 
71,5/20/2022,140,0.33, ,0, ,698, ,7.0, ,78.3, ,52.8, ,65.2, ,58, ,23, ,33, ,35.5, ,11.5,R,276.8,R,59.0, 
71,5/21/2022,141,0.28, ,0, ,714, ,8.5, ,83.8, ,43.2, ,66.4, ,77, ,20, ,38, ,40.4, ,6.0, ,145.2, ,58.2, 
71,5/22/2022,142,0.29, ,0, ,688, ,10.2, ,86.2, ,45.5, ,68.3, ,80, ,24, ,43, ,45.2, ,6.1, ,145.9, ,58.7, 
71,5/23/2022,143,0.32, ,0, ,695, ,10.9, ,89.0, ,50.8, ,71.7, ,75, ,24, ,41, ,46.8, ,7.6, ,183.6, ,59.5, 
71,5/24/2022,144,0.30, ,0, ,699, ,12.0, ,94.4, ,50.8, ,74.8, ,84, ,19, ,41, ,49.3, ,6.0, ,143.7, ,60.4, 
71,5/25/2022,145,0.29, ,0, ,682, ,14.4, ,98.0,Y,54.8, ,77.4, ,81, ,24, ,45, ,54.4, ,4.6, ,109.9, ,61.6, 
71,5/26/2022,146,0.23, ,0, ,597, ,15.3, ,82.9, ,56.6, ,68.2, ,83, ,46, ,65, ,56.0, ,6.4, ,154.0, ,67.7, 
71,5/27/2022,147,0.23, ,0, ,596, ,13.7, ,78.8, ,51.8, ,65.1, ,92, ,47, ,65, ,52.9, ,7.3, ,174.3, ,60.8, 
71,5/28/2022,148,0.27, ,0, ,687, ,12.7, ,76.3, ,55.4, ,65.4, ,83, ,48, ,59, ,50.9, ,9.7,Y,231.6,Y,60.8, 
71,5/29/2022,149,0.28, ,0, ,720, ,10.2, ,76.8, ,49.2, ,63.4, ,90, ,25, ,51, ,45.0, ,8.7, ,208.3, ,61.1, 
71,5/30/2022,150,0.29, ,0, ,721, ,9.3, ,77.9, ,47.5, ,64.4, ,81, ,27, ,45, ,42.6, ,8.2, ,195.8, ,60.8, 
71,5/31/2022,151,0.30, ,0, ,721, ,9.4, ,83.5, ,46.9, ,67.6, ,85, ,22, ,41, ,42.9, ,7.6, ,181.8, ,60.9, 
