205,5/1/2022,121,0.28, ,0, ,720,R,7.1, ,80.9, ,47.5, ,65.1, ,63, ,13, ,34, ,35.8, ,6.8, ,162.5, ,73.1, 
205,5/2/2022,122,0.29, ,0, ,709,R,7.4, ,82.6, ,51.3, ,68.0, ,49, ,17, ,31, ,36.6, ,6.8, ,163.3, ,73.9, 
205,5/3/2022,123,0.31, ,0, ,736,R,5.8, ,81.2, ,48.1, ,65.5, ,60, ,13, ,27, ,30.7, ,7.6, ,183.0, ,74.0, 
205,5/4/2022,124,0.28, ,0, ,717,R,7.2, ,90.7, ,56.4, ,73.3, ,32, ,18, ,26, ,36.0, ,4.9, ,118.2, ,74.8, 
205,5/5/2022,125,0.31, ,0, ,675, ,8.5, ,89.4, ,60.0, ,75.4, ,42, ,20, ,28, ,40.3, ,6.9, ,166.0, ,77.2,Y
205,5/6/2022,126,0.26, ,0, ,702, ,10.8, ,85.3, ,50.3, ,70.4, ,59, ,30, ,43, ,46.7, ,5.4, ,128.9, ,77.9,Y
205,5/7/2022,127,0.26, ,0, ,706,R,9.9, ,78.6, ,53.8, ,66.0, ,79, ,25, ,45, ,44.2, ,5.8, ,139.8, ,78.6,Y
205,5/8/2022,128,0.28, ,0, ,728,R,5.0, ,71.7, ,43.4, ,58.1, ,45, ,19, ,31, ,27.3, ,8.7, ,209.3, ,76.6, 
205,5/9/2022,129,0.23, ,0, ,707, ,4.7, ,66.4, ,38.2,Y,53.9,Y,51, ,25, ,33,Y,25.6,Y,5.2, ,125.0, ,74.1, 
205,5/10/2022,130,0.22, ,0, ,650, ,5.2, ,65.4, ,45.8, ,58.5, ,48, ,24, ,31, ,27.9, ,7.1, ,170.7, ,74.1, 
205,5/11/2022,131,0.28, ,0, ,758,R,5.2, ,70.7, ,41.0, ,57.4, ,50, ,22, ,32, ,28.0, ,8.4, ,201.9, ,72.8, 
205,5/12/2022,132,0.26, ,0, ,701, ,5.4, ,76.0, ,44.8, ,62.7, ,50, ,17, ,28, ,29.1, ,5.8, ,140.0, ,73.3, 
205,5/13/2022,133,0.31, ,0, ,745,R,7.9, ,83.9, ,46.0, ,67.9, ,45, ,24, ,34, ,38.4, ,7.1, ,170.7, ,74.3, 
205,5/14/2022,134,0.33, ,0, ,737,R,10.4, ,89.0, ,53.8, ,74.9, ,60, ,21, ,35, ,45.5, ,7.6, ,182.4, ,76.1, 
205,5/15/2022,135,0.30, ,0, ,650, ,9.1, ,94.3, ,60.9, ,78.6, ,36, ,20, ,27, ,42.0, ,6.3, ,150.4, ,77.9,Y
205,5/16/2022,136,0.30, ,0, ,744,R,8.1, ,87.3, ,53.6, ,72.4, ,52, ,19, ,30, ,39.1, ,5.6, ,133.4, ,79.3,Y
205,5/17/2022,137,0.32, ,0, ,752,R,7.3, ,90.4, ,55.0, ,73.2, ,33, ,18, ,26, ,36.5, ,6.5, ,156.7, ,79.7,Y
205,5/18/2022,138,0.36, ,0, ,750,R,7.5, ,96.6, ,56.2, ,79.6, ,42, ,10, ,22, ,37.1, ,7.3, ,176.2, ,80.6,Y
205,5/19/2022,139,0.42,R,0, ,745,R,9.8, ,95.6, ,69.5,Y,84.4,Y,31,H,19,H,24,Y,43.9,Y,10.6,Y,255.1,Y,81.9,R
205,5/20/2022,140,0.34, ,0, ,762,R,5.0, ,80.3, ,64.2, ,72.7, ,30, ,14, ,18, ,27.0, ,8.2, ,196.9, ,82.0,R
205,5/21/2022,141,0.31, ,0, ,766,R,4.7, ,87.0, ,57.6, ,73.2, ,22, ,12, ,17, ,25.7, ,6.0, ,145.0, ,81.3,Y
205,5/22/2022,142,0.32, ,0, ,754,R,6.2, ,91.5, ,56.7, ,76.9, ,27, ,14, ,20, ,32.3, ,5.9, ,141.7, ,82.0,R
205,5/23/2022,143,0.35, ,0, ,751,R,7.1, ,94.1, ,57.7, ,79.2, ,35, ,14, ,21, ,35.7, ,7.2, ,173.4, ,82.9,R
205,5/24/2022,144,0.35, ,0, ,750,R,8.3, ,97.5, ,65.4, ,82.1, ,32, ,15, ,22, ,39.8, ,6.2, ,148.1, ,83.7,R
205,5/25/2022,145,0.34, ,0, ,733, ,7.7, ,101.9, ,70.0,Y,87.4,Y,22, ,13, ,17,Y,37.7,Y,5.4, ,130.6, ,85.1,R
205,5/26/2022,146,0.36, ,0, ,717, ,9.5, ,99.4, ,64.0, ,83.5, ,35, ,16, ,24, ,43.1, ,6.9, ,166.0, ,--,S
205,5/27/2022,147,0.28, ,0, ,690, ,10.6, ,87.5, ,56.4, ,73.4, ,60, ,26, ,38, ,46.1, ,5.2, ,123.9, ,85.7,R
205,5/28/2022,148,0.27, ,0, ,647, ,10.6, ,84.3, ,58.0, ,70.5, ,64, ,24, ,42, ,46.1, ,5.9, ,141.8, ,85.2,R
205,5/29/2022,149,0.34, ,0, ,778,R,8.0, ,81.4, ,55.3, ,68.8, ,62, ,15, ,33, ,38.8, ,9.1,Y,219.6,Y,83.7,Y
205,5/30/2022,150,0.32, ,0, ,777,R,6.3, ,82.2, ,49.2, ,69.4, ,45, ,17, ,26, ,32.8, ,7.2, ,172.5, ,82.7,Y
205,5/31/2022,151,0.34, ,0, ,782,R,5.9, ,85.0, ,53.3, ,71.6, ,37, ,15, ,22, ,31.2, ,7.6, ,182.6, ,82.4,Y
