192,5/1/2022,121,0.22, ,0.07,H,731,R,6.8, ,61.1, ,36.5, ,49.8, ,89, ,34, ,55, ,34.5, ,4.9, ,116.7, ,49.2, 
192,5/2/2022,122,0.23, ,0.19, ,731,R,6.8, ,64.5, ,30.8, ,51.1, ,89, ,26, ,53, ,34.7, ,5.2, ,125.5, ,49.5, 
192,5/3/2022,123,0.23, ,0.09,H,737,R,5.3, ,67.8, ,33.9, ,51.2, ,79, ,15, ,41, ,28.3, ,4.3, ,103.0, ,50.1, 
192,5/4/2022,124,0.23, ,0.09, ,742,R,4.9, ,69.9, ,31.0, ,51.2, ,75, ,15, ,38, ,26.4, ,3.3, ,79.5, ,50.2, 
192,5/5/2022,125,0.24, ,0.06, ,735,R,5.5, ,67.7, ,35.5, ,52.7, ,77, ,20, ,41, ,29.5, ,4.4, ,105.2, ,50.6, 
192,5/6/2022,126,0.24, ,0.05, ,728, ,6.1, ,68.3, ,37.2, ,55.8, ,75, ,24, ,40, ,32.0, ,4.9, ,117.4, ,51.0, 
192,5/7/2022,127,0.22, ,0.02, ,732,R,9.0, ,65.9, ,38.8, ,53.4, ,88, ,41, ,65, ,41.9, ,4.9, ,117.8, ,52.0, 
192,5/8/2022,128,0.06, ,0.02, ,297, ,8.7, ,47.4, ,39.4, ,44.6, ,90, ,76, ,87, ,40.9, ,6.2, ,148.5, ,52.4, 
192,5/9/2022,129,0.15, ,0.01, ,632, ,6.4, ,48.8, ,29.8, ,40.5, ,90, ,53, ,75, ,33.1, ,5.4, ,129.7, ,51.4, 
192,5/10/2022,130,0.20, ,0.07, ,743,R,4.5, ,50.7, ,25.8, ,38.9, ,87, ,31, ,56, ,24.8, ,5.4, ,130.6, ,50.5, 
192,5/11/2022,131,0.20, ,0.05,H,768,R,3.1,Y,51.8, ,21.9,Y,37.7, ,83, ,16, ,41,Y,16.2,Y,4.4, ,106.7, ,49.4, 
192,5/12/2022,132,0.22, ,0.13, ,761,R,3.8,Y,66.0, ,25.5,Y,45.4, ,73, ,15, ,36,Y,20.3,Y,3.3, ,79.7, ,49.2, 
192,5/13/2022,133,0.24, ,0.13, ,763,R,5.4, ,74.9, ,30.4, ,52.0, ,73, ,18, ,40, ,28.7, ,2.8, ,68.2, ,49.8, 
192,5/14/2022,134,0.25, ,0.14, ,770,R,5.4, ,77.8, ,32.6, ,56.9, ,73, ,12, ,34, ,29.2, ,2.8, ,66.1, ,51.0, 
192,5/15/2022,135,0.21, ,0.11, ,587, ,4.7, ,74.3, ,38.6, ,56.5, ,64, ,11, ,30, ,25.5, ,4.1, ,98.2, ,51.9, 
192,5/16/2022,136,0.24, ,0.11,H,751,R,7.9, ,75.1, ,38.2, ,57.1, ,82, ,24, ,50, ,38.6, ,3.7, ,88.0, ,52.0, 
192,5/17/2022,137,0.24, ,0.10, ,765,R,8.3, ,73.2, ,41.5, ,56.0, ,82, ,28, ,54, ,39.7, ,3.9, ,92.5, ,53.5, 
192,5/18/2022,138,0.26, ,0.13, ,758,R,6.9, ,79.5, ,37.3, ,58.2, ,79, ,19, ,42, ,35.2, ,3.4, ,82.3, ,54.1, 
192,5/19/2022,139,0.25, ,0.07, ,759,R,8.2, ,77.2, ,39.8, ,58.2, ,82, ,22, ,49, ,39.3, ,4.0, ,97.1, ,54.7, 
192,5/20/2022,140,0.22, ,0.09, ,748, ,8.3, ,66.9, ,36.6, ,50.5, ,89, ,36, ,66, ,39.7, ,3.9, ,92.7, ,55.1, 
192,5/21/2022,141,0.22, ,0.11, ,768,R,7.4, ,66.0, ,31.5, ,48.4, ,87, ,28, ,64, ,36.8, ,3.8, ,92.1, ,54.7, 
192,5/22/2022,142,0.24, ,0.06, ,768,R,6.9, ,69.5, ,33.5, ,52.5, ,82, ,25, ,52, ,35.2, ,3.8, ,90.4, ,54.4, 
192,5/23/2022,143,0.25, ,0.11, ,765,R,6.3, ,76.7, ,37.8, ,57.4, ,80, ,18, ,39, ,32.7, ,3.3, ,80.1, ,54.9, 
192,5/24/2022,144,0.26, ,0, ,767,R,6.6, ,78.0, ,38.8, ,59.6, ,74, ,17, ,38, ,33.9, ,3.6, ,85.4, ,55.4, 
192,5/25/2022,145,0.28, ,0, ,763,R,7.0, ,79.1, ,41.8, ,63.5, ,66, ,20, ,35, ,35.3, ,4.3, ,102.2, ,56.0, 
192,5/26/2022,146,0.28, ,0, ,762, ,8.1, ,73.6, ,49.5,Y,63.2, ,61, ,21, ,41, ,39.2, ,7.1, ,170.1, ,56.8, 
192,5/27/2022,147,0.26, ,0, ,745, ,6.9, ,70.0, ,41.8, ,59.5, ,61, ,24, ,40, ,35.0, ,6.2, ,149.1, ,57.0, 
192,5/28/2022,148,0.23, ,0, ,759, ,9.2, ,68.8, ,43.4, ,55.9, ,89, ,39, ,60, ,42.4, ,4.1, ,99.6, ,57.3, 
192,5/29/2022,149,0.25, ,0.00, ,799,R,6.2, ,67.9, ,36.6, ,53.7, ,89, ,22, ,44, ,32.5, ,4.9, ,116.5, ,57.3, 
192,5/30/2022,150,0.25, ,0, ,791,R,5.6, ,67.7, ,38.5, ,54.6, ,84, ,17, ,39, ,30.0, ,5.2, ,125.6, ,56.9, 
192,5/31/2022,151,0.25, ,0.00, ,790,R,5.3, ,70.7, ,31.9, ,52.1, ,86, ,17, ,40, ,28.6, ,3.4, ,81.7, ,56.2, 
