215,5/1/2022,121,0.21, ,0, ,666, ,12.4, ,77.7, ,50.9, ,62.4, ,99, ,44, ,64, ,50.2, ,2.8, ,66.3, ,64.5, 
215,5/2/2022,122,0.20, ,0, ,660, ,13.6, ,79.0, ,52.0, ,62.0, ,99, ,46, ,72, ,52.8, ,2.9, ,68.6, ,65.0, 
215,5/3/2022,123,0.21, ,0, ,677, ,13.2, ,77.4, ,51.3, ,61.9, ,99, ,46, ,70, ,52.0, ,3.4, ,80.7, ,65.1, 
215,5/4/2022,124,0.26, ,0, ,694, ,10.3, ,88.9, ,51.2, ,68.6, ,99, ,17, ,43, ,45.4, ,4.0, ,95.5, ,65.1, 
215,5/5/2022,125,0.25, ,0, ,693, ,10.6, ,84.2, ,50.0, ,68.0, ,99, ,19, ,45, ,46.2, ,3.3, ,80.4, ,65.4, 
215,5/6/2022,126,0.24, ,0, ,680, ,10.9, ,85.2, ,51.9, ,69.6, ,80, ,29, ,44, ,46.8, ,2.8, ,67.2, ,65.9, 
215,5/7/2022,127,0.22, ,0, ,682, ,13.1, ,81.9, ,54.6, ,66.1, ,79, ,43, ,60, ,51.7, ,3.0, ,72.2, ,66.4, 
215,5/8/2022,128,0.11, ,0, ,387, ,11.6, ,69.2, ,47.1, ,58.6, ,96, ,53, ,69, ,48.4, ,3.3, ,80.0, ,65.9, 
215,5/9/2022,129,0.24, ,0, ,703, ,6.0, ,72.1, ,47.0, ,56.5, ,52, ,30, ,38, ,31.5, ,7.6, ,182.2, ,63.3, 
215,5/10/2022,130,0.24, ,0, ,705, ,5.6,Y,68.9, ,45.6, ,57.2, ,56, ,27, ,35,Y,30.0,Y,6.4, ,153.6, ,62.5, 
215,5/11/2022,131,0.26, ,0, ,723,R,4.8,Y,68.4, ,47.3, ,56.9, ,47, ,19, ,31,Y,26.2,Y,8.8,Y,212.3,Y,61.5, 
215,5/12/2022,132,0.32, ,0, ,724,R,4.9,Y,81.4, ,53.8, ,66.8, ,34, ,13, ,22,Y,26.8,Y,9.1,R,217.7,R,61.6, 
215,5/13/2022,133,0.35, ,0, ,729,R,5.4,Y,91.8, ,63.7,R,76.2, ,26, ,11, ,17,Y,28.7,Y,8.9,R,214.0,R,62.6, 
215,5/14/2022,134,0.31, ,0, ,726,R,6.1, ,96.5, ,--,S,80.0,Y,30, ,10, ,18,Y,32.1,Y,4.9, ,117.0, ,64.6, 
215,5/15/2022,135,0.26, ,0, ,637, ,7.9, ,91.2, ,62.0,Y,74.8, ,46, ,12, ,27, ,38.6, ,3.7, ,87.8, ,65.9, 
215,5/16/2022,136,0.23, ,0, ,703, ,13.7, ,84.1, ,51.3, ,66.2, ,99, ,38, ,63, ,53.0, ,2.4, ,58.2, ,66.2, 
215,5/17/2022,137,0.21, ,0, ,698, ,14.1, ,78.6, ,48.2, ,62.1, ,99, ,49, ,74, ,53.7, ,2.4, ,57.7, ,66.2, 
215,5/18/2022,138,0.21, ,0, ,660, ,14.9, ,84.8, ,51.2, ,65.3, ,99, ,40, ,70, ,55.2, ,2.4, ,56.7, ,66.2, 
215,5/19/2022,139,0.19, ,0, ,611, ,15.3, ,78.3, ,51.8, ,61.5, ,99, ,52, ,82, ,56.0, ,2.7, ,65.1, ,66.6, 
215,5/20/2022,140,0.04, ,0.07, ,188, ,14.6, ,66.7, ,52.6, ,57.7, ,99, ,72, ,89, ,54.6, ,2.6, ,62.5, ,65.9, 
215,5/21/2022,141,0.17, ,0, ,548, ,13.5, ,74.7, ,53.1, ,61.7, ,97, ,53, ,72, ,52.6, ,3.4, ,82.8, ,65.2, 
215,5/22/2022,142,0.23, ,0, ,712, ,12.8, ,79.9, ,49.9, ,63.5, ,97, ,43, ,64, ,51.0, ,2.8, ,66.5, ,65.4, 
215,5/23/2022,143,0.22, ,0, ,704, ,14.2, ,79.5, ,49.7, ,62.3, ,99, ,47, ,74, ,54.0, ,2.7, ,64.1, ,65.8, 
215,5/24/2022,144,0.23, ,0, ,703, ,15.3, ,92.1, ,53.6, ,68.6, ,99, ,32, ,64, ,56.0, ,2.3, ,55.0, ,66.6, 
215,5/25/2022,145,0.25, ,0, ,715, ,15.8, ,88.5, ,52.8, ,70.1, ,99, ,37, ,63, ,56.9, ,2.6, ,62.5, ,67.5, 
215,5/26/2022,146,0.23, ,0, ,685, ,14.7, ,85.7, ,53.6, ,65.1, ,99, ,30, ,70, ,54.9, ,2.7, ,64.4, ,67.9, 
215,5/27/2022,147,0.18, ,0, ,571, ,13.8, ,79.6, ,53.2, ,61.8, ,99, ,42, ,73, ,53.2, ,2.9, ,70.4, ,67.4, 
215,5/28/2022,148,0.06, ,0, ,243, ,14.1, ,68.0, ,52.4, ,58.8, ,99, ,65, ,83, ,53.7, ,3.0, ,71.6, ,66.5, 
215,5/29/2022,149,0.24, ,0, ,731, ,12.8, ,81.2, ,50.8, ,65.7, ,99, ,41, ,59, ,51.1, ,3.5, ,83.1, ,66.0, 
215,5/30/2022,150,0.25, ,0, ,731, ,11.6, ,81.5, ,49.0, ,65.0, ,99, ,28, ,55, ,48.4, ,3.5, ,83.8, ,66.6, 
215,5/31/2022,151,0.24, ,0, ,731, ,12.7, ,82.5, ,50.4, ,66.7, ,99, ,35, ,57, ,50.9, ,2.9, ,69.3, ,66.9, 
