114,5/1/2022,121,0.25, ,0, ,698,R,11.3, ,76.8, ,50.5, ,60.1, ,88, ,44, ,64, ,47.8, ,9.4, ,225.8, ,60.0, 
114,5/2/2022,122,0.23, ,0, ,679, ,11.7, ,73.5, ,46.8, ,58.0, ,94, ,45, ,71, ,48.8, ,9.7, ,233.4, ,59.6, 
114,5/3/2022,123,0.27, ,0, ,694,R,9.0, ,81.4, ,38.2, ,60.2, ,91, ,18, ,51, ,41.8, ,6.4, ,154.4, ,58.5, 
114,5/4/2022,124,0.23, ,0, ,661, ,11.5, ,86.1, ,43.4, ,61.5, ,99, ,22, ,62, ,48.2, ,5.4, ,130.0, ,60.8, 
114,5/5/2022,125,0.24, ,0, ,593, ,12.6, ,80.5, ,50.6, ,61.9, ,100, ,38, ,67, ,50.7, ,8.6, ,205.8, ,61.7, 
114,5/6/2022,126,0.25, ,0, ,691, ,15.6,Y,80.6, ,48.4, ,65.4, ,89, ,47, ,73,Y,56.5,Y,8.4, ,201.5, ,63.0, 
114,5/7/2022,127,0.25, ,0, ,697, ,12.9, ,72.5, ,50.9, ,61.9, ,93, ,48, ,68, ,51.3, ,10.0, ,240.5, ,64.2, 
114,5/8/2022,128,0.23, ,0, ,694, ,8.7, ,68.8, ,44.9, ,54.8, ,85, ,34, ,60, ,41.0, ,7.5, ,180.4, ,61.8, 
114,5/9/2022,129,0.23, ,0, ,736,R,7.7,Y,66.2, ,42.3, ,53.2, ,86, ,28, ,56,Y,37.8,Y,6.2, ,148.5, ,61.3, 
114,5/10/2022,130,0.22, ,0, ,736,R,7.5,Y,64.9, ,38.1, ,51.0, ,84, ,35, ,59,Y,37.2,Y,6.5, ,155.0, ,59.4, 
114,5/11/2022,131,0.24, ,0, ,738,R,8.8, ,70.0, ,41.0, ,54.7, ,87, ,37, ,60, ,41.1, ,7.3, ,176.0, ,57.5, 
114,5/12/2022,132,0.24, ,0, ,673, ,9.4, ,77.4, ,38.4, ,56.4, ,87, ,36, ,61, ,43.0, ,7.5, ,180.0, ,56.8,Y
114,5/13/2022,133,0.27, ,0, ,712, ,13.2, ,82.9, ,42.6, ,64.1, ,92, ,34, ,65, ,52.0, ,8.0, ,193.0, ,58.9, 
114,5/14/2022,134,0.28, ,0, ,717,R,15.1, ,86.7, ,48.3, ,67.0,Y,96, ,41, ,67,Y,55.6,Y,7.9, ,189.3, ,61.6, 
114,5/15/2022,135,0.24, ,0, ,641, ,15.1, ,83.6, ,50.6, ,62.8, ,100, ,56, ,77, ,55.5, ,10.0, ,240.4, ,62.6, 
114,5/16/2022,136,0.25, ,0, ,731,R,13.5, ,73.8, ,52.5, ,60.6, ,92, ,55, ,75, ,52.5, ,12.3,Y,295.6,Y,63.0, 
114,5/17/2022,137,0.25, ,0, ,732,R,13.0, ,78.1, ,49.8, ,59.9, ,90, ,55, ,74, ,51.5, ,10.6, ,253.5, ,62.2, 
114,5/18/2022,138,0.28,R,0, ,735,R,13.1, ,84.7, ,42.2, ,64.9, ,95, ,34, ,62, ,51.6, ,7.3, ,175.3, ,62.7, 
114,5/19/2022,139,0.29, ,0, ,721, ,13.9, ,89.5,Y,51.5, ,66.5, ,94, ,38, ,63, ,53.4, ,9.4, ,224.7, ,64.4, 
114,5/20/2022,140,0.29, ,0, ,741,R,10.2, ,80.7, ,49.7, ,64.2, ,76, ,31, ,50, ,45.1, ,8.5, ,203.9, ,62.5, 
114,5/21/2022,141,0.26, ,0, ,726, ,12.1, ,89.9,Y,39.9, ,60.7, ,93, ,34, ,67, ,49.6, ,6.6, ,157.8, ,62.3, 
114,5/22/2022,142,0.25, ,0, ,676, ,14.3, ,--,S,42.3, ,61.6, ,99, ,50, ,77, ,54.1, ,7.6, ,183.6, ,63.4, 
114,5/23/2022,143,0.29, ,0, ,891,R,15.1, ,90.1,Y,51.6, ,71.5,R,95, ,35, ,--,R,--,I,11.6, ,278.4, ,67.2, 
114,5/24/2022,144,0.29,R,0, ,712, ,13.5, ,--,S,43.9, ,70.4,Y,94,H,28,H,53,Y,52.6,Y,5.4, ,129.1, ,66.6, 
114,5/25/2022,145,0.27,R,0, ,709, ,15.1, ,84.4, ,52.5, ,67.2,Y,98, ,41, ,67,Y,55.7,Y,6.6, ,159.4, ,69.0, 
114,5/26/2022,146,0.19, ,0, ,569, ,15.7, ,80.8, ,53.9, ,61.1, ,99, ,62, ,85, ,56.7, ,7.4, ,178.7, ,67.2, 
114,5/27/2022,147,0.19, ,0, ,564, ,14.9, ,76.4, ,55.9, ,62.1, ,98, ,59, ,78, ,55.3, ,8.0, ,192.2, ,65.8, 
114,5/28/2022,148,0.25, ,0, ,666, ,14.1, ,84.8, ,53.5, ,64.2, ,96, ,43, ,69, ,53.8, ,8.5, ,203.4, ,66.9, 
114,5/29/2022,149,0.28, ,0, ,752,R,12.5, ,79.7, ,52.9, ,63.1, ,93, ,41, ,63, ,50.4, ,10.4, ,249.9, ,68.0, 
114,5/30/2022,150,0.28, ,0, ,743,R,11.7, ,81.4, ,47.4, ,61.1, ,89, ,40, ,64, ,48.6, ,10.7, ,255.7, ,66.7, 
114,5/31/2022,151,0.28, ,0, ,708, ,11.9, ,85.6, ,41.3, ,63.8, ,93, ,36, ,59, ,49.1, ,7.3, ,175.1, ,65.4, 
