229,5/1/2022,121,0.18, ,0, ,596, ,11.3, ,65.9, ,48.2, ,56.6, ,92, ,54, ,72, ,47.8, ,4.2, ,101.3, ,65.3, 
229,5/2/2022,122,0.17, ,0, ,576, ,11.0, ,66.2, ,44.9, ,54.8, ,92, ,59, ,75, ,47.1, ,4.7, ,112.1, ,65.8, 
229,5/3/2022,123,0.21, ,0.00, ,654, ,8.9, ,73.2, ,39.1, ,56.0, ,93, ,25, ,58, ,41.5, ,4.1, ,97.9, ,65.6, 
229,5/4/2022,124,0.20, ,0.01, ,650, ,13.2, ,78.6, ,43.4, ,58.0, ,98, ,55, ,80, ,51.8, ,3.7, ,89.2, ,65.9, 
229,5/5/2022,125,0.16, ,0.00, ,519, ,11.3, ,74.4, ,47.8, ,57.4, ,99, ,40, ,71, ,47.9, ,3.5, ,83.1, ,66.6, 
229,5/6/2022,126,0.18, ,0, ,583, ,14.0, ,72.0, ,46.6, ,60.0, ,94, ,61, ,79, ,53.5, ,3.8, ,90.7, ,66.8, 
229,5/7/2022,127,0.16, ,0, ,557, ,12.7, ,63.3, ,49.6, ,57.4, ,98, ,62, ,79, ,51.0, ,5.1, ,122.2, ,67.7,Y
229,5/8/2022,128,0.18, ,0, ,597, ,10.2, ,69.0, ,42.9, ,53.6, ,94, ,52, ,73, ,45.0, ,5.1, ,122.5, ,66.8, 
229,5/9/2022,129,0.18, ,0, ,627, ,8.6, ,64.7, ,38.3, ,51.1, ,98, ,37, ,67, ,40.5, ,3.5, ,83.8, ,65.9, 
229,5/10/2022,130,0.19,R,0, ,645, ,8.9, ,63.6, ,34.8,Y,50.5, ,96, ,49, ,71, ,41.4, ,4.3, ,103.8, ,65.7, 
229,5/11/2022,131,0.19, ,0, ,645, ,9.8, ,62.0, ,43.2, ,53.4, ,90, ,56, ,71, ,44.1, ,4.3, ,103.3, ,65.7, 
229,5/12/2022,132,0.18, ,0, ,628, ,10.4, ,66.5, ,39.3, ,54.7, ,90, ,53, ,71, ,45.5, ,4.2, ,99.9, ,65.9, 
229,5/13/2022,133,0.21, ,0, ,664, ,12.1, ,80.7,Y,40.4, ,58.7, ,95, ,43, ,72, ,49.6, ,4.3, ,104.3, ,66.1, 
229,5/14/2022,134,0.18, ,0, ,571, ,14.4, ,78.3,Y,47.9, ,61.6,H,100,H,47,H,77, ,54.2, ,4.1, ,98.2, ,67.1, 
229,5/15/2022,135,0.18,R,0, ,601, ,16.0,Y,68.3, ,56.1,Y,62.3, ,100, ,64, ,84,Y,57.3,Y,4.5, ,109.1, ,68.0,Y
229,5/16/2022,136,0.16, ,0, ,541, ,14.5, ,69.1, ,55.0, ,59.6,H,93,H,70,H,83, ,54.4, ,4.3, ,104.0, ,68.1,Y
229,5/17/2022,137,0.19,H,0, ,631, ,15.8,Y,66.8, ,54.4, ,62.6,Y,94,H,63,H,82,Y,56.9,Y,4.8, ,114.0, ,67.9,Y
229,5/18/2022,138,0.21, ,0, ,671, ,13.2, ,83.6,R,45.5, ,61.6, ,97, ,38, ,70, ,51.9, ,4.1, ,98.2, ,67.9, 
229,5/19/2022,139,0.22,R,0.00, ,693, ,13.1, ,69.8, ,52.4, ,62.0, ,100, ,40, ,69, ,51.7, ,4.6, ,111.1, ,68.7,Y
229,5/20/2022,140,0.22, ,0.01, ,711, ,10.8, ,76.3,Y,46.0, ,60.2, ,88, ,32, ,61, ,46.7, ,4.1, ,99.0, ,68.6,Y
229,5/21/2022,141,0.21,H,0, ,694, ,13.4, ,--,S,39.0,Y,59.6,H,100,H,52,H,77, ,52.3, ,3.6, ,87.0, ,68.4,Y
229,5/22/2022,142,0.20, ,0, ,661, ,14.9,Y,82.9,R,42.6, ,60.6,H,100,H,59,H,83,Y,55.2,Y,4.1, ,99.4, ,68.5, 
229,5/23/2022,143,0.21, ,0, ,663, ,13.4, ,71.0, ,50.2, ,61.4,Y,96, ,50, ,72,Y,52.4,Y,4.4, ,105.6, ,68.7, 
229,5/24/2022,144,0.19,R,0, ,660, ,13.0, ,--,S,44.1, ,--,S,100,H,33,H,--,Q,--,Q,3.3, ,78.6, ,68.9, 
229,5/25/2022,145,0.20,R,0, ,671, ,14.0, ,--,S,49.1, ,65.1,R,98,H,40,H,--,R,--,I,3.5, ,84.7, ,70.2,Y
229,5/26/2022,146,0.13, ,0, ,442, ,15.7,Y,73.5, ,53.6, ,60.5, ,100, ,68, ,87,Y,56.7,Y,3.7, ,88.7, ,70.7,Y
229,5/27/2022,147,0.12, ,0.02, ,406, ,14.2, ,69.3, ,53.9, ,59.7, ,95, ,61, ,81, ,54.0, ,3.4, ,81.0, ,70.0,Y
229,5/28/2022,148,0.21,H,0, ,649, ,15.2, ,82.2,R,51.5, ,64.5,R,100,H,45,H,--,R,--,I,4.0, ,94.8, ,69.6, 
229,5/29/2022,149,0.21, ,0, ,675, ,12.8, ,67.4, ,52.7, ,59.4, ,98, ,56, ,74, ,51.1, ,4.9, ,116.9, ,70.5, 
229,5/30/2022,150,0.21, ,0, ,690, ,11.5, ,65.7, ,49.9, ,57.0, ,87, ,59, ,73, ,48.3, ,4.7, ,113.8, ,70.4, 
229,5/31/2022,151,0.23,R,0.00, ,700, ,13.9, ,79.7,Y,50.1, ,64.9,R,94,H,34,H,--,R,--,I,4.2, ,101.3, ,70.0, 
