84,5/1/2022,121,0.24, ,0, ,672, ,8.8, ,77.2, ,43.4, ,62.0, ,92, ,24, ,47, ,41.3, ,5.2, ,123.7, ,65.0, 
84,5/2/2022,122,0.19, ,0, ,524, ,7.5, ,70.9, ,46.0, ,60.7, ,59, ,23, ,42, ,37.2, ,5.2, ,124.1, ,64.4, 
84,5/3/2022,123,0.26, ,0, ,683, ,7.1, ,78.0, ,46.3, ,64.4, ,54, ,27, ,35, ,35.8, ,5.5, ,132.1, ,63.5, 
84,5/4/2022,124,0.27, ,0, ,683, ,8.1, ,83.8, ,59.5, ,71.7, ,41, ,20, ,31, ,39.1, ,4.7, ,111.8, ,64.5, 
84,5/5/2022,125,0.15, ,0, ,341, ,9.3, ,73.0, ,56.5, ,67.5, ,54, ,34, ,41, ,42.7, ,5.0, ,119.4, ,61.9, 
84,5/6/2022,126,0.15, ,0, ,400, ,12.3, ,74.6, ,54.3, ,64.5, ,78, ,47, ,59, ,50.1, ,4.7, ,113.5, ,62.9, 
84,5/7/2022,127,0.21, ,0, ,668, ,9.4, ,71.0, ,49.8, ,60.5, ,86, ,26, ,52, ,42.9, ,4.1, ,97.5, ,64.3, 
84,5/8/2022,128,0.14, ,0, ,451, ,5.9, ,63.1, ,37.6,Y,51.6, ,74, ,27, ,45, ,31.2, ,5.1, ,121.5, ,63.8, 
84,5/9/2022,129,0.14, ,0.25, ,452, ,6.9, ,60.9, ,39.5, ,47.8,Y,83, ,34, ,61,Y,35.1,Y,5.7, ,137.0, ,61.6, 
84,5/10/2022,130,0.12, ,0.02, ,438, ,7.6, ,59.0, ,41.6, ,48.0,Y,84, ,42, ,67,Y,37.6,Y,4.3, ,103.8, ,60.7, 
84,5/11/2022,131,0.20, ,0, ,704, ,7.1, ,68.3, ,39.0, ,53.8, ,80, ,25, ,50, ,35.8, ,4.1, ,98.4, ,61.0, 
84,5/12/2022,132,0.20, ,0, ,593, ,6.3,Y,70.6, ,45.0, ,57.9, ,69, ,14, ,38,Y,32.7,Y,4.6, ,111.1, ,62.3, 
84,5/13/2022,133,0.24, ,0, ,687, ,8.4, ,78.1, ,50.0, ,64.5, ,58, ,32, ,40, ,39.9, ,4.7, ,113.9, ,63.2, 
84,5/14/2022,134,0.27, ,0, ,697, ,11.2, ,85.9, ,58.9, ,71.8, ,56, ,26, ,42, ,47.4, ,5.0, ,120.3, ,65.4, 
84,5/15/2022,135,0.26, ,0, ,654, ,12.6, ,88.0, ,60.2, ,75.1, ,73, ,25, ,42, ,50.6, ,4.6, ,109.8, ,67.3, 
84,5/16/2022,136,0.22, ,0, ,659, ,12.1, ,80.5, ,49.9, ,66.5, ,90, ,31, ,54, ,49.5, ,3.7, ,89.2, ,68.3, 
84,5/17/2022,137,0.26, ,0, ,711, ,10.9, ,86.4, ,50.8, ,69.4, ,84, ,21, ,44, ,46.9, ,3.8, ,90.4, ,68.5, 
84,5/18/2022,138,0.28, ,0, ,692, ,10.6, ,94.0, ,56.4, ,75.8, ,60, ,14, ,35, ,46.0, ,4.3, ,102.3, ,69.0, 
84,5/19/2022,139,0.30, ,0, ,700, ,7.6, ,85.7, ,50.6, ,72.4, ,57, ,7, ,28, ,37.4, ,5.3, ,126.2, ,69.3, 
84,5/20/2022,140,0.30, ,0, ,738,R,4.1,R,79.9, ,47.1, ,68.3, ,38, ,12, ,--,R,--,I,5.7, ,138.0, ,67.6, 
84,5/21/2022,141,0.27, ,0, ,718, ,5.7,Y,83.2, ,50.7, ,70.4, ,36, ,14, ,22,Y,30.3,Y,4.0, ,95.0, ,67.5, 
84,5/22/2022,142,0.28, ,0, ,708, ,7.0,Y,85.1, ,56.2, ,71.6, ,40, ,13, ,27,Y,35.5,Y,4.5, ,107.5, ,68.3, 
84,5/23/2022,143,0.29, ,0, ,706, ,8.8, ,88.9, ,56.3, ,74.2, ,49, ,19, ,31, ,41.3, ,4.6, ,109.3, ,63.2, 
84,5/24/2022,144,0.31, ,0, ,710, ,9.5, ,93.0, ,60.8, ,79.1, ,43, ,15, ,28, ,43.1, ,5.2, ,124.1, ,66.4, 
84,5/25/2022,145,0.30, ,0, ,698, ,11.0, ,96.6, ,66.3, ,82.5, ,41, ,18, ,29, ,47.1, ,4.2, ,101.2, ,69.1, 
84,5/26/2022,146,0.26, ,0, ,579, ,10.8, ,85.1, ,57.4, ,75.3, ,66, ,25, ,36, ,46.5, ,5.2, ,123.8, ,70.5, 
84,5/27/2022,147,0.22, ,0.00, ,595, ,12.5, ,79.9, ,51.3, ,66.7, ,83, ,36, ,56, ,50.5, ,4.4, ,106.4, ,69.7, 
84,5/28/2022,148,0.19, ,0, ,530, ,11.9, ,76.2, ,57.1, ,65.5, ,75, ,39, ,56, ,49.2, ,5.9, ,141.1, ,69.7, 
84,5/29/2022,149,0.24, ,0, ,731, ,9.0, ,75.1, ,45.2, ,62.5, ,88, ,24, ,46, ,41.7, ,3.9, ,93.0, ,69.0, 
84,5/30/2022,150,0.25, ,0, ,741, ,7.5, ,76.6, ,49.7, ,64.2, ,65, ,19, ,36, ,37.0, ,4.2, ,101.3, ,69.0, 
84,5/31/2022,151,0.30, ,0.01,H,739, ,7.5, ,83.1, ,49.9, ,69.9, ,46, ,19, ,30, ,37.1, ,5.5, ,133.0, ,68.8, 
