5,5/1/2022,121,0.23, ,0, ,704,R,9.8, ,78.3, ,49.7, ,63.8, ,84, ,24, ,49, ,44.1, ,4.8, ,115.0, ,72.9, 
5,5/2/2022,122,0.26, ,0, ,687, ,9.4, ,84.4, ,50.8, ,68.1, ,74, ,18, ,40, ,42.9, ,5.2, ,124.3, ,73.4, 
5,5/3/2022,123,0.24, ,0, ,713,R,8.6, ,77.3, ,48.7, ,63.5, ,75, ,22, ,43, ,40.8, ,4.2, ,100.7, ,74.2,Y
5,5/4/2022,124,0.25, ,0, ,704,R,10.5, ,87.9, ,48.9, ,69.6, ,80, ,15, ,43, ,45.9, ,3.8, ,90.0, ,74.6,Y
5,5/5/2022,125,0.28, ,0, ,683, ,10.4, ,92.0, ,52.3, ,73.8, ,69, ,17, ,37, ,45.5, ,5.3, ,128.4, ,76.0,Y
5,5/6/2022,126,0.24, ,0, ,689, ,13.4, ,83.3, ,53.7, ,69.1, ,76, ,35, ,55, ,52.3, ,4.6, ,110.8, ,77.1,Y
5,5/7/2022,127,0.20, ,0, ,553, ,11.7, ,78.3, ,55.2, ,65.7, ,86, ,28, ,54, ,48.8, ,5.6, ,135.4, ,77.4,Y
5,5/8/2022,128,0.27, ,0, ,718,R,7.0, ,72.6, ,46.7, ,59.8, ,79, ,21, ,40, ,35.4, ,8.6,Y,205.7,Y,76.0, 
5,5/9/2022,129,0.22, ,0, ,704, ,6.4,Y,67.7, ,39.3,Y,54.2,Y,78, ,20, ,44,Y,33.1,Y,5.5, ,131.4, ,74.7, 
5,5/10/2022,130,0.23, ,0, ,723,R,6.1,Y,67.4, ,39.8,Y,54.6, ,77, ,19, ,42,Y,31.8,Y,5.8, ,139.6, ,73.8, 
5,5/11/2022,131,0.24, ,0, ,733,R,6.3,Y,70.0, ,39.3,Y,55.7, ,80, ,17, ,41,Y,32.7,Y,6.0, ,143.7, ,73.3, 
5,5/12/2022,132,0.25, ,0, ,716,R,7.6, ,77.1, ,41.3, ,60.1, ,80, ,20, ,43, ,37.5, ,4.7, ,112.3, ,73.2, 
5,5/13/2022,133,0.24, ,0, ,726,R,9.2, ,82.4, ,43.5, ,63.5, ,76, ,21, ,46, ,42.2, ,3.9, ,92.7, ,74.2, 
5,5/14/2022,134,0.25, ,0, ,710, ,13.4, ,88.5, ,52.0, ,70.6, ,79, ,27, ,52, ,52.3, ,3.5, ,83.1, ,76.2, 
5,5/15/2022,135,0.26, ,0, ,625, ,13.9, ,92.6, ,57.1, ,75.2, ,81, ,23, ,47, ,53.4, ,4.5, ,108.4, ,78.2, 
5,5/16/2022,136,0.27, ,0, ,724,R,10.1, ,86.1, ,52.7, ,70.7, ,71, ,25, ,39, ,44.8, ,4.2, ,99.8, ,79.2,Y
5,5/17/2022,137,0.26, ,0, ,730,R,10.5, ,85.3, ,51.0, ,69.4, ,82, ,23, ,43, ,45.9, ,3.4, ,82.7, ,79.3,Y
5,5/18/2022,138,0.27, ,0, ,715, ,12.0, ,91.4, ,56.1, ,74.7, ,73, ,20, ,41, ,49.3, ,3.4, ,81.4, ,80.3,Y
5,5/19/2022,139,0.29, ,0, ,708, ,13.9, ,94.6, ,59.2, ,76.8, ,77, ,25, ,44, ,53.3, ,4.7, ,113.2, ,79.6,Y
5,5/20/2022,140,0.29, ,0, ,720, ,8.0, ,82.0, ,55.1, ,68.9, ,75, ,17, ,33, ,38.7, ,6.6, ,157.8, ,77.7, 
5,5/21/2022,141,0.27, ,0, ,735,R,8.1, ,85.7, ,50.7, ,68.9, ,68, ,13, ,33, ,38.9, ,4.3, ,102.0, ,76.0, 
5,5/22/2022,142,0.27, ,0, ,726, ,9.0, ,89.9, ,49.9, ,71.3, ,68, ,14, ,34, ,41.7, ,3.6, ,86.2, ,76.0, 
5,5/23/2022,143,0.28, ,0, ,729, ,10.9, ,92.5, ,55.1, ,74.2, ,69, ,15, ,38, ,46.7, ,4.2, ,101.8, ,77.0, 
5,5/24/2022,144,0.29, ,0, ,719, ,13.2, ,96.4, ,58.4, ,77.8, ,72, ,20, ,41, ,51.9, ,4.3, ,102.4, ,78.1, 
5,5/25/2022,145,0.31, ,0, ,713, ,13.4, ,100.6, ,62.3, ,82.0, ,68, ,16, ,36, ,52.4, ,5.0, ,120.1, ,79.5,Y
5,5/26/2022,146,0.33, ,0, ,697, ,11.7, ,98.6, ,64.7, ,79.9, ,56, ,19, ,34, ,48.7, ,6.6, ,157.5, ,80.4,Y
5,5/27/2022,147,0.25, ,0, ,657, ,13.2, ,86.6, ,58.9, ,71.6, ,75, ,27, ,50, ,52.0, ,5.0, ,119.5, ,80.0,Y
5,5/28/2022,148,0.29, ,0, ,707, ,11.6, ,85.2, ,56.5, ,71.0, ,79, ,26, ,45, ,48.5, ,7.4,Y,177.4,Y,79.6,Y
5,5/29/2022,149,0.27, ,0, ,693, ,10.4, ,81.2, ,54.7, ,66.9, ,76, ,24, ,46, ,45.6, ,6.7, ,161.3, ,79.2,Y
5,5/30/2022,150,0.28, ,0, ,740,R,8.9, ,83.3, ,49.6, ,67.2, ,71, ,19, ,39, ,41.6, ,5.4, ,129.0, ,78.1, 
5,5/31/2022,151,0.27, ,0, ,750,R,9.2, ,85.4, ,49.4, ,68.5, ,70, ,17, ,39, ,42.3, ,4.1, ,97.9, ,77.9, 
