135,5/1/2022,121,--,N,0, ,693,R,8.8, ,93.7, ,56.0, ,76.6, ,63, ,13, ,28, ,41.3, ,3.8, ,92.1, ,82.0, 
135,5/2/2022,122,--,N,0, ,693, ,9.6, ,92.7, ,54.1, ,76.1, ,77, ,12, ,31, ,43.5, ,4.2, ,101.7, ,82.5, 
135,5/3/2022,123,--,N,0, ,680, ,10.3, ,92.0, ,58.6, ,75.7, ,70, ,15, ,34, ,45.3, ,3.6, ,85.4, ,83.5, 
135,5/4/2022,124,--,N,0, ,709,R,8.2, ,88.5, ,54.5, ,73.9, ,58, ,18, ,29, ,39.4, ,2.6, ,62.5, ,83.2, 
135,5/5/2022,125,--,N,0, ,711,R,9.0, ,99.5, ,53.0, ,77.3, ,73, ,8, ,28, ,41.9, ,3.2, ,76.2, ,83.1, 
135,5/6/2022,126,--,N,0, ,703, ,8.7, ,99.5, ,57.4, ,81.1, ,58, ,8, ,24, ,40.8, ,4.6, ,110.7, ,84.6, 
135,5/7/2022,127,--,N,0, ,691, ,9.9, ,99.6, ,60.9, ,81.8, ,59, ,14, ,27, ,44.2, ,3.7, ,88.9, ,85.5, 
135,5/8/2022,128,--,N,0, ,699, ,9.0, ,90.4, ,57.1, ,75.4, ,54, ,14, ,30, ,41.8, ,4.8, ,114.6, ,85.6, 
135,5/9/2022,129,--,N,0, ,717,R,7.6, ,84.8, ,52.0, ,69.9, ,81, ,12, ,30, ,37.4, ,4.0, ,96.7, ,84.2, 
135,5/10/2022,130,--,N,0, ,709, ,6.1,Y,84.9, ,51.8, ,70.8, ,68, ,9, ,24,Y,31.9,Y,3.8, ,92.2, ,83.6, 
135,5/11/2022,131,--,N,0, ,730,R,4.9,Y,81.5, ,46.0,Y,66.8, ,73, ,8, ,22,Y,26.4,Y,4.4, ,106.1, ,83.0, 
135,5/12/2022,132,--,N,0, ,743,R,5.6,Y,86.8, ,46.7,Y,68.1, ,49, ,9, ,24,Y,29.6,Y,3.6, ,86.1, ,82.0, 
135,5/13/2022,133,--,N,0, ,739,R,7.1, ,98.3, ,46.3,Y,74.1, ,71, ,6, ,24, ,35.6, ,2.7, ,65.4, ,82.3, 
135,5/14/2022,134,--,N,0, ,743,R,8.8, ,102.5, ,52.3, ,78.0, ,72, ,6, ,27, ,41.2, ,3.1, ,75.0, ,84.3, 
135,5/15/2022,135,--,N,0, ,728,R,9.9, ,105.0, ,53.3, ,80.7, ,68, ,9, ,28, ,44.3, ,3.9, ,92.8, ,85.6, 
135,5/16/2022,136,--,N,0, ,724,R,10.3, ,103.2, ,59.2, ,82.3, ,63, ,10, ,27, ,45.3, ,4.3, ,103.1, ,86.8, 
135,5/17/2022,137,--,N,0, ,729,R,10.3, ,100.4, ,62.9, ,81.6, ,62, ,9, ,28, ,45.4, ,3.2, ,77.3, ,87.4, 
135,5/18/2022,138,--,N,0, ,721, ,12.8, ,98.4, ,62.7, ,80.9, ,67, ,18, ,36, ,51.2, ,3.7, ,87.9, ,87.4, 
135,5/19/2022,139,--,N,0, ,732,R,9.8, ,99.1, ,59.7, ,81.0, ,63, ,10, ,27, ,44.1, ,4.2, ,101.4, ,87.6, 
135,5/20/2022,140,--,N,0, ,712, ,12.4, ,95.1, ,58.5, ,79.8, ,75, ,20, ,36, ,50.2, ,4.4, ,105.6, ,87.0, 
135,5/21/2022,141,--,N,0, ,713, ,12.7, ,91.5, ,59.0, ,76.8, ,82, ,21, ,40, ,51.0, ,3.0, ,72.8, ,86.7, 
135,5/22/2022,142,--,N,0, ,720, ,11.0, ,97.2, ,60.5, ,78.9, ,68, ,12, ,33, ,47.0, ,4.2, ,101.3, ,86.7, 
135,5/23/2022,143,--,N,0, ,711, ,11.7, ,97.6, ,59.5, ,80.1, ,77, ,14, ,33, ,48.6, ,3.3, ,79.7, ,87.1, 
135,5/24/2022,144,--,N,0, ,733,R,10.0, ,101.0, ,60.1, ,81.9, ,63, ,9, ,27, ,44.5, ,3.8, ,91.0, ,87.8, 
135,5/25/2022,145,--,N,0, ,733,R,10.7, ,104.3, ,61.7, ,84.1, ,63, ,9, ,27, ,46.4, ,4.9, ,118.6, ,88.4, 
135,5/26/2022,146,--,N,0, ,727, ,10.6, ,103.9, ,63.1, ,84.7, ,57, ,12, ,26, ,46.0, ,4.6, ,109.6, ,88.5, 
135,5/27/2022,147,--,N,0, ,712, ,10.4, ,104.0, ,66.4, ,86.1, ,52, ,8, ,24, ,45.5, ,3.3, ,79.7, ,88.5, 
135,5/28/2022,148,--,N,0, ,720, ,9.5, ,98.2, ,66.7, ,83.5, ,47, ,9, ,24, ,43.1, ,3.1, ,75.5, ,88.4, 
135,5/29/2022,149,--,N,0, ,726, ,9.0, ,97.6, ,62.4, ,81.6, ,66, ,9, ,24, ,41.8, ,4.4, ,105.6, ,88.0, 
135,5/30/2022,150,--,N,0, ,747,R,6.2,Y,94.9, ,63.9, ,81.0, ,43, ,8, ,17,Y,32.4,Y,3.0, ,72.2, ,88.4, 
135,5/31/2022,151,--,N,0, ,748,R,8.8, ,96.2, ,61.1, ,79.6, ,58, ,9, ,26, ,41.3, ,2.5, ,60.8, ,88.2, 
