103,5/1/2022,121,0.21, ,0, ,644, ,9.3, ,77.5, ,42.5, ,60.1, ,91, ,27, ,53, ,42.8, ,3.6, ,86.4, ,67.4, 
103,5/2/2022,122,0.21, ,0, ,609, ,8.5, ,67.8, ,41.6, ,55.2, ,96, ,38, ,57, ,40.3, ,5.5, ,132.4, ,66.4, 
103,5/3/2022,123,0.23, ,0, ,656, ,8.3, ,80.9, ,47.0, ,61.8, ,89, ,23, ,44, ,39.8, ,4.1, ,98.8, ,66.8, 
103,5/4/2022,124,0.21, ,0, ,653, ,11.5, ,81.4, ,41.4, ,58.7, ,97, ,39, ,68, ,48.2, ,3.3, ,79.4, ,68.2, 
103,5/5/2022,125,0.12, ,0, ,402, ,11.6, ,67.9, ,46.7, ,56.5, ,97, ,35, ,74, ,48.4, ,3.6, ,87.3, ,67.8, 
103,5/6/2022,126,0.08, ,0.02, ,306, ,13.9, ,66.9, ,51.4, ,58.4, ,96, ,64, ,83, ,53.4, ,3.7, ,89.0, ,67.0, 
103,5/7/2022,127,0.21, ,0, ,650, ,9.8, ,70.3, ,49.3, ,58.1, ,91, ,38, ,60, ,44.1, ,5.2, ,125.8, ,67.6, 
103,5/8/2022,128,0.14, ,0.04, ,484, ,7.8, ,60.2, ,39.6, ,50.0, ,90, ,42, ,64, ,38.3, ,4.4, ,105.5, ,65.1, 
103,5/9/2022,129,0.12, ,0.07, ,497, ,7.7, ,59.0, ,35.2, ,46.5,Y,97, ,51, ,71,Y,37.8,Y,3.3, ,78.5, ,62.2, 
103,5/10/2022,130,0.11, ,0.05, ,432, ,7.7, ,61.3, ,33.2, ,45.8,Y,97, ,41, ,73,Y,37.7,Y,2.6, ,63.1, ,61.1, 
103,5/11/2022,131,0.20,R,0.00, ,668, ,8.0, ,70.7, ,32.6,Y,52.1, ,99, ,35, ,60, ,38.7, ,3.3, ,79.2, ,62.7, 
103,5/12/2022,132,0.17, ,0, ,587, ,9.1, ,68.6, ,35.5, ,53.2, ,95, ,46, ,66, ,42.0, ,3.2, ,76.1, ,64.1, 
103,5/13/2022,133,0.21, ,0, ,656, ,12.4, ,81.6, ,42.1, ,62.5, ,95, ,41, ,64, ,50.3, ,3.0, ,72.2, ,67.2, 
103,5/14/2022,134,0.23, ,0, ,676, ,13.1, ,88.0, ,46.9, ,65.7, ,96, ,31, ,61, ,51.8, ,2.7, ,65.5, ,70.5, 
103,5/15/2022,135,0.22, ,0, ,633, ,13.2, ,84.7, ,48.6, ,65.2, ,95, ,35, ,62, ,52.0, ,3.1, ,75.2, ,71.5, 
103,5/16/2022,136,0.21, ,0, ,664, ,12.3, ,78.0, ,44.0, ,60.5, ,96, ,46, ,68, ,50.0, ,3.2, ,76.8, ,70.9, 
103,5/17/2022,137,0.22, ,0, ,692, ,11.4, ,84.0, ,42.2, ,61.6, ,97, ,23, ,61, ,47.9, ,2.7, ,65.2, ,70.8, 
103,5/18/2022,138,0.27, ,0, ,685, ,11.6, ,92.6,Y,43.1, ,70.2,Y,94,H,23,H,46,Y,48.4,Y,5.1, ,123.4, ,71.7, 
103,5/19/2022,139,0.29, ,0, ,681, ,9.6, ,85.0, ,53.5, ,69.7,Y,83,H,20,H,39,Y,43.4,Y,6.5,Y,156.5,Y,72.8, 
103,5/20/2022,140,0.26, ,0, ,715, ,7.1,Y,81.8, ,46.1, ,62.6, ,89, ,15, ,36,Y,35.6,Y,4.9, ,116.8, ,70.4, 
103,5/21/2022,141,0.24, ,0, ,703, ,9.8, ,81.8, ,39.6, ,61.5, ,97, ,26, ,53, ,44.1, ,3.1, ,74.6, ,70.1, 
103,5/22/2022,142,0.25, ,0, ,695, ,9.5, ,85.9, ,41.7, ,65.8, ,97, ,25, ,44, ,43.3, ,3.4, ,80.6, ,70.8, 
103,5/23/2022,143,0.29, ,0, ,697, ,9.7, ,90.9, ,56.3,Y,74.0,Y,70, ,23, ,34,Y,43.8,Y,5.0, ,120.2, ,73.0, 
103,5/24/2022,144,0.26,R,0, ,704, ,11.7, ,97.6,Y,48.3, ,74.1,Y,92,H,18,H,41,Y,48.7,Y,3.0, ,73.1, ,74.9,Y
103,5/25/2022,145,0.26,R,0, ,697, ,13.1, ,92.7, ,51.1, ,69.8,Y,88, ,31, ,53,Y,51.7,Y,3.5, ,84.0, ,75.7,Y
103,5/26/2022,146,0.09, ,0, ,350, ,12.4, ,63.4, ,47.6, ,55.9, ,94, ,71, ,82, ,50.3, ,4.1, ,98.1, ,70.8, 
103,5/27/2022,147,0.14, ,0, ,472, ,12.7, ,66.5, ,51.7, ,56.6, ,89, ,66, ,81, ,50.8, ,4.1, ,98.6, ,70.0, 
103,5/28/2022,148,0.14, ,0, ,463, ,12.7, ,69.1, ,49.2, ,58.1, ,97, ,52, ,77, ,50.9, ,3.8, ,91.0, ,69.2, 
103,5/29/2022,149,0.25, ,0, ,720, ,9.7, ,76.8, ,50.6, ,62.8, ,76, ,35, ,50, ,43.7, ,6.0,Y,145.1,Y,70.4, 
103,5/30/2022,150,0.26, ,0, ,726, ,8.3, ,80.8, ,50.9, ,64.5, ,59, ,26, ,40, ,39.7, ,5.0, ,120.6, ,71.7, 
103,5/31/2022,151,0.26, ,0, ,727, ,9.1, ,85.7, ,42.5, ,66.4, ,86, ,20, ,41, ,42.2, ,3.9, ,93.4, ,72.5, 
