44,5/1/2022,121,0.22, ,0, ,697,R,12.0, ,75.6, ,51.1, ,62.8, ,84, ,41, ,61, ,49.3, ,4.2, ,101.4, ,62.4, 
44,5/2/2022,122,0.19, ,0, ,601, ,13.3, ,75.8, ,55.6, ,62.7, ,86, ,43, ,68, ,52.1, ,4.7, ,112.5, ,63.8, 
44,5/3/2022,123,0.21, ,0.00, ,656, ,13.3, ,73.8, ,55.6, ,62.6, ,94, ,50, ,69, ,52.2, ,4.0, ,95.5, ,64.9, 
44,5/4/2022,124,0.26, ,0, ,715,R,11.9, ,86.1, ,51.2, ,68.5, ,90, ,21, ,50, ,49.1, ,4.5, ,108.2, ,65.3, 
44,5/5/2022,125,0.26, ,0, ,716,R,11.3, ,84.5, ,55.2, ,68.6, ,84, ,17, ,47, ,47.8, ,4.3, ,102.8, ,66.0, 
44,5/6/2022,126,0.26, ,0, ,715,R,9.9, ,83.5, ,55.3, ,69.4, ,67, ,23, ,40, ,44.4, ,4.0, ,96.9, ,66.1, 
44,5/7/2022,127,0.23, ,0, ,712,R,13.5, ,78.0, ,55.7, ,65.3, ,85, ,42, ,63, ,52.5, ,4.6, ,110.3, ,65.6, 
44,5/8/2022,128,0.13, ,0.00, ,419, ,12.4, ,69.7, ,54.4, ,60.7, ,89, ,49, ,69, ,50.3, ,5.0, ,120.2, ,64.7, 
44,5/9/2022,129,0.19, ,0, ,596, ,9.6, ,68.3, ,50.3, ,58.5, ,79, ,42, ,57, ,43.5, ,4.6, ,110.2, ,64.2, 
44,5/10/2022,130,0.22, ,0, ,695, ,7.4, ,69.9, ,47.2, ,57.8, ,74, ,27, ,45, ,36.7, ,5.0, ,120.0, ,63.6, 
44,5/11/2022,131,0.21, ,0, ,684, ,6.7, ,68.6, ,44.2,Y,55.9, ,81, ,23, ,44, ,34.3, ,4.7, ,113.0, ,62.7, 
44,5/12/2022,132,0.26, ,0, ,689, ,4.9,Y,81.5, ,45.8,Y,64.9, ,58, ,11, ,23,Y,26.7,Y,4.4, ,105.0, ,62.5, 
44,5/13/2022,133,0.29, ,0, ,738,R,6.1,Y,92.1, ,55.0, ,73.5, ,39, ,11, ,22,Y,32.1,Y,4.2, ,101.0, ,63.6, 
44,5/14/2022,134,0.30, ,0, ,729,R,7.4, ,94.8, ,58.5, ,77.0, ,44, ,9, ,23, ,36.8, ,3.9, ,93.7, ,63.4, 
44,5/15/2022,135,0.21, ,0, ,551, ,8.7, ,87.2, ,58.4, ,73.1, ,64, ,17, ,31, ,40.9, ,4.0, ,97.1, ,63.1, 
44,5/16/2022,136,0.22, ,0, ,664, ,13.4, ,80.3, ,55.0, ,66.8, ,88, ,37, ,60, ,52.3, ,4.0, ,97.1, ,64.5, 
44,5/17/2022,137,0.19, ,0, ,609, ,14.2, ,76.3, ,55.6, ,63.7, ,92, ,45, ,70, ,53.8, ,4.1, ,97.6, ,66.1, 
44,5/18/2022,138,0.22, ,0, ,642, ,14.7, ,82.0, ,55.8, ,66.3, ,95, ,41, ,67, ,54.9, ,4.1, ,98.4, ,67.6, 
44,5/19/2022,139,0.19, ,0, ,596, ,15.2, ,77.0, ,56.3, ,63.2, ,97, ,51, ,77, ,55.8, ,4.9, ,118.6, ,68.8, 
44,5/20/2022,140,0.05, ,0.04, ,203, ,14.8, ,65.7, ,55.3, ,59.8, ,100, ,64, ,84, ,55.0, ,4.0, ,96.5, ,68.3, 
44,5/21/2022,141,0.18, ,0, ,556, ,13.5, ,72.3, ,57.3, ,62.4, ,86, ,52, ,70, ,52.6, ,5.4, ,128.8, ,67.4, 
44,5/22/2022,142,0.23, ,0, ,682, ,13.2, ,78.1, ,56.8, ,64.8, ,84, ,41, ,63, ,52.0, ,4.6, ,111.2, ,67.8, 
44,5/23/2022,143,0.21, ,0, ,651, ,13.7, ,77.4, ,52.2, ,63.1, ,93, ,46, ,69, ,52.9, ,3.9, ,94.0, ,68.5, 
44,5/24/2022,144,0.25, ,0, ,712, ,14.7, ,86.1, ,56.1, ,68.5, ,93, ,37, ,62, ,55.0, ,4.2, ,100.1, ,70.0, 
44,5/25/2022,145,0.26, ,0, ,728, ,15.1, ,85.0, ,55.8, ,69.7, ,91, ,39, ,61, ,55.7, ,4.4, ,104.5, ,71.1, 
44,5/26/2022,146,0.24, ,0, ,699, ,14.9, ,84.9, ,56.9, ,67.2, ,92, ,40, ,65, ,55.3, ,4.5, ,107.1, ,71.7, 
44,5/27/2022,147,0.17, ,0, ,525, ,13.8, ,79.4, ,54.6, ,63.4, ,93, ,40, ,69, ,53.1, ,4.1, ,98.3, ,71.1, 
44,5/28/2022,148,0.08, ,0, ,267, ,13.8, ,68.0, ,54.9, ,60.1, ,92, ,62, ,78, ,53.1, ,4.2, ,101.3, ,69.4, 
44,5/29/2022,149,0.21, ,0, ,635, ,13.4, ,72.7, ,57.3, ,63.6, ,89, ,51, ,67, ,52.4, ,4.9, ,116.8, ,68.6, 
44,5/30/2022,150,0.18, ,0, ,538, ,13.2, ,77.3, ,52.9, ,63.0, ,94, ,42, ,67, ,51.9, ,4.0, ,96.6, ,68.9, 
44,5/31/2022,151,0.24, ,0, ,716, ,12.8, ,80.6, ,53.1, ,66.4, ,88, ,36, ,58, ,51.1, ,4.2, ,100.1, ,69.7, 
