35,5/1/2022,121,0.28, ,0, ,720,R,4.3, ,71.5, ,36.5, ,59.0, ,60, ,14, ,25, ,23.3, ,6.8, ,163.8, ,56.4, 
35,5/2/2022,122,0.19, ,0, ,586, ,4.0, ,80.5, ,29.0, ,57.8, ,71, ,9, ,24, ,21.8, ,3.9, ,93.0, ,55.7, 
35,5/3/2022,123,0.28, ,0, ,735,R,3.6, ,76.3, ,44.8, ,59.7, ,34, ,11, ,20, ,19.1, ,7.8,Y,187.5,Y,56.2, 
35,5/4/2022,124,0.24, ,0, ,734,R,4.4, ,84.0, ,39.7, ,63.1, ,51, ,11, ,22, ,24.0, ,3.1, ,75.2, ,56.7, 
35,5/5/2022,125,0.22,R,0, ,544, ,5.5, ,84.1, ,37.2, ,64.5, ,68, ,14, ,26, ,29.3, ,3.1, ,75.6, ,57.2, 
35,5/6/2022,126,0.26, ,0, ,677, ,6.3, ,88.7, ,43.2, ,69.7, ,69, ,12, ,25, ,32.6, ,4.3, ,103.5, ,58.5, 
35,5/7/2022,127,0.27, ,0, ,686, ,4.3, ,79.1, ,45.8, ,66.2, ,45, ,11, ,19, ,23.2, ,5.3, ,126.5, ,59.7, 
35,5/8/2022,128,0.27, ,0, ,750,R,3.1, ,70.7, ,32.4, ,52.4, ,56, ,13, ,23, ,15.8, ,6.7, ,160.9, ,58.9, 
35,5/9/2022,129,0.23, ,0, ,763,R,2.5, ,65.9, ,23.8,Y,46.6,Y,59, ,13, ,23,Y,10.6,Y,5.0, ,119.9, ,58.1, 
35,5/10/2022,130,0.20, ,0, ,705, ,2.9, ,64.2, ,25.9,Y,46.6,Y,57, ,14, ,26,Y,14.0,Y,4.0, ,96.2, ,56.8, 
35,5/11/2022,131,0.20, ,0, ,624, ,3.2, ,59.0,Y,32.3, ,46.1,Y,55, ,18, ,30,Y,16.4,Y,6.1, ,146.7, ,54.8, 
35,5/12/2022,132,0.21, ,0, ,716, ,3.7, ,71.8, ,25.1,Y,51.1, ,75, ,15, ,29, ,20.1, ,2.3, ,54.4, ,54.4, 
35,5/13/2022,133,0.25, ,0, ,756,R,4.9, ,83.1, ,34.4, ,61.1, ,68, ,13, ,27, ,26.8, ,2.6, ,61.6, ,55.0, 
35,5/14/2022,134,0.26, ,0, ,742,R,5.9, ,89.7, ,43.4, ,69.2, ,61, ,12, ,24, ,31.1, ,2.3, ,55.9, ,56.8, 
35,5/15/2022,135,0.26, ,0, ,661, ,6.4, ,89.9, ,44.6, ,69.9, ,66, ,9, ,26, ,33.0, ,3.1, ,74.7, ,58.4, 
35,5/16/2022,136,0.27, ,0, ,743,R,6.8, ,89.5, ,44.7, ,70.4, ,72, ,13, ,27, ,34.7, ,2.6, ,61.7, ,59.3, 
35,5/17/2022,137,0.27, ,0, ,755,R,4.8, ,88.1, ,42.6, ,70.3, ,63, ,9, ,19, ,26.2, ,2.7, ,64.2, ,59.9, 
35,5/18/2022,138,0.25,R,0, ,752,R,6.4, ,92.8, ,42.9, ,70.0, ,50, ,8, ,25, ,33.0, ,1.7, ,39.7, ,60.2, 
35,5/19/2022,139,0.29, ,0, ,696, ,7.1, ,92.0, ,47.9, ,73.2, ,68, ,9, ,25, ,35.8, ,3.8, ,91.1, ,61.0, 
35,5/20/2022,140,0.26, ,0, ,746, ,3.3, ,69.7, ,40.0, ,57.3, ,40, ,13, ,21, ,17.4, ,7.0,Y,168.2,Y,59.9, 
35,5/21/2022,141,0.24, ,0, ,769,R,4.3, ,78.8, ,28.9,Y,57.2, ,73, ,13, ,27, ,23.4, ,1.9, ,45.7, ,58.3, 
35,5/22/2022,142,0.26, ,0, ,732, ,5.3, ,85.4, ,34.5, ,64.6, ,71, ,13, ,25, ,28.3, ,2.2, ,53.0, ,58.7, 
35,5/23/2022,143,0.26, ,0, ,747, ,5.3, ,85.7, ,39.5, ,66.5, ,66, ,10, ,24, ,28.6, ,2.7, ,64.5, ,60.0, 
35,5/24/2022,144,0.26, ,0, ,761,R,6.1, ,90.4, ,41.4, ,70.2, ,56, ,14, ,24, ,32.0, ,2.1, ,49.9, ,60.6, 
35,5/25/2022,145,0.27, ,0, ,749, ,7.4, ,92.5, ,49.3, ,73.3, ,53, ,15, ,26, ,36.7, ,2.2, ,53.6, ,62.1, 
35,5/26/2022,146,0.29,R,0, ,692, ,7.5, ,92.4, ,46.6, ,74.0, ,70, ,14, ,26, ,37.1, ,3.7, ,89.6, ,63.2, 
35,5/27/2022,147,0.24, ,0, ,559, ,7.5, ,88.1, ,48.5, ,73.6, ,65, ,13, ,26, ,37.1, ,3.4, ,80.5, ,63.8, 
35,5/28/2022,148,0.29, ,0, ,749, ,5.8, ,82.0, ,54.5, ,71.2, ,32, ,13, ,22, ,30.8, ,5.2, ,124.3, ,64.2, 
35,5/29/2022,149,0.29, ,0, ,782,R,3.7, ,79.1, ,50.7, ,64.5, ,32, ,10, ,18, ,19.7, ,5.7, ,137.8, ,63.3, 
35,5/30/2022,150,0.26, ,0, ,780,R,4.6, ,78.6, ,39.7, ,62.7, ,51, ,15, ,23, ,24.9, ,3.7, ,87.9, ,62.5, 
35,5/31/2022,151,0.24, ,0, ,782,R,5.1, ,77.6, ,41.5, ,60.7, ,57, ,16, ,28, ,27.4, ,2.3, ,56.0, ,62.7, 
