147,10/1/2021,274,0.22, ,0, ,541,R,6.4,Y,92.2, ,59.3, ,73.7, ,52, ,10, ,23,Y,33.3,Y,4.8, ,114.3, ,73.0, 
147,10/2/2021,275,0.22, ,0, ,486, ,8.4,Y,94.4, ,60.8, ,74.4, ,61, ,14, ,29,Y,40.1,Y,4.6, ,111.5, ,72.2, 
147,10/3/2021,276,0.20, ,0, ,442, ,7.9,Y,92.4, ,60.3, ,75.3, ,41, ,16, ,27,Y,38.6,Y,4.5, ,106.9, ,71.8, 
147,10/4/2021,277,0.15, ,0.52, ,382, ,11.9, ,86.4, ,61.6, ,72.1, ,82, ,20, ,44, ,49.1, ,4.4, ,106.4, ,71.7, 
147,10/5/2021,278,0.12, ,0.14, ,373, ,16.5, ,76.8, ,61.8, ,67.4, ,84, ,54, ,72, ,58.1, ,3.7, ,88.9, ,72.1, 
147,10/6/2021,279,0.05, ,0, ,180, ,16.3, ,72.2, ,64.3, ,66.4, ,81, ,62, ,74, ,57.8, ,2.8, ,68.2, ,72.5, 
147,10/7/2021,280,0.08, ,0, ,252, ,15.7, ,71.7, ,62.8, ,65.8, ,82, ,59, ,72, ,56.6, ,3.0, ,71.3, ,72.6, 
147,10/8/2021,281,0.06, ,0.12, ,230, ,15.0, ,70.4, ,57.9, ,63.5, ,85, ,61, ,75, ,55.5, ,3.0, ,73.0, ,72.3, 
147,10/9/2021,282,0.15, ,0, ,502,R,13.2, ,72.5, ,55.3, ,62.5, ,85, ,48, ,69, ,52.0, ,3.8, ,92.2, ,71.6, 
147,10/10/2021,283,0.16, ,0.00,H,503,R,11.9, ,81.2, ,52.5, ,64.9, ,85, ,29, ,57, ,49.2, ,3.7, ,87.7, ,71.0, 
147,10/11/2021,284,0.12, ,0, ,330, ,11.5, ,69.4, ,50.4, ,59.8, ,77, ,54, ,66, ,48.3, ,6.9,R,165.2,R,69.9, 
147,10/12/2021,285,0.15, ,0, ,501,R,6.4,Y,69.5, ,48.5, ,58.8, ,67, ,18, ,38,Y,33.0,Y,4.4, ,104.7, ,68.4, 
147,10/13/2021,286,0.16, ,0, ,495,R,6.5,Y,74.9, ,45.6,Y,58.9, ,64, ,19, ,38,Y,33.5,Y,4.7, ,112.0, ,67.2, 
147,10/14/2021,287,0.15, ,0, ,483,R,9.5, ,76.0, ,47.6, ,60.1, ,76, ,21, ,53, ,43.1, ,4.1, ,99.1, ,67.1, 
147,10/15/2021,288,0.17, ,0.00,H,494,R,6.7,Y,88.3, ,51.3, ,68.2, ,73, ,14, ,28,Y,34.2,Y,3.7, ,89.7, ,67.8, 
147,10/16/2021,289,0.19, ,0, ,491,R,5.1,Y,88.1, ,55.8, ,69.4, ,34, ,11, ,21,Y,27.5,Y,4.8, ,115.1, ,67.7, 
147,10/17/2021,290,0.16, ,0.00, ,471,R,9.8, ,76.4, ,53.3, ,63.1, ,79, ,18, ,50, ,43.9, ,4.3, ,103.0, ,67.4, 
147,10/18/2021,291,0.05, ,0, ,153, ,12.1, ,66.9, ,50.5, ,59.3, ,78, ,60, ,70, ,49.5, ,3.6, ,86.5, ,67.6, 
147,10/19/2021,292,0.12, ,0.01, ,435, ,9.9, ,67.8, ,46.2,Y,55.9, ,83, ,44, ,65, ,44.3, ,4.2, ,100.2, ,66.6, 
147,10/20/2021,293,0.13, ,0, ,421, ,10.7, ,72.1, ,45.6,Y,58.4, ,82, ,41, ,64, ,46.3, ,3.9, ,93.3, ,66.4, 
147,10/21/2021,294,0.13, ,0, ,413, ,12.1, ,76.9, ,49.2, ,60.5, ,84, ,38, ,67, ,49.6, ,3.7, ,89.1, ,66.7, 
147,10/22/2021,295,0.11, ,0, ,389, ,12.9, ,71.4, ,51.2, ,59.1, ,88, ,55, ,75, ,51.3, ,3.6, ,87.5, ,67.1, 
147,10/23/2021,296,0.09, ,0.01, ,311, ,12.7, ,68.3, ,54.9, ,60.2, ,83, ,56, ,71, ,50.8, ,4.1, ,99.0, ,67.5, 
147,10/24/2021,297,0.12, ,0, ,397, ,12.7, ,72.2, ,52.2, ,60.8, ,82, ,49, ,70, ,50.8, ,3.6, ,86.3, ,67.6, 
147,10/25/2021,298,0.04, ,0.23, ,135, ,13.2, ,67.0, ,51.9, ,59.5, ,85, ,60, ,76, ,51.8, ,4.6, ,110.3, ,67.5, 
147,10/26/2021,299,0.11, ,0.01, ,402, ,11.5, ,68.5, ,50.0, ,58.0, ,86, ,50, ,70, ,48.2, ,3.9, ,94.5, ,66.5, 
147,10/27/2021,300,0.14, ,0.00, ,428, ,9.7, ,83.3, ,48.5, ,64.7, ,85, ,22, ,46, ,43.7, ,3.9, ,92.6, ,66.0, 
147,10/28/2021,301,0.16, ,0, ,430,R,9.5, ,89.1, ,57.3, ,70.8, ,58, ,20, ,37, ,43.3, ,4.5, ,107.1, ,66.9, 
147,10/29/2021,302,0.15, ,0, ,427,R,11.6, ,80.0, ,54.9, ,66.8, ,86, ,28, ,52, ,48.4, ,4.4, ,104.8, ,66.8, 
147,10/30/2021,303,0.10, ,0.01, ,383, ,13.5, ,70.5, ,53.6, ,59.7, ,89, ,58, ,77, ,52.5, ,3.3, ,78.0, ,67.1, 
147,10/31/2021,304,0.11, ,0.02, ,388, ,12.9, ,69.8, ,53.7, ,60.2, ,84, ,56, ,72, ,51.2, ,3.4, ,81.5, ,67.5, 
