163,10/1/2021,274,0.17, ,0.02, ,417, ,6.5, ,91.4, ,39.4, ,62.4, ,69, ,11, ,34, ,33.7, ,2.1, ,50.6, ,--,S
163,10/2/2021,275,0.17, ,0, ,409, ,6.4, ,92.1, ,40.6, ,63.2, ,69, ,11, ,32, ,33.0, ,2.1, ,49.6, ,--,S
163,10/3/2021,276,0.16, ,0, ,388, ,6.8, ,93.8, ,41.5, ,64.2, ,72, ,12, ,33, ,34.8, ,2.3, ,55.4, ,--,S
163,10/4/2021,277,0.10, ,0, ,224, ,7.4, ,85.6, ,44.8, ,65.0, ,64, ,16, ,35, ,36.7, ,2.0, ,49.0, ,--,S
163,10/5/2021,278,0.15, ,0, ,368, ,11.1, ,81.0, ,52.6, ,67.0, ,80, ,26, ,49, ,47.3, ,2.9, ,70.0, ,--,S
163,10/6/2021,279,0.13, ,0.02, ,382, ,10.8, ,78.2, ,46.5, ,60.0, ,88, ,31, ,61, ,46.6, ,2.2, ,53.0, ,--,S
163,10/7/2021,280,0.13, ,0, ,377, ,10.7, ,70.4, ,44.8, ,57.1, ,90, ,44, ,67, ,46.3, ,2.8, ,68.0, ,--,S
163,10/8/2021,281,0.13, ,0, ,398, ,10.2, ,67.5, ,45.8, ,57.2, ,80, ,45, ,64, ,45.0, ,3.1, ,75.1, ,--,S
163,10/9/2021,282,0.14, ,0, ,396, ,7.8, ,73.6, ,38.3, ,55.8, ,93, ,25, ,52, ,38.3, ,2.9, ,68.7, ,--,S
163,10/10/2021,283,0.14, ,0, ,380, ,8.2, ,79.5, ,40.2, ,59.2, ,90, ,24, ,48, ,39.5, ,2.7, ,65.4, ,--,S
163,10/11/2021,284,0.16, ,0.00, ,379, ,5.8, ,67.7, ,37.6, ,54.5, ,85, ,18, ,40, ,30.6, ,5.4,R,129.1,R,--,S
163,10/12/2021,285,0.14, ,0.01, ,384, ,4.4, ,67.9, ,34.7, ,51.6, ,65, ,15, ,34, ,24.3, ,3.0, ,71.1, ,--,S
163,10/13/2021,286,0.12, ,0, ,371, ,5.7, ,72.6, ,30.4, ,50.4, ,86, ,14, ,46, ,30.2, ,2.2, ,52.6, ,--,S
163,10/14/2021,287,0.14, ,0, ,373, ,7.4, ,75.2, ,37.0, ,56.6, ,96, ,22, ,47, ,36.9, ,2.8, ,67.3, ,--,S
163,10/15/2021,288,0.15, ,0, ,367, ,6.2, ,85.5, ,35.3, ,58.7, ,81, ,13, ,37, ,32.5, ,2.6, ,62.7, ,--,S
163,10/16/2021,289,0.14, ,0, ,368, ,5.1, ,85.6, ,35.4, ,57.8, ,76, ,9, ,31, ,27.6, ,2.3, ,55.0, ,--,S
163,10/17/2021,290,0.12, ,0, ,352, ,8.7, ,72.9, ,35.7, ,54.0, ,82, ,21, ,61, ,40.8, ,2.8, ,67.3, ,--,S
163,10/18/2021,291,0.11, ,0, ,359, ,8.9, ,64.7, ,39.0, ,51.0, ,96, ,34, ,70, ,41.6, ,3.2, ,76.0, ,--,S
163,10/19/2021,292,0.11, ,0, ,359, ,7.2, ,67.4, ,30.9, ,48.6,Y,94, ,32, ,62,Y,36.2,Y,2.5, ,59.8, ,--,S
163,10/20/2021,293,0.10, ,0, ,297, ,8.5, ,73.3, ,39.5, ,55.6, ,83, ,25, ,57, ,40.4, ,2.2, ,52.5, ,--,S
163,10/21/2021,294,0.10, ,0, ,309, ,12.6, ,78.3, ,48.7, ,60.1, ,94, ,37, ,71, ,50.7, ,2.2, ,53.3, ,--,S
163,10/22/2021,295,0.07, ,0, ,245, ,13.9, ,70.5, ,49.4, ,58.2, ,96, ,64, ,84, ,53.3, ,2.7, ,65.9, ,--,S
163,10/23/2021,296,0.09, ,0, ,299, ,10.6, ,69.1, ,41.3, ,53.9, ,96, ,44, ,75, ,46.1, ,2.1, ,51.2, ,--,S
163,10/24/2021,297,0.03, ,0, ,106, ,13.5, ,63.1, ,45.8, ,56.5, ,93, ,72, ,87, ,52.6, ,5.5,R,132.7,R,--,S
163,10/25/2021,298,0.06, ,1.80, ,218, ,12.5, ,61.6, ,42.6, ,54.7, ,96, ,61, ,85, ,50.4, ,4.4,Y,106.1,Y,--,S
163,10/26/2021,299,0.08, ,0, ,291, ,10, ,65.8, ,38.2, ,51.0, ,98, ,49, ,78, ,44.6, ,2.4, ,57.1, ,--,S
163,10/27/2021,300,0.10, ,0, ,325, ,11.6, ,70.8, ,45.0, ,58.8, ,95, ,50, ,69, ,48.5, ,3.4, ,80.9, ,--,S
163,10/28/2021,301,0.12, ,0, ,328, ,12.5, ,82.6, ,51.1, ,64.0, ,92, ,33, ,62, ,50.6, ,3.1, ,73.9, ,--,S
163,10/29/2021,302,0.10, ,0, ,324, ,12.3, ,85.0, ,44.1, ,60.6, ,98, ,32, ,68, ,50.0, ,1.8, ,44.1, ,--,S
163,10/30/2021,303,0.09, ,0, ,299, ,12.4, ,73.4, ,43.6, ,56.6, ,97, ,48, ,79, ,50.2, ,2.1, ,49.7, ,--,S
163,10/31/2021,304,0.09, ,0, ,312, ,11.2, ,68.3, ,47.9, ,55.2, ,99, ,46, ,75, ,47.5, ,2.3, ,55.2, ,--,S
