254,10/1/2021,274,0.18,R,0, ,462, ,12.5, ,86.9, ,47.2, ,65.2, ,91, ,26, ,59, ,50.5, ,3.2, ,77.8, ,60.3,Y
254,10/2/2021,275,0.17, ,0, ,457, ,14.2, ,87.5, ,49.3, ,66.3, ,90, ,31, ,64, ,53.9, ,3.1, ,73.9, ,60.7,Y
254,10/3/2021,276,0.17,R,0, ,453, ,13.4, ,89.2, ,48.5, ,67.0, ,94, ,28, ,60, ,52.4, ,3.1, ,75.5, ,60.8,Y
254,10/4/2021,277,0.16,R,0, ,422, ,13.5, ,84.6, ,48.8, ,65.0, ,91, ,33, ,64, ,52.5, ,4.1, ,98.4, ,60.7,Y
254,10/5/2021,278,0.12, ,0, ,407, ,14.3, ,70.8, ,54.1, ,59.2, ,94, ,62, ,83, ,54.1, ,7.4,R,178.4,R,60.6,Y
254,10/6/2021,279,0.09, ,0, ,304, ,13.4, ,65.4, ,54.7, ,58.8, ,94, ,61, ,79, ,52.4, ,5.4,Y,130.5,Y,60.5, 
254,10/7/2021,280,0.11, ,0, ,348, ,12.6, ,62.0, ,54.3, ,57.2, ,88, ,70, ,79, ,50.6, ,7.2,R,173.5,R,59.6,Y
254,10/8/2021,281,0.14, ,0, ,427, ,11.8, ,62.5, ,53.6, ,57.5, ,84, ,58, ,73, ,49.0, ,9.4,R,226.0,R,58.8,Y
254,10/9/2021,282,0.14, ,0, ,421, ,12.6, ,76.5, ,51.4, ,60.7, ,93, ,35, ,69, ,50.7, ,4.2, ,100.0, ,59.0,Y
254,10/10/2021,283,0.13, ,0, ,422, ,13.0, ,73.5, ,44.4, ,58.6, ,96, ,50, ,77, ,51.5, ,3.9, ,92.6, ,58.4,Y
254,10/11/2021,284,0.21, ,0, ,425, ,7.4,Y,69.9, ,49.3, ,59.5, ,92, ,15, ,43,Y,36.9,Y,11.6,R,278.1,R,57.3,Y
254,10/12/2021,285,0.19, ,0, ,429, ,7.1,Y,70.7, ,49.2, ,58.3, ,85, ,21, ,43,Y,35.8,Y,8.1,R,193.9,R,56.4,R
254,10/13/2021,286,0.07, ,0, ,271, ,11.0, ,61.6, ,47.1, ,53.5, ,93, ,62, ,79, ,47.0, ,4.2,Y,100.1,Y,56.1,R
254,10/14/2021,287,0.13, ,0, ,415, ,10.5, ,74.1, ,42.1, ,56.0, ,97, ,34, ,68, ,45.8, ,3.4, ,81.3, ,55.7,R
254,10/15/2021,288,0.14, ,0, ,417, ,9.8, ,80.6, ,40.4, ,59.0, ,89, ,27, ,57, ,43.9, ,2.9, ,69.5, ,55.6,R
254,10/16/2021,289,0.14, ,0, ,412, ,10.0, ,83.2, ,43.1, ,59.9, ,89, ,25, ,57, ,44.6, ,3.2, ,77.4, ,55.9,R
254,10/17/2021,290,0.10, ,0, ,330, ,11.5, ,68.9, ,43.3, ,54.9, ,89, ,57, ,79, ,48.3, ,7.0,R,168.3,R,55.5,R
254,10/18/2021,291,0.11, ,0, ,406, ,11.1, ,61.4, ,45.3, ,54.3, ,93, ,66, ,77, ,47.2, ,6.5,R,156.3,R,55.5,R
254,10/19/2021,292,0.12, ,0, ,348, ,10.2, ,67.7, ,42.0, ,56.4, ,96, ,47, ,66, ,45.1, ,5.6,R,134.1,R,55.0,R
254,10/20/2021,293,0.03, ,0, ,79, ,14.3, ,64.7, ,55.3, ,60.5, ,97, ,60, ,80, ,54.2, ,5.5,R,132.3,R,56.0,Y
254,10/21/2021,294,0.06, ,0, ,197, ,18.2,Y,72.1, ,61.8,Y,65.3, ,94, ,73, ,86,Y,60.9,Y,7.1,R,170.4,R,57.8,Y
254,10/22/2021,295,0.08, ,0.02, ,420,R,14.4, ,64.5, ,56.6, ,59.8, ,97, ,73, ,82, ,54.2, ,5.8,R,138.7,R,58.2, 
254,10/23/2021,296,0.07, ,0.52, ,229, ,14.1, ,65.7, ,53.1, ,59.2, ,95, ,65, ,82, ,53.7, ,4.9,R,117.9,R,58.0, 
254,10/24/2021,297,0.00, ,4.04, ,11, ,16.4, ,62.2, ,56.4, ,59.0, ,98, ,93, ,96, ,57.9, ,11.9,R,285.3,R,56.8,Y
254,10/25/2021,298,0.10, ,0.43, ,357, ,13.8, ,63.1, ,54.0, ,58.1, ,98, ,68, ,84, ,53.2, ,7.3,R,174.8,R,57.0, 
254,10/26/2021,299,0.08, ,0, ,273, ,12.8, ,67.7, ,51.9, ,58.7, ,92, ,59, ,76, ,51.0, ,4.3,Y,103.0,Y,56.8, 
254,10/27/2021,300,0.10, ,0, ,346, ,15.0, ,72.4, ,51.3, ,60.5, ,95, ,66, ,83, ,55.5, ,3.7, ,89.0, ,57.7, 
254,10/28/2021,301,0.11, ,0, ,361, ,15.6, ,82.8, ,50.7, ,62.4, ,97, ,42, ,81, ,56.4, ,3.3, ,80.2, ,57.7, 
254,10/29/2021,302,0.10, ,0.01, ,349, ,15.9, ,77.7, ,50.0, ,61.4, ,98, ,55, ,85, ,57.0, ,3.6, ,85.6, ,57.7, 
254,10/30/2021,303,0.05, ,0, ,194, ,15.0, ,63.4, ,55.2, ,59.0, ,97, ,76, ,88, ,55.4, ,4.7,R,113.9,R,58.6, 
254,10/31/2021,304,0.08, ,0, ,294, ,13.1, ,68.9, ,55.2, ,59.0, ,90, ,60, ,77, ,51.8, ,4.3,Y,102.6,Y,58.4, 
