146,10/1/2021,274,0.17, ,0, ,464, ,9.1, ,91.8, ,47.7, ,67.6, ,66, ,15, ,39, ,42.0, ,2.3, ,55.9, ,75.5, 
146,10/2/2021,275,0.18, ,0, ,457, ,9.1, ,92.0, ,50.7, ,70.1, ,64, ,15, ,36, ,42.0, ,2.9, ,68.5, ,75.8, 
146,10/3/2021,276,0.18, ,0, ,440, ,8.6, ,92.4, ,50.5, ,69.8, ,66, ,15, ,35, ,40.8, ,3.0, ,71.4, ,75.8, 
146,10/4/2021,277,0.09, ,0, ,216, ,9.9, ,82.8, ,52.2, ,68.6, ,63, ,26, ,41, ,44.2, ,2.4, ,56.5, ,75.0, 
146,10/5/2021,278,0.16, ,0, ,412, ,10.9, ,89.0, ,55.6, ,71.1, ,70, ,24, ,42, ,46.8, ,3.0, ,71.2, ,74.9, 
146,10/6/2021,279,0.15, ,0, ,410, ,10.7, ,85.7, ,52.5, ,68.1, ,73, ,25, ,46, ,46.3, ,2.6, ,61.3, ,75.3, 
146,10/7/2021,280,0.17, ,0, ,417, ,11.3, ,82.7, ,57.7, ,67.8, ,65, ,30, ,49, ,47.9, ,4.8, ,114.7, ,75.4, 
146,10/8/2021,281,0.11, ,0, ,336, ,11.2, ,70.6, ,50.3, ,60.7, ,74, ,40, ,62, ,47.6, ,3.9, ,94.7, ,75.3, 
146,10/9/2021,282,0.13, ,0, ,455, ,8.5, ,72.0, ,41.9, ,56.3, ,82, ,32, ,55, ,40.4, ,2.6, ,63.0, ,73.1, 
146,10/10/2021,283,0.14, ,0, ,443, ,8.9, ,77.8, ,43.4, ,59.4, ,79, ,30, ,51, ,41.4, ,2.7, ,64.0, ,72.2, 
146,10/11/2021,284,0.21, ,0, ,408, ,5.5, ,69.2, ,43.1, ,59.4, ,76, ,17, ,31, ,29.2, ,8.8,R,210.7,R,71.3, 
146,10/12/2021,285,0.18, ,0, ,447, ,4.2,Y,66.9, ,41.2, ,56.1, ,53, ,18, ,27,Y,22.7,Y,6.8,R,162.2,R,70.3, 
146,10/13/2021,286,0.14, ,0, ,430, ,5.0, ,74.4, ,34.0,Y,53.8,Y,70, ,13, ,35,Y,27.1,Y,2.7, ,63.8, ,68.9, 
146,10/14/2021,287,0.14, ,0, ,426, ,7.3, ,75.7, ,43.5, ,57.5, ,71, ,21, ,45, ,36.6, ,3.1, ,74.0, ,68.9, 
146,10/15/2021,288,0.14, ,0, ,424, ,7.4, ,82.0, ,42.4, ,59.9, ,67, ,18, ,42, ,36.8, ,2.6, ,61.7, ,68.9, 
146,10/16/2021,289,0.15, ,0, ,426, ,6.8, ,86.1, ,42.2, ,62.4, ,68, ,12, ,35, ,34.6, ,2.9, ,68.6, ,69.2, 
146,10/17/2021,290,0.16, ,0, ,396, ,6.8, ,85.2, ,41.2, ,63.7, ,58, ,12, ,34, ,34.7, ,4.5, ,108.7, ,69.2, 
146,10/18/2021,291,0.11, ,0.07, ,411, ,8.8, ,66.4, ,43.6, ,54.8, ,93, ,33, ,60, ,41.3, ,3.6, ,86.4, ,69.7, 
146,10/19/2021,292,0.11, ,0, ,415, ,8.2, ,71.0, ,36.1,Y,54.0,Y,89, ,31, ,57,Y,39.3,Y,2.6, ,62.5, ,67.4, 
146,10/20/2021,293,0.12, ,0, ,496,R,8.9, ,78.6, ,54.4, ,66.7, ,82, ,26, ,40, ,41.6, ,3.1, ,75.1, ,67.6, 
146,10/21/2021,294,0.12, ,0, ,367, ,9.7, ,83.6, ,50.9, ,64.2, ,77, ,22, ,47, ,43.6, ,2.2, ,53.9, ,68.1, 
146,10/22/2021,295,0.10, ,0, ,304, ,12.5, ,78.5, ,47.5, ,62.4, ,81, ,40, ,65, ,50.6, ,4.5, ,108.9, ,68.4, 
146,10/23/2021,296,0.10, ,0, ,323, ,10.9, ,70.5, ,50.6, ,60.6, ,80, ,39, ,60, ,46.7, ,2.4, ,57.6, ,69.4, 
146,10/24/2021,297,0.08, ,0, ,214, ,11.4, ,75.8, ,49.2, ,64.5, ,77, ,39, ,55, ,48.0, ,3.8, ,91.8, ,68.7, 
146,10/25/2021,298,0.07, ,0.66, ,183, ,12.5, ,70.3, ,48.3, ,60.0, ,92, ,49, ,70, ,50.4, ,5.4,Y,129.3,Y,68.5, 
146,10/26/2021,299,0.10, ,0, ,378, ,10.9, ,66.0, ,46.5, ,54.5, ,96, ,48, ,75, ,46.9, ,2.5, ,61.1, ,66.3, 
146,10/27/2021,300,0.10, ,0, ,371, ,11.0, ,70.6, ,43.6, ,56.2, ,95, ,39, ,72, ,47.1, ,2.2, ,51.8, ,65.2, 
146,10/28/2021,301,0.10, ,0, ,364, ,12.5, ,75.2, ,46.0, ,59.2, ,95, ,45, ,73, ,50.5, ,2.2, ,53.3, ,65.1, 
146,10/29/2021,302,0.10, ,0, ,352, ,13.3, ,78.6, ,46.4, ,60.8, ,95, ,42, ,73, ,52.1, ,2.1, ,49.8, ,65.3, 
146,10/30/2021,303,0.09, ,0, ,306, ,14.1, ,77.2, ,50.0, ,62.5, ,94, ,50, ,73, ,53.8, ,2.4, ,57.7, ,65.7, 
146,10/31/2021,304,0.07, ,0, ,254, ,12.7, ,69.4, ,47.7, ,58.4, ,94, ,55, ,76, ,50.9, ,2.7, ,65.7, ,65.8, 
