197,10/1/2021,274,0.18, ,0, ,462, ,4.9, ,87.7, ,37.1, ,62.4, ,58, ,9, ,25, ,26.4, ,4.5, ,109.1, ,64.0, 
197,10/2/2021,275,0.18, ,0, ,449, ,5.8, ,94.4, ,40.1, ,65.1, ,58, ,11, ,27, ,30.7, ,4.5, ,108.3, ,63.7, 
197,10/3/2021,276,0.19, ,0, ,446, ,6.8, ,92.9, ,44.6, ,68.3, ,57, ,14, ,29, ,34.7, ,4.5, ,108.1, ,63.7, 
197,10/4/2021,277,0.15, ,0, ,320, ,9.5, ,87.3, ,53.9, ,69.9, ,63, ,22, ,38, ,43.1, ,5.3, ,128.2, ,63.6, 
197,10/5/2021,278,0.17, ,0, ,432, ,12.8, ,82.7, ,59.7, ,69.4, ,75, ,28, ,52, ,51.0, ,6.9, ,166.4, ,63.7, 
197,10/6/2021,279,0.18, ,0, ,431, ,12.8, ,78.9, ,58.8, ,67.7, ,81, ,34, ,55, ,51.2, ,8.0, ,191.6, ,63.5, 
197,10/7/2021,280,0.11, ,0, ,301, ,13.9, ,71.4, ,57.8, ,62.7, ,88, ,55, ,72, ,53.4, ,10.5, ,252.0, ,63.4, 
197,10/8/2021,281,0.15, ,0, ,422, ,12.1, ,66.5, ,48.7, ,59.5, ,85, ,54, ,70, ,49.6, ,10.0, ,241.0, ,62.3, 
197,10/9/2021,282,0.15, ,0, ,453, ,7.6, ,73.1, ,38.2, ,56.6, ,82, ,27, ,49, ,37.4, ,4.8, ,115.1, ,61.1, 
197,10/10/2021,283,0.14, ,0, ,451, ,7.3, ,82.5, ,36.9, ,58.1, ,78, ,23, ,44, ,36.3, ,3.8, ,90.7, ,59.2, 
197,10/11/2021,284,0.23, ,0, ,415, ,5.5, ,62.9, ,43.9, ,53.9, ,68, ,26, ,39, ,29.3, ,16.5,R,395.2,R,58.4, 
197,10/12/2021,285,0.14, ,0, ,438, ,4.1, ,61.4, ,33.4, ,47.9,Y,55, ,23, ,36,Y,22.4,Y,6.8, ,164.3, ,55.5, 
197,10/13/2021,286,0.12, ,0, ,424, ,4.5, ,70.2, ,30.3, ,49.2, ,72, ,20, ,38, ,24.8, ,3.4, ,81.6, ,54.5, 
197,10/14/2021,287,0.13, ,0, ,415, ,5.7, ,70.4, ,35.3, ,52.5, ,65, ,25, ,42, ,30.1, ,4.5, ,108.9, ,54.2, 
197,10/15/2021,288,0.16, ,0, ,422, ,5.4, ,71.2, ,32.7, ,52.6, ,75, ,22, ,40, ,29.1, ,6.5, ,156.9, ,54.1, 
197,10/16/2021,289,0.14, ,0, ,429, ,5.5, ,76.7, ,34.2, ,54.8, ,70, ,21, ,38, ,29.6, ,4.4, ,104.7, ,53.3, 
197,10/17/2021,290,0.17, ,0, ,409, ,6.1, ,74.2, ,34.8, ,55.9, ,71, ,22, ,40, ,31.9, ,7.2, ,173.4, ,53.3, 
197,10/18/2021,291,0.12, ,0, ,309, ,7.3, ,56.5,Y,33.4, ,49.5,Y,85, ,36, ,61,Y,36.5,Y,12.6,Y,302.1,Y,53.3, 
197,10/19/2021,292,0.10, ,0, ,401, ,6.8, ,72.1, ,28.6,Y,48.0,Y,91, ,30, ,60,Y,34.7,Y,3.2, ,76.2, ,52.2, 
197,10/20/2021,293,0.11, ,0, ,389, ,7.2, ,74.1, ,34.4, ,53.5, ,85, ,26, ,52, ,36.2, ,3.4, ,82.7, ,52.1, 
197,10/21/2021,294,0.11, ,0, ,369, ,7.1, ,81.2, ,35.7, ,54.8, ,78, ,22, ,49, ,35.9, ,3.2, ,75.8, ,52.4, 
197,10/22/2021,295,0.15, ,0, ,383, ,8.7, ,75.0, ,39.2, ,59.0, ,88, ,22, ,51, ,40.9, ,7.1, ,169.4, ,52.8, 
197,10/23/2021,296,0.12, ,0, ,372, ,11.7, ,68.3, ,51.1, ,58.8, ,89, ,49, ,69, ,48.6, ,8.3, ,198.1, ,53.8, 
197,10/24/2021,297,0.12, ,0, ,344, ,12.0, ,70.2, ,52.8, ,59.9, ,82, ,50, ,68, ,49.4, ,9.7, ,232.6, ,54.5, 
197,10/25/2021,298,0.08, ,0, ,251, ,11.2, ,65.2, ,40.9, ,54.4, ,95, ,62, ,77, ,47.5, ,9.4, ,224.8, ,55.1, 
197,10/26/2021,299,0.10, ,0, ,375, ,8.4, ,62.4, ,37.7, ,48.7, ,92, ,51, ,72, ,40.1, ,5.4, ,129.0, ,54.2, 
197,10/27/2021,300,0.10, ,0, ,361, ,8.8, ,73.2, ,35.3, ,52.8, ,94, ,39, ,65, ,41.2, ,3.0, ,72.0, ,53.3, 
197,10/28/2021,301,0.11, ,0, ,350, ,10, ,77.7, ,39.7, ,57.1, ,92, ,37, ,63, ,44.6, ,4.0, ,96.6, ,53.4, 
197,10/29/2021,302,0.11, ,0, ,376, ,10.3, ,82.4, ,42.1, ,60.8, ,90, ,32, ,57, ,45.4, ,3.1, ,74.3, ,53.7, 
197,10/30/2021,303,0.15, ,0, ,373, ,10.0, ,77.5, ,51.9, ,64.1, ,75, ,33, ,49, ,44.7, ,6.5, ,155.7, ,54.5, 
197,10/31/2021,304,0.13, ,0, ,358, ,10.9, ,72.2, ,47.2, ,60.5, ,85, ,40, ,61, ,46.9, ,7.0, ,169.2, ,54.9, 
