226,10/1/2021,274,0.16, ,0, ,447, ,8.6, ,91.1, ,49.7, ,69.5, ,62, ,16, ,35, ,40.7, ,2.4, ,56.6, ,66.2, 
226,10/2/2021,275,0.18, ,0, ,449, ,8.5, ,92.2, ,53.5, ,73.0, ,59, ,13, ,31, ,40.2, ,3.0, ,71.8, ,67.8, 
226,10/3/2021,276,0.16, ,0, ,388, ,9.4, ,89.6, ,55.0, ,71.5, ,67, ,18, ,35, ,42.8, ,3.1, ,74.1, ,68.4, 
226,10/4/2021,277,0.16, ,0, ,415, ,10.2, ,90.6, ,49.4, ,70.0, ,89, ,17, ,41, ,45.0, ,3.0, ,71.3, ,67.8, 
226,10/5/2021,278,0.19, ,0, ,415, ,8.9, ,86.4, ,51.9, ,68.8, ,76, ,16, ,37, ,41.5, ,5.6, ,135.4, ,66.1, 
226,10/6/2021,279,0.13, ,0, ,350, ,11.5, ,78.3, ,52.1, ,64.6, ,81, ,30, ,55, ,48.2, ,5.1, ,121.7, ,65.3, 
226,10/7/2021,280,0.13, ,0, ,338, ,9.4, ,73.9, ,52.0, ,60.9, ,76, ,25, ,51, ,42.8, ,4.4, ,105.6, ,63.8, 
226,10/8/2021,281,0.14, ,0, ,413, ,10.0, ,69.4, ,51.2, ,58.7, ,80, ,39, ,59, ,44.6, ,5.9, ,141.8, ,63.2, 
226,10/9/2021,282,0.14, ,0, ,418, ,9.2, ,76.7, ,45.9, ,59.8, ,88, ,25, ,52, ,42.2, ,4.1, ,98.8, ,62.8, 
226,10/10/2021,283,0.15,R,0, ,413, ,8.6, ,80.5, ,43.6, ,63.1, ,74, ,25, ,44, ,40.8, ,3.8, ,90.1, ,62.9, 
226,10/11/2021,284,0.25, ,0, ,390, ,4.6, ,68.8, ,54.9, ,61.5, ,36, ,16, ,25, ,25.2, ,12.6,Y,302.6,Y,61.3, 
226,10/12/2021,285,0.19, ,0, ,416, ,4.2, ,70.7, ,40.9, ,57.4, ,57, ,12, ,26, ,22.8, ,8.0, ,191.3, ,59.4, 
226,10/13/2021,286,0.13, ,0, ,361, ,6.8, ,72.7, ,41.4, ,57.3, ,68, ,24, ,42, ,34.7, ,4.0, ,97.1, ,58.8, 
226,10/14/2021,287,0.18, ,0, ,402, ,5.8, ,77.6, ,45.4, ,61.8, ,53, ,16, ,30, ,30.5, ,5.7, ,137.6, ,58.4, 
226,10/15/2021,288,0.13, ,0, ,394, ,6.6, ,83.9, ,41.2, ,60.7, ,58, ,16, ,36, ,33.8, ,2.3, ,54.8, ,58.6, 
226,10/16/2021,289,0.14, ,0, ,389, ,6.8, ,84.0, ,42.7, ,63.3, ,58, ,17, ,34, ,34.8, ,3.0, ,71.2, ,59.8, 
226,10/17/2021,290,0.15, ,0.00, ,289, ,7.8, ,74.5, ,49.2, ,59.8, ,64, ,25, ,44, ,38.0, ,7.1, ,170.6, ,59.6, 
226,10/18/2021,291,0.10, ,0, ,378, ,8.3, ,66.2,Y,40.3, ,53.3,Y,94, ,39, ,59,Y,39.6,Y,3.2, ,76.0, ,58.3, 
226,10/19/2021,292,0.11, ,0, ,320, ,8.1, ,67.0, ,38.8,Y,55.4, ,81, ,37, ,54, ,38.9, ,4.2, ,101.6, ,56.9, 
226,10/20/2021,293,0.03, ,0.06, ,135, ,13.3, ,65.1,Y,51.8, ,58.7, ,95, ,54, ,79, ,52.1, ,3.5, ,85.2, ,58.4, 
226,10/21/2021,294,0.03, ,0.15, ,134, ,17.3,Y,70.7, ,57.4, ,62.7, ,98, ,76, ,89,Y,59.5,Y,4.7, ,112.7, ,60.6, 
226,10/22/2021,295,0.10, ,0.08, ,331, ,13.8, ,68.8, ,56.3, ,61.8, ,92, ,49, ,73, ,53.2, ,5.4, ,130.7, ,61.9, 
226,10/23/2021,296,0.03, ,0.26, ,143, ,13.1, ,64.1,Y,49.5, ,56.9, ,96, ,58, ,83, ,51.6, ,2.3, ,55.9, ,60.4, 
226,10/24/2021,297,0.00, ,3.98, ,17, ,15.2, ,60.9,Y,54.5, ,56.8, ,98, ,93, ,96, ,55.8, ,11.7,Y,281.2,Y,58.6, 
226,10/25/2021,298,0.06, ,0.07, ,250, ,12.3, ,65.0, ,49.8, ,57.4, ,97, ,50, ,77, ,50.1, ,3.3, ,80.2, ,58.7, 
226,10/26/2021,299,0.05, ,0, ,208, ,12.9, ,65.2, ,50.0, ,57.2, ,94, ,63, ,80, ,51.3, ,3.8, ,90.6, ,57.9, 
226,10/27/2021,300,0.09, ,0, ,299, ,14.9, ,70.5, ,53.9, ,62.1, ,95, ,65, ,78, ,55.2, ,4.5, ,107.2, ,60.0, 
226,10/28/2021,301,0.09,R,0, ,330, ,15.4,Y,75.9, ,52.5, ,62.5, ,97, ,59, ,80,Y,56.2,Y,1.9, ,45.2, ,61.1, 
226,10/29/2021,302,0.07, ,0.01, ,280, ,16.3,Y,76.9, ,52.2, ,61.7, ,99, ,58, ,87,Y,57.8,Y,1.5, ,35.6, ,61.6, 
226,10/30/2021,303,0.07, ,0, ,260, ,14.7, ,71.0, ,53.7, ,60.5, ,99, ,65, ,82, ,54.9, ,4.0, ,94.8, ,61.9, 
226,10/31/2021,304,0.05, ,0, ,217, ,13.2, ,68.5, ,48.6, ,57.2, ,99, ,57, ,83, ,52.0, ,1.8, ,43.1, ,60.2, 
