139,10/1/2021,274,--,N,0, ,434, ,9.3, ,87.6, ,46.9, ,65.6, ,82, ,18, ,43, ,42.7, ,2.3, ,55.6, ,67.6, 
139,10/2/2021,275,--,N,0, ,459, ,9.4, ,92.0, ,49.9, ,68.8, ,78, ,14, ,39, ,42.9, ,2.2, ,51.8, ,67.9, 
139,10/3/2021,276,--,N,0, ,401, ,10.5, ,87.9, ,49.9, ,66.6, ,79, ,21, ,47, ,45.7, ,2.1, ,51.1, ,68.1, 
139,10/4/2021,277,--,N,0, ,378, ,10.2, ,88.5, ,47.8, ,66.6, ,87, ,19, ,46, ,45.1, ,2.0, ,49.0, ,67.9, 
139,10/5/2021,278,--,N,0, ,440, ,8.6, ,86.0, ,50.3, ,66.5, ,79, ,17, ,39, ,40.7, ,3.1, ,74.1, ,67.8, 
139,10/6/2021,279,--,N,0, ,322, ,10.7, ,78.3, ,49.0, ,63.3, ,82, ,29, ,54, ,46.3, ,3.1, ,75.5, ,67.6, 
139,10/7/2021,280,--,N,0, ,359, ,8.0, ,74.4, ,48.1, ,60.3, ,68, ,21, ,45, ,38.8, ,2.7, ,64.2, ,66.9, 
139,10/8/2021,281,--,N,0, ,424, ,9.4, ,69.7, ,49.0, ,58.6, ,76, ,37, ,56, ,43.0, ,3.3, ,79.2, ,65.9, 
139,10/9/2021,282,--,N,0, ,430, ,8.9, ,75.7, ,46.8, ,58.9, ,83, ,24, ,52, ,41.4, ,3.5, ,83.6, ,65.2, 
139,10/10/2021,283,--,N,0, ,423, ,8.6, ,79.7, ,42.6, ,64.0, ,89, ,26, ,42, ,40.7, ,3.2, ,76.5, ,64.8, 
139,10/11/2021,284,--,N,0, ,412, ,4.1, ,67.7, ,53.4, ,61.3, ,41, ,12, ,22, ,22.4, ,7.5,Y,180.3,Y,64.5, 
139,10/12/2021,285,--,N,0, ,432,R,3.7,Y,70.4, ,41.5, ,57.1, ,54, ,8, ,23,Y,19.8,Y,6.0, ,144.7, ,63.3, 
139,10/13/2021,286,--,N,0, ,361, ,6.5, ,71.6, ,42.0, ,55.3, ,71, ,25, ,44, ,33.7, ,2.5, ,59.0, ,62.7, 
139,10/14/2021,287,--,N,0, ,417, ,5.6, ,77.3, ,42.7, ,61.3, ,75, ,14, ,30, ,29.7, ,4.0, ,97.2, ,62.5, 
139,10/15/2021,288,--,N,0, ,405, ,6.8, ,79.2, ,39.2, ,57.7, ,76, ,17, ,42, ,34.8, ,2.7, ,64.3, ,62.2, 
139,10/16/2021,289,--,N,0, ,397, ,7.2, ,82.8, ,39.5, ,60.0, ,81, ,18, ,41, ,36.1, ,2.3, ,55.2, ,62.2, 
139,10/17/2021,290,--,N,0, ,318, ,7.8, ,72.2, ,43.1, ,57.1, ,74, ,24, ,49, ,38.0, ,5.7, ,135.7, ,62.1, 
139,10/18/2021,291,--,N,0, ,330, ,8.1, ,66.8, ,41.7, ,53.4, ,78, ,38, ,58, ,39.2, ,2.8, ,68.2, ,61.5, 
139,10/19/2021,292,--,N,0, ,313, ,7.9, ,66.8, ,36.0,Y,54.3, ,90, ,37, ,55, ,38.6, ,3.5, ,84.1, ,60.9, 
139,10/20/2021,293,--,N,0.18, ,134, ,13.9, ,63.4, ,51.1, ,57.5, ,100, ,53, ,86, ,53.4, ,3.2, ,76.2, ,61.1, 
139,10/21/2021,294,--,N,0.24, ,143, ,17.5,Y,69.8, ,56.3, ,62.0, ,100, ,77, ,92,Y,59.7,Y,3.5, ,84.2, ,61.9, 
139,10/22/2021,295,--,N,0.07, ,283, ,12.9, ,67.4, ,57.3, ,61.4, ,98, ,54, ,69, ,51.2, ,4.9, ,118.8, ,62.7, 
139,10/23/2021,296,--,N,0.27, ,146, ,12.8, ,63.7, ,51.1, ,57.5, ,100, ,58, ,79, ,51.1, ,2.7, ,65.1, ,62.5, 
139,10/24/2021,297,--,N,5.20, ,23, ,16.0, ,61.0, ,53.9, ,57.1, ,100, ,100, ,100, ,57.2, ,4.8, ,116.2, ,59.9, 
139,10/25/2021,298,--,N,0.04, ,278, ,12.0, ,64.7, ,48.5, ,57.1, ,100, ,54, ,75, ,49.4, ,4.1, ,99.2, ,60.0, 
139,10/26/2021,299,--,N,0, ,201, ,13.1, ,65.9, ,48.7, ,56.7, ,100, ,58, ,84, ,51.8, ,2.5, ,60.0, ,60.2, 
139,10/27/2021,300,--,N,0, ,325, ,15.5, ,71.0, ,52.5, ,61.1, ,100, ,65, ,84, ,56.4, ,3.4, ,80.6, ,60.7, 
139,10/28/2021,301,--,N,0.00, ,332, ,15.3, ,73.7, ,49.3, ,60.1, ,100, ,59, ,87, ,56.1, ,2.6, ,62.9, ,61.1, 
139,10/29/2021,302,--,N,0.01, ,314, ,16.2,Y,74.2, ,47.8, ,59.8, ,100, ,66, ,93,Y,57.6,Y,1.7, ,41.2, ,61.3, 
139,10/30/2021,303,--,N,0, ,206, ,14.5, ,69.4, ,50.8, ,60.6, ,100, ,63, ,80, ,54.5, ,4.1, ,98.5, ,61.7, 
139,10/31/2021,304,--,N,0, ,199, ,12.9, ,66.4, ,43.9, ,54.6, ,100, ,62, ,89, ,51.4, ,1.9, ,44.6, ,61.1, 
