244,10/1/2021,274,0.16, ,0, ,445, ,9.2, ,95.6, ,46.7, ,66.8, ,79, ,17, ,41, ,42.5, ,2.4, ,57.6, ,64.0, 
244,10/2/2021,275,0.16, ,0, ,449, ,9.7, ,93.1, ,47.9, ,69.0, ,79, ,18, ,40, ,43.7, ,2.7, ,64.9, ,63.9, 
244,10/3/2021,276,0.14, ,0, ,364, ,10.4, ,90.2, ,49.6, ,67.7, ,77, ,22, ,45, ,45.7, ,2.6, ,62.5, ,64.0, 
244,10/4/2021,277,0.16, ,0, ,425, ,10.1, ,88.5, ,49.0, ,68.3, ,78, ,22, ,43, ,44.7, ,2.9, ,69.3, ,63.9, 
244,10/5/2021,278,0.17, ,0, ,361, ,8.8, ,84.8, ,54.1, ,69.2, ,61, ,19, ,36, ,41.3, ,6.0, ,143.2, ,64.2, 
244,10/6/2021,279,0.08, ,0, ,232, ,12.6, ,72.2, ,53.6, ,63.0, ,91, ,49, ,64, ,50.7, ,3.8, ,90.5, ,64.0, 
244,10/7/2021,280,0.08, ,0, ,237, ,10.0, ,74.0, ,49.3, ,59.4, ,77, ,38, ,58, ,44.6, ,3.4, ,81.5, ,63.6, 
244,10/8/2021,281,0.13, ,0, ,411, ,10.4, ,67.8, ,51.1, ,58.7, ,83, ,43, ,62, ,45.6, ,5.4, ,128.8, ,63.3, 
244,10/9/2021,282,0.13, ,0, ,419, ,9.5, ,75.4, ,41.9, ,57.9, ,90, ,29, ,58, ,43.1, ,3.8, ,90.2, ,61.8, 
244,10/10/2021,283,0.14, ,0, ,413, ,8.7, ,80.7, ,39.5, ,59.6, ,88, ,25, ,50, ,40.9, ,3.6, ,86.0, ,60.5, 
244,10/11/2021,284,0.25, ,0, ,419, ,5.1,Y,67.2, ,52.8, ,60.0, ,38, ,20, ,29,Y,27.4,Y,14.5,R,347.9,R,59.8, 
244,10/12/2021,285,0.17, ,0, ,421, ,4.9,Y,68.9, ,41.0, ,54.6, ,56, ,18, ,34,Y,26.7,Y,7.8, ,186.0, ,58.4,Y
244,10/13/2021,286,0.11, ,0, ,346, ,6.3, ,74.7, ,37.6, ,54.4, ,79, ,21, ,43, ,32.6, ,2.8, ,66.8, ,57.7,Y
244,10/14/2021,287,0.17, ,0, ,408, ,6.6, ,76.2, ,39.6, ,58.5, ,77, ,20, ,39, ,33.7, ,6.1, ,145.8, ,57.2,Y
244,10/15/2021,288,0.12, ,0, ,388, ,7.3, ,84.5, ,37.4, ,57.7, ,81, ,21, ,45, ,36.4, ,2.0, ,48.3, ,57.1,Y
244,10/16/2021,289,0.13, ,0, ,394, ,7.9, ,83.5, ,39.9, ,60.5, ,92, ,20, ,44, ,38.5, ,2.5, ,60.1, ,57.0,Y
244,10/17/2021,290,0.14, ,0.06, ,266, ,8.0, ,76.0, ,48.5, ,60.3, ,82, ,23, ,44, ,38.6, ,7.0, ,167.7, ,57.7,Y
244,10/18/2021,291,0.08, ,0, ,312, ,9.6, ,66.6, ,40.2, ,51.9, ,92, ,45, ,72, ,43.4, ,3.4, ,81.9, ,57.7,Y
244,10/19/2021,292,0.09, ,0.03, ,320, ,8.9, ,66.4, ,34.8, ,51.5, ,97, ,42, ,68, ,41.4, ,3.0, ,72.5, ,56.3,Y
244,10/20/2021,293,0.01, ,0.25, ,88, ,13.9, ,61.5, ,50.6, ,55.7, ,96, ,81, ,92, ,53.3, ,3.5, ,84.4, ,57.2,Y
244,10/21/2021,294,0.03, ,0.05, ,149, ,17.5,Y,69.7, ,56.8, ,62.6, ,98, ,78, ,90,Y,59.8,Y,5.0, ,119.9, ,58.7, 
244,10/22/2021,295,0.10, ,0.55, ,343, ,14.1, ,69.7, ,56.4, ,61.8, ,96, ,48, ,75, ,53.8, ,6.2, ,148.9, ,60.2, 
244,10/23/2021,296,0.01, ,0.28, ,87, ,13.5, ,59.1,Y,51.6, ,55.3, ,96, ,83, ,91, ,52.6, ,4.4, ,105.5, ,59.8, 
244,10/24/2021,297,0.00, ,3.33, ,18, ,14.6, ,58.8,Y,53.5, ,56.3, ,97, ,88, ,94, ,54.7, ,12.1,Y,289.2,Y,58.5, 
244,10/25/2021,298,0.09, ,0.04, ,337, ,12.0, ,68.3, ,51.6, ,58.4, ,95, ,40, ,72, ,49.3, ,4.6, ,110.4, ,58.5, 
244,10/26/2021,299,0.03, ,0, ,148, ,13.2, ,62.2, ,52.3, ,56.9, ,93, ,70, ,84, ,52.0, ,5.0, ,120.3, ,58.2, 
244,10/27/2021,300,0.09, ,0, ,331, ,14.3, ,70.7, ,55.0, ,62.0, ,91, ,60, ,75, ,54.1, ,4.3, ,104.2, ,58.9, 
244,10/28/2021,301,0.09, ,0, ,337, ,15.0, ,82.3, ,48.7, ,61.8, ,100, ,57, ,80, ,55.5, ,2.8, ,66.3, ,59.3, 
244,10/29/2021,302,0.07, ,0.01, ,291, ,16.3,Y,77.6, ,50.4, ,61.1, ,100, ,59, ,89,Y,57.7,Y,1.6, ,37.8, ,58.9, 
244,10/30/2021,303,0.06, ,0, ,243, ,15.6, ,70.0, ,53.8, ,60.8, ,100, ,61, ,86, ,56.6, ,4.7, ,113.9, ,59.5, 
244,10/31/2021,304,0.06, ,0, ,277, ,13.4, ,68.7, ,49.9, ,57.1, ,100, ,54, ,84, ,52.3, ,2.7, ,64.6, ,59.2, 
