169,10/1/2021,274,0.14, ,0, ,380, ,10.7, ,89.7, ,46.4, ,66.3, ,87, ,23, ,49, ,46.4, ,2.4, ,56.4, ,74.2, 
169,10/2/2021,275,0.16, ,0, ,398, ,10.1, ,91.0, ,47.8, ,67.3, ,84, ,18, ,44, ,44.8, ,2.5, ,60.1, ,73.9, 
169,10/3/2021,276,0.14, ,0, ,337, ,10.4, ,88.2, ,48.3, ,67.7, ,81, ,21, ,45, ,45.5, ,2.4, ,58.5, ,73.7, 
169,10/4/2021,277,0.10, ,0, ,267, ,11.5, ,88.2, ,50.5, ,67.7, ,81, ,24, ,50, ,48.2, ,2.0, ,47.6, ,73.3, 
169,10/5/2021,278,0.16, ,0, ,362, ,10.6, ,88.2, ,54.1, ,69.9, ,72, ,19, ,42, ,46.1, ,3.4, ,82.5, ,73.9, 
169,10/6/2021,279,0.15, ,0, ,392, ,11.5, ,85.3, ,54.8, ,66.8, ,74, ,29, ,51, ,48.3, ,3.3, ,79.9, ,74.5, 
169,10/7/2021,280,0.12, ,0, ,339, ,11.9, ,81.0, ,54.6, ,65.6, ,84, ,31, ,55, ,49.2, ,3.3, ,79.6, ,74.3, 
169,10/8/2021,281,0.08, ,0.02, ,258, ,11.3, ,68.9, ,46.6, ,57.3, ,92, ,49, ,70, ,47.8, ,2.9, ,70.1, ,72.8, 
169,10/9/2021,282,0.12, ,0, ,412, ,9.9, ,72.4, ,42.0, ,55.7, ,97, ,35, ,66, ,44.4, ,2.8, ,67.2, ,69.7, 
169,10/10/2021,283,0.13, ,0, ,414, ,9.8, ,77.0, ,41.4, ,58.3, ,95, ,32, ,59, ,44.1, ,2.6, ,61.9, ,69.3, 
169,10/11/2021,284,0.13, ,0, ,312, ,7.3, ,67.1, ,42.0, ,55.1, ,93, ,27, ,50, ,36.6, ,5.3,R,127.9,R,67.8, 
169,10/12/2021,285,0.13, ,0, ,422, ,5.7,Y,67.6, ,37.1, ,50.0,Y,81, ,22, ,46,Y,30.2,Y,3.4, ,81.7, ,65.7, 
169,10/13/2021,286,0.12, ,0, ,402, ,6.2,Y,73.6, ,33.0,Y,52.5, ,93, ,18, ,46,Y,32.3,Y,2.3, ,55.7, ,64.9, 
169,10/14/2021,287,0.13, ,0, ,401, ,7.2, ,76.2, ,36.9, ,54.9, ,90, ,21, ,49, ,35.9, ,2.9, ,69.3, ,65.3, 
169,10/15/2021,288,0.13, ,0, ,392, ,8.2, ,82.1, ,39.0, ,58.7, ,92, ,20, ,49, ,39.4, ,2.4, ,56.8, ,66.1, 
169,10/16/2021,289,0.14, ,0, ,391, ,7.9, ,85.1, ,39.2, ,60.4, ,90, ,18, ,44, ,38.3, ,2.6, ,61.4, ,66.9, 
169,10/17/2021,290,0.14, ,0, ,367, ,7.3, ,85.0, ,40.1, ,63.7, ,76, ,13, ,36, ,36.5, ,3.2, ,76.2, ,67.6, 
169,10/18/2021,291,0.09, ,0.11, ,336, ,10.1, ,65.0, ,42.6, ,53.3, ,97, ,42, ,73, ,44.7, ,3.7, ,87.6, ,66.8, 
169,10/19/2021,292,0.11, ,0.00, ,408, ,8.9, ,71.7, ,34.9,Y,52.3, ,100, ,33, ,66, ,41.4, ,2.0, ,49.0, ,63.0, 
169,10/20/2021,293,0.11, ,0, ,348, ,9.6, ,77.3, ,41.6, ,58.6, ,95, ,28, ,57, ,43.6, ,2.2, ,52.8, ,64.0, 
169,10/21/2021,294,0.11, ,0, ,332, ,10.6, ,81.6, ,45.4, ,62.2, ,93, ,26, ,55, ,46.0, ,2.2, ,52.4, ,65.7, 
169,10/22/2021,295,0.11, ,0, ,322, ,13.2, ,78.5, ,51.4, ,64.2, ,86, ,37, ,64, ,51.9, ,4.5,R,107.7,R,67.4, 
169,10/23/2021,296,0.10, ,0, ,343, ,12.1, ,71.6, ,50.6, ,59.9, ,87, ,44, ,68, ,49.5, ,2.7, ,65.0, ,69.1, 
169,10/24/2021,297,0.04, ,0, ,134, ,12.6, ,76.0, ,50.1, ,63.2, ,88, ,41, ,64, ,50.7, ,2.4, ,56.6, ,67.6, 
169,10/25/2021,298,0.01, ,1.05, ,60, ,13.4, ,69.0, ,46.0, ,56.3, ,100, ,55, ,87, ,52.4, ,3.7,Y,89.6,Y,65.8, 
169,10/26/2021,299,0.07, ,0.00, ,294, ,11.8, ,65.9, ,41.6, ,52.5, ,100, ,55, ,88, ,49.0, ,2.0, ,48.8, ,60.6, 
169,10/27/2021,300,0.10, ,0.00, ,370, ,12.1, ,68.9, ,43.8, ,55.4, ,100, ,54, ,81, ,49.5, ,2.0, ,47.9, ,60.7, 
169,10/28/2021,301,0.10, ,0.00, ,368, ,13.8, ,75.1, ,44.3, ,58.7, ,100, ,54, ,82, ,53.1, ,2.0, ,47.1, ,61.4, 
169,10/29/2021,302,0.10, ,0.00, ,353, ,15.5,Y,78.7, ,47.3, ,61.6, ,100, ,52, ,83,Y,56.3,Y,2.0, ,48.9, ,62.9, 
169,10/30/2021,303,0.08, ,0.00, ,308, ,16.1,Y,78.5, ,48.7, ,62.0, ,100, ,55, ,85,Y,57.4,Y,1.9, ,46.5, ,63.9, 
169,10/31/2021,304,0.03, ,0.00, ,163, ,15.4,Y,67.0, ,50.1, ,57.8, ,100, ,75, ,94,Y,56.1,Y,2.2, ,52.9, ,64.0, 
