179,10/1/2021,274,0.20, ,0, ,548,R,6.6, ,89.5, ,45.8, ,68.1, ,60, ,10, ,28, ,34.1, ,3.6, ,85.6, ,57.4, 
179,10/2/2021,275,0.20, ,0, ,527,R,7.2, ,93.7, ,48.6, ,70.7, ,53, ,16, ,28, ,36.1, ,3.4, ,81.8, ,57.2, 
179,10/3/2021,276,0.21, ,0, ,506, ,8.8, ,92.5, ,51.7, ,70.8, ,60, ,21, ,34, ,41.2, ,4.9, ,118.4, ,58.2, 
179,10/4/2021,277,0.14, ,0.01, ,325, ,10.9, ,87.6, ,54.5, ,68.9, ,75, ,28, ,45, ,46.8, ,5.0, ,120.1, ,58.3, 
179,10/5/2021,278,0.16, ,0.12, ,490, ,16.4, ,76.4, ,56.4, ,65.6, ,93, ,58, ,76, ,57.9, ,6.5, ,155.4, ,58.3, 
179,10/6/2021,279,0.09, ,0, ,319, ,16.8, ,75.1, ,54.5, ,63.2, ,97, ,61, ,85, ,58.6, ,3.5, ,84.5, ,57.9, 
179,10/7/2021,280,0.05, ,0.00, ,191, ,16.3, ,67.2, ,59.4, ,62.5, ,95, ,72, ,85, ,57.8, ,6.0, ,143.6, ,56.8, 
179,10/8/2021,281,0.09, ,0.23, ,319, ,15.5, ,65.8, ,55.7, ,59.9, ,96, ,73, ,88, ,56.3, ,7.0, ,169.1, ,55.5, 
179,10/9/2021,282,0.14, ,0, ,477, ,13.1, ,73.9, ,49.1, ,60.2, ,96, ,37, ,73, ,51.7, ,3.8, ,90.1, ,55.0, 
179,10/10/2021,283,0.16, ,0, ,509,R,10.6, ,82.4, ,44.5, ,61.6, ,96, ,22, ,57, ,46.1, ,3.9, ,94.5, ,54.8, 
179,10/11/2021,284,0.14, ,0, ,393, ,10.7, ,64.9, ,45.9, ,56.5, ,90, ,28, ,68, ,46.3, ,9.8,R,234.2,R,53.8,Y
179,10/12/2021,285,0.15, ,0, ,508,R,4.9, ,67.9, ,39.0, ,54.2, ,64, ,18, ,34, ,26.8, ,5.2, ,124.2, ,52.2,Y
179,10/13/2021,286,0.15, ,0, ,493,R,6.3, ,73.8, ,37.4, ,55.0, ,79, ,22, ,43, ,32.8, ,3.7, ,89.6, ,51.4,Y
179,10/14/2021,287,0.15, ,0, ,489,R,6.8, ,82.3, ,38.0, ,59.1, ,78, ,20, ,39, ,34.5, ,3.1, ,75.4, ,51.9,Y
179,10/15/2021,288,0.16, ,0, ,492,R,6.4, ,84.3, ,41.6, ,62.0, ,69, ,16, ,34, ,33.0, ,3.6, ,86.6, ,53.8,Y
179,10/16/2021,289,0.17, ,0, ,491,R,5.3, ,88.0, ,40.7, ,63.4, ,59, ,11, ,27, ,28.5, ,4.0, ,95.1, ,54.4, 
179,10/17/2021,290,0.17, ,0, ,482,R,8.4, ,76.0, ,40.8, ,59.1, ,90, ,22, ,49, ,40.0, ,6.8, ,162.3, ,54.4, 
179,10/18/2021,291,0.09, ,0.02,H,316, ,11.7, ,62.9, ,43.4, ,54.4, ,93, ,67, ,81, ,48.8, ,7.4,Y,177.9,Y,53.3,Y
179,10/19/2021,292,0.12, ,0.00, ,472,R,9.3, ,73.1, ,35.0,Y,52.3, ,97, ,28, ,70, ,42.6, ,3.2, ,76.1, ,50.5,Y
179,10/20/2021,293,0.14, ,0, ,459,R,9.9, ,78.5, ,39.3, ,56.8, ,91, ,25, ,63, ,44.3, ,3.8, ,91.5, ,51.3,Y
179,10/21/2021,294,0.15, ,0, ,468,R,10.0, ,83.8, ,42.1, ,60.5, ,87, ,22, ,56, ,44.5, ,3.5, ,84.5, ,52.7,Y
179,10/22/2021,295,0.13, ,0, ,438, ,11.0, ,73.3, ,42.4, ,57.0, ,93, ,46, ,69, ,47.1, ,3.9, ,93.2, ,52.7,Y
179,10/23/2021,296,0.09, ,0, ,317, ,13.0, ,65.2, ,47.3, ,56.1, ,97, ,63, ,84, ,51.5, ,5.3, ,127.9, ,51.7,Y
179,10/24/2021,297,0.11, ,0, ,409, ,13.5, ,74.2, ,53.4, ,60.5, ,92, ,49, ,75, ,52.6, ,3.7, ,88.9, ,53.1, 
179,10/25/2021,298,0.02, ,0.19, ,124, ,13.8, ,59.6, ,49.7, ,55.0, ,96, ,82, ,94, ,53.2, ,7.1,Y,169.8,Y,52.1,Y
179,10/26/2021,299,0.11, ,0, ,421, ,11.2, ,69.0, ,43.3, ,55.2, ,97, ,36, ,76, ,47.6, ,3.5, ,83.3, ,50.8,Y
179,10/27/2021,300,0.13, ,0, ,435,R,10.1, ,85.0, ,42.6, ,62.4, ,93, ,22, ,53, ,44.9, ,3.7, ,88.1, ,51.1,Y
179,10/28/2021,301,0.15, ,0, ,432,R,10.7, ,90.1, ,46.9, ,67.3, ,83, ,19, ,47, ,46.4, ,3.8, ,91.2, ,53.1, 
179,10/29/2021,302,0.15, ,0, ,428,R,10.8, ,86.3, ,47.8, ,64.7, ,81, ,25, ,52, ,46.7, ,4.1, ,98.8, ,54.0, 
179,10/30/2021,303,0.13, ,0, ,404, ,11.8, ,76.7, ,45.4, ,60.4, ,97, ,38, ,66, ,48.8, ,4.5, ,109.1, ,52.4, 
179,10/31/2021,304,0.09, ,0, ,344, ,13.6, ,71.1, ,52.8, ,58.4, ,99, ,50, ,82, ,52.7, ,3.8, ,90.5, ,52.8, 
