236,10/1/2021,274,0.13, ,0, ,396, ,7.9, ,78.3, ,29.9, ,52.0, ,88, ,30, ,60, ,38.5, ,2.6, ,62.1, ,56.9, 
236,10/2/2021,275,0.13,R,0, ,387, ,7.6, ,83.2, ,30.2, ,53.9, ,97, ,22, ,54, ,37.6, ,2.5, ,59.7, ,57.8, 
236,10/3/2021,276,0.14,R,0, ,387, ,6.8, ,85.4, ,31.4, ,55.7, ,87, ,19, ,45, ,34.6, ,2.6, ,62.3, ,58.4, 
236,10/4/2021,277,0.15, ,0, ,329, ,6.3, ,76.6, ,33.6, ,55.2, ,87, ,18, ,42, ,32.6, ,5.4, ,129.0, ,58.4, 
236,10/5/2021,278,0.13, ,0, ,254, ,6.5, ,71.8, ,35.9, ,53.1, ,91, ,20, ,47, ,33.5, ,6.6, ,159.3, ,57.2, 
236,10/6/2021,279,0.08, ,0.01, ,306, ,7.4, ,59.6, ,30.0, ,44.4, ,94, ,45, ,74, ,36.7, ,4.7, ,112.0, ,56.5, 
236,10/7/2021,280,0.08,R,0, ,299, ,5.6, ,66.7, ,23.5, ,43.3, ,95, ,26, ,59, ,30.0, ,2.6, ,61.8, ,55.0, 
236,10/8/2021,281,0.11, ,0.01, ,345, ,5.4, ,59.3, ,18.8, ,41.3, ,94, ,29, ,61, ,28.8, ,4.6, ,111.4, ,53.8, 
236,10/9/2021,282,0.10,R,0.00, ,369, ,6.0, ,66.3, ,21.6, ,43.1, ,100, ,31, ,63, ,31.5, ,2.6, ,61.8, ,54.0, 
236,10/10/2021,283,0.09, ,0, ,290, ,6.3, ,61.1, ,22.6, ,40.3, ,91, ,53, ,74, ,32.6, ,7.5, ,180.2, ,52.8, 
236,10/11/2021,284,0.11, ,0, ,355, ,4.8, ,45.1,Y,24.2, ,35.1, ,95, ,44, ,70, ,26.3, ,11.6,R,278.6,R,50.7, 
236,10/12/2021,285,0.09,R,0, ,351, ,3.2, ,56.3, ,10.0, ,36.3, ,88, ,15, ,45, ,16.8, ,2.8, ,68.1, ,48.7, 
236,10/13/2021,286,0.08, ,0.00, ,286, ,5.6, ,53.4, ,22.3, ,39.7, ,96, ,37, ,67, ,29.9, ,5.6, ,133.8, ,50.6, 
236,10/14/2021,287,0.09,R,0, ,345, ,4.3, ,62.6, ,14.2, ,36.0, ,91, ,30, ,60, ,23.4, ,2.1, ,50.8, ,49.3, 
236,10/15/2021,288,0.10,R,0, ,343, ,4.5, ,76.0, ,17.8, ,42.5, ,83, ,19, ,49, ,24.7, ,2.1, ,50.3, ,49.6, 
236,10/16/2021,289,0.11,R,0, ,341, ,4.6, ,79.4, ,20.8, ,49.3, ,75, ,19, ,39, ,25.3, ,2.9, ,70.4, ,50.7, 
236,10/17/2021,290,0.14, ,0.19, ,213, ,5.1, ,59.4, ,35.5, ,48.5, ,99, ,26, ,44, ,27.4, ,11.1,Y,267.0,Y,51.3, 
236,10/18/2021,291,0.04, ,0,R,173, ,6.3, ,52.8, ,25.4, ,38.4, ,97, ,60, ,80, ,32.9, ,2.8, ,66.2, ,50.6, 
236,10/19/2021,292,0.06, ,0,R,82, ,5.5, ,48.8, ,38.5, ,44.4, ,100, ,45, ,55, ,29.2, ,12.6,R,302.6,R,47.8, 
236,10/20/2021,293,0.06, ,0.00, ,176, ,6.9, ,55.9, ,38.4, ,45.8, ,81, ,48, ,66, ,35.0, ,7.9, ,189.2, ,47.6, 
236,10/21/2021,294,0.10, ,0, ,252, ,9.4, ,62.5, ,32.1, ,51.4, ,96, ,49, ,72, ,42.8, ,10.4,Y,250.4,Y,48.2, 
236,10/22/2021,295,0.05, ,1.07, ,194, ,8.2, ,54.5, ,40.4, ,44.8, ,100, ,56, ,81, ,39.5, ,5.2, ,124.9, ,49.7, 
236,10/23/2021,296,0.02, ,0.17, ,98, ,7.4, ,47.1, ,38.5, ,42.4, ,95, ,68, ,80, ,36.8, ,6.3, ,150.2, ,48.7, 
236,10/24/2021,297,0.03, ,0.78, ,70, ,7.8, ,50.3, ,37.4, ,44.3, ,89, ,66, ,79, ,38.2, ,12.3,R,294.8,R,47.1, 
236,10/25/2021,298,0.05, ,0, ,220, ,6.4, ,49.7, ,31.2, ,40.3, ,97, ,56, ,75, ,33.0, ,4.7, ,112.7, ,46.3, 
236,10/26/2021,299,0.05, ,0, ,119, ,7.1, ,51.7, ,34.2, ,45.6, ,85, ,56, ,69, ,35.9, ,7.8, ,186.3, ,45.9, 
236,10/27/2021,300,0.07, ,0, ,225, ,9.9, ,61.6, ,37.4, ,51.7, ,100, ,61, ,76, ,44.3, ,7.2, ,173.7, ,48.6, 
236,10/28/2021,301,0.07, ,0, ,283, ,8.8, ,74.9, ,31.3, ,47.2, ,100, ,36, ,80, ,41.3, ,2.0, ,49.2, ,49.1, 
236,10/29/2021,302,0.06, ,0, ,236, ,8.4, ,69.0, ,28.6, ,45.8, ,100, ,44, ,81, ,40.1, ,2.1, ,49.9, ,49.0, 
236,10/30/2021,303,0.04, ,0.69, ,154, ,8.4, ,58.4, ,32.1, ,44.0, ,100, ,52, ,86, ,40.0, ,4.1, ,98.8, ,48.1, 
236,10/31/2021,304,0.06, ,0, ,248, ,7.1, ,57.5, ,28.3, ,42.5, ,100, ,46, ,77, ,35.8, ,3.9, ,94.7, ,47.0, 
