202,10/1/2021,274,0.12,R,0, ,434, ,12.2, ,68.3, ,48.9, ,57.8, ,100, ,50, ,75, ,49.8, ,1.0,I,24.0,I,64.8, 
202,10/2/2021,275,0.11,R,0.00, ,427, ,13.0, ,66.2, ,44.2, ,54.0, ,100, ,70, ,91, ,51.6, ,1.0,I,24.0,I,64.3, 
202,10/3/2021,276,0.11,R,0.00, ,408, ,13.8, ,69.5, ,45.4, ,56.7, ,100, ,64, ,88, ,53.2, ,1.0,I,24.0,I,64.0, 
202,10/4/2021,277,0.10,R,0.04, ,325, ,14.8, ,77.6, ,49.7, ,61.4, ,100, ,45, ,80, ,55.1, ,1.0,I,24.0,I,64.3, 
202,10/5/2021,278,0.11,R,0, ,371, ,16.8, ,78.0, ,54.5, ,62.0, ,100, ,56, ,89, ,58.6, ,1.0,I,24.0,I,65.2, 
202,10/6/2021,279,0.10,R,0, ,378, ,16.0, ,67.9, ,55.8, ,59.6, ,100, ,76, ,92, ,57.3, ,1.0,I,24.0,I,65.6, 
202,10/7/2021,280,0.04,R,0.00, ,165, ,15.3, ,65.2, ,55.6, ,59.1, ,100, ,74, ,90, ,56.0, ,1.0,I,24.0,I,64.9, 
202,10/8/2021,281,0.11,R,0, ,420, ,13.2, ,65.2, ,49.4, ,58.1, ,95, ,57, ,80, ,51.9, ,1.0,I,24.0,I,64.7, 
202,10/9/2021,282,0.11,R,0, ,407, ,11.5, ,72.3, ,47.8, ,59.4, ,91, ,39, ,66, ,48.2, ,1.0,I,24.0,I,63.2, 
202,10/10/2021,283,0.12,R,0, ,408, ,11.5, ,75.4, ,50.2, ,61.6, ,98, ,38, ,62, ,48.3, ,1.0,I,24.0,I,63.1, 
202,10/11/2021,284,0.11,R,0, ,396, ,11.1, ,70.7, ,45.6, ,55.5, ,100, ,46, ,74, ,47.2, ,1.0,I,24.0,I,62.8, 
202,10/12/2021,285,0.11,R,0, ,408, ,8.0, ,67.3, ,44.8, ,55.1, ,82, ,21, ,54, ,38.6, ,1.0,I,24.0,I,61.5, 
202,10/13/2021,286,0.11,R,0, ,396, ,9.7, ,66.1, ,45.9, ,55.3, ,100, ,40, ,65, ,43.7, ,1.0,I,24.0,I,60.6, 
202,10/14/2021,287,0.13,R,0.00, ,401, ,8.6, ,81.2, ,44.7, ,64.7, ,100, ,20, ,41, ,40.5, ,1.0,I,24.0,I,61.4, 
202,10/15/2021,288,0.13,R,0, ,403, ,8.0, ,82.4, ,53.2, ,65.8, ,50, ,22, ,37, ,38.7, ,1.0,I,24.0,I,62.1, 
202,10/16/2021,289,0.14,R,0, ,402, ,6.1,Y,83.8, ,53.9, ,67.3, ,46, ,12, ,27,Y,32.0,Y,1.0,I,24.0,I,62.2, 
202,10/17/2021,290,0.09,R,0, ,309, ,11.3, ,66.9, ,48.1, ,57.8, ,95, ,34, ,69, ,47.7, ,1.0,I,24.0,I,61.5, 
202,10/18/2021,291,0.10,R,0.01, ,384, ,11.4, ,63.7, ,46.6, ,55.3, ,95, ,53, ,76, ,48.0, ,1.0,I,24.0,I,61.9, 
202,10/19/2021,292,0.10,R,0, ,382, ,10.2, ,64.7, ,43.6, ,53.9, ,93, ,47, ,72, ,45.1, ,1.0,I,24.0,I,60.8, 
202,10/20/2021,293,0.08,R,0, ,319, ,11.9, ,68.6, ,44.6, ,56.1, ,97, ,47, ,78, ,49.2, ,1.0,I,24.0,I,60.7, 
202,10/21/2021,294,0.08,R,0.01, ,291, ,14.7, ,67.2, ,51.1, ,58.3, ,100, ,68, ,89, ,54.9, ,1.0,I,24.0,I,61.4, 
202,10/22/2021,295,0.07,R,0.01, ,273, ,16.1, ,69.3, ,53.8, ,59.7, ,100, ,69, ,92, ,57.4, ,1.0,I,24.0,I,62.8, 
202,10/23/2021,296,0.09,R,0.00, ,341, ,13.5, ,65.7, ,50.5, ,56.9, ,100, ,62, ,85, ,52.5, ,1.0,I,24.0,I,62.2, 
202,10/24/2021,297,0.03,R,0.00, ,126, ,15.2, ,67.3, ,51.1, ,59.2, ,99, ,70, ,89, ,55.8, ,1.0,I,24.0,I,61.7, 
202,10/25/2021,298,0.07,R,1.44, ,272, ,15.4, ,63.6, ,51.1, ,57.6, ,100, ,81, ,95, ,56.2, ,1.0,I,24.0,I,61.9, 
202,10/26/2021,299,0.09,R,0, ,359, ,11.9, ,67.3, ,46.9, ,56.8, ,99, ,57, ,76, ,49.2, ,1.0,I,24.0,I,60.7, 
202,10/27/2021,300,0.11,R,0, ,356, ,11.8, ,81.4, ,53.5, ,66.5, ,77, ,35, ,53, ,49.0, ,1.0,I,24.0,I,61.3, 
202,10/28/2021,301,0.11,R,0, ,358, ,13.7, ,84.5, ,57.3, ,67.4, ,83, ,35, ,60, ,52.9, ,1.0,I,24.0,I,62.9, 
202,10/29/2021,302,0.09,R,0, ,341, ,14.7, ,75.5, ,55.2, ,60.7, ,100, ,54, ,81, ,54.8, ,1.0,I,24.0,I,63.2, 
202,10/30/2021,303,0.05,R,0.01, ,213, ,15.4, ,65.2, ,54.1, ,56.8, ,100, ,84, ,98, ,56.2, ,1.0,I,24.0,I,63.2, 
202,10/31/2021,304,0.08,R,0.00, ,306, ,14.6, ,65.6, ,51.5, ,57.3, ,100, ,68, ,91, ,54.7, ,1.0,I,24.0,I,63.0, 
