140,10/1/2021,274,0.15, ,0, ,414, ,12.5, ,94.1, ,45.7, ,70.4, ,96, ,19, ,49, ,50.4, ,2.0, ,49.0, ,71.2, 
140,10/2/2021,275,0.14, ,0, ,401, ,13.4, ,98.1, ,50.4, ,71.5, ,88, ,21, ,51, ,52.3, ,1.8, ,42.6, ,71.5, 
140,10/3/2021,276,0.13, ,0, ,373, ,14.3, ,91.5, ,54.3, ,69.9, ,97, ,29, ,57, ,54.1, ,2.0, ,48.4, ,71.3, 
140,10/4/2021,277,0.15, ,0, ,362, ,14.0, ,97.9, ,50.2, ,73.1, ,99, ,24, ,50, ,53.6, ,3.1, ,75.2, ,70.9, 
140,10/5/2021,278,0.17, ,0, ,376, ,14.1, ,87.6, ,58.7, ,69.4, ,84, ,29, ,57, ,53.7, ,8.8, ,211.8, ,70.9, 
140,10/6/2021,279,0.15, ,0, ,359, ,13.3, ,80.2, ,58.7, ,67.2, ,79, ,39, ,59, ,52.2, ,7.9, ,190.2, ,70.4, 
140,10/7/2021,280,0.14, ,0, ,339, ,11.8, ,75.8, ,56.3, ,63.4, ,73, ,41, ,59, ,48.9, ,7.9, ,190.6, ,69.2, 
140,10/8/2021,281,0.14, ,0.01, ,368, ,11.7, ,70.5, ,52.6, ,61.0, ,81, ,42, ,64, ,48.6, ,9.2, ,220.9, ,68.5, 
140,10/9/2021,282,0.14, ,0, ,389, ,11.9, ,81.9, ,50.4, ,64.0, ,92, ,30, ,59, ,49.2, ,5.5, ,131.4, ,68.4, 
140,10/10/2021,283,0.15, ,0, ,387, ,11.6, ,88.2, ,44.6, ,67.0, ,94, ,27, ,51, ,48.5, ,4.5, ,107.1, ,68.6, 
140,10/11/2021,284,0.23, ,0, ,373, ,6.2, ,71.8, ,51.9, ,62.8, ,63, ,18, ,32, ,32.3, ,11.2, ,269.1, ,67.1, 
140,10/12/2021,285,0.20, ,0, ,390, ,5.3,Y,74.5, ,48.4, ,60.5, ,54, ,14, ,30,Y,28.5,Y,8.7, ,208.4, ,65.4, 
140,10/13/2021,286,0.10, ,0, ,305, ,10.2, ,76.1, ,41.5, ,60.0, ,86, ,30, ,58, ,45.2, ,3.9, ,93.7, ,65.7, 
140,10/14/2021,287,0.16, ,0, ,375, ,8.2, ,81.2, ,47.1, ,63.3, ,88, ,18, ,41, ,39.4, ,5.1, ,123.2, ,66.3, 
140,10/15/2021,288,0.12, ,0, ,370, ,9.6, ,86.3, ,39.2, ,61.3, ,97, ,22, ,52, ,43.5, ,2.1, ,50.3, ,65.6, 
140,10/16/2021,289,0.12, ,0, ,365, ,9.7, ,87.7, ,43.4, ,63.1, ,92, ,21, ,49, ,43.6, ,2.0, ,48.7, ,65.9, 
140,10/17/2021,290,0.10, ,0.00, ,283, ,12.2, ,84.9, ,39.4, ,59.5, ,99, ,35, ,70, ,49.9, ,6.2, ,148.5, ,65.2, 
140,10/18/2021,291,0.11, ,0, ,361, ,11.1, ,76.5, ,46.2, ,58.9, ,87, ,39, ,65, ,47.3, ,5.6, ,134.3, ,64.9, 
140,10/19/2021,292,0.09,R,0, ,305, ,11.2, ,74.4, ,36.8,Y,57.7, ,100, ,41, ,68, ,47.4, ,2.6, ,62.7, ,64.2, 
140,10/20/2021,293,0.04, ,0.02, ,137, ,14.6, ,72.7, ,57.5, ,63.6, ,100, ,52, ,73, ,54.7, ,3.1, ,75.2, ,65.3, 
140,10/21/2021,294,0.05, ,0.10, ,191, ,19.0,Y,79.0, ,58.1, ,65.4, ,100, ,66, ,89,Y,62.0,Y,2.8, ,68.1, ,66.3, 
140,10/22/2021,295,0.08, ,0.20, ,244, ,15.0, ,69.8, ,58.3, ,62.9, ,96, ,55, ,76, ,55.3, ,7.4, ,178.1, ,66.0, 
140,10/23/2021,296,0.06, ,0.32, ,209, ,15.1, ,70.7, ,55.1, ,61.3, ,100, ,61, ,82, ,55.6, ,4.5, ,107.2, ,65.2, 
140,10/24/2021,297,0, ,3.51, ,16, ,17.3,Y,66.0, ,56.4, ,60.1, ,100, ,90, ,97,Y,59.4,Y,9.8, ,234.1, ,62.2, 
140,10/25/2021,298,0.09, ,0.34, ,309, ,14.2, ,67.2, ,50.0, ,59.4, ,100, ,58, ,82, ,54.0, ,7.0, ,167.3, ,61.7, 
140,10/26/2021,299,0.06, ,0, ,218, ,13.6, ,69.0, ,49.4, ,59.8, ,99, ,55, ,77, ,52.8, ,2.8, ,67.0, ,61.7, 
140,10/27/2021,300,0.09, ,0, ,308, ,16.4, ,75.1, ,51.2, ,62.4, ,100, ,63, ,85, ,57.9, ,3.1, ,74.4, ,63.6, 
140,10/28/2021,301,0.08,R,0.01, ,162, ,17.6,Y,81.3, ,53.0, ,65.7, ,100, ,53, ,82,Y,59.9,Y,1.4, ,34.4, ,66.2, 
140,10/29/2021,302,0.06, ,0.01, ,249, ,18.2,Y,81.3, ,49.0, ,63.3, ,100, ,55, ,92,Y,60.8,Y,2.2, ,52.9, ,64.0, 
140,10/30/2021,303,0.08, ,0, ,270, ,16.8,Y,80.5, ,56.6, ,63.6, ,95, ,71, ,84,Y,58.6,Y,7.4, ,178.2, ,64.5, 
140,10/31/2021,304,0.08, ,0, ,304, ,14.3, ,70.5, ,46.2, ,59.5, ,100, ,57, ,82, ,54.1, ,2.3, ,56.4, ,63.4, 
