99,10/1/2021,274,0.18, ,0, ,522,R,11.4, ,86.8, ,61.5, ,70.5, ,92, ,16, ,45, ,48.0, ,3.3, ,79.5, ,64.7, 
99,10/2/2021,275,0.18,R,0, ,517,R,10.8, ,85.6, ,58.3, ,72.5, ,70, ,20, ,39, ,46.5, ,2.7, ,64.6, ,64.6, 
99,10/3/2021,276,0.18,R,0, ,503, ,9.7, ,91.9,Y,64.3, ,74.3, ,69, ,15, ,34, ,43.8, ,2.6, ,62.1, ,64.7, 
99,10/4/2021,277,0.14, ,0.24, ,338, ,12.5, ,84.7, ,64.2, ,71.5, ,91, ,24, ,47, ,50.4, ,3.4, ,81.6, ,64.6, 
99,10/5/2021,278,0.16, ,0.02, ,483, ,17.6, ,76.2, ,61.0, ,68.9, ,95, ,53, ,73, ,59.9, ,4.4, ,105.3, ,65.0, 
99,10/6/2021,279,0.08, ,0, ,299, ,17.3, ,70.9, ,60.2, ,64.2, ,95, ,69, ,84, ,59.4, ,2.9, ,68.8, ,64.8, 
99,10/7/2021,280,0.06, ,0, ,220, ,17.5, ,69.8, ,62.2, ,64.5, ,94, ,74, ,85, ,59.7, ,3.0, ,72.3, ,64.5, 
99,10/8/2021,281,0.13, ,0.02, ,438, ,15.3, ,69.6, ,56.8, ,63.1, ,95, ,66, ,78, ,56.0, ,3.8, ,90.9, ,64.6, 
99,10/9/2021,282,0.14, ,0, ,480, ,12.6, ,69.4, ,53.5, ,62.0, ,84, ,47, ,66, ,50.6, ,4.0, ,96.2, ,63.5, 
99,10/10/2021,283,0.14, ,0, ,481,R,13.4, ,74.3, ,54.1, ,63.4, ,89, ,46, ,67, ,52.4, ,3.5, ,84.0, ,62.8, 
99,10/11/2021,284,0.14, ,0, ,412, ,10.5, ,71.4, ,54.7, ,62.3, ,94, ,15, ,55, ,45.8, ,4.3, ,103.4, ,61.7, 
99,10/12/2021,285,0.17, ,0, ,488,R,4.9,Y,68.1, ,50.4, ,60.1, ,36, ,16, ,28,Y,26.6,Y,4.7, ,113.4, ,59.7,Y
99,10/13/2021,286,0.16, ,0, ,474,R,6.2,Y,70.3, ,51.7, ,59.6, ,64, ,20, ,36,Y,32.4,Y,4.0, ,95.3, ,58.4,Y
99,10/14/2021,287,0.14, ,0, ,467,R,7.7, ,73.3, ,51.0, ,62.0, ,65, ,21, ,40, ,37.7, ,3.2, ,76.2, ,58.1,Y
99,10/15/2021,288,0.18, ,0, ,472,R,4.9,Y,87.0, ,58.8, ,74.3, ,35, ,11, ,17,Y,26.7,Y,3.9, ,93.2, ,58.7,Y
99,10/16/2021,289,0.18, ,0, ,477,R,4.8,Y,88.2, ,60.7, ,72.2, ,42, ,8, ,18,Y,26.2,Y,3.8, ,90.4, ,59.2,Y
99,10/17/2021,290,0.13, ,0, ,437, ,12.0, ,71.7, ,55.6, ,62.2, ,92, ,32, ,63, ,49.3, ,3.9, ,94.3, ,58.9,Y
99,10/18/2021,291,0.11, ,0.01,H,419, ,14.0, ,64.7, ,53.5, ,59.5, ,93, ,60, ,80, ,53.5, ,4.0, ,97.1, ,59.5,Y
99,10/19/2021,292,0.12, ,0, ,446,R,11.8, ,66.6, ,50.3, ,57.6, ,90, ,52, ,73, ,49.0, ,3.4, ,81.4, ,58.7,Y
99,10/20/2021,293,0.12, ,0, ,432, ,12.5, ,67.4, ,51.3, ,58.5, ,85, ,57, ,74, ,50.4, ,3.5, ,85.2, ,58.1,Y
99,10/21/2021,294,0.12, ,0, ,436, ,12.6, ,71.5, ,52.1, ,60.7, ,95, ,45, ,70, ,50.8, ,3.5, ,83.5, ,57.9,Y
99,10/22/2021,295,0.08, ,0, ,311, ,15.3, ,66.2, ,52.0, ,59.3, ,95, ,75, ,89, ,56.0, ,3.5, ,84.4, ,58.7,Y
99,10/23/2021,296,0.07, ,0.00, ,279, ,16.1, ,67.6, ,56.2, ,61.4, ,95, ,71, ,87, ,57.4, ,3.2, ,77.2, ,59.7,Y
99,10/24/2021,297,0.09, ,0, ,337, ,14.9, ,68.3, ,55.7, ,60.7, ,95, ,65, ,82, ,55.2, ,3.1, ,75.4, ,59.5,Y
99,10/25/2021,298,0.01, ,0.50, ,86, ,14.8, ,60.5, ,52.4, ,57.5, ,95, ,77, ,92, ,55.1, ,4.1, ,98.6, ,58.8,Y
99,10/26/2021,299,0.12, ,0, ,412, ,10.6, ,70.6, ,49.6, ,60.1, ,93, ,34, ,60, ,46.0, ,3.9, ,94.1, ,57.4,Y
99,10/27/2021,300,0.13,R,0, ,410, ,9.5, ,78.6, ,54.1, ,66.1, ,66, ,26, ,44, ,43.3, ,2.4, ,56.7, ,57.4,Y
99,10/28/2021,301,0.15, ,0, ,404, ,10.4, ,85.3, ,63.1, ,72.2, ,59, ,24, ,39, ,45.6, ,3.1, ,73.8, ,58.3,Y
99,10/29/2021,302,0.13, ,0, ,400, ,12.8, ,80.9, ,58.4, ,68.9, ,95, ,35, ,53, ,51.1, ,2.8, ,67.6, ,59.1,Y
99,10/30/2021,303,0.07, ,0.01, ,295, ,15.9, ,67.6, ,56.1, ,59.9, ,95, ,76, ,90, ,57.0, ,2.9, ,70.7, ,59.3, 
99,10/31/2021,304,0.04, ,0, ,184, ,15.0, ,65.9, ,55.1, ,59.8, ,94, ,72, ,85, ,55.4, ,2.9, ,70.5, ,59.4, 
