136,10/1/2021,274,0.24, ,0, ,491, ,9.3, ,105.1, ,63.6, ,83.8, ,49, ,11, ,24, ,42.7, ,4.7, ,113.0, ,72.8, 
136,10/2/2021,275,0.23, ,0, ,474, ,11.0, ,103.9, ,66.3, ,85.0, ,51, ,12, ,27, ,47.1, ,4.5, ,107.5, ,72.8, 
136,10/3/2021,276,0.23, ,0, ,452, ,11.9, ,107.3, ,68.4, ,88.5, ,44, ,12, ,26, ,49.2, ,4.6, ,109.9, ,73.2, 
136,10/4/2021,277,0.20, ,0, ,382, ,13.6, ,102.8, ,72.3, ,88.4, ,44, ,16, ,30, ,52.7, ,4.1, ,98.8, ,73.7, 
136,10/5/2021,278,0.21, ,0, ,394, ,19.0, ,96.7, ,73.1, ,85.8, ,70, ,28, ,45, ,62.0, ,6.2, ,149.3, ,74.1, 
136,10/6/2021,279,0.16, ,0, ,375, ,21.1, ,98.2, ,70.3, ,83.2, ,84, ,29, ,54, ,65.1, ,4.3, ,104.0, ,74.4, 
136,10/7/2021,280,0.10, ,0, ,237, ,19.5, ,89.7, ,71.5, ,79.5, ,76, ,39, ,57, ,62.8, ,4.5, ,108.1, ,74.6, 
136,10/8/2021,281,0.11, ,0, ,206, ,16.5, ,85.7, ,69.0, ,76.6, ,68, ,35, ,53, ,58.0, ,5.2, ,123.8, ,74.6, 
136,10/9/2021,282,0.18, ,0, ,439, ,12.1, ,88.7, ,60.6, ,73.5, ,76, ,18, ,43, ,49.7, ,5.6, ,134.2, ,73.9, 
136,10/10/2021,283,0.20, ,0, ,449, ,11.5, ,99.8, ,59.8, ,77.9, ,64, ,16, ,35, ,48.2, ,5.2, ,124.3, ,73.2, 
136,10/11/2021,284,0.21, ,0, ,437, ,11.0, ,91.5, ,61.7, ,75.0, ,57, ,18, ,37, ,47.1, ,7.2,Y,173.3,Y,72.8, 
136,10/12/2021,285,0.18, ,0, ,440, ,6.9, ,82.2, ,56.3, ,69.2, ,55, ,13, ,28, ,35.0, ,4.9, ,118.5, ,71.7, 
136,10/13/2021,286,0.17, ,0, ,430, ,7.4, ,85.1, ,52.9, ,68.4, ,56, ,15, ,31, ,36.9, ,4.3, ,102.4, ,70.5, 
136,10/14/2021,287,0.17, ,0, ,427, ,9.0, ,89.0, ,56.3, ,73.3, ,58, ,14, ,32, ,41.7, ,4.1, ,98.5, ,69.9, 
136,10/15/2021,288,0.21, ,0, ,428, ,8.2, ,91.7, ,59.2, ,75.5, ,44, ,16, ,27, ,39.4, ,5.9, ,140.6, ,69.8, 
136,10/16/2021,289,0.19, ,0, ,427, ,8.6, ,101.9, ,55.6, ,78.1, ,65, ,12, ,26, ,40.6, ,4.4, ,105.0, ,69.9, 
136,10/17/2021,290,0.19, ,0, ,412, ,9.9, ,115.3,R,59.6, ,79.6, ,50, ,14, ,29, ,44.3, ,4.6, ,111.0, ,69.9, 
136,10/18/2021,291,0.22, ,0, ,393, ,10.9, ,89.3, ,64.7, ,73.8, ,58, ,23, ,38, ,46.8, ,9.0,R,216.4,R,69.9, 
136,10/19/2021,292,0.15, ,0, ,413, ,12.1, ,92.9, ,50.8, ,71.2, ,78, ,18, ,46, ,49.6, ,3.7, ,89.0, ,69.5, 
136,10/20/2021,293,0.17, ,0, ,407, ,14.2, ,102.4, ,57.9, ,76.4, ,72, ,21, ,46, ,54.0, ,4.5, ,109.1, ,69.0, 
136,10/21/2021,294,0.16, ,0, ,388, ,14.5, ,99.6, ,59.7, ,79.1, ,78, ,19, ,43, ,54.6, ,3.7, ,89.5, ,68.9, 
136,10/22/2021,295,0.16, ,0, ,383, ,14.2, ,107.9,Y,61.3, ,79.1, ,57, ,23, ,42, ,54.0, ,3.8, ,90.0, ,69.0, 
136,10/23/2021,296,0.14, ,0, ,353, ,14.5, ,90.1, ,61.7, ,74.5, ,67, ,33, ,50, ,54.5, ,4.5, ,107.1, ,69.2, 
136,10/24/2021,297,0.13, ,0, ,367, ,17.1, ,93.6, ,62.7, ,75.2, ,87, ,30, ,57, ,59.1, ,3.6, ,87.2, ,69.6, 
136,10/25/2021,298,0.13, ,0, ,350, ,17.7, ,99.8, ,62.9, ,74.7, ,86, ,37, ,60, ,60.0, ,6.3, ,150.4, ,69.8, 
136,10/26/2021,299,0.15, ,0, ,385, ,12.4, ,95.2, ,55.4, ,73.3, ,76, ,21, ,44, ,50.3, ,4.4, ,105.2, ,69.5, 
136,10/27/2021,300,0.15, ,0, ,368, ,11.9, ,93.8, ,54.5, ,74.0, ,66, ,22, ,41, ,49.1, ,3.7, ,89.4, ,68.8, 
136,10/28/2021,301,0.18, ,0, ,369, ,12.5, ,96.3, ,64.3, ,80.9, ,50, ,17, ,35, ,50.4, ,5.4, ,129.1, ,68.8, 
136,10/29/2021,302,0.16, ,0, ,366, ,14.3, ,--,S,61.0, ,80.6, ,58, ,20, ,40, ,54.0, ,4.0, ,96.7, ,69.6, 
136,10/30/2021,303,0.14,R,0, ,356, ,15.9, ,110.9,R,62.2, ,76.9, ,74, ,24, ,50, ,57.0, ,4.0, ,95.0, ,69.7, 
136,10/31/2021,304,0.14, ,0, ,357, ,18.3, ,107.5,R,61.2, ,79.0, ,71, ,29, ,54, ,61.0, ,4.2, ,100.1, ,69.6, 
