210,10/1/2021,274,0.16, ,0, ,476, ,12.1, ,79.4, ,44.3, ,59.9, ,100, ,30, ,69, ,49.6, ,3.5, ,83.2, ,71.2, 
210,10/2/2021,275,0.14, ,0, ,463, ,13.1, ,69.9, ,42.2, ,55.7, ,97, ,67, ,86, ,51.7, ,3.7, ,88.0, ,70.8, 
210,10/3/2021,276,0.16, ,0, ,459, ,11.7, ,76.0, ,45.3, ,61.7, ,97, ,40, ,62, ,48.7, ,3.4, ,82.2, ,70.4, 
210,10/4/2021,277,0.13, ,0, ,421, ,13.6, ,74.5, ,51.1, ,60.8, ,97, ,40, ,75, ,52.7, ,3.8, ,90.7, ,70.4, 
210,10/5/2021,278,0.11, ,0, ,363, ,14.6, ,67.2, ,54.1, ,59.4, ,95, ,70, ,84, ,54.7, ,3.4, ,81.7, ,70.6, 
210,10/6/2021,279,0.07, ,0, ,250, ,13.2, ,67.1, ,48.1, ,57.9, ,92, ,67, ,80, ,51.9, ,2.5, ,59.9, ,70.4, 
210,10/7/2021,280,0.11, ,0, ,380, ,11.4, ,64.9, ,46.4, ,55.8, ,87, ,64, ,75, ,48.1, ,3.4, ,82.2, ,69.5, 
210,10/8/2021,281,0.13, ,0, ,443, ,11.0, ,65.2, ,47.6, ,56.1, ,91, ,48, ,71, ,47.0, ,3.6, ,85.9, ,69.5, 
210,10/9/2021,282,0.14, ,0, ,436, ,11.3, ,76.6, ,46.7, ,59.1, ,91, ,32, ,66, ,47.7, ,2.9, ,68.8, ,69.3, 
210,10/10/2021,283,0.13, ,0, ,441, ,12.4, ,73.7, ,48.1, ,58.6, ,90, ,48, ,74, ,50.3, ,3.3, ,79.6, ,69.2, 
210,10/11/2021,284,0.14, ,0, ,437, ,10.6, ,65.2, ,43.5, ,55.2, ,94, ,53, ,71, ,46.1, ,5.1,R,123.6,R,69.0, 
210,10/12/2021,285,0.14, ,0, ,440, ,7.8, ,72.0, ,37.8, ,53.4, ,93, ,29, ,56, ,38.2, ,3.3, ,79.4, ,67.9, 
210,10/13/2021,286,0.08, ,0, ,296, ,10.8, ,67.4, ,37.8, ,52.4, ,95, ,41, ,80, ,46.5, ,2.7, ,64.1, ,67.2, 
210,10/14/2021,287,0.14, ,0, ,423, ,10.6, ,78.9, ,48.5, ,60.7, ,96, ,27, ,59, ,46.2, ,3.0, ,73.2, ,67.0, 
210,10/15/2021,288,0.17, ,0, ,430, ,7.3, ,84.3, ,46.7, ,63.9, ,60, ,15, ,36, ,36.5, ,3.4, ,81.9, ,67.4, 
210,10/16/2021,289,0.17, ,0, ,422, ,7.1,Y,84.7, ,46.7, ,64.4, ,60, ,15, ,34,Y,35.6,Y,4.0, ,94.8, ,67.8, 
210,10/17/2021,290,0.11, ,0.13, ,340, ,11.0, ,79.6, ,42.1, ,54.7, ,97, ,49, ,75, ,47.0, ,4.2,Y,101.9,Y,67.7, 
210,10/18/2021,291,0.09, ,0.16, ,333, ,11.1, ,63.7, ,42.7, ,51.8, ,99, ,56, ,85, ,47.3, ,2.6, ,62.3, ,66.9, 
210,10/19/2021,292,0.11, ,0.00, ,367, ,10.3, ,70.9, ,39.4, ,53.8, ,95, ,43, ,73, ,45.3, ,3.5, ,85.1, ,65.5, 
210,10/20/2021,293,0.05, ,0, ,182, ,13.0, ,71.5, ,53.6, ,61.3, ,86, ,49, ,70, ,51.6, ,1.7,Y,39.7,Y,65.4, 
210,10/21/2021,294,0.09, ,0.00, ,303, ,16.9, ,74.5, ,54.9, ,62.8, ,97, ,67, ,87, ,58.8, ,3.5, ,83.4, ,66.0, 
210,10/22/2021,295,0.05, ,0.30, ,203, ,15.0, ,66.8, ,52.1, ,58.3, ,98, ,72, ,90, ,55.4, ,2.2, ,53.5, ,66.3, 
210,10/23/2021,296,0.09, ,0, ,311, ,13.1, ,69.6, ,47.6, ,58.4, ,97, ,61, ,78, ,51.7, ,2.2, ,54.0, ,65.6, 
210,10/24/2021,297,0.09, ,1.57, ,256, ,17.4, ,72.1, ,58.5, ,65.4, ,96, ,73, ,81, ,59.5, ,6.7,R,160.8,R,65.8, 
210,10/25/2021,298,0.10, ,1.65, ,345, ,14.8, ,67.8, ,48.8, ,58.9, ,98, ,71, ,87, ,55.0, ,4.3,R,102.2,R,64.1, 
210,10/26/2021,299,0.10, ,0.00, ,351, ,12.4, ,73.3, ,44.1, ,56.7, ,98, ,52, ,79, ,50.2, ,2.5, ,60.2, ,63.8, 
210,10/27/2021,300,0.11, ,0, ,356, ,15.6, ,79.3, ,51.1, ,62.9, ,94, ,54, ,80, ,56.6, ,2.9, ,69.4, ,64.1, 
210,10/28/2021,301,0.12, ,0, ,364, ,16.5, ,82.2, ,57.7, ,65.9, ,94, ,46, ,76, ,58.0, ,3.4, ,81.6, ,65.2, 
210,10/29/2021,302,0.10, ,0, ,354, ,15.4, ,76.0, ,55.1, ,61.0, ,99, ,63, ,84, ,56.2, ,3.1, ,73.8, ,65.6, 
210,10/30/2021,303,0.08, ,0, ,290, ,15.2, ,67.0, ,50.7, ,57.6, ,100, ,77, ,94, ,55.7, ,2.8, ,67.2, ,65.8, 
210,10/31/2021,304,0.09, ,0.00, ,315, ,13.1, ,70.2, ,47.7, ,57.2, ,99, ,64, ,82, ,51.8, ,2.5, ,59.7, ,65.4, 
