221,10/1/2021,274,0.22, ,0, ,510,R,3.9, ,95.4, ,58.7, ,77.2, ,17, ,9, ,12, ,21.1, ,3.8, ,91.5, ,72.5, 
221,10/2/2021,275,0.21, ,0, ,491, ,4.5, ,95.9, ,55.0, ,77.8, ,29, ,8, ,14, ,24.8, ,3.2, ,76.1, ,71.5, 
221,10/3/2021,276,0.22, ,0, ,486, ,5.8, ,98.4, ,61.4, ,82.0, ,23, ,11, ,16, ,30.7, ,3.6, ,85.7, ,71.1, 
221,10/4/2021,277,0.19, ,0, ,363, ,7.7, ,98.5, ,64.1, ,83.0, ,38, ,15, ,20, ,37.9, ,3.5, ,83.1, ,71.6, 
221,10/5/2021,278,0.19, ,0.00, ,370, ,12.7, ,90.5, ,71.5, ,79.5, ,52, ,26, ,37, ,50.9, ,6.1, ,147.4, ,72.1, 
221,10/6/2021,279,0.17, ,0, ,412, ,12.6, ,92.0, ,64.3, ,78.3, ,65, ,23, ,38, ,50.7, ,3.9, ,94.5, ,72.4, 
221,10/7/2021,280,0.16, ,0, ,271, ,11.5, ,92.4, ,68.8, ,80.2, ,47, ,18, ,33, ,48.3, ,5.1, ,121.8, ,72.5, 
221,10/8/2021,281,0.12, ,0.05, ,269, ,13.7, ,82.4, ,60.9, ,73.5, ,83, ,29, ,49, ,53.0, ,5.1, ,121.6, ,72.7, 
221,10/9/2021,282,0.19, ,0, ,462, ,7.4, ,84.7, ,50.3, ,69.0, ,66, ,17, ,31, ,36.9, ,5.6, ,133.6, ,70.8, 
221,10/10/2021,283,0.17, ,0, ,457, ,5.9, ,86.0, ,54.5, ,70.8, ,39, ,14, ,23, ,31.2, ,3.4, ,81.5, ,69.2, 
221,10/11/2021,284,0.24, ,0.02, ,434, ,6.0, ,88.1, ,51.8, ,66.5, ,54, ,11, ,27, ,31.5, ,10.0,Y,240.2,Y,68.3, 
221,10/12/2021,285,0.20, ,0, ,401, ,3.9, ,71.7,Y,51.8, ,61.0,Y,41, ,15, ,21,Y,21.1,Y,8.2, ,197.4, ,67.1, 
221,10/13/2021,286,0.16, ,0, ,431, ,3.9, ,77.2, ,45.7,Y,62.2,Y,40, ,12, ,20,Y,21.2,Y,4.1, ,97.3, ,65.7, 
221,10/14/2021,287,0.18, ,0, ,430, ,4.0, ,82.1, ,48.0,Y,66.5, ,31, ,10, ,18, ,21.5, ,4.9, ,116.5, ,65.1, 
221,10/15/2021,288,0.29, ,0, ,452, ,3.7, ,83.8, ,53.9, ,71.7, ,28, ,7, ,14, ,20.0, ,11.5,R,275.9,R,65.7, 
221,10/16/2021,289,0.18, ,0, ,446, ,3.6, ,87.8, ,52.7, ,71.2, ,21, ,9, ,14, ,19.0, ,4.1, ,98.1, ,66.3, 
221,10/17/2021,290,0.18, ,0, ,420, ,4.0, ,90.0, ,51.5, ,71.6, ,27, ,7, ,15, ,21.6, ,4.1, ,99.6, ,65.8, 
221,10/18/2021,291,0.20, ,0, ,400, ,6.4, ,79.5, ,51.8, ,65.5, ,42, ,23, ,30, ,33.2, ,6.8, ,163.9, ,65.2, 
221,10/19/2021,292,0.14, ,0, ,431, ,5.2, ,79.0, ,44.2,Y,62.3,Y,45, ,17, ,27,Y,28.0,Y,3.1, ,75.6, ,64.5, 
221,10/20/2021,293,0.15, ,0, ,420, ,5.3, ,82.8, ,49.0, ,66.3, ,36, ,16, ,24, ,28.6, ,3.5, ,84.4, ,63.8, 
221,10/21/2021,294,0.15, ,0, ,419, ,6.3, ,86.4, ,52.2, ,69.2, ,38, ,16, ,26, ,32.6, ,3.0, ,73.0, ,63.9, 
221,10/22/2021,295,0.14, ,0, ,395, ,5.9, ,87.8, ,52.3, ,69.1, ,38, ,14, ,24, ,31.3, ,2.9, ,70.4, ,63.9, 
221,10/23/2021,296,0.15, ,0, ,363, ,8.5, ,83.2, ,58.2, ,70.0, ,50, ,25, ,34, ,40.4, ,3.6, ,86.7, ,64.4, 
221,10/24/2021,297,0.17, ,0, ,366, ,8.8, ,86.0, ,59.8, ,72.5, ,52, ,21, ,32, ,41.3, ,4.7, ,112.6, ,71.5, 
221,10/25/2021,298,0.19, ,0.00, ,304, ,10.7, ,85.5, ,54.3, ,69.9, ,71, ,30, ,43, ,46.2, ,9.7,Y,232.3,Y,71.9, 
221,10/26/2021,299,0.18, ,0, ,401, ,6.5, ,78.3, ,50.8, ,63.8, ,54, ,14, ,32, ,33.7, ,7.3, ,174.1, ,69.9, 
221,10/27/2021,300,0.14, ,0, ,381, ,7.0, ,82.8, ,50.3, ,65.9, ,56, ,19, ,32, ,35.5, ,3.8, ,90.1, ,69.0, 
221,10/28/2021,301,0.18, ,0, ,379, ,7.4, ,91.1, ,55.6, ,74.0, ,45, ,15, ,26, ,36.7, ,5.1, ,122.8, ,69.0, 
221,10/29/2021,302,0.15, ,0, ,376, ,8.1, ,92.1, ,55.0, ,74.3, ,42, ,17, ,28, ,39.2, ,3.2, ,76.0, ,69.0, 
221,10/30/2021,303,0.16, ,0, ,365, ,8.5, ,87.5, ,57.5, ,75.0, ,42, ,20, ,29, ,40.4, ,3.5, ,83.4, ,68.5, 
221,10/31/2021,304,0.16, ,0, ,369, ,8.5, ,87.3, ,59.9, ,74.8, ,43, ,18, ,29, ,40.2, ,4.0, ,96.8, ,69.4, 
