242,10/1/2021,274,0.14, ,0, ,378, ,11.2, ,90.8, ,45.3, ,66.0, ,94, ,23, ,51, ,47.6, ,2.5, ,60.0, ,67.5, 
242,10/2/2021,275,0.13, ,0, ,361, ,11.7, ,91.5, ,47.4, ,66.8, ,93, ,24, ,52, ,48.8, ,2.3, ,56.0, ,67.3, 
242,10/3/2021,276,0.12, ,0, ,328, ,11.8, ,90.1, ,46.8, ,65.4, ,92, ,27, ,55, ,49.0, ,2.3, ,54.2, ,67.2, 
242,10/4/2021,277,0.13, ,0, ,344, ,11.6, ,93.4, ,46.2, ,66.4, ,92, ,24, ,52, ,48.4, ,2.3, ,56.3, ,67.0, 
242,10/5/2021,278,0.14, ,0, ,340, ,11.8, ,81.9, ,46.3, ,63.8, ,86, ,26, ,58, ,49.0, ,5.7, ,137.4, ,66.9, 
242,10/6/2021,279,0.11, ,0, ,295, ,11.9, ,75.1, ,48.6, ,62.1, ,92, ,35, ,63, ,49.2, ,5.5, ,132.6, ,66.9, 
242,10/7/2021,280,0.12, ,0, ,296, ,10.5, ,72.2, ,44.9, ,59.3, ,80, ,39, ,61, ,45.7, ,5.8, ,140.0, ,66.6, 
242,10/8/2021,281,0.11, ,0, ,298, ,11.0, ,68.7, ,48.6, ,58.1, ,89, ,41, ,66, ,47.0, ,6.0, ,145.0, ,66.3, 
242,10/9/2021,282,0.10, ,0, ,307, ,10.5, ,75.6, ,39.9, ,57.6, ,97, ,32, ,65, ,45.9, ,3.9, ,94.2, ,66.0, 
242,10/10/2021,283,0.12, ,0, ,340, ,10.4, ,84.5, ,40.0, ,61.0, ,95, ,27, ,57, ,45.5, ,3.4, ,82.4, ,65.6, 
242,10/11/2021,284,0.24, ,0, ,339, ,5.7, ,68.8, ,47.4, ,59.4, ,62, ,20, ,33, ,30.2, ,13.2,Y,316.3,Y,65.4, 
242,10/12/2021,285,0.16, ,0, ,259, ,5.1,Y,70.3, ,36.4,Y,55.4, ,71, ,17, ,34,Y,27.8,Y,9.6, ,231.2, ,64.4, 
242,10/13/2021,286,0.09, ,0, ,271, ,8.1, ,75.3, ,35.9,Y,54.3, ,93, ,27, ,56, ,39.0, ,3.4, ,82.4, ,63.5, 
242,10/14/2021,287,0.14, ,0, ,333, ,7.8, ,78.1, ,40.3, ,57.7, ,98, ,21, ,48, ,38.3, ,5.5, ,132.1, ,63.2, 
242,10/15/2021,288,0.12, ,0, ,380, ,8.5, ,84.2, ,35.2,Y,57.2, ,91, ,22, ,53, ,40.4, ,2.3, ,55.5, ,62.8, 
242,10/16/2021,289,0.12, ,0, ,376, ,8.9, ,86.9, ,37.9,Y,59.1, ,93, ,22, ,52, ,41.5, ,2.3, ,56.3, ,62.7, 
242,10/17/2021,290,0.11, ,0.01, ,294, ,9.7, ,76.9, ,37.7,Y,55.7, ,90, ,30, ,64, ,43.8, ,6.1, ,147.5, ,62.8, 
242,10/18/2021,291,0.09, ,0, ,331, ,9.4, ,67.9, ,42.7, ,53.2, ,93, ,41, ,68, ,43.0, ,3.9, ,93.5, ,62.7, 
242,10/19/2021,292,0.08,R,0.00, ,268, ,9.2, ,68.3, ,32.8,Y,53.1, ,99, ,38, ,67, ,42.5, ,3.2, ,77.9, ,62.4, 
242,10/20/2021,293,0.03, ,0, ,108, ,12.2, ,68.2, ,55.1, ,60.7, ,94, ,45, ,68, ,49.9, ,3.2, ,77.3, ,62.4, 
242,10/21/2021,294,0.05, ,0.15, ,195, ,16.9,Y,76.4, ,53.8, ,62.1, ,99, ,61, ,88,Y,58.7,Y,2.8, ,66.7, ,62.8, 
242,10/22/2021,295,0.06, ,0.25, ,213, ,14.2, ,67.0, ,51.3, ,59.5, ,99, ,57, ,82, ,53.9, ,5.8, ,138.3, ,63.4, 
242,10/23/2021,296,0.05, ,0.28, ,179, ,13.5, ,67.3, ,47.7, ,58.4, ,97, ,60, ,81, ,52.6, ,4.0, ,96.4, ,63.4, 
242,10/24/2021,297,0.00, ,4.67, ,19, ,15.2, ,61.6, ,54.6, ,57.6, ,99, ,83, ,94, ,55.8, ,11.6, ,279.4, ,63.0, 
242,10/25/2021,298,0.09, ,0.36, ,312, ,13.4, ,65.3, ,49.7, ,57.6, ,99, ,60, ,83, ,52.3, ,6.8, ,162.9, ,62.2, 
242,10/26/2021,299,0.05, ,0, ,192, ,12.7, ,67.0, ,48.1, ,57.5, ,96, ,57, ,79, ,51.0, ,2.7, ,65.0, ,62.1, 
242,10/27/2021,300,0.09, ,0, ,303, ,15.4, ,72.0, ,51.9, ,60.9, ,98, ,67, ,84, ,56.1, ,3.7, ,89.3, ,62.0, 
242,10/28/2021,301,0.07, ,0, ,284, ,15.6, ,76.0, ,49.2, ,60.7, ,99, ,60, ,86, ,56.6, ,1.7, ,40.6, ,62.5, 
242,10/29/2021,302,0.05, ,0.01, ,212, ,16.4,Y,77.6, ,50.2, ,60.7, ,99, ,64, ,90,Y,57.9,Y,1.7, ,40.9, ,62.9, 
242,10/30/2021,303,0.06, ,0, ,210, ,15.2, ,69.3, ,54.1, ,60.9, ,93, ,72, ,83, ,55.9, ,4.8, ,114.0, ,63.3, 
242,10/31/2021,304,0.05, ,0, ,214, ,13.1, ,70.0, ,45.8, ,57.7, ,97, ,56, ,80, ,51.6, ,2.1, ,50.3, ,63.2, 
