183,10/1/2021,274,--,N,0, ,493, ,3.8, ,81.0, ,41.2, ,61.8, ,57, ,7, ,20, ,20.3, ,4.5, ,107.6, ,72.2, 
183,10/2/2021,275,--,N,0, ,480, ,4.2, ,85.5, ,43.8, ,62.4, ,56, ,7, ,22, ,23.2, ,3.5, ,83.6, ,71.8, 
183,10/3/2021,276,--,N,0, ,495, ,5.3, ,85.4, ,44.9, ,64.5, ,57, ,9, ,26, ,28.6, ,4.4, ,105.8, ,71.8, 
183,10/4/2021,277,--,N,0, ,318, ,7.0, ,80.6, ,48.5, ,64.4, ,62, ,17, ,34, ,35.3, ,4.1, ,98.3, ,71.9, 
183,10/5/2021,278,--,N,0, ,415, ,7.5, ,79.3, ,49.1, ,64.1, ,62, ,18, ,37, ,37.2, ,6.0, ,143.1, ,71.2, 
183,10/6/2021,279,--,N,0, ,391, ,8.3, ,76.5, ,51.5, ,64.6, ,68, ,23, ,40, ,39.6, ,7.2, ,171.8, ,71.1, 
183,10/7/2021,280,--,N,0, ,376, ,7.9, ,76.5, ,49.2, ,62.0, ,69, ,23, ,42, ,38.6, ,9.5, ,227.3, ,70.2, 
183,10/8/2021,281,--,N,0, ,379, ,7.8, ,68.7, ,51.7, ,59.3, ,64, ,28, ,45, ,38.1, ,10.2, ,244.3, ,69.3, 
183,10/9/2021,282,--,N,0, ,471, ,4.4, ,68.4, ,45.6, ,56.7, ,46, ,18, ,28, ,24.0, ,10.2, ,245.2, ,67.5, 
183,10/10/2021,283,--,N,0, ,474,R,4.4, ,76.0, ,40.5, ,57.1, ,55, ,10, ,27, ,23.8, ,5.2, ,124.4, ,66.6, 
183,10/11/2021,284,--,N,0, ,430, ,4.6, ,66.7, ,38.8, ,48.6,Y,63, ,17, ,39,Y,25.1,Y,20.5,Y,492.3,Y,65.6, 
183,10/12/2021,285,--,N,0, ,472,R,3.7, ,56.9,Y,38.8, ,46.9,Y,43, ,23, ,34,Y,19.9,Y,21.8,R,524.0,R,61.2, 
183,10/13/2021,286,--,N,0, ,455, ,3.6, ,64.8, ,34.8,Y,49.4,Y,56, ,14, ,30,Y,19.4,Y,4.5, ,108.2, ,60.3, 
183,10/14/2021,287,--,N,0, ,454,R,4.9, ,69.7, ,35.1,Y,51.2, ,63, ,15, ,38, ,26.7, ,3.8, ,91.4, ,61.0, 
183,10/15/2021,288,--,N,0, ,451,R,5.3, ,77.7, ,40.4, ,55.1, ,63, ,14, ,36, ,28.5, ,3.2, ,77.2, ,61.9, 
183,10/16/2021,289,--,N,0, ,450,R,4.6, ,78.6, ,38.7, ,56.1, ,65, ,11, ,30, ,25.3, ,5.5, ,131.3, ,62.6, 
183,10/17/2021,290,--,N,0, ,413, ,4.3, ,74.2, ,40.7, ,58.9, ,57, ,13, ,25, ,23.3, ,12.2, ,292.3, ,62.7, 
183,10/18/2021,291,--,N,0, ,440,R,4.0, ,62.2,Y,46.3, ,55.0, ,46, ,16, ,27, ,21.8, ,16.4,Y,394.1,Y,62.4, 
183,10/19/2021,292,--,N,0, ,427, ,4.5, ,65.1, ,34.9,Y,50.5, ,66, ,21, ,36, ,24.8, ,5.1, ,122.1, ,60.9, 
183,10/20/2021,293,--,N,0, ,351, ,5.4, ,67.9, ,38.5, ,53.9, ,61, ,22, ,38, ,29.0, ,4.4, ,105.0, ,60.5, 
183,10/21/2021,294,--,N,0, ,336, ,6.1, ,72.2, ,44.2, ,57.3, ,67, ,17, ,38, ,32.0, ,4.0, ,96.2, ,61.3, 
183,10/22/2021,295,--,N,0, ,389, ,6.8, ,79.0, ,43.1, ,61.3, ,67, ,15, ,37, ,34.6, ,10.0, ,241.1, ,62.0, 
183,10/23/2021,296,--,N,0, ,371, ,8.1, ,71.8, ,46.5, ,58.8, ,69, ,25, ,48, ,39.1, ,5.1, ,122.9, ,63.1, 
183,10/24/2021,297,--,N,0, ,277, ,9.0, ,75.9, ,48.6, ,62.8, ,64, ,32, ,46, ,41.9, ,17.1,Y,410.2,Y,63.0, 
183,10/25/2021,298,--,N,0.00, ,204, ,8.6, ,67.3, ,43.5, ,56.2, ,65, ,45, ,55, ,40.5, ,17.4,Y,417.7,Y,62.4, 
183,10/26/2021,299,--,N,0, ,402, ,5.3, ,64.7, ,35.3, ,48.7, ,74, ,23, ,45, ,28.5, ,3.6, ,87.4, ,59.1, 
183,10/27/2021,300,--,N,0, ,387, ,7.1, ,70.7, ,37.8, ,53.5, ,74, ,27, ,51, ,35.7, ,4.4, ,105.6, ,59.3, 
183,10/28/2021,301,--,N,0, ,387, ,8.6, ,80.5, ,48.5, ,61.0, ,68, ,20, ,47, ,40.7, ,4.0, ,97.1, ,61.3, 
183,10/29/2021,302,--,N,0, ,378, ,8.1, ,77.1, ,43.7, ,58.5, ,76, ,23, ,48, ,39.0, ,2.9, ,68.7, ,62.5, 
183,10/30/2021,303,--,N,0, ,359, ,7.9, ,77.8, ,41.0, ,58.7, ,77, ,24, ,47, ,38.5, ,3.1, ,75.1, ,62.8, 
183,10/31/2021,304,--,N,0, ,351, ,7.5, ,73.0, ,43.8, ,58.6, ,71, ,23, ,45, ,37.2, ,5.1, ,121.4, ,62.9, 
