253,10/1/2021,274,0.14, ,0, ,479, ,12.1, ,77.5, ,39.9, ,56.6, ,94, ,47, ,78, ,49.6, ,2.5, ,60.0, ,61.2, 
253,10/2/2021,275,0.13, ,0, ,471, ,12.5, ,68.9, ,42.2, ,54.2, ,95, ,69, ,88, ,50.5, ,2.1,Y,51.0,Y,61.4, 
253,10/3/2021,276,0.13,R,0.00, ,473, ,12.3, ,72.0, ,39.1, ,54.8, ,98, ,58, ,84, ,50.0, ,2.0,Y,49.0,Y,60.4,Y
253,10/4/2021,277,0.12, ,0.01, ,429, ,12.9, ,68.4, ,41.5, ,54.3, ,96, ,72, ,89, ,51.3, ,2.2,Y,52.8,Y,60.2,Y
253,10/5/2021,278,0.11, ,0, ,413, ,14.0, ,66.2, ,49.5, ,57.5, ,97, ,72, ,87, ,53.5, ,2.7, ,64.6, ,61.5, 
253,10/6/2021,279,0.09, ,0.00, ,296, ,13.1, ,65.0, ,51.1, ,56.9, ,96, ,66, ,83, ,51.8, ,3.2, ,76.9, ,61.6, 
253,10/7/2021,280,0.11, ,0, ,371, ,12.0, ,64.7, ,49.7, ,56.1, ,91, ,65, ,78, ,49.4, ,3.1, ,73.6, ,60.9, 
253,10/8/2021,281,0.13, ,0, ,452, ,11.6, ,64.1, ,49.2, ,57.0, ,91, ,58, ,73, ,48.5, ,4.2, ,100.4, ,61.0, 
253,10/9/2021,282,0.14, ,0, ,445, ,12.2, ,69.7, ,43.8, ,57.2, ,91, ,57, ,76, ,49.8, ,4.7, ,113.2, ,60.5, 
253,10/10/2021,283,0.12, ,0, ,437, ,11.9, ,67.0, ,40.3, ,54.2, ,94, ,64, ,83, ,49.2, ,3.5, ,85.0, ,59.2,Y
253,10/11/2021,284,0.15, ,0, ,438, ,10.6, ,61.6, ,50.1, ,55.6, ,88, ,60, ,70, ,46.2, ,9.8,R,234.9,R,58.8,Y
253,10/12/2021,285,0.15, ,0, ,444,R,8.0,Y,65.8, ,38.3, ,52.7, ,89, ,28, ,59,Y,38.9,Y,5.6, ,135.0, ,57.2,Y
253,10/13/2021,286,0.06, ,0.01, ,256, ,10.7, ,64.9, ,38.9, ,49.6,Y,94, ,67, ,88,Y,46.4,Y,2.7, ,65.3, ,56.4,Y
253,10/14/2021,287,0.13, ,0.01, ,430, ,9.4, ,72.1, ,37.2,Y,51.6, ,97, ,42, ,72, ,42.9, ,3.4, ,82.3, ,55.9,R
253,10/15/2021,288,0.14, ,0, ,425, ,8.2,Y,77.4, ,38.7, ,56.5, ,89, ,25, ,53,Y,39.5,Y,2.7, ,64.2, ,55.4,R
253,10/16/2021,289,0.14,R,0, ,422, ,7.2,Y,84.3, ,43.0, ,59.6, ,70, ,18, ,41,Y,36.2,Y,2.9, ,70.0, ,55.7,R
253,10/17/2021,290,0.09, ,0.09, ,325, ,10.6, ,71.7, ,40.2, ,52.2, ,97, ,57, ,79, ,46.0, ,3.1, ,75.2, ,55.5,R
253,10/18/2021,291,0.10, ,0.01, ,369, ,10.9, ,63.9, ,42.9, ,51.2, ,99, ,61, ,85, ,46.8, ,3.2, ,76.6, ,55.6,Y
253,10/19/2021,292,0.12, ,0.04, ,360, ,9.3, ,69.6, ,38.0, ,54.5, ,97, ,39, ,64, ,42.5, ,3.5, ,85.1, ,54.6,R
253,10/20/2021,293,0.03, ,0.74, ,136, ,16.0, ,65.1, ,54.2, ,59.9, ,98, ,80, ,91, ,57.2, ,3.4, ,81.1, ,57.0,Y
253,10/21/2021,294,0.04, ,0.29, ,182, ,19.4,Y,71.0, ,61.3,Y,63.9, ,99, ,87, ,96,Y,62.7,Y,3.4, ,82.0, ,60.1, 
253,10/22/2021,295,0.06, ,1.03, ,254, ,15.3, ,65.5, ,52.3, ,58.8, ,98, ,75, ,90, ,55.9, ,3.1, ,73.6, ,60.7, 
253,10/23/2021,296,0.07, ,0.22, ,258, ,14.1, ,68.6, ,49.1, ,58.5, ,98, ,62, ,84, ,53.8, ,2.9, ,69.8, ,59.6, 
253,10/24/2021,297,0, ,4.43, ,16, ,17.2, ,61.3, ,56.4, ,59.6, ,100, ,97, ,99, ,59.2, ,5.1, ,122.4, ,60.0, 
253,10/25/2021,298,0.10, ,0.49, ,378, ,14.5, ,65.2, ,50.0, ,57.7, ,100, ,73, ,89, ,54.4, ,3.7, ,89.2, ,59.9, 
253,10/26/2021,299,0.08, ,0.00, ,278, ,13.1, ,68.6, ,47.3, ,56.6, ,97, ,60, ,84, ,51.8, ,2.5, ,60.6, ,59.4, 
253,10/27/2021,300,0.10, ,0, ,357, ,15.3, ,71.4, ,49.9, ,59.3, ,98, ,73, ,89, ,55.9, ,3.5, ,84.1, ,59.3, 
253,10/28/2021,301,0.12, ,0.01, ,365, ,14.9, ,84.5, ,50.2, ,61.5, ,100, ,46, ,80, ,55.3, ,3.1, ,74.9, ,59.3, 
253,10/29/2021,302,0.09, ,0.01, ,331, ,14.9, ,71.7, ,48.5, ,56.8, ,100, ,73, ,94, ,55.2, ,3.1, ,74.6, ,59.0, 
253,10/30/2021,303,0.05, ,0, ,205, ,14.6, ,65.8, ,50.0, ,56.8, ,99, ,78, ,93, ,54.7, ,2.3,Y,55.2,Y,59.4, 
253,10/31/2021,304,0.08, ,0.01, ,304, ,13.7, ,66.4, ,52.4, ,58.3, ,96, ,63, ,82, ,52.9, ,2.5, ,59.2, ,59.6, 
