193,10/1/2021,274,0.12, ,0.00, ,480, ,14.7, ,65.9, ,47.7, ,56.2, ,100, ,83, ,96, ,54.9, ,4.8, ,114.2, ,64.6, 
193,10/2/2021,275,0.09, ,0.01, ,377, ,14.2, ,60.0, ,49.1, ,54.2, ,100, ,93, ,99, ,53.9, ,3.4, ,82.1, ,64.6, 
193,10/3/2021,276,0.12,R,0.00, ,484, ,14.7, ,67.3, ,50.8, ,57.7, ,100, ,68, ,90, ,54.8, ,1.3,Y,31.1,Y,64.5, 
193,10/4/2021,277,0.10,R,0, ,412, ,15.1, ,63.7, ,49.5, ,57.3, ,100, ,78, ,94, ,55.6, ,1.0,Y,25.1,Y,64.5, 
193,10/5/2021,278,0.10,R,0, ,379, ,14.8, ,62.7, ,55.3, ,58.1, ,97, ,82, ,89, ,55.0, ,1.0,I,24.0,I,64.4, 
193,10/6/2021,279,0.05,R,0, ,203, ,13.9, ,61.3, ,52.8, ,57.6, ,97, ,75, ,86, ,53.4, ,1.6,Y,39.2,Y,64.6, 
193,10/7/2021,280,0.10,R,0, ,389, ,13.2, ,60.8, ,55.0, ,57.2, ,90, ,77, ,83, ,51.9, ,1.0,I,24.0,I,64.1, 
193,10/8/2021,281,0.12,R,0, ,469,R,12.4, ,61.2, ,46.3, ,56.8, ,94, ,66, ,79, ,50.3, ,2.1, ,49.3, ,63.9, 
193,10/9/2021,282,0.13, ,0, ,458, ,13.4, ,65.9, ,47.0, ,57.9, ,95, ,62, ,82, ,52.3, ,3.9, ,93.5, ,63.7, 
193,10/10/2021,283,0.11, ,0, ,455,R,13.4, ,61.2, ,43.3, ,55.3, ,99, ,79, ,89, ,52.3, ,4.5, ,108.1, ,63.4, 
193,10/11/2021,284,0.14, ,0, ,456,R,11.9, ,57.8, ,53.3, ,55.5, ,90, ,73, ,79, ,49.2, ,10.9,R,262.1,R,63.1, 
193,10/12/2021,285,0.14, ,0, ,461,R,10.7, ,60.5, ,51.6, ,55.9, ,88, ,48, ,70, ,46.4, ,7.0, ,166.8, ,62.4, 
193,10/13/2021,286,0.08,R,0, ,328, ,12.3, ,59.3, ,42.8, ,53.3, ,95, ,81, ,89, ,50.1, ,1.9, ,45.2, ,62.0, 
193,10/14/2021,287,0.11, ,0, ,443,R,12.7, ,65.1, ,46.5, ,55.4, ,97, ,72, ,85, ,50.9, ,3.1, ,73.6, ,62.1, 
193,10/15/2021,288,0.13,R,0, ,443,R,10.5, ,80.9,Y,48.5, ,59.3, ,83, ,33, ,61, ,45.7, ,3.4, ,80.6, ,62.2, 
193,10/16/2021,289,0.15, ,0, ,437,R,9.6,Y,78.8,Y,46.6, ,61.2, ,70, ,25, ,52,Y,43.4,Y,4.9, ,117.0, ,62.4, 
193,10/17/2021,290,0.06,R,0.09, ,252, ,12.1, ,60.5, ,43.4, ,53.8, ,97, ,62, ,86, ,49.6, ,2.6, ,63.1, ,62.0, 
193,10/18/2021,291,0.10, ,0, ,413, ,11.8, ,59.5, ,48.3, ,55.0, ,91, ,71, ,80, ,48.8, ,4.5, ,107.9, ,61.5, 
193,10/19/2021,292,0.10, ,0, ,389, ,11.8, ,60.3, ,39.1,Y,53.3, ,95, ,73, ,85, ,48.8, ,5.2, ,125.5, ,61.1, 
193,10/20/2021,293,0.03, ,0.01, ,144, ,13.2, ,62.1, ,54.4, ,57.3, ,94, ,59, ,83, ,52.0, ,2.1, ,51.4, ,61.0, 
193,10/21/2021,294,0.08,R,0.05, ,314, ,16.7, ,65.9, ,55.4, ,60.1, ,97, ,88, ,94, ,58.4, ,3.5, ,83.4, ,61.6, 
193,10/22/2021,295,0.06, ,0.10, ,265, ,15.3, ,62.5, ,53.1, ,58.5, ,96, ,82, ,91, ,55.9, ,2.8, ,67.3, ,62.4, 
193,10/23/2021,296,0.07, ,0, ,294, ,13.8, ,62.0, ,48.1, ,56.5, ,99, ,71, ,88, ,53.1, ,2.3, ,55.9, ,62.1, 
193,10/24/2021,297,0.06,R,1.23, ,215, ,16.9, ,66.2, ,56.6, ,61.7, ,99, ,76, ,90, ,58.7, ,4.3, ,104.0, ,62.3, 
193,10/25/2021,298,0.09,R,1.04, ,359, ,14.5, ,61.8, ,47.8, ,56.9, ,99, ,81, ,92, ,54.5, ,1.2,Y,28.8,Y,60.7, 
193,10/26/2021,299,0.09,R,0.00, ,362, ,12.5, ,61.9, ,42.0, ,53.8, ,99, ,72, ,88, ,50.4, ,1.3,Y,31.6,Y,61.1, 
193,10/27/2021,300,0.09,R,0, ,371, ,14.5, ,64.0, ,49.2, ,58.0, ,97, ,76, ,88, ,54.5, ,1.9, ,44.6, ,61.3, 
193,10/28/2021,301,0.10,R,0, ,376, ,15.9, ,73.2, ,54.8, ,61.2, ,96, ,65, ,86, ,57.1, ,1.8, ,42.6, ,62.1, 
193,10/29/2021,302,0.05, ,0, ,231, ,15.5, ,58.7, ,55.9, ,57.0, ,100, ,93, ,98, ,56.4, ,3.4, ,80.6, ,62.5, 
193,10/30/2021,303,0.04,R,0.00, ,205, ,15.4, ,58.4, ,53.2, ,56.4, ,100, ,98, ,99, ,56.2, ,2.0, ,47.1, ,62.6, 
193,10/31/2021,304,0.08, ,0.00, ,339, ,13.2, ,61.8, ,47.8, ,56.3, ,99, ,68, ,86, ,52.0, ,2.3, ,55.5, ,62.5, 
