247,10/1/2021,274,0.15, ,0, ,429, ,13.0, ,90.9, ,46.8, ,67.3, ,100, ,18, ,57, ,51.4, ,2.9, ,70.7, ,66.7, 
247,10/2/2021,275,0.15, ,0, ,424, ,13.6, ,92.1, ,50.0, ,68.9, ,100, ,20, ,56, ,52.7, ,2.6, ,62.3, ,66.7, 
247,10/3/2021,276,0.14, ,0, ,389, ,13.9, ,89.8, ,49.4, ,66.9, ,100, ,23, ,62, ,53.3, ,3.0, ,73.1, ,66.6, 
247,10/4/2021,277,0.15, ,0, ,376, ,13.2, ,92.1, ,47.0, ,69.0, ,100, ,22, ,55, ,51.9, ,4.1, ,98.2, ,66.5, 
247,10/5/2021,278,0.17, ,0, ,390, ,15.3, ,79.5, ,59.2, ,66.5, ,99, ,35, ,69, ,56.0, ,12.5, ,300.4, ,66.7, 
247,10/6/2021,279,0.16, ,0, ,361, ,12.8, ,76.5, ,56.2, ,64.8, ,96, ,27, ,61, ,51.1, ,8.3, ,200.1, ,66.3, 
247,10/7/2021,280,0.16, ,0, ,373, ,10.9, ,72.1, ,50.7, ,60.9, ,93, ,37, ,60, ,46.9, ,8.0, ,192.5, ,65.8, 
247,10/8/2021,281,0.15, ,0.01, ,396, ,11.0, ,68.8, ,53.7, ,59.9, ,82, ,38, ,62, ,47.1, ,9.4, ,224.9, ,65.4, 
247,10/9/2021,282,0.14, ,0, ,419, ,12.6, ,77.5, ,54.0, ,63.0, ,98, ,28, ,64, ,50.8, ,6.5, ,157.1, ,65.0, 
247,10/10/2021,283,0.15, ,0, ,417, ,11.5, ,82.5, ,43.7, ,65.4, ,99, ,27, ,54, ,48.2, ,5.5, ,132.4, ,65.0, 
247,10/11/2021,284,0.29, ,0, ,395, ,6.6, ,70.0, ,54.7, ,62.3, ,57, ,21, ,34, ,33.9, ,18.1,R,433.8,R,64.4, 
247,10/12/2021,285,0.25, ,0, ,410, ,6.1, ,72.4, ,48.0, ,60.3, ,66, ,15, ,34, ,31.8, ,14.0,Y,336.8,Y,62.9, 
247,10/13/2021,286,0.11, ,0, ,339, ,10.8, ,72.0, ,39.6, ,57.6, ,93, ,24, ,66, ,46.5, ,5.3, ,127.5, ,62.3, 
247,10/14/2021,287,0.19, ,0, ,393, ,9.6, ,78.9, ,49.9, ,62.9, ,100, ,19, ,49, ,43.5, ,8.3, ,198.8, ,62.7, 
247,10/15/2021,288,0.12, ,0, ,389, ,9.9, ,84.0, ,38.2, ,58.7, ,100, ,19, ,58, ,44.2, ,2.5, ,60.9, ,62.1, 
247,10/16/2021,289,0.13, ,0, ,378, ,10.3, ,86.1, ,41.3, ,61.3, ,100, ,19, ,55, ,45.2, ,2.8, ,68.0, ,61.9, 
247,10/17/2021,290,0.10, ,0.00, ,283, ,11.5, ,78.4, ,--,S,58.3, ,100, ,28, ,69, ,48.2, ,8.2, ,198.0, ,61.9, 
247,10/18/2021,291,0.11, ,0, ,378, ,10.9, ,69.3, ,45.3, ,56.7, ,96, ,34, ,70, ,46.9, ,7.9, ,189.8, ,61.7, 
247,10/19/2021,292,0.10, ,0, ,329, ,10.4, ,68.8, ,38.2, ,56.5, ,100, ,39, ,67, ,45.6, ,4.3, ,103.8, ,61.4, 
247,10/20/2021,293,0.05, ,0, ,146, ,13.9, ,68.1, ,56.5, ,61.4, ,100, ,45, ,75, ,53.4, ,4.1, ,99.1, ,61.9, 
247,10/21/2021,294,0.04, ,0.08, ,165, ,19.1,Y,72.4, ,57.4, ,63.8, ,100, ,78, ,95,Y,62.3,Y,4.1, ,98.5, ,63.0, 
247,10/22/2021,295,0.07, ,0.11, ,244, ,15.6, ,67.3, ,57.6, ,62.2, ,100, ,65, ,82, ,56.6, ,8.7, ,208.4, ,63.6, 
247,10/23/2021,296,0.06, ,0.36, ,220, ,15.0, ,67.1, ,54.9, ,60.5, ,100, ,60, ,84, ,55.4, ,5.7, ,136.5, ,63.6, 
247,10/24/2021,297,0, ,2.16, ,23, ,17.5,Y,65.4, ,56.5, ,59.7, ,100, ,97, ,100,Y,59.7,Y,11.3, ,271.1, ,63.1, 
247,10/25/2021,298,0.08, ,0.33, ,300, ,14.6, ,64.4, ,50.0, ,58.2, ,100, ,69, ,88, ,54.7, ,8.8, ,211.2, ,61.4, 
247,10/26/2021,299,0.06, ,0, ,225, ,14.4, ,67.7, ,49.7, ,59.2, ,100, ,57, ,84, ,54.2, ,3.9, ,94.8, ,60.9, 
247,10/27/2021,300,0.08, ,0, ,304, ,17.7,Y,73.3, ,51.1, ,62.0, ,100, ,74, ,93,Y,60.0,Y,4.2, ,100.2, ,62.0, 
247,10/28/2021,301,0.09,R,0, ,333, ,16.8,Y,80.3, ,50.0, ,61.8, ,100, ,55, ,89,Y,58.6,Y,2.1, ,51.2, ,62.3, 
247,10/29/2021,302,0.06, ,0.01, ,266, ,17.8,Y,82.0, ,49.1, ,61.5, ,100, ,58, ,95,Y,60.2,Y,3.2, ,76.8, ,62.8, 
247,10/30/2021,303,0.06, ,0, ,256, ,18.0,Y,70.4, ,51.6, ,61.9, ,100, ,85, ,95,Y,60.5,Y,8.7, ,207.9, ,63.4, 
247,10/31/2021,304,0.07, ,0, ,288, ,14.8, ,69.0, ,47.0, ,58.4, ,100, ,64, ,89, ,55.1, ,3.1, ,74.9, ,62.8, 
