56,10/1/2021,274,0.17, ,0, ,455, ,9.6, ,92.2, ,49.0, ,69.8, ,75, ,16, ,39, ,43.6, ,2.5, ,60.8, ,66.5, 
56,10/2/2021,275,0.17, ,0, ,443, ,10.3, ,91.6, ,51.7, ,70.6, ,69, ,20, ,40, ,45.4, ,3.0, ,72.4, ,67.1, 
56,10/3/2021,276,0.16, ,0, ,396, ,10.3, ,89.4, ,52.6, ,68.5, ,77, ,21, ,43, ,45.4, ,3.0, ,71.0, ,67.5, 
56,10/4/2021,277,0.16, ,0, ,395, ,9.7, ,91.6, ,50.9, ,69.0, ,72, ,18, ,40, ,43.6, ,3.0, ,70.9, ,67.6, 
56,10/5/2021,278,0.19, ,0, ,407, ,9.9, ,88.5, ,51.5, ,69.8, ,68, ,19, ,40, ,44.3, ,5.8, ,138.5, ,67.8, 
56,10/6/2021,279,0.12, ,0, ,302, ,12.2, ,79.3, ,55.7, ,66.4, ,83, ,35, ,55, ,49.9, ,5.0, ,119.4, ,68.1, 
56,10/7/2021,280,0.15, ,0, ,339, ,9.2, ,78.1, ,50.6, ,62.2, ,75, ,23, ,48, ,42.4, ,7.0, ,168.3, ,68.2, 
56,10/8/2021,281,0.16, ,0.00, ,432, ,9.7, ,70.9, ,47.9, ,59.6, ,78, ,30, ,56, ,43.6, ,7.9, ,189.6, ,67.7, 
56,10/9/2021,282,0.14, ,0, ,426, ,9.2, ,72.5, ,40.2, ,56.6, ,88, ,33, ,59, ,42.4, ,3.9, ,94.5, ,67.1, 
56,10/10/2021,283,0.14, ,0, ,422, ,8.6, ,79.3, ,41.9, ,60.4, ,79, ,27, ,48, ,40.7, ,3.3, ,80.3, ,66.5, 
56,10/11/2021,284,0.27, ,0, ,543,R,4.9,Y,68.4, ,52.0, ,62.2, ,64, ,21, ,26,Y,26.8,Y,18.8,R,452.1,R,65.3, 
56,10/12/2021,285,0.22, ,0, ,426, ,4.8,Y,69.3, ,43.4, ,56.0, ,48, ,19, ,31,Y,25.9,Y,11.5,R,276.0,R,63.2, 
56,10/13/2021,286,0.13, ,0, ,409, ,5.9,Y,75.2, ,35.0,Y,55.6, ,80, ,17, ,39,Y,31.2,Y,3.7, ,89.7, ,62.3, 
56,10/14/2021,287,0.16, ,0, ,411, ,7.8, ,75.1, ,40.6, ,57.8, ,99, ,25, ,48, ,38.1, ,5.2, ,124.9, ,62.4, 
56,10/15/2021,288,0.13, ,0, ,404, ,7.2, ,82.0, ,39.6, ,60.2, ,70, ,21, ,40, ,35.9, ,2.5, ,59.3, ,62.0, 
56,10/16/2021,289,0.15, ,0, ,396, ,7.4, ,83.7, ,42.5, ,63.8, ,68, ,20, ,37, ,36.8, ,3.1, ,74.7, ,62.1, 
56,10/17/2021,290,0.14, ,0, ,352, ,8.4, ,82.1, ,43.6, ,60.2, ,73, ,20, ,47, ,39.9, ,6.8, ,163.9, ,62.2, 
56,10/18/2021,291,0.11, ,0, ,349, ,8.8, ,66.1, ,42.8, ,54.2, ,82, ,40, ,62, ,41.3, ,4.7, ,112.2, ,62.0, 
56,10/19/2021,292,0.12, ,0, ,370, ,8.0, ,70.5, ,36.4, ,54.8, ,84, ,31, ,55, ,38.7, ,3.8, ,90.2, ,61.2, 
56,10/20/2021,293,0.11, ,0, ,257, ,8.9, ,76.4, ,52.8, ,64.0, ,63, ,24, ,44, ,41.6, ,4.1, ,97.2, ,61.6, 
56,10/21/2021,294,0.13, ,0, ,340, ,12.8, ,82.8, ,57.3, ,67.9, ,81, ,27, ,55, ,51.0, ,4.7, ,111.6, ,62.6, 
56,10/22/2021,295,0.02, ,0.08, ,104, ,15.6, ,64.9, ,53.5, ,60.0, ,99, ,78, ,88, ,56.6, ,5.2, ,124.6, ,63.4, 
56,10/23/2021,296,0.10, ,0, ,302, ,11.6, ,70.4, ,52.6, ,60.9, ,95, ,36, ,63, ,48.4, ,3.9, ,93.4, ,63.5, 
56,10/24/2021,297,0.11, ,0.13, ,87, ,12.7, ,72.9, ,58.7,Y,65.6, ,76, ,53, ,59, ,50.8, ,13.9,R,334.6,R,63.6, 
56,10/25/2021,298,0.07, ,1.21, ,224, ,13.8, ,67.0, ,50.1, ,58.4, ,99, ,55, ,82, ,53.1, ,5.7, ,135.6, ,63.4, 
56,10/26/2021,299,0.09, ,0.00, ,360, ,11.8, ,68.2, ,44.7, ,56.0, ,100, ,38, ,77, ,49.0, ,2.6, ,61.4, ,63.1, 
56,10/27/2021,300,0.08, ,0.00, ,313, ,14.9, ,71.8, ,48.6, ,59.4, ,100, ,63, ,86, ,55.3, ,3.0, ,71.0, ,62.6, 
56,10/28/2021,301,0.09, ,0.01, ,345, ,17.3,Y,74.8, ,50.9, ,62.0, ,100, ,65, ,91,Y,59.4,Y,2.1, ,49.8, ,62.9, 
56,10/29/2021,302,0.08, ,0.01, ,319, ,18.1,Y,78.4, ,50.7, ,62.6, ,100, ,66, ,93,Y,60.6,Y,1.7, ,41.0, ,63.1, 
56,10/30/2021,303,0.08, ,0.01, ,291, ,17.4,Y,76.1, ,54.2, ,63.1, ,100, ,56, ,88,Y,59.5,Y,5.1, ,122.2, ,63.5, 
56,10/31/2021,304,0.09, ,0, ,333, ,13.5, ,70.6, ,53.3, ,60.5, ,100, ,49, ,75, ,52.6, ,3.7, ,90.0, ,63.8, 
