113,10/1/2021,274,0.19, ,0, ,470, ,8.1, ,95.0, ,44.2, ,66.0, ,74, ,10, ,37, ,39.2, ,3.5, ,84.5, ,70.2, 
113,10/2/2021,275,0.19, ,0, ,462, ,8.2, ,96.5, ,43.8, ,66.3, ,74, ,10, ,37, ,39.3, ,3.7, ,88.9, ,70.2, 
113,10/3/2021,276,0.20, ,0, ,445, ,7.9, ,97.6, ,44.8, ,68.3, ,64, ,11, ,33, ,38.5, ,3.8, ,91.5, ,70.2, 
113,10/4/2021,277,0.17, ,0, ,375, ,8.9, ,93.1, ,47.1, ,66.5, ,90, ,13, ,40, ,41.5, ,4.4, ,105.0, ,70.2, 
113,10/5/2021,278,0.15, ,0, ,403, ,12.6, ,85.8, ,47.6, ,61.2, ,97, ,33, ,68, ,50.7, ,5.0, ,121.0, ,70.2, 
113,10/6/2021,279,0.13, ,0, ,368, ,11.9, ,78.1, ,46.8, ,58.8, ,94, ,40, ,70, ,49.1, ,4.3, ,102.6, ,70.1, 
113,10/7/2021,280,0.13, ,0, ,394, ,10.4, ,75.0, ,45.1, ,56.1, ,87, ,36, ,67, ,45.5, ,4.4, ,104.5, ,69.8, 
113,10/8/2021,281,0.16, ,0, ,437, ,9.4, ,68.2, ,43.2, ,55.2, ,89, ,31, ,63, ,42.9, ,6.6, ,159.3, ,69.3, 
113,10/9/2021,282,0.15, ,0, ,437, ,9.1, ,77.5, ,38.5, ,56.2, ,93, ,27, ,59, ,42.0, ,4.3, ,102.4, ,68.7, 
113,10/10/2021,283,0.16, ,0, ,435, ,9.0, ,81.8, ,39.4, ,57.9, ,91, ,23, ,55, ,41.8, ,4.5, ,107.4, ,68.2, 
113,10/11/2021,284,0.20, ,0, ,424, ,7.4, ,67.3, ,41.5, ,55.2, ,92, ,22, ,50, ,36.8, ,11.0,R,263.7,R,67.6, 
113,10/12/2021,285,0.20, ,0, ,434, ,4.8,Y,69.2, ,40.0, ,55.1, ,58, ,17, ,32,Y,26.0,Y,8.2,Y,197.0,Y,66.9, 
113,10/13/2021,286,0.14, ,0, ,422, ,7.9, ,73.3, ,33.6,Y,52.3, ,95, ,18, ,59, ,38.6, ,5.0, ,120.1, ,66.3, 
113,10/14/2021,287,0.15, ,0.00, ,414, ,8.5, ,79.2, ,39.0, ,56.5, ,98, ,21, ,55, ,40.4, ,4.1, ,98.5, ,66.0, 
113,10/15/2021,288,0.16, ,0, ,420, ,6.4, ,86.8, ,37.5, ,61.1, ,77, ,13, ,35, ,33.2, ,3.5, ,85.0, ,66.0, 
113,10/16/2021,289,0.18, ,0, ,420, ,5.7,Y,88.3, ,40.6, ,62.4, ,57, ,9, ,30,Y,30.4,Y,4.6, ,109.3, ,65.7, 
113,10/17/2021,290,0.16, ,0.00, ,382, ,6.9, ,78.0, ,38.7, ,57.3, ,78, ,18, ,43, ,35.1, ,5.7, ,137.1, ,65.0, 
113,10/18/2021,291,0.13, ,0.01, ,404, ,8.6, ,65.4, ,38.3, ,51.1, ,96, ,33, ,67, ,40.6, ,5.4, ,130.8, ,64.9, 
113,10/19/2021,292,0.14, ,0, ,396, ,7.4, ,73.3, ,34.0,Y,53.1, ,96, ,24, ,53, ,36.7, ,4.9, ,117.7, ,64.1, 
113,10/20/2021,293,0.11, ,0, ,259, ,10.2, ,77.5, ,49.8, ,61.3, ,80, ,31, ,55, ,45.2, ,4.5, ,108.5, ,63.2, 
113,10/21/2021,294,0.12, ,0, ,329, ,14.1, ,82.3, ,52.9, ,63.8, ,95, ,40, ,70, ,53.7, ,4.2, ,101.7, ,63.1, 
113,10/22/2021,295,0.04, ,0.01, ,146, ,13.8, ,65.5, ,49.2, ,57.1, ,98, ,77, ,87, ,53.2, ,6.0, ,143.7, ,63.6, 
113,10/23/2021,296,0.10, ,0, ,329, ,10.3, ,69.3, ,41.1, ,54.2, ,95, ,43, ,71, ,45.2, ,3.8, ,92.0, ,63.3, 
113,10/24/2021,297,0.07, ,0.04, ,170, ,14.0, ,67.1, ,50.7, ,59.6, ,94, ,68, ,80, ,53.5, ,10.2,R,243.7,R,62.9, 
113,10/25/2021,298,0.08, ,0.81, ,263, ,12.5, ,64.5, ,44.8, ,56.2, ,97, ,56, ,81, ,50.4, ,6.4, ,154.0, ,62.8, 
113,10/26/2021,299,0.11, ,0.00, ,365, ,9.9, ,68.8, ,39.6, ,53.2, ,96, ,41, ,72, ,44.3, ,4.1, ,99.6, ,62.2, 
113,10/27/2021,300,0.12, ,0, ,359, ,12.9, ,77.0, ,42.5, ,58.8, ,95, ,48, ,76, ,51.4, ,4.6, ,110.0, ,60.7, 
113,10/28/2021,301,0.11, ,0.00, ,360, ,14.1, ,83.1, ,49.2, ,62.9, ,97, ,38, ,72, ,53.7, ,2.9, ,70.3, ,60.3, 
113,10/29/2021,302,0.13, ,0, ,355, ,13.4, ,84.6, ,49.9, ,63.4, ,95, ,34, ,67, ,52.4, ,3.4, ,82.6, ,60.7, 
113,10/30/2021,303,0.05, ,0.01, ,211, ,14.2, ,67.6, ,51.2, ,57.0, ,98, ,68, ,89, ,54.0, ,4.1, ,97.9, ,61.1, 
113,10/31/2021,304,0.09, ,0, ,305, ,12.1, ,70.4, ,50.1, ,58.0, ,92, ,46, ,73, ,49.6, ,3.6, ,87.1, ,61.2, 
