13,10/1/2021,274,0.21, ,0, ,450, ,6.3, ,85.0, ,57.0, ,70.3, ,32, ,18, ,25, ,32.8, ,5.7, ,136.3, ,64.1, 
13,10/2/2021,275,0.21, ,0, ,409, ,6.9, ,86.3, ,61.8, ,72.3, ,32, ,18, ,26, ,35.1, ,5.7, ,137.8, ,64.1, 
13,10/3/2021,276,0.18, ,0, ,337, ,6.7, ,84.3, ,63.3, ,72.8, ,31, ,17, ,24, ,34.4, ,5.4, ,129.6, ,64.3, 
13,10/4/2021,277,0.21, ,0, ,396, ,5.5, ,88.7, ,61.5, ,74.8, ,27, ,11, ,19, ,29.6, ,5.5, ,133.1, ,64.1, 
13,10/5/2021,278,0.20, ,0, ,405, ,7.2, ,85.5, ,58.9, ,69.6, ,34, ,22, ,29, ,36.0, ,5.5, ,133.0, ,64.1, 
13,10/6/2021,279,0.14, ,0, ,310, ,8.4, ,72.2, ,55.9, ,62.7, ,57, ,32, ,43, ,40.0, ,4.6, ,110.0, ,64.1, 
13,10/7/2021,280,0.08, ,0.01, ,213, ,8.9, ,68.6, ,53.1, ,59.1, ,70, ,31, ,52, ,41.6, ,3.6, ,87.1, ,63.8, 
13,10/8/2021,281,0.11, ,0.03, ,373, ,8.8, ,60.2, ,44.3, ,51.3, ,90, ,49, ,68, ,41.1, ,5.8, ,138.1, ,63.4, 
13,10/9/2021,282,0.14, ,0, ,434, ,7.1, ,66.8, ,42.2, ,54.5, ,70, ,33, ,49, ,35.7, ,5.4, ,129.6, ,62.1, 
13,10/10/2021,283,0.15, ,0, ,430, ,6.6, ,71.3, ,47.5, ,59.5, ,49, ,30, ,38, ,34.1, ,4.9, ,117.6, ,61.4, 
13,10/11/2021,284,0.14, ,0, ,400, ,4.7, ,59.9, ,41.0, ,49.8, ,77, ,19, ,39, ,25.8, ,6.0, ,143.0, ,60.7, 
13,10/12/2021,285,0.15, ,0, ,435, ,3.1,Y,63.4, ,38.6, ,50.4, ,34, ,16, ,25,Y,15.6,Y,5.7, ,137.7, ,59.2, 
13,10/13/2021,286,0.14, ,0, ,355, ,3.5, ,65.1, ,45.2, ,53.3, ,37, ,17, ,25, ,18.6, ,4.7, ,113.3, ,58.9, 
13,10/14/2021,287,0.15, ,0, ,420, ,5.0, ,68.8, ,43.9, ,55.9, ,44, ,22, ,33, ,27.1, ,5.5, ,131.9, ,58.8, 
13,10/15/2021,288,0.16, ,0, ,413, ,4.6, ,75.8, ,48.6, ,61.3, ,33, ,17, ,25, ,25.0, ,5.1, ,123.1, ,58.9, 
13,10/16/2021,289,0.17, ,0, ,403, ,5.1, ,79.3, ,53.0, ,64.4, ,33, ,15, ,25, ,27.4, ,5.6, ,133.2, ,59.3, 
13,10/17/2021,290,0.16, ,0.34, ,327, ,6.2, ,70.1, ,40.9, ,57.4, ,97, ,20, ,39, ,32.4, ,8.6,Y,207.5,Y,59.6, 
13,10/18/2021,291,0.06, ,0.04, ,287, ,8.3, ,50.9,Y,39.2, ,44.0,Y,98, ,69, ,85,Y,39.8,Y,5.3, ,127.8, ,59.3, 
13,10/19/2021,292,0.11, ,0, ,353, ,6.9, ,60.2, ,37.7, ,50.4, ,82, ,33, ,55, ,35.0, ,6.0, ,143.1, ,58.3, 
13,10/20/2021,293,0.09, ,0.03, ,193, ,8.1, ,65.3, ,52.3, ,57.5, ,90, ,36, ,50, ,39.2, ,6.3, ,152.2, ,58.6, 
13,10/21/2021,294,0.04, ,0.43, ,160, ,15.3,Y,67.6, ,55.3, ,59.4, ,96, ,72, ,88,Y,55.9,Y,4.9, ,116.5, ,59.4, 
13,10/22/2021,295,0.02, ,0.96, ,120, ,11.8, ,59.3, ,47.1, ,51.7, ,98, ,76, ,90, ,48.9, ,5.4, ,130.4, ,59.6, 
13,10/23/2021,296,0.03, ,0.30, ,137, ,9.5, ,53.6, ,45.8, ,49.2, ,94, ,62, ,79, ,43.2, ,4.8, ,115.8, ,58.8, 
13,10/24/2021,297,0.00, ,5.49, ,27, ,12.0, ,53.4, ,47.5, ,50.8, ,99, ,90, ,95, ,49.4, ,14.3,R,344.1,R,56.0, 
13,10/25/2021,298,0.04, ,1.69, ,192, ,10.0, ,54.0, ,43.1, ,47.0, ,100, ,68, ,91, ,44.4, ,6.6, ,157.3, ,53.0, 
13,10/26/2021,299,0.05, ,0, ,229, ,8.8, ,56.3, ,42.8, ,48.8, ,90, ,57, ,75, ,41.3, ,3.8, ,91.5, ,53.7, 
13,10/27/2021,300,0.10, ,0, ,352, ,11.0, ,66.8, ,48.6, ,57.5, ,85, ,56, ,68, ,47.1, ,4.8, ,114.6, ,54.6, 
13,10/28/2021,301,0.11, ,0, ,362, ,11.1, ,74.0, ,51.9, ,62.0, ,77, ,45, ,58, ,47.2, ,4.2, ,101.7, ,55.4, 
13,10/29/2021,302,0.11, ,0, ,347, ,10.4, ,74.0, ,53.7, ,62.3, ,73, ,39, ,54, ,45.6, ,4.8, ,116.1, ,56.1, 
13,10/30/2021,303,0.08, ,0, ,280, ,12.6,Y,65.0, ,51.3, ,56.9, ,98, ,64, ,80,Y,50.7,Y,4.3, ,102.9, ,56.8, 
13,10/31/2021,304,0.03, ,0, ,160, ,12.0, ,60.4, ,48.3, ,52.6, ,98, ,76, ,88, ,49.3, ,3.1, ,75.4, ,57.3, 
