243,10/1/2021,274,0.16, ,0, ,445, ,9.6, ,88.8, ,43.0, ,65.0, ,88, ,16, ,45, ,43.4, ,2.6, ,62.0, ,69.7, 
243,10/2/2021,275,0.15, ,0, ,425, ,10.3, ,90.8, ,44.5, ,66.4, ,88, ,16, ,47, ,45.3, ,2.5, ,59.2, ,69.9, 
243,10/3/2021,276,0.14, ,0, ,393, ,10.8, ,86.1, ,46.9, ,64.6, ,91, ,22, ,52, ,46.6, ,2.3, ,54.9, ,70.1, 
243,10/4/2021,277,0.14, ,0, ,394, ,10.7, ,90.4, ,43.4, ,65.2, ,91, ,24, ,50, ,46.3, ,2.4, ,56.7, ,69.8, 
243,10/5/2021,278,0.18, ,0, ,396, ,11.0, ,81.8, ,47.5, ,64.0, ,80, ,21, ,54, ,47.1, ,8.6, ,206.2, ,69.7, 
243,10/6/2021,279,0.16, ,0, ,367, ,11.1, ,76.5, ,50.8, ,63.2, ,85, ,19, ,56, ,47.3, ,8.1, ,194.3, ,69.3, 
243,10/7/2021,280,0.16, ,0, ,376, ,10.2, ,73.6, ,47.9, ,60.5, ,75, ,32, ,57, ,45.0, ,8.3, ,200.3, ,68.5, 
243,10/8/2021,281,0.14, ,0.01, ,372, ,10.1, ,69.1, ,45.5, ,58.1, ,89, ,35, ,61, ,44.8, ,7.9, ,188.7, ,67.9, 
243,10/9/2021,282,0.14, ,0, ,412, ,9.8, ,75.0, ,40.8, ,57.5, ,96, ,27, ,60, ,44.0, ,4.7, ,113.6, ,66.9, 
243,10/10/2021,283,0.14, ,0, ,406, ,9.6, ,79.5, ,40.0, ,61.1, ,89, ,24, ,52, ,43.5, ,4.0, ,94.8, ,66.5, 
243,10/11/2021,284,0.30, ,0, ,386, ,4.8,Y,69.9, ,50.2, ,60.7, ,55, ,15, ,27,Y,26.2,Y,16.4,R,393.6,R,66.4, 
243,10/12/2021,285,0.23, ,0, ,408, ,4.4,Y,71.1, ,38.1, ,55.8, ,77, ,11, ,29,Y,23.8,Y,11.4, ,274.1, ,64.1, 
243,10/13/2021,286,0.12, ,0, ,353, ,7.4, ,72.5, ,36.4,Y,55.9, ,86, ,22, ,49, ,36.9, ,4.2, ,102.0, ,62.9, 
243,10/14/2021,287,0.18, ,0, ,394, ,7.0, ,78.4, ,40.3, ,56.9, ,96, ,15, ,44, ,35.2, ,6.2, ,148.1, ,63.3, 
243,10/15/2021,288,0.12, ,0, ,386, ,7.5, ,79.9, ,33.5,Y,55.6, ,87, ,20, ,50, ,37.3, ,1.9, ,46.0, ,63.1, 
243,10/16/2021,289,0.12, ,0, ,381, ,7.9, ,82.8, ,35.9,Y,58.1, ,89, ,19, ,48, ,38.5, ,2.1, ,50.5, ,63.8, 
243,10/17/2021,290,0.13, ,0, ,310, ,9.2, ,76.6, ,37.4,Y,55.3, ,85, ,26, ,62, ,42.3, ,8.2, ,196.4, ,63.9, 
243,10/18/2021,291,0.08, ,0, ,314, ,8.9, ,64.7, ,39.6, ,52.4,Y,90, ,40, ,66,Y,41.6,Y,4.6, ,110.7, ,63.4, 
243,10/19/2021,292,0.10, ,0, ,324, ,8.5, ,68.6, ,31.9,Y,52.8, ,97, ,34, ,62, ,40.2, ,3.2, ,78.0, ,62.1, 
243,10/20/2021,293,0.04, ,0.01, ,138, ,11.8, ,68.3, ,54.8, ,60.2, ,97, ,39, ,66, ,49.0, ,3.5, ,83.8, ,62.9, 
243,10/21/2021,294,0.06, ,0.18, ,227, ,16.8, ,74.2, ,53.5, ,62.2, ,99, ,62, ,88, ,58.6, ,3.0, ,71.7, ,64.0, 
243,10/22/2021,295,0.07, ,0.21, ,244, ,14.0, ,66.8, ,53.7, ,59.7, ,99, ,55, ,80, ,53.6, ,7.3, ,176.0, ,64.5, 
243,10/23/2021,296,0.06, ,0.30, ,212, ,13.2, ,66.2, ,46.6, ,57.8, ,99, ,58, ,81, ,51.9, ,4.9, ,116.9, ,63.6, 
243,10/24/2021,297,0.00, ,5.53, ,21, ,15.2, ,61.1, ,54.5, ,57.3, ,99, ,84, ,95, ,55.8, ,10.6, ,254.6, ,61.6, 
243,10/25/2021,298,0.10, ,0.35, ,343, ,13.3, ,64.0, ,51.4, ,57.3, ,99, ,61, ,83, ,52.1, ,7.9, ,190.3, ,60.4, 
243,10/26/2021,299,0.06, ,0, ,253, ,12.5, ,65.6, ,47.6, ,57.6, ,97, ,58, ,77, ,50.5, ,3.6, ,85.6, ,60.3, 
243,10/27/2021,300,0.09, ,0, ,323, ,15.2, ,70.2, ,51.4, ,60.1, ,99, ,70, ,86, ,55.8, ,4.5, ,108.5, ,61.2, 
243,10/28/2021,301,0.08, ,0, ,337, ,15.1, ,73.9, ,47.1, ,59.4, ,99, ,60, ,87, ,55.5, ,1.9, ,44.8, ,62.0, 
243,10/29/2021,302,0.06, ,0.01, ,248, ,15.8, ,74.1, ,49.6, ,59.0, ,99, ,64, ,93, ,56.9, ,1.9, ,46.0, ,62.7, 
243,10/30/2021,303,0.08, ,0, ,270, ,15.1, ,68.4, ,52.9, ,60.2, ,94, ,73, ,85, ,55.6, ,7.2, ,172.7, ,63.2, 
243,10/31/2021,304,0.08, ,0, ,307, ,12.9, ,66.6, ,44.0, ,56.4, ,99, ,55, ,83, ,51.2, ,2.5, ,60.6, ,62.7, 
