126,10/1/2021,274,0.18, ,0, ,484, ,7.5, ,93.4, ,50.4, ,68.2, ,52, ,11, ,32, ,37.0, ,2.6, ,62.2, ,64.7, 
126,10/2/2021,275,0.18, ,0, ,472, ,7.6, ,94.4, ,50.7, ,68.1, ,50, ,15, ,32, ,37.4, ,2.4, ,57.1, ,64.9, 
126,10/3/2021,276,0.19, ,0, ,462, ,7.4, ,95.6, ,52.3, ,70.2, ,47, ,12, ,29, ,36.7, ,2.3, ,54.4, ,65.0, 
126,10/4/2021,277,0.16, ,0, ,388, ,8.5, ,90.9, ,53.4, ,66.9, ,82, ,18, ,38, ,40.3, ,2.4, ,57.3, ,64.9, 
126,10/5/2021,278,0.14, ,0, ,431, ,12.5, ,77.7, ,49.9, ,60.4, ,93, ,41, ,69, ,50.4, ,2.8, ,67.1, ,64.5, 
126,10/6/2021,279,0.08, ,0, ,274, ,12.5, ,69.8, ,51.7, ,59.4, ,93, ,58, ,72, ,50.5, ,2.7, ,64.9, ,64.1, 
126,10/7/2021,280,0.12, ,0, ,370, ,10.2, ,69.7, ,48.4, ,56.1, ,82, ,41, ,66, ,45.1, ,3.0, ,72.1, ,63.1, 
126,10/8/2021,281,0.13, ,0, ,431, ,10.2, ,65.7, ,48.4, ,56.1, ,93, ,45, ,67, ,45.1, ,3.9, ,93.5, ,62.1, 
126,10/9/2021,282,0.14, ,0, ,453, ,9.5, ,75.5, ,45.2, ,59.2, ,84, ,25, ,55, ,43.1, ,2.5, ,61.2, ,61.5, 
126,10/10/2021,283,0.14, ,0, ,450, ,9.4, ,80.7, ,44.3, ,59.8, ,79, ,26, ,54, ,43.0, ,2.4, ,58.0, ,61.9, 
126,10/11/2021,284,0.17, ,0, ,439, ,6.9, ,68.6, ,44.6, ,56.1, ,90, ,19, ,45, ,35.0, ,5.5,R,133.0,R,61.1, 
126,10/12/2021,285,0.16, ,0, ,453,R,4.1,Y,70.6, ,40.0, ,56.1, ,48, ,15, ,27,Y,22.6,Y,4.2, ,101.3, ,59.4, 
126,10/13/2021,286,0.12, ,0, ,396, ,7.6, ,70.1, ,38.7, ,53.3, ,87, ,29, ,55, ,37.5, ,2.9, ,68.7, ,58.5,Y
126,10/14/2021,287,0.14, ,0, ,436, ,8.3, ,77.9, ,42.2, ,58.4, ,92, ,22, ,50, ,39.8, ,2.2, ,53.7, ,59.0, 
126,10/15/2021,288,0.15, ,0, ,434,R,5.5, ,87.1, ,43.5, ,62.8, ,56, ,12, ,28, ,29.5, ,2.4, ,56.6, ,59.4, 
126,10/16/2021,289,0.16, ,0, ,429, ,5.3, ,89.8, ,46.4, ,64.6, ,46, ,10, ,25, ,28.4, ,2.7, ,64.3, ,60.1, 
126,10/17/2021,290,0.13, ,0, ,374, ,8.6, ,70.9, ,44.9, ,55.8, ,90, ,28, ,56, ,40.5, ,3.5, ,84.2, ,59.9, 
126,10/18/2021,291,0.09, ,0, ,340, ,9.6, ,65.0, ,43.0, ,52.3, ,94, ,43, ,72, ,43.5, ,2.9, ,68.6, ,59.2, 
126,10/19/2021,292,0.11, ,0, ,392, ,9.0, ,70.9, ,37.8, ,52.6, ,91, ,34, ,66, ,41.7, ,2.8, ,66.1, ,58.2, 
126,10/20/2021,293,0.05,R,0.01, ,168, ,11.7, ,69.4, ,51.7, ,60.5, ,90, ,35, ,65, ,48.7, ,2.0, ,48.7, ,58.7, 
126,10/21/2021,294,0.10, ,0.02, ,326, ,16.2, ,77.6, ,56.7, ,63.0, ,96, ,53, ,82, ,57.5, ,2.8, ,66.7, ,60.5, 
126,10/22/2021,295,0.05, ,0.05, ,185, ,14.8, ,65.7, ,53.2, ,59.3, ,96, ,70, ,86, ,55.1, ,2.7, ,64.3, ,61.7, 
126,10/23/2021,296,0.09, ,0, ,305, ,12.0, ,66.9, ,48.4, ,57.9, ,95, ,51, ,73, ,49.3, ,2.4, ,58.4, ,61.2, 
126,10/24/2021,297,0.02, ,0.76, ,40, ,14.5, ,70.9, ,54.5, ,60.9, ,98, ,58, ,79, ,54.4, ,3.5, ,83.9, ,61.1, 
126,10/25/2021,298,0.09, ,1.31, ,322, ,12.6, ,64.0, ,48.6, ,56.8, ,99, ,53, ,80, ,50.7, ,4.2, ,100.1, ,59.6, 
126,10/26/2021,299,0.10, ,0, ,373, ,11.1, ,68.4, ,44.5, ,55.1, ,95, ,43, ,75, ,47.3, ,2.1, ,50.9, ,59.2, 
126,10/27/2021,300,0.11, ,0, ,366, ,14.0, ,76.2, ,47.9, ,60.6, ,96, ,55, ,77, ,53.5, ,2.5, ,59.9, ,59.6, 
126,10/28/2021,301,0.11, ,0, ,370, ,15.0, ,81.6, ,51.4, ,64.7, ,98, ,43, ,72, ,55.4, ,2.0, ,47.6, ,61.0, 
126,10/29/2021,302,0.11, ,0, ,358, ,14.6, ,82.5, ,52.3, ,63.4, ,97, ,35, ,73, ,54.6, ,2.1, ,50.4, ,62.0, 
126,10/30/2021,303,0.06, ,0, ,227, ,14.8, ,68.5, ,52.6, ,58.4, ,99, ,68, ,89, ,55.1, ,2.7, ,63.7, ,62.1, 
126,10/31/2021,304,0.09, ,0, ,319, ,12.0, ,67.0, ,50.5, ,57.5, ,96, ,47, ,74, ,49.5, ,2.3, ,55.8, ,61.6, 
