241,10/1/2021,274,0.19, ,0, ,530,R,8.7, ,85.7, ,49.0, ,66.7, ,58, ,18, ,39, ,40.9, ,4.5, ,108.9, ,67.2, 
241,10/2/2021,275,0.20, ,0, ,520,R,9.2, ,91.9, ,52.4, ,70.3, ,85, ,11, ,36, ,42.4, ,4.4, ,105.8, ,66.3, 
241,10/3/2021,276,0.19, ,0, ,487, ,9.6, ,87.9, ,54.2, ,69.4, ,61, ,20, ,39, ,43.3, ,4.2, ,100.9, ,66.5, 
241,10/4/2021,277,0.12, ,0.03, ,322, ,13.1, ,82.3, ,57.3, ,68.8, ,93, ,33, ,54, ,51.7, ,3.7, ,89.6, ,66.3, 
241,10/5/2021,278,0.14, ,0.20, ,475, ,18.2, ,75.6, ,57.8, ,66.5, ,97, ,63, ,82, ,60.7, ,4.4, ,105.5, ,67.7, 
241,10/6/2021,279,0.07, ,0, ,262, ,18.1, ,72.3, ,58.7, ,64.3, ,96, ,74, ,88, ,60.7, ,3.5, ,85.0, ,68.4, 
241,10/7/2021,280,0.02, ,0, ,133, ,18.1, ,67.8, ,60.3, ,63.8, ,98, ,78, ,90, ,60.7, ,2.6, ,61.8, ,68.1, 
241,10/8/2021,281,0.11, ,0.00, ,378, ,16.4, ,68.4, ,56.5, ,62.6, ,97, ,68, ,84, ,57.8, ,4.0, ,96.4, ,68.0, 
241,10/9/2021,282,0.14, ,0.00, ,486, ,13.7, ,70.6, ,51.3, ,60.6, ,96, ,54, ,76, ,52.9, ,4.5, ,108.1, ,67.3, 
241,10/10/2021,283,0.14, ,0, ,489,R,14.5, ,71.6, ,48.9, ,60.0, ,95, ,60, ,82, ,54.4, ,4.3, ,102.5, ,66.1, 
241,10/11/2021,284,0.11, ,0, ,321, ,12.2, ,68.1, ,49.8, ,60.1, ,92, ,20, ,69, ,49.8, ,5.4, ,129.0, ,65.6, 
241,10/12/2021,285,0.17, ,0, ,492,R,5.8, ,67.4, ,43.9,Y,58.2, ,75, ,18, ,35, ,30.7, ,5.3, ,127.3, ,64.1, 
241,10/13/2021,286,0.14, ,0, ,476,R,7.3, ,67.8, ,39.9,R,54.6,Y,73, ,26, ,50,Y,36.4,Y,4.1, ,98.8, ,61.9, 
241,10/14/2021,287,0.14, ,0.00,H,472,R,8.5, ,71.8, ,41.5,Y,56.7, ,78, ,33, ,54, ,40.2, ,4.4, ,105.2, ,60.9, 
241,10/15/2021,288,0.18, ,0, ,477,R,6.7, ,85.8, ,48.5, ,67.5, ,71, ,12, ,29, ,34.3, ,5.1, ,122.9, ,61.3, 
241,10/16/2021,289,0.18, ,0, ,479,R,5.8, ,84.4, ,49.5, ,66.1, ,57, ,13, ,26, ,30.6, ,5.0, ,120.4, ,61.4, 
241,10/17/2021,290,0.14, ,0, ,460,R,11.2, ,72.2, ,46.3, ,58.4, ,94, ,33, ,67, ,47.5, ,4.7, ,111.6, ,61.0, 
241,10/18/2021,291,0.08, ,0, ,308, ,13.0, ,63.9, ,46.8, ,56.9, ,92, ,71, ,82, ,51.5, ,4.2, ,101.2, ,61.9, 
241,10/19/2021,292,0.12, ,0, ,448, ,10.9, ,63.9, ,43.2,Y,53.5,Y,94, ,61, ,78,Y,46.9,Y,4.1, ,98.7, ,60.9, 
241,10/20/2021,293,0.12, ,0, ,433, ,12.0, ,67.8, ,44.4,Y,56.2, ,96, ,57, ,78, ,49.4, ,4.3, ,103.7, ,61.4, 
241,10/21/2021,294,0.12, ,0, ,435, ,13.0, ,68.8, ,45.9, ,56.7, ,97, ,64, ,83, ,51.5, ,4.4, ,105.7, ,61.9, 
241,10/22/2021,295,0.08, ,0.00,H,322, ,14.1, ,63.4, ,48.1, ,56.0, ,99, ,79, ,92, ,53.8, ,4.0, ,95.6, ,62.7, 
241,10/23/2021,296,0.07, ,0.01, ,297, ,14.7, ,65.8, ,50.3, ,58.2, ,98, ,67, ,88, ,54.8, ,3.8, ,90.3, ,63.6, 
241,10/24/2021,297,0.11, ,0, ,401, ,13.7, ,67.2, ,48.6, ,57.5, ,97, ,65, ,85, ,52.9, ,3.9, ,94.4, ,63.6, 
241,10/25/2021,298,0.01, ,0.38, ,94, ,14.7, ,63.3, ,50.6, ,56.4, ,98, ,84, ,95, ,54.8, ,3.7, ,89.0, ,62.9, 
241,10/26/2021,299,0.10, ,0.00, ,413, ,12.9, ,64.3, ,47.6, ,55.9, ,99, ,64, ,84, ,51.3, ,3.8, ,91.6, ,62.6, 
241,10/27/2021,300,0.13, ,0, ,418, ,11.1, ,73.6, ,46.5, ,60.5, ,96, ,40, ,62, ,47.2, ,4.0, ,97.1, ,62.7, 
241,10/28/2021,301,0.15, ,0, ,409, ,11.0, ,82.8, ,54.0, ,67.2, ,70, ,28, ,48, ,46.9, ,4.5, ,107.4, ,63.8, 
241,10/29/2021,302,0.13, ,0, ,411, ,13.1, ,79.9, ,53.3, ,64.9, ,99, ,33, ,62, ,51.7, ,3.9, ,94.2, ,64.4, 
241,10/30/2021,303,0.08, ,0, ,336, ,15.6, ,66.3, ,54.6, ,59.5, ,99, ,79, ,90, ,56.5, ,3.7, ,89.3, ,65.3, 
241,10/31/2021,304,0.07, ,0, ,264, ,14.5, ,66.4, ,53.7, ,59.5, ,97, ,70, ,83, ,54.5, ,3.4, ,82.2, ,65.3, 
