6,10/1/2021,274,0.16, ,0, ,447, ,9.1, ,89.8, ,46.7, ,68.5, ,89, ,17, ,38, ,42.0, ,2.3, ,56.0, ,64.4, 
6,10/2/2021,275,0.17, ,0, ,439, ,9.1, ,90.8, ,52.0, ,71.3, ,77, ,15, ,35, ,42.2, ,3.3, ,78.6, ,64.9, 
6,10/3/2021,276,0.17, ,0, ,432, ,9.6, ,88.6, ,51.0, ,71.0, ,85, ,19, ,37, ,43.6, ,3.4, ,80.9, ,65.0, 
6,10/4/2021,277,0.16, ,0, ,410, ,10.3, ,88.9, ,47.9, ,69.8, ,92, ,21, ,41, ,45.2, ,2.9, ,70.0, ,64.9, 
6,10/5/2021,278,0.19, ,0, ,403, ,9.9, ,83.6, ,51.7, ,67.3, ,82, ,26, ,43, ,44.3, ,7.2, ,172.3, ,63.2, 
6,10/6/2021,279,0.14, ,0, ,352, ,11.8, ,76.0, ,54.7, ,63.5, ,83, ,37, ,59, ,49.0, ,6.3, ,150.2, ,62.5, 
6,10/7/2021,280,0.14, ,0, ,357, ,9.9, ,72.6, ,52.3, ,60.8, ,89, ,25, ,55, ,44.3, ,6.7, ,160.8, ,61.7, 
6,10/8/2021,281,0.14, ,0, ,405, ,10.1, ,68.6, ,50.9, ,57.8, ,82, ,40, ,62, ,44.8, ,7.6, ,182.4, ,60.2, 
6,10/9/2021,282,0.14, ,0, ,419, ,9.2, ,75.2, ,44.2, ,58.7, ,96, ,25, ,55, ,42.4, ,5.0, ,119.2, ,60.7, 
6,10/10/2021,283,0.14, ,0, ,415, ,9.5, ,79.4, ,42.2, ,61.8, ,96, ,26, ,50, ,43.1, ,3.8, ,90.0, ,61.0, 
6,10/11/2021,284,0.30, ,0, ,396, ,4.5, ,68.4, ,55.9, ,61.4, ,34, ,16, ,24, ,24.7, ,17.4,R,416.8,R,59.5, 
6,10/12/2021,285,0.23, ,0, ,420, ,3.9,Y,69.8, ,44.7, ,57.5, ,43, ,11, ,24,Y,21.2,Y,11.8,Y,283.9,Y,58.3, 
6,10/13/2021,286,0.13, ,0, ,376, ,6.9, ,71.2, ,44.6, ,57.5, ,69, ,25, ,43, ,35.0, ,4.3, ,103.0, ,58.2, 
6,10/14/2021,287,0.20, ,0, ,406, ,5.4, ,76.5, ,47.3, ,61.1, ,46, ,15, ,29, ,29.0, ,7.6, ,181.6, ,58.2, 
6,10/15/2021,288,0.13, ,0, ,399, ,6.5, ,80.6, ,42.3, ,59.8, ,60, ,18, ,37, ,33.4, ,2.5, ,60.5, ,58.4, 
6,10/16/2021,289,0.14, ,0, ,392, ,6.9, ,82.2, ,42.6, ,62.6, ,59, ,18, ,36, ,35.1, ,3.1, ,74.5, ,58.7, 
6,10/17/2021,290,0.16, ,0, ,314, ,8.1, ,72.6, ,49.0, ,59.4, ,69, ,29, ,47, ,39.2, ,9.0, ,215.3, ,57.9, 
6,10/18/2021,291,0.10, ,0, ,353, ,8.4, ,64.6, ,42.5, ,53.2, ,90, ,40, ,61, ,40.1, ,3.5, ,84.2, ,57.2, 
6,10/19/2021,292,0.11, ,0, ,333, ,8.1, ,67.0, ,38.0, ,54.8, ,81, ,38, ,55, ,39.0, ,4.0, ,97.0, ,56.6,Y
6,10/20/2021,293,0.04, ,0, ,134, ,12.9, ,65.6, ,51.9, ,58.7, ,98, ,49, ,76, ,51.2, ,3.9, ,94.6, ,57.8, 
6,10/21/2021,294,0.04, ,0, ,114, ,17.9,Y,70.6, ,62.4,Y,66.0, ,99, ,73, ,82,Y,60.4,Y,9.2, ,220.5, ,61.5, 
6,10/22/2021,295,0.10, ,0.12, ,300, ,13.8, ,66.8, ,56.4, ,61.4, ,91, ,57, ,74, ,53.1, ,7.4, ,177.2, ,60.8, 
6,10/23/2021,296,0.03, ,0.29, ,152, ,12.9, ,64.2, ,50.3, ,57.1, ,97, ,58, ,81, ,51.3, ,3.6, ,87.4, ,59.8, 
6,10/24/2021,297,0, ,4.96, ,23, ,15.4, ,60.7, ,53.9, ,56.6, ,99, ,95, ,98, ,56.1, ,9.8, ,234.2, ,57.9, 
6,10/25/2021,298,0.09, ,0.14, ,309, ,12.4, ,64.6, ,50.3, ,57.7, ,99, ,54, ,76, ,50.2, ,6.5, ,156.9, ,58.4, 
6,10/26/2021,299,0.06, ,0, ,231, ,12.6, ,64.3, ,50.2, ,57.7, ,95, ,60, ,77, ,50.7, ,5.1, ,123.6, ,57.8, 
6,10/27/2021,300,0.09, ,0, ,315, ,15.0, ,69.3, ,53.1, ,61.4, ,97, ,69, ,81, ,55.5, ,5.9, ,141.9, ,59.5, 
6,10/28/2021,301,0.08, ,0, ,327, ,15.3, ,72.9, ,51.9, ,61.5, ,99, ,61, ,82, ,56.0, ,2.3, ,54.1, ,60.3, 
6,10/29/2021,302,0.06, ,0.01, ,256, ,15.8, ,73.4, ,51.5, ,60.5, ,100, ,57, ,87, ,56.8, ,1.9, ,45.6, ,60.5, 
6,10/30/2021,303,0.08, ,0, ,291, ,14.9, ,68.8, ,53.3, ,60.2, ,99, ,71, ,83, ,55.2, ,5.9, ,142.4, ,60.9, 
6,10/31/2021,304,0.07, ,0, ,294, ,13.1, ,65.9, ,48.5, ,57.4, ,100, ,58, ,81, ,51.7, ,2.7, ,65.2, ,60.1, 
