159,10/1/2021,274,--,N,0, ,496, ,5.8,Y,92.9, ,56.3, ,74.4, ,41, ,5, ,20,Y,30.6,Y,3.3, ,78.2, ,75.4, 
159,10/2/2021,275,--,N,0, ,490, ,5.2,Y,96.0, ,59.1, ,76.4, ,38, ,7, ,17,Y,28.1,Y,3.3, ,78.1, ,75.9, 
159,10/3/2021,276,--,N,0, ,464, ,6.0,Y,97.2, ,60.7, ,77.6, ,31, ,9, ,19,Y,31.5,Y,3.4, ,81.1, ,76.3, 
159,10/4/2021,277,--,N,0.16, ,330, ,8.7, ,91.7, ,64.2, ,75.6, ,78, ,13, ,29, ,41.0, ,3.4, ,81.7, ,76.7, 
159,10/5/2021,278,--,N,0.04, ,455, ,15.2, ,82.5, ,62.0, ,71.2, ,83, ,35, ,58, ,55.8, ,3.8, ,91.6, ,76.2, 
159,10/6/2021,279,--,N,0, ,186, ,16.2, ,75.2, ,58.6, ,65.0, ,92, ,58, ,77, ,57.6, ,2.5, ,59.5, ,74.0, 
159,10/7/2021,280,--,N,0, ,180, ,15.8, ,71.5, ,64.6, ,67.7, ,89, ,59, ,68, ,56.9, ,3.3, ,79.8, ,72.3, 
159,10/8/2021,281,--,N,0.07, ,239, ,15.0, ,70.7, ,59.5, ,63.8, ,90, ,56, ,74, ,55.5, ,3.2, ,76.2, ,71.8, 
159,10/9/2021,282,--,N,0, ,432, ,12.2, ,74.6, ,55.3, ,63.4, ,86, ,39, ,61, ,49.9, ,3.1, ,73.3, ,71.3, 
159,10/10/2021,283,--,N,0, ,460, ,9.2, ,84.7, ,50.6, ,65.8, ,74, ,16, ,42, ,42.3, ,3.0, ,72.7, ,70.7, 
159,10/11/2021,284,--,N,0, ,314, ,9.1, ,71.9, ,51.7, ,62.0, ,75, ,15, ,48, ,42.0, ,4.7,Y,112.2,Y,70.3, 
159,10/12/2021,285,--,N,0, ,458, ,3.8,Y,71.7, ,49.7, ,60.3, ,41, ,11, ,21,Y,20.6,Y,4.3,Y,103.7,Y,69.1, 
159,10/13/2021,286,--,N,0, ,444, ,4.4,Y,76.9, ,45.8, ,60.2, ,44, ,11, ,25,Y,24.3,Y,3.3, ,78.8, ,68.1, 
159,10/14/2021,287,--,N,0, ,441, ,5.2,Y,81.1, ,47.5, ,63.4, ,45, ,12, ,26,Y,28.1,Y,2.9, ,70.5, ,68.1, 
159,10/15/2021,288,--,N,0, ,443, ,4.9,Y,89.5, ,53.4, ,70.2, ,38, ,8, ,19,Y,26.5,Y,3.1, ,73.6, ,68.8, 
159,10/16/2021,289,--,N,0, ,444, ,3.8,Y,90.3, ,56.0, ,71.0, ,31, ,6, ,15,Y,20.8,Y,3.1, ,74.4, ,69.6, 
159,10/17/2021,290,--,N,0, ,429, ,8.0, ,80.5, ,52.8, ,64.3, ,82, ,14, ,39, ,38.7, ,3.4, ,82.5, ,69.7, 
159,10/18/2021,291,--,N,0.07, ,122, ,12.4, ,66.4, ,50.1, ,58.9, ,91, ,56, ,73, ,50.2, ,2.7, ,64.9, ,69.2, 
159,10/19/2021,292,--,N,0, ,420, ,10.1, ,73.3, ,46.2, ,58.1, ,89, ,29, ,61, ,44.8, ,2.8, ,68.2, ,66.5, 
159,10/20/2021,293,--,N,0, ,412, ,9.9, ,79.4, ,48.1, ,60.3, ,85, ,26, ,55, ,44.2, ,2.9, ,70.8, ,66.5, 
159,10/21/2021,294,--,N,0, ,417, ,9.0, ,83.2, ,48.6, ,63.3, ,78, ,22, ,45, ,41.7, ,2.9, ,70.3, ,66.7, 
159,10/22/2021,295,--,N,0, ,364, ,12.8, ,72.5, ,48.3, ,59.3, ,97, ,49, ,74, ,51.1, ,2.9, ,69.8, ,67.0, 
159,10/23/2021,296,--,N,0.02, ,99, ,14.9, ,65.5, ,56.9, ,61.5, ,93, ,72, ,80, ,55.3, ,2.3, ,55.2, ,67.4, 
159,10/24/2021,297,--,N,0, ,265, ,13.6, ,72.2, ,55.9, ,62.5, ,86, ,49, ,70, ,52.7, ,2.6, ,63.1, ,67.0, 
159,10/25/2021,298,--,N,1.28, ,52, ,14.9, ,59.8, ,52.3, ,57.5, ,99, ,79, ,92, ,55.3, ,2.7, ,63.9, ,66.0, 
159,10/26/2021,299,--,N,0.01, ,381, ,11.5, ,70.5, ,47.9, ,57.5, ,99, ,44, ,71, ,48.3, ,2.7, ,65.1, ,64.2, 
159,10/27/2021,300,--,N,0, ,390, ,9.1, ,85.5, ,49.7, ,65.9, ,83, ,16, ,42, ,42.1, ,2.6, ,62.9, ,64.0, 
159,10/28/2021,301,--,N,0, ,385, ,10.1, ,91.6, ,57.7, ,72.5, ,63, ,16, ,37, ,44.8, ,2.7, ,66.0, ,65.4, 
159,10/29/2021,302,--,N,0, ,376, ,10.9, ,87.3, ,59.2, ,71.4, ,75, ,20, ,41, ,46.7, ,3.2, ,75.8, ,66.7, 
159,10/30/2021,303,--,N,0, ,323, ,14.3, ,76.4, ,54.1, ,62.2, ,99, ,43, ,75, ,54.1, ,2.9, ,69.4, ,66.9, 
159,10/31/2021,304,--,N,0, ,237, ,13.7, ,68.8, ,54.8, ,61.2, ,91, ,59, ,74, ,53.0, ,2.7, ,63.6, ,67.0, 
